gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000099472	12.23626253	-2.5534631099	1.34924753	-1.8925090078	5.842319e-02	NA
ENSMUSG00000035504	128.20749285	2.8719769273	1.10843649	2.5910162164	NA	NA
ENSMUSG00000022054	120.47896896	-0.1658508283	0.55016545	-0.3014562770	7.630666e-01	NA
ENSMUSG00000037474	21.48527961	-0.0959733571	0.71718305	-0.1338198903	8.935450e-01	NA
ENSMUSG00000078144	13.42121292	-1.2852938944	1.24426669	-1.0329730013	3.016165e-01	NA
ENSMUSG00000072672	38.14352745	1.2008299505	0.88947111	1.3500494181	1.770001e-01	NA
ENSMUSG00000051452	3.76633376	1.7783399119	1.37490979	1.2934229737	1.958648e-01	NA
ENSMUSG00000027073	51.88384367	3.1692512262	1.07845568	2.9386939956	3.295983e-03	NA
ENSMUSG00000106710	10.26720550	0.0085994906	1.45970307	0.0058912602	9.952995e-01	NA
ENSMUSG00000087579	17.13861665	1.7045676508	0.77869124	2.1890160925	2.859567e-02	NA
ENSMUSG00000045441	13.86137162	0.2892530850	0.73656438	0.3927057758	6.945368e-01	NA
ENSMUSG00000048355	33.31082398	1.3193711047	0.69331782	1.9029816651	5.704294e-02	NA
ENSMUSG00000022362	20.79678784	0.7404198151	0.95940070	0.7717524256	4.402611e-01	NA
ENSMUSG00000074817	14.80719689	-1.7174960960	1.20977152	-1.4196863389	1.556990e-01	NA
ENSMUSG00000026825	1160.79346390	-0.0438594141	0.46590888	-0.0941373225	9.250001e-01	9.987681e-01
ENSMUSG00000004113	234.44578347	-0.1931159191	0.49755619	-0.3881288681	6.979207e-01	NA
ENSMUSG00000026312	37.71030294	-0.4093904057	0.76424834	-0.5356771937	5.921817e-01	NA
ENSMUSG00000071716	12.55483761	-0.5156253548	1.30088478	-0.3963651219	6.918357e-01	NA
ENSMUSG00000042750	147.09153567	-0.0724885738	0.49390186	-0.1467671618	8.833158e-01	NA
ENSMUSG00000040364	16.47138765	1.2139542119	0.88369372	1.3737273346	1.695263e-01	NA
ENSMUSG00000066677	38.07680514	0.0712426082	1.33304530	0.0534435013	9.573785e-01	NA
ENSMUSG00000056643	9.20464060	0.4005805375	1.15728094	0.3461394070	7.292379e-01	NA
ENSMUSG00000097915	14.70652257	1.0076422071	0.87472580	1.1519520777	2.493408e-01	NA
ENSMUSG00000034687	174.97908642	0.4084980011	0.57690921	0.7080802184	4.788954e-01	NA
ENSMUSG00000006235	12.57658015	-0.2140918980	0.86175974	-0.2484357157	8.037973e-01	NA
ENSMUSG00000028931	438.30725417	0.2596838359	0.48280888	0.5378605171	5.906733e-01	9.987681e-01
ENSMUSG00000105500	13.94848992	-2.3015647285	1.25381226	-1.8356533939	6.640893e-02	NA
ENSMUSG00000055629	81.58958131	-0.3004863442	0.52480659	-0.5725658799	5.669387e-01	NA
ENSMUSG00000062961	41.06010403	0.3727853798	0.63399547	0.5879937635	5.565365e-01	NA
ENSMUSG00000103738	8.63826323	-1.1335458534	1.37569897	-0.8239781241	4.099520e-01	NA
ENSMUSG00000025983	5.95801013	-0.5792193024	1.47137113	-0.3936595543	6.938324e-01	NA
ENSMUSG00000107358	9.46029526	-2.8060776816	1.36293865	-2.0588437142	3.950921e-02	NA
ENSMUSG00000026202	439.04951919	0.0683278778	0.49652594	0.1376118986	8.905472e-01	9.987681e-01
ENSMUSG00000052026	89.80617683	-0.4464406145	0.51836171	-0.8612530698	3.890987e-01	NA
ENSMUSG00000076617	1592.09993621	2.6341060940	1.00318035	2.6257552803	8.645695e-03	9.930288e-02
ENSMUSG00000104178	9.66863041	-0.4769742557	0.88754441	-0.5374088891	5.909852e-01	NA
ENSMUSG00000042200	7.98616342	0.3705625503	0.99834048	0.3711785269	7.105046e-01	NA
ENSMUSG00000031343	160.37898283	0.2127378562	0.53621180	0.3967422139	6.915576e-01	NA
ENSMUSG00000008932	14.00911721	1.7524345729	1.40634823	1.2460886561	2.127318e-01	NA
ENSMUSG00000094286	4.03059959	0.0113395059	1.22842021	0.0092309666	9.926349e-01	NA
ENSMUSG00000093628	5.70582789	-1.8389350026	1.39130122	-1.3217375034	1.862556e-01	NA
ENSMUSG00000022756	130.45906566	0.0247094030	0.53427387	0.0462485710	9.631121e-01	NA
ENSMUSG00000072621	25.49411819	-0.9070986338	1.18201697	-0.7674159159	4.428343e-01	NA
ENSMUSG00000045318	35.97032698	0.5696716966	0.62142363	0.9167203644	3.592892e-01	NA
ENSMUSG00000039252	135.96780605	0.2299364951	0.59984807	0.3833245553	7.014791e-01	NA
ENSMUSG00000106133	3.21134577	-0.1955321787	1.44168217	-0.1356277984	8.921155e-01	NA
ENSMUSG00000053693	116.62319478	-0.2100734474	0.48644931	-0.4318506408	6.658500e-01	NA
ENSMUSG00000080937	5.30629464	-0.3135610016	1.59865303	-0.1961407486	8.445000e-01	NA
ENSMUSG00000048001	21.69384625	0.2789993805	0.83104732	0.3357202077	7.370819e-01	NA
ENSMUSG00000021596	148.03762642	-0.0695544071	0.53815715	-0.1292455315	8.971634e-01	NA
ENSMUSG00000048834	84.47685695	-0.6560686913	0.58166274	-1.1279194084	2.593540e-01	NA
ENSMUSG00000021194	131.72649181	0.1962664535	0.52158948	0.3762852999	7.067048e-01	NA
ENSMUSG00000018930	26.05424682	-0.0761537972	1.29758452	-0.0586888918	9.531999e-01	NA
ENSMUSG00000041141	96.57852734	-0.4312327896	0.50086149	-0.8609821295	3.892479e-01	NA
ENSMUSG00000048304	154.95100326	-0.9245426072	0.58519404	-1.5798906799	1.141319e-01	NA
ENSMUSG00000097391	78.00200730	-0.4738244652	0.63984919	-0.7405252266	4.589814e-01	NA
ENSMUSG00000073514	61.94308454	0.1243932219	0.53185789	0.2338843215	8.150748e-01	NA
ENSMUSG00000031722	14.35300527	0.3604218751	1.53459850	0.2348639560	8.143143e-01	NA
ENSMUSG00000032528	31.62300656	-0.3579095124	0.61909798	-0.5781144886	5.631868e-01	NA
ENSMUSG00000105003	2.88236292	-0.5465456844	1.58593396	-0.3446207090	7.303795e-01	NA
ENSMUSG00000104581	7.93619412	-1.0889282733	1.27813302	-0.8519678727	3.942319e-01	NA
ENSMUSG00000103999	11.91464141	-1.8640943176	1.36156969	-1.3690774203	1.709751e-01	NA
ENSMUSG00000032011	701.16891065	-0.0335433197	0.46310293	-0.0724316718	9.422584e-01	9.987681e-01
ENSMUSG00000056427	121.01225384	0.5004825744	0.53016488	0.9440130631	3.451630e-01	NA
ENSMUSG00000090255	5.32227347	-0.4954766536	1.06720359	-0.4642756633	6.424503e-01	NA
ENSMUSG00000102665	5.17972204	-1.5771382073	1.30477917	-1.2087395688	2.267629e-01	NA
ENSMUSG00000090066	8.46534920	-0.9354030601	1.11758185	-0.8369884131	4.025991e-01	NA
ENSMUSG00000023345	77.39667036	1.7530346746	0.74125604	2.3649516088	1.803243e-02	NA
ENSMUSG00000046204	122.60959001	-0.1474943690	0.49756906	-0.2964299455	7.669018e-01	NA
ENSMUSG00000044556	9.03273201	-1.3557777627	1.30701552	-1.0373080855	2.995923e-01	NA
ENSMUSG00000035576	15.64698632	-0.6781722942	0.86929500	-0.7801405629	4.353081e-01	NA
ENSMUSG00000056812	142.38009322	-0.8863837285	0.57008759	-1.5548202485	1.199889e-01	NA
ENSMUSG00000032773	329.35460573	-0.0785571673	0.45128559	-0.1740741777	8.618072e-01	NA
ENSMUSG00000032776	23.84628685	-1.7968509781	0.84332772	-2.1306675232	3.311654e-02	NA
ENSMUSG00000080731	13.75638398	-1.4051709150	1.26849916	-1.1077428778	2.679729e-01	NA
ENSMUSG00000103694	32.97081775	-0.4734352683	0.83753684	-0.5652709743	5.718895e-01	NA
ENSMUSG00000083359	3.23016692	0.5182008611	1.41536977	0.3661240143	7.142725e-01	NA
ENSMUSG00000053161	4.25947601	2.3712034310	1.62206999	1.4618379285	1.437856e-01	NA
ENSMUSG00000054034	44.16008979	-0.1160685214	0.55747149	-0.2082053032	8.350687e-01	NA
ENSMUSG00000083104	16.51278906	-2.2686303109	1.15669247	-1.9613080926	4.984309e-02	NA
ENSMUSG00000026725	5.45898133	-1.4804927587	1.44936214	-1.0214788398	3.070276e-01	NA
ENSMUSG00000086496	14.39748923	0.3171166081	0.84596623	0.3748572918	7.077666e-01	NA
ENSMUSG00000030500	24.66747113	-0.0169828637	0.71917998	-0.0236142053	9.811603e-01	NA
ENSMUSG00000022518	12.59024294	-0.3560204154	1.41029001	-0.2524448258	8.006973e-01	NA
ENSMUSG00000022696	127.75648228	-0.1555141211	0.78178819	-0.1989210416	8.423245e-01	NA
ENSMUSG00000030043	7.79307739	-0.5859204249	0.92936085	-0.6304552494	5.283968e-01	NA
ENSMUSG00000095040	3.05180590	0.0371716854	1.37241434	0.0270848856	9.783920e-01	NA
ENSMUSG00000089663	9.07972601	-3.8188349746	1.28158622	-2.9797721977	2.884628e-03	NA
ENSMUSG00000015340	630.81670861	-0.8916400851	1.05755856	-0.8431117821	3.991659e-01	9.987681e-01
ENSMUSG00000028137	199.26241809	-0.3364372900	0.54991264	-0.6118013421	5.406692e-01	NA
ENSMUSG00000063626	80.21162650	-0.5470774858	0.86789333	-0.6303510660	5.284649e-01	NA
ENSMUSG00000057378	131.01833478	0.1931059475	0.55398839	0.3485739989	7.274092e-01	NA
ENSMUSG00000038115	24.60893124	2.2300976747	1.30957874	1.7029122519	8.858449e-02	NA
ENSMUSG00000043592	3.29096998	1.8796171863	1.26581212	1.4849100823	1.375676e-01	NA
ENSMUSG00000041986	190.76229584	0.2212083034	0.51490195	0.4296124776	6.674776e-01	NA
ENSMUSG00000095306	10.44588457	-1.6776903662	1.17948934	-1.4223870587	1.549139e-01	NA
ENSMUSG00000003279	895.05164008	0.0633078036	0.46849323	0.1351306691	8.925086e-01	9.987681e-01
ENSMUSG00000030525	21.28170230	0.4736342611	0.73991752	0.6401176448	5.220961e-01	NA
ENSMUSG00000022129	21.19585825	0.0902301738	1.37594124	0.0655770546	9.477146e-01	NA
ENSMUSG00000083849	7.97676816	0.3189901123	1.05767377	0.3015959379	7.629601e-01	NA
ENSMUSG00000085218	10.44880357	-1.2027307103	1.19431062	-1.0070501688	3.139107e-01	NA
ENSMUSG00000059857	41.14526838	0.2937237597	0.68262667	0.4302846207	6.669886e-01	NA
ENSMUSG00000020673	13.93138698	0.6238544001	1.45377253	0.4291279339	6.678301e-01	NA
ENSMUSG00000020264	19.82713082	0.1355201934	0.96950208	0.1397832934	8.888312e-01	NA
ENSMUSG00000026527	109.43876761	0.3243444168	0.60940030	0.5322354079	5.945630e-01	NA
ENSMUSG00000081816	9.04975767	-0.5782281886	1.49133311	-0.3877257089	6.982190e-01	NA
ENSMUSG00000102312	9.35228179	0.5818991541	0.86379011	0.6736580440	5.005287e-01	NA
ENSMUSG00000045967	215.52773167	-0.2998812227	0.49917467	-0.6007540881	5.480038e-01	NA
ENSMUSG00000104493	12.10992091	-1.1914737726	1.36469636	-0.8730687677	3.826256e-01	NA
ENSMUSG00000086739	18.78348151	0.0238637457	0.77239304	0.0308958581	9.753526e-01	NA
ENSMUSG00000097767	986.67098964	-0.5341760695	0.45405583	-1.1764545971	2.394133e-01	9.987681e-01
ENSMUSG00000103320	7.38429292	0.4805221095	1.14942107	0.4180557705	6.759063e-01	NA
ENSMUSG00000041923	110.34393847	0.1675638838	0.52261574	0.3206254061	7.484943e-01	NA
ENSMUSG00000102700	2.60863073	2.1027676921	1.43731650	1.4629816684	1.434724e-01	NA
ENSMUSG00000086997	4.32654816	-1.3345216742	1.36427856	-0.9781885576	3.279811e-01	NA
ENSMUSG00000100929	7.75947633	1.1555442346	1.55265734	0.7442364800	4.567334e-01	NA
ENSMUSG00000064225	102.98012404	-0.1067883429	0.51045566	-0.2092019956	8.342906e-01	NA
ENSMUSG00000058755	17.48624368	-0.8719988258	1.28409241	-0.6790779364	4.970885e-01	NA
ENSMUSG00000022221	17.54938503	-0.7620370004	1.20545277	-0.6321583197	5.272834e-01	NA
ENSMUSG00000040118	589.54637466	-0.0888705629	0.50717944	-0.1752250906	8.609028e-01	9.987681e-01
ENSMUSG00000105789	3.31881647	0.6062970261	1.34004246	0.4524461300	6.509476e-01	NA
ENSMUSG00000057074	9.26470516	0.1493309265	1.44784245	0.1031403150	9.178516e-01	NA
ENSMUSG00000003948	319.18201435	0.2100136967	0.50827047	0.4131927992	6.794654e-01	NA
ENSMUSG00000039539	6.28301099	0.1476064919	0.96816174	0.1524605713	8.788237e-01	NA
ENSMUSG00000103255	20.93383228	-1.8405222183	1.00719979	-1.8273655687	6.764482e-02	NA
ENSMUSG00000102816	13.37438906	-0.3458413637	0.96020150	-0.3601758209	7.187157e-01	NA
ENSMUSG00000026610	32.54965168	0.4378237717	0.59112959	0.7406561649	4.589019e-01	NA
ENSMUSG00000039629	124.62890960	-0.0219507324	0.60179081	-0.0364756858	9.709031e-01	NA
ENSMUSG00000070336	11.82499726	-0.6452924517	1.27172866	-0.5074136276	6.118646e-01	NA
ENSMUSG00000103751	11.87669182	-1.3283498623	1.44677588	-0.9181448757	3.585430e-01	NA
ENSMUSG00000050321	125.20326699	-0.2788816380	0.55176091	-0.5054392787	6.132503e-01	NA
ENSMUSG00000052516	236.23489074	0.6197896473	0.48938537	1.2664654073	2.053465e-01	NA
ENSMUSG00000102619	6.65478050	-1.8171452370	1.37079349	-1.3256156035	1.849671e-01	NA
ENSMUSG00000048142	485.32331409	0.0612114947	0.45184002	0.1354716093	8.922390e-01	9.987681e-01
ENSMUSG00000086356	6.67993386	0.4715529579	1.13055907	0.4170971443	6.766074e-01	NA
ENSMUSG00000106004	9.01789807	-0.9330384483	1.40436031	-0.6643867981	5.064428e-01	NA
ENSMUSG00000082154	2.61989564	-0.2470738652	1.31539615	-0.1878322856	8.510081e-01	NA
ENSMUSG00000028834	9.02627634	2.1619030271	1.06108915	2.0374376960	4.160620e-02	NA
ENSMUSG00000085779	14.09702222	0.0281687996	0.75555405	0.0372823089	9.702599e-01	NA
ENSMUSG00000104874	16.06116155	-1.9286549671	1.12929646	-1.7078376129	8.766648e-02	NA
ENSMUSG00000047428	35.97276894	-0.7674102347	0.72187741	-1.0630755670	2.877477e-01	NA
ENSMUSG00000105717	10.68476268	-2.2405178883	1.28346221	-1.7456827822	8.086609e-02	NA
ENSMUSG00000024793	7.52818014	-0.8492962739	0.95388976	-0.8903505510	3.732777e-01	NA
ENSMUSG00000106290	10.52059096	-1.3999935840	1.29606295	-1.0801894932	2.800578e-01	NA
ENSMUSG00000028488	293.03906516	-0.1403093882	0.49453312	-0.2837209155	7.766243e-01	NA
ENSMUSG00000078129	5.98948380	0.5385324311	0.94838779	0.5678399062	5.701437e-01	NA
ENSMUSG00000047904	20.37042287	0.1685450749	0.84489122	0.1994873082	8.418816e-01	NA
ENSMUSG00000087439	4.30027689	-1.4491599608	1.49529236	-0.9691482394	3.324712e-01	NA
ENSMUSG00000087593	5.88240364	1.4166987218	1.33749316	1.0592194126	2.894999e-01	NA
ENSMUSG00000104122	10.96895140	-2.5242227400	1.22528082	-2.0601177206	3.938729e-02	NA
ENSMUSG00000106943	25.38867955	-1.6130598293	1.18044535	-1.3664841271	1.717871e-01	NA
ENSMUSG00000071311	3.02287014	-1.5304562181	1.49880613	-1.0211168676	3.071991e-01	NA
ENSMUSG00000103546	3.51460061	-1.4039821864	1.53014775	-0.9175468070	3.588562e-01	NA
ENSMUSG00000055214	9.71181596	1.1716735586	1.00813127	1.1622232040	2.451448e-01	NA
ENSMUSG00000092268	9.77196800	0.8329871454	1.22406127	0.6805109884	4.961810e-01	NA
ENSMUSG00000037217	713.27087898	0.1223928638	0.47802336	0.2560395058	7.979203e-01	9.987681e-01
ENSMUSG00000028351	255.66376618	0.1418375846	0.51198861	0.2770326935	7.817550e-01	NA
ENSMUSG00000081104	12.68558288	-0.3245285947	1.40515582	-0.2309555915	8.173493e-01	NA
ENSMUSG00000082686	6.36319581	-1.7989351171	1.41843493	-1.2682535406	2.047074e-01	NA
ENSMUSG00000034413	165.04586578	0.2384689273	0.62592076	0.3809890025	7.032114e-01	NA
ENSMUSG00000027016	26.45553555	1.1423617111	0.76419637	1.4948536195	1.349526e-01	NA
ENSMUSG00000033419	439.97849828	-0.0257441675	0.51964509	-0.0495418275	9.604875e-01	9.987681e-01
ENSMUSG00000020808	6.32975758	1.3509149678	1.23438158	1.0944062915	2.737768e-01	NA
ENSMUSG00000106646	10.53314847	-0.2323857754	1.04907231	-0.2215154971	8.246911e-01	NA
ENSMUSG00000105826	7.24477905	-0.3669192863	1.32622950	-0.2766634933	7.820385e-01	NA
ENSMUSG00000032373	56.23849276	-1.3546967292	0.94656632	-1.4311693814	1.523817e-01	NA
ENSMUSG00000102037	33.68160821	-0.4834339983	1.15420391	-0.4188462663	6.753285e-01	NA
ENSMUSG00000024675	22.59110952	-1.2655194332	1.00868413	-1.2546241178	2.096152e-01	NA
ENSMUSG00000010592	5.18324061	-1.1728829473	1.26089658	-0.9301975770	3.522688e-01	NA
ENSMUSG00000039883	11.49915156	1.9639412224	1.02435586	1.9172450780	5.520680e-02	NA
ENSMUSG00000103403	6.78883774	0.8539698693	0.92479042	0.9234198964	3.557884e-01	NA
ENSMUSG00000097344	7.99546143	-1.3318492969	1.15110640	-1.1570166694	2.472655e-01	NA
ENSMUSG00000104284	12.60804601	-0.1962562833	0.76941188	-0.2550731125	7.986666e-01	NA
ENSMUSG00000024172	115.69045385	0.3183641667	0.50425244	0.6313587052	5.278060e-01	NA
ENSMUSG00000087349	7.58094252	-1.5314743817	1.26591594	-1.2097757267	2.263650e-01	NA
ENSMUSG00000033520	6.92969606	-1.0303012761	1.30212266	-0.7912474810	4.287996e-01	NA
ENSMUSG00000100815	18.56071408	-1.2024427871	1.15182499	-1.0439457383	2.965105e-01	NA
ENSMUSG00000048385	155.68023486	0.3894930142	0.55580683	0.7007704724	4.834463e-01	NA
ENSMUSG00000104912	12.55669794	-0.0546598417	1.34893585	-0.0405207125	9.676780e-01	NA
ENSMUSG00000097381	11.93153010	-1.8378653393	1.23310244	-1.4904401174	1.361086e-01	NA
ENSMUSG00000050711	166.44296546	-0.8706017857	0.68500757	-1.2709374698	2.037509e-01	NA
ENSMUSG00000102709	3.78807481	0.9401864911	1.32599199	0.7090438714	4.782973e-01	NA
ENSMUSG00000104149	3.87182747	-0.8188943290	1.12749046	-0.7262982352	4.676560e-01	NA
ENSMUSG00000025318	352.00008097	0.2208339717	0.44888481	0.4919613388	6.227467e-01	9.987681e-01
ENSMUSG00000051703	71.79721918	-0.6712686002	0.51663876	-1.2992997384	1.938411e-01	NA
ENSMUSG00000039419	169.67973087	0.2296034609	0.50394743	0.4556099475	6.486705e-01	NA
ENSMUSG00000002489	444.68627698	-0.0677691785	0.45042116	-0.1504573608	8.804038e-01	9.987681e-01
ENSMUSG00000061578	222.04970948	-0.2215192916	0.51305541	-0.4317648464	6.659123e-01	NA
ENSMUSG00000052392	7.17962017	-1.9156868148	1.09993136	-1.7416421440	8.157108e-02	NA
ENSMUSG00000105224	5.24171341	-0.2291944586	1.49558760	-0.1532470975	8.782034e-01	NA
ENSMUSG00000041608	15.00077816	-0.2096176644	0.84552173	-0.2479151710	8.042000e-01	NA
ENSMUSG00000092183	9.14966585	0.8568210187	1.45433449	0.5891498984	5.557607e-01	NA
ENSMUSG00000056486	1190.09279949	0.2007744486	0.48267490	0.4159620702	6.774378e-01	9.987681e-01
ENSMUSG00000092604	6.41999774	1.1947156324	1.25356598	0.9530536476	3.405629e-01	NA
ENSMUSG00000023045	6.48728125	-1.0544621312	1.34312191	-0.7850829649	4.324049e-01	NA
ENSMUSG00000081854	17.10428449	-0.8361525811	1.39205935	-0.6006587136	5.480673e-01	NA
ENSMUSG00000000305	124.16989544	-0.3417311028	0.66916080	-0.5106860741	6.095709e-01	NA
ENSMUSG00000084302	3.47889244	-0.3340367696	1.53604356	-0.2174656882	8.278454e-01	NA
ENSMUSG00000030898	75.41416373	0.3675780218	0.54479257	0.6747118894	4.998588e-01	NA
ENSMUSG00000094910	319.53209608	0.0562517917	0.46241211	0.1216486117	9.031773e-01	NA
ENSMUSG00000066682	15.75150254	-0.9741047002	1.20804167	-0.8063502447	4.200409e-01	NA
ENSMUSG00000102938	22.92140056	-0.6248143394	0.85669969	-0.7293271415	4.658016e-01	NA
ENSMUSG00000103216	9.50542759	-2.4932914061	1.18035554	-2.1123223679	3.465881e-02	NA
ENSMUSG00000005202	11.39570454	-0.3556321370	1.04516420	-0.3402643675	7.336574e-01	NA
ENSMUSG00000044176	2.47601718	-0.6524706757	1.37960930	-0.4729387323	6.362569e-01	NA
ENSMUSG00000097899	3.79289171	-0.8640383074	1.48987139	-0.5799415391	5.619540e-01	NA
ENSMUSG00000086308	5.12433442	-0.1214915060	1.14723539	-0.1058993709	9.156622e-01	NA
ENSMUSG00000091510	8.87078637	-0.2282242262	0.96131228	-0.2374090404	8.123395e-01	NA
ENSMUSG00000091575	18.52615065	-0.3421979674	1.29933688	-0.2633635445	7.922704e-01	NA
ENSMUSG00000027820	21.77951599	0.3044540340	0.94990583	0.3205097006	7.485820e-01	NA
ENSMUSG00000103310	26.42778828	-0.5668013288	0.80480418	-0.7042723472	4.812632e-01	NA
ENSMUSG00000021057	260.21905404	-0.5949213864	0.61183436	-0.9723569402	3.308730e-01	NA
ENSMUSG00000083745	6.11134538	1.7726303661	0.96638470	1.8342905992	6.661087e-02	NA
ENSMUSG00000042254	149.77723120	-1.0037322222	1.10607718	-0.9074703260	3.641581e-01	NA
ENSMUSG00000104108	13.78370362	-1.0281865111	1.36351170	-0.7540723789	4.508058e-01	NA
ENSMUSG00000030577	91.49628311	-0.1953791617	1.16918682	-0.1671068798	8.672860e-01	NA
ENSMUSG00000099170	8.15786515	-0.1179762381	1.41906933	-0.0831363456	9.337431e-01	NA
ENSMUSG00000049971	33.80346679	0.1595809357	0.56480257	0.2825428653	7.775273e-01	NA
ENSMUSG00000084218	13.82786079	-1.6697171696	1.26360186	-1.3213949904	1.863697e-01	NA
ENSMUSG00000069516	4283.55766974	-0.7370241163	1.04399217	-0.7059670887	4.802086e-01	9.987681e-01
ENSMUSG00000000869	8.81404661	0.1854162980	1.41511256	0.1310258306	8.957549e-01	NA
ENSMUSG00000093758	7.88954057	-1.3064261059	1.36227659	-0.9590020938	3.375577e-01	NA
ENSMUSG00000101452	4.40094565	0.5520863471	1.32005124	0.4182309992	6.757782e-01	NA
ENSMUSG00000025739	29.37146985	1.4941910886	0.80978869	1.8451617256	6.501402e-02	NA
ENSMUSG00000102895	9.56238811	-0.2124445855	1.22313162	-0.1736890632	8.621098e-01	NA
ENSMUSG00000026175	5.38703991	-0.7980098196	1.49805553	-0.5326970877	5.942433e-01	NA
ENSMUSG00000034825	97.36237434	-0.4011210618	0.63677453	-0.6299263632	5.287428e-01	NA
ENSMUSG00000097619	14.43294618	-0.3552489828	1.28980525	-0.2754283895	7.829871e-01	NA
ENSMUSG00000024846	6.00846566	0.7480419309	0.95740989	0.7813183656	4.346153e-01	NA
ENSMUSG00000086820	14.22604892	0.7035059656	1.19688380	0.5877813411	5.566791e-01	NA
ENSMUSG00000038576	220.25275573	0.2675587919	0.59666614	0.4484229511	6.538480e-01	NA
ENSMUSG00000038663	20.78052807	-1.7564150435	1.17586280	-1.4937244804	1.352476e-01	NA
ENSMUSG00000025938	41.79525485	0.0984759564	0.87083750	0.1130818972	9.099656e-01	NA
ENSMUSG00000080972	31.43586942	-1.5736081171	1.04211982	-1.5100068947	1.310417e-01	NA
ENSMUSG00000097387	3.69047355	-1.2893628964	1.55233992	-0.8305931449	4.062035e-01	NA
ENSMUSG00000047515	9.42041779	-2.2068131089	1.33173177	-1.6571002943	9.749920e-02	NA
ENSMUSG00000052749	9.82144708	-0.6025963385	1.24340177	-0.4846352584	6.279351e-01	NA
ENSMUSG00000102951	12.31512091	-2.1473804802	1.33502848	-1.6084903952	1.077278e-01	NA
ENSMUSG00000049097	72.77051975	0.2805930004	0.58324577	0.4810887886	6.304534e-01	NA
ENSMUSG00000027335	11.53778564	0.2699010416	0.80280504	0.3361974934	7.367219e-01	NA
ENSMUSG00000074505	678.44075871	0.2347811499	0.55480920	0.4231745825	6.721679e-01	9.987681e-01
ENSMUSG00000091993	4.58198199	0.4035663560	1.12903576	0.3574433780	7.207599e-01	NA
ENSMUSG00000029161	40.94044967	0.0475781591	0.54957444	0.0865727298	9.310111e-01	NA
ENSMUSG00000038807	324.74052297	0.0802446050	0.46090205	0.1741033815	8.617842e-01	NA
ENSMUSG00000082484	13.30142881	-2.4151696430	1.11278567	-2.1703816933	2.997794e-02	NA
ENSMUSG00000078887	56.94919960	1.2465010523	0.87196517	1.4295307810	1.528517e-01	NA
ENSMUSG00000090264	10.41326864	-0.8565888604	1.12428661	-0.7618954576	4.461224e-01	NA
ENSMUSG00000055761	17.74359795	-1.2374028286	0.75451076	-1.6400068590	1.010037e-01	NA
ENSMUSG00000053550	285.14143498	-0.0564007142	0.48924433	-0.1152812832	9.082222e-01	NA
ENSMUSG00000092182	4.32613963	-0.8656417647	1.44105124	-0.6007015839	5.480388e-01	NA
ENSMUSG00000101587	15.04590056	-0.7492786462	1.27646653	-0.5869943539	5.572075e-01	NA
ENSMUSG00000104705	6.08572601	-0.4180822747	1.37622951	-0.3037881918	7.612893e-01	NA
ENSMUSG00000106121	8.80906084	0.2297263362	1.16243852	0.1976245049	8.433389e-01	NA
ENSMUSG00000042800	7.24743892	-1.3598767401	1.30917779	-1.0387257981	2.989323e-01	NA
ENSMUSG00000107306	3.94289705	0.5755298454	1.14402229	0.5030757275	6.149110e-01	NA
ENSMUSG00000106773	3.99608380	0.3201699792	1.31367739	0.2437204000	8.074474e-01	NA
ENSMUSG00000101827	2.90990689	-0.1841588514	1.49340019	-0.1233151387	9.018576e-01	NA
ENSMUSG00000025372	413.68663970	-0.1085704269	0.45520402	-0.2385093759	8.114860e-01	9.987681e-01
ENSMUSG00000101439	3.44995591	-1.3366348432	1.62156076	-0.8242890877	4.097753e-01	NA
ENSMUSG00000102994	13.36281220	-1.1986841751	1.19294173	-1.0048136812	3.149866e-01	NA
ENSMUSG00000026715	23.46897765	-1.0228691548	1.20268359	-0.8504889934	3.950533e-01	NA
ENSMUSG00000000308	169.22336887	-0.0715016504	0.51004815	-0.1401860781	8.885130e-01	NA
ENSMUSG00000099703	5.93667189	1.1508961616	1.09629085	1.0498091472	2.938059e-01	NA
ENSMUSG00000039860	69.55881621	0.4572303245	0.56944542	0.8029396756	4.220096e-01	NA
ENSMUSG00000056656	6.09464471	0.9748940370	1.03256531	0.9441475812	3.450942e-01	NA
ENSMUSG00000062184	71.29223798	0.2056735723	0.63427190	0.3242672004	7.457357e-01	NA
ENSMUSG00000043289	6.69976890	-0.7273503779	1.29691646	-0.5608305546	5.749131e-01	NA
ENSMUSG00000014030	13.44150472	-1.2282879381	1.23673221	-0.9931721099	3.206261e-01	NA
ENSMUSG00000032561	44.80568823	0.1614856031	1.02940537	0.1568727029	8.753452e-01	NA
ENSMUSG00000051456	5.59723760	-0.8820129673	1.31357961	-0.6714575637	5.019291e-01	NA
ENSMUSG00000021534	8.06872878	0.3511153561	0.86634662	0.4052827692	6.852697e-01	NA
ENSMUSG00000087326	10.11231203	-0.6885181140	1.29497588	-0.5316841230	5.949448e-01	NA
ENSMUSG00000102449	7.60613591	-1.1840682765	1.27252175	-0.9304896208	3.521176e-01	NA
ENSMUSG00000068396	6.11283190	-0.3576707394	1.47619020	-0.2422931276	8.085530e-01	NA
ENSMUSG00000097997	16.77877020	-0.7036315637	1.18536685	-0.5935981463	5.527809e-01	NA
ENSMUSG00000042282	81.72301692	1.8289464696	1.20571330	1.5168999755	1.292919e-01	NA
