gene_id	gene_name	SRX8042381	SRX8042382	SRX8042383	SRX8042384	SRX8042385	SRX8042386
ENSMUSG00000000869	Il4	4098	4432	4880	4278	4971	4502
ENSMUSG00000093758	Gm20701	8261	8080	8484	7961	7724	8015
ENSMUSG00000101452	Gm28530	4649	4303	4512	4658	4065	4143
ENSMUSG00000025739	Gng13	2502	1814	2150	2003	2045	1972
ENSMUSG00000102895	5830415G21Rik	8221	8121	8036	8342	8869	8000
ENSMUSG00000026175	Vil1	6890	6292	6577	6226	6167	6617
ENSMUSG00000034825	Nrip3	8532	8111	7964	7875	8462	8109
ENSMUSG00000097619	4833422M21Rik	3451	4130	3537	3851	3903	3292
ENSMUSG00000024846	Cst6	2729	2671	3119	2677	2659	2683
ENSMUSG00000086820	Gm11465	717	1198	1189	833	1178	715
ENSMUSG00000038576	Susd4	4149	3852	3443	3767	4262	3527
ENSMUSG00000038663	Fsd2	2530	2336	2716	2065	2718	2522
ENSMUSG00000025938	Slco5a1	2284	2619	2994	2323	2632	2706
ENSMUSG00000080972	Gm16061	9119	8584	9163	8584	8499	9383
ENSMUSG00000097387	4930563E18Rik	2506	2999	2474	3206	2765	2974
ENSMUSG00000047515	BC049715	2326	2121	2628	2632	2140	2260
ENSMUSG00000052749	Trim30b	6315	6295	5862	6373	5626	5993
ENSMUSG00000102951	Gm37216	8634	8188	8697	8260	8556	8093
ENSMUSG00000049097	Ankrd34a	7380	8027	8029	7294	8051	7278
ENSMUSG00000027335	Adra1d	2119	2555	2435	2739	2826	2687
ENSMUSG00000074505	Fat3	7049	7111	6824	7247	7280	7032
ENSMUSG00000091993	B930036N10Rik	2326	2515	2421	2803	2794	2296
ENSMUSG00000029161	Cgref1	8842	8071	8157	8371	8193	8525
ENSMUSG00000038807	Rap1gap2	5156	4441	4271	4333	5142	4988
ENSMUSG00000082484	Gm16177	8152	7809	8077	8477	7938	7831
ENSMUSG00000078887	Gm6710	5918	5985	6023	6412	6341	6103
ENSMUSG00000090264	Eif4ebp3	9516	8986	9238	9632	9287	9512
ENSMUSG00000055761	Nkain3	9306	8899	9061	9282	8659	9175
ENSMUSG00000053550	Shisa7	5367	5986	6049	5985	6287	5533
ENSMUSG00000092182	Gm20407	5149	5461	5510	5675	5802	5061
ENSMUSG00000101587	Gm29036	6058	5786	5720	5657	6074	6150
ENSMUSG00000104705	RP24-456F12.1	9732	9785	9734	9717	9913	9832
ENSMUSG00000106121	RP23-63A19.3	7547	7085	6981	7278	7471	7001
ENSMUSG00000042800	1700015E13Rik	4552	4720	4362	4746	4953	4969
ENSMUSG00000107306	RP23-382I10.2	1924	1682	1419	1751	1069	927
ENSMUSG00000106773	RP23-105O12.2	2452	2747	1896	2749	2018	2660
ENSMUSG00000101827	Gm28686	2348	2620	3221	2611	2975	2490
ENSMUSG00000025372	Baiap2	2218	1576	2303	1762	2276	1708
ENSMUSG00000101439	Gm336	7373	6787	7060	7369	6937	7029
ENSMUSG00000102994	Gm37767	7448	6959	6745	6932	7267	6571
ENSMUSG00000026715	Serpinc1	4735	4160	5060	4609	4908	4164
ENSMUSG00000000308	Ckmt1	7454	8091	7502	7361	7889	7948
ENSMUSG00000099703	Gm28285	3571	3551	3531	3424	2942	3386
ENSMUSG00000039860	Srrm3	6000	5397	5891	6003	5559	5446
ENSMUSG00000056656	Apol8	9502	9581	9416	9907	9351	9607
ENSMUSG00000062184	Hs6st2	5940	6296	6033	5826	5896	6172
ENSMUSG00000043289	Mei4	6946	6407	6910	6767	6281	6944
ENSMUSG00000014030	Pax5	952	1593	1664	1463	1211	1503
ENSMUSG00000032561	Acpp	5807	5833	6152	6152	6242	6271
ENSMUSG00000051456	Hspb3	3567	3616	2809	3114	2820	3599
ENSMUSG00000021534	1700001L19Rik	3937	4261	4245	3495	3377	4188
ENSMUSG00000087326	Gm12503	5448	5795	5452	5101	5535	5809
ENSMUSG00000102449	Gm37100	4207	4026	3654	4022	4489	3784
ENSMUSG00000068396	Rpl34-ps1	8602	7799	7730	8474	8572	7666
ENSMUSG00000097997	Gm27017	8991	9671	9706	9044	9760	9716
ENSMUSG00000042282	Gucy2f	2951	3009	2652	2187	2197	2623
ENSMUSG00000097502	4930528D03Rik	4599	4305	4312	4040	4036	4323
ENSMUSG00000002997	Prkar2b	8628	8843	9087	9412	9034	8708
ENSMUSG00000021071	Trim9	4947	4777	4749	4620	4783	4459
ENSMUSG00000091154	Proscos	2206	2491	2922	2160	2830	2988
ENSMUSG00000032726	Bmp8a	4551	4322	3721	3770	4534	4292
ENSMUSG00000023216	Epb4.2	5135	5664	5545	5185	5026	5309
ENSMUSG00000023047	Amhr2	6564	6107	6777	6097	6410	6016
ENSMUSG00000035385	Ccl2	1713	1871	1965	2425	1774	2341
ENSMUSG00000035963	Odf3l2	6869	6358	6524	6047	6257	5988
ENSMUSG00000087050	Dhrs13os	9014	8897	8696	8642	8784	9284
ENSMUSG00000073486	Gm10518	1820	1806	1640	1558	2040	1749
ENSMUSG00000016349	Eef1a2	8013	8817	8838	8642	8647	8170
ENSMUSG00000063446	Lppr1	3566	3385	3394	3159	3510	3575
ENSMUSG00000097265	Gm26803	8805	8831	8650	8010	8751	8339
ENSMUSG00000037982	Gm9725	5431	5242	4981	5366	5831	4976
ENSMUSG00000042671	Rgs8	8795	8078	8099	8791	8803	8272
ENSMUSG00000103192	Gm37645	6203	6520	6058	6399	6718	6354
ENSMUSG00000090546	Cdr1	1236	945	1542	771	1037	1439
ENSMUSG00000034187	Nsf	1241	1807	1118	1910	1527	1762
ENSMUSG00000035373	Ccl7	3146	3497	3951	3841	3590	3950
ENSMUSG00000105846	RP23-333I5.5	8809	8753	8864	8466	8576	8716
ENSMUSG00000027867	Spag17	3700	3201	3612	3753	3118	2906
ENSMUSG00000025916	Ppp1r42	6996	6563	7223	6475	6486	6639
ENSMUSG00000046449	C77370	2547	2829	3266	3074	3333	3205
ENSMUSG00000034427	Myo15b	3665	4449	4514	4022	3974	3907
ENSMUSG00000096870	Gm21816	6921	6575	6770	7247	6848	7084
ENSMUSG00000031253	Srpx2	1447	2022	1584	1571	2061	1994
ENSMUSG00000047490	4932411E22Rik	5047	4925	4904	4912	4635	4165
ENSMUSG00000073067	9130019P16Rik	9887	9658	9795	9453	9778	9867
ENSMUSG00000022041	Chrna2	6239	6997	7014	6596	6377	6320
ENSMUSG00000093436	Gm20646	3347	3909	3899	3453	3370	3994
ENSMUSG00000105553	RP23-293K21.8	2806	3199	2833	2604	2755	3277
ENSMUSG00000086544	Chn1os3	5415	5325	5535	4859	5573	5103
ENSMUSG00000089901	Gm8113	1636	1928	1881	1796	1032	1796
ENSMUSG00000029765	Plxna4	4492	3943	3965	3624	3622	4236
ENSMUSG00000097451	Rian	5143	4664	4816	4926	5355	5058
ENSMUSG00000043439	E130012A19Rik	2898	2280	2936	3024	2270	2891
ENSMUSG00000054450	Gm9945	2187	2273	1740	2086	1558	1510
ENSMUSG00000020963	Tshr	9354	9797	9367	9309	9956	9341
ENSMUSG00000032297	Celf6	3756	4085	4353	4255	3785	4114
ENSMUSG00000028758	Kif17	5854	6024	5847	5355	5419	5647
ENSMUSG00000024274	Zscan30	10262	10244	9435	10339	10070	9777
ENSMUSG00000090706	Gm17233	6490	6134	6385	5806	6169	5886
ENSMUSG00000091387	Gcnt4	1286	1121	1061	771	1035	1685
ENSMUSG00000093536	Smim17	5932	5870	5440	5926	5188	5393
ENSMUSG00000022479	Vdr	3302	2981	3682	2956	3799	3599
ENSMUSG00000025170	Rab40b	7069	7503	7300	7901	7501	7644
ENSMUSG00000104272	Gm38297	8418	8950	8122	8297	8824	8704
ENSMUSG00000063430	Wscd2	8493	8012	8606	8738	7957	8627
ENSMUSG00000105676	RP24-380C2.2	2032	1309	1346	1618	1608	1828
ENSMUSG00000106291	RP23-477N9.1	4122	3596	4037	3932	3481	3401
ENSMUSG00000086826	Gm11739	1572	1584	2004	1458	1344	2031
ENSMUSG00000097305	Gm17276	6756	7416	7056	7375	7160	7261
ENSMUSG00000097636	5830416P10Rik	4738	4319	4624	4157	4403	4044
ENSMUSG00000098322	5830468F06Rik	1453	1532	1553	2025	1673	1076
ENSMUSG00000085925	Rtl1	4122	4244	4521	3964	4357	3977
ENSMUSG00000041773	Enc1	4015	4183	4101	4279	4754	4310
ENSMUSG00000047798	Cd300lf	6655	6217	6718	6052	6089	6495
ENSMUSG00000052616	Ccdc79	7582	7356	8267	7691	8116	8126
ENSMUSG00000091556	Gm14569	3084	2892	3308	3121	3188	3249
ENSMUSG00000103560	Gm38070	8820	9465	9043	9458	8881	9073
ENSMUSG00000102827	Gm8242	6974	7416	7489	7296	7747	7480
ENSMUSG00000010311	Optc	7382	6488	7099	7072	6978	6674
ENSMUSG00000002341	Ncan	4561	4445	4533	4265	4621	4782
ENSMUSG00000092325	Gm18284	2334	1894	1937	2681	1950	2091
ENSMUSG00000051323	Pcdh19	1287	1077	1095	1595	1947	1613
ENSMUSG00000038239	Hrc	9788	9963	9339	9714	9581	9417
ENSMUSG00000033676	Gabrb3	1499	1523	1091	857	761	1243
ENSMUSG00000090778	Gm3235	4773	4496	4724	4668	4317	4839
ENSMUSG00000040728	Esrp1	8210	8286	8120	7389	8097	7583
ENSMUSG00000097430	Gm10544	5059	5207	5544	4969	5573	5721
ENSMUSG00000021211	Akr1c12	5395	5272	5743	5192	4951	5163
ENSMUSG00000080796	Gm9159	2632	2556	2464	3203	2613	2503
ENSMUSG00000022296	Baalc	5301	4655	4643	5152	4838	4575
ENSMUSG00000007480	Mc5r	9521	9944	9436	10257	10248	9618
ENSMUSG00000097523	1700022N22Rik	6927	7798	7446	7585	6944	7447
ENSMUSG00000013928	Thap8	8307	7718	7866	8429	8332	7811
ENSMUSG00000087644	Gm14703	9182	9629	8962	9795	9866	8982
ENSMUSG00000055972	2810407A14Rik	9692	9126	9384	9260	9055	8877
ENSMUSG00000019888	Mgat4c	3731	3039	3209	3664	3782	3732
ENSMUSG00000102607	Gm37265	5506	5825	6249	5629	5581	6290
ENSMUSG00000087700	Gm15283	9924	10036	9576	9409	9819	10149
ENSMUSG00000050138	Kcnk12	4023	4093	3932	4610	3992	4607
ENSMUSG00000107216	RP23-353L10.2	3002	2335	2666	3028	2834	2551
ENSMUSG00000027606	Dnajc5b	8932	8864	9756	9584	9271	9210
ENSMUSG00000030270	Cpne9	8725	9240	9023	8718	8894	8543
ENSMUSG00000030092	Cntn6	5189	5563	5849	5962	5210	5617
ENSMUSG00000061577	Adgrg5	3477	4189	3523	4297	3811	3644
ENSMUSG00000086385	Gm12701	5922	5391	5717	6246	5923	6251
ENSMUSG00000028584	Lrrc38	5892	6269	5369	5917	5388	5751
ENSMUSG00000086933	4933426K07Rik	7792	7632	7488	8164	8050	7507
ENSMUSG00000092617	Gm8412	3840	3838	3281	4143	3290	3719
ENSMUSG00000091922	Gm17409	3185	3248	3379	3405	3134	3324
ENSMUSG00000098620	Gm27209	3895	3554	3555	3843	3133	3937
ENSMUSG00000081152	Gm12430	6282	6876	6771	6985	6119	6439
ENSMUSG00000075416	Gm14488	3059	3479	3276	3574	3866	3207
ENSMUSG00000005583	Mef2c	2926	2936	3087	2749	3167	3119
ENSMUSG00000090001	Gm9719	2955	2901	2690	2737	2831	2916
ENSMUSG00000097162	2310010J17Rik	8878	8928	9487	9216	8677	8798
ENSMUSG00000040856	Dlk1	1826	2124	1590	1442	1701	1904
ENSMUSG00000040420	Cdh18	6296	6673	6996	6419	6337	6811
ENSMUSG00000023043	Krt18	2409	2435	2047	2405	1717	1626
ENSMUSG00000093402	Gm18588	2535	3042	2811	2373	2867	2428
ENSMUSG00000015852	Fcrls	5119	4683	5016	5415	4994	5318
ENSMUSG00000006457	Actn3	5308	4834	5221	4843	5473	4840
ENSMUSG00000074052	BC048644	6853	6664	7050	7635	7290	7241
ENSMUSG00000091730	Gm17230	9636	9731	10133	9938	9343	9879
ENSMUSG00000087606	Gm16121	2767	2470	2890	2592	2540	3301
ENSMUSG00000038704	Aspdh	2599	3220	3483	3117	2846	3534
ENSMUSG00000105966	RP24-409P22.1	4498	4397	4097	3975	4305	3811
ENSMUSG00000043635	Adamts3	4836	4596	4478	4812	4801	4865
ENSMUSG00000059742	Kcnh7	5217	5262	5667	5477	5843	6160
ENSMUSG00000066438	Plekhd1	6969	6915	7493	7685	7214	6762
ENSMUSG00000019982	Myb	3972	3088	3256	3671	3782	4018
ENSMUSG00000081238	Gm15836	1407	1691	2099	1368	1996	1542
ENSMUSG00000036196	Slc26a8	4713	4466	4524	4784	5014	4588
ENSMUSG00000087012	Gm13113	9609	9958	10075	10003	9797	10236
ENSMUSG00000058046	4933430I17Rik	9634	9650	9581	8838	9036	8920
ENSMUSG00000035262	Amh	4974	4225	4088	4131	4096	4030
ENSMUSG00000068259	Olfr461	2603	2856	2742	2821	2628	2443
ENSMUSG00000026611	Spata17	8590	8384	8328	7938	8677	8555
ENSMUSG00000097429	Gm26520	9726	9989	10070	9412	9806	9620
ENSMUSG00000101191	Gm28809	4081	4577	4258	4519	4252	4640
ENSMUSG00000079103	Tgm7	7693	7618	7859	7135	7553	7668
ENSMUSG00000081968	Rpl23a-ps2	5500	4955	4823	5123	5231	4867
ENSMUSG00000081249	Gm11517	3322	2803	3069	3203	3479	2743
ENSMUSG00000092051	Gm17229	9189	9379	9373	9021	9854	9517
ENSMUSG00000078922	Tgtp1	5926	6300	5674	6329	6042	6482
ENSMUSG00000026697	Myoc	6845	6091	6913	6196	6946	7073
ENSMUSG00000061576	Dpp6	6743	6493	5998	6461	6092	6475
ENSMUSG00000095651	Gm21817	1541	1534	600	600	899	1348
ENSMUSG00000030653	Pde2a	8191	8608	8760	9007	8099	8590
ENSMUSG00000050520	Cldn8	4655	5252	5306	4902	4683	5178
ENSMUSG00000086121	Gm16068	5032	5794	5589	5238	5444	5284
ENSMUSG00000027456	Sdcbp2	8625	8649	8326	9087	9190	8901
ENSMUSG00000102651	Gm37080	5432	5672	6033	5416	5480	5717
ENSMUSG00000097053	Gm1972	8245	8810	8334	8262	8616	8915
ENSMUSG00000022422	Dscc1	4855	4316	4693	5120	4594	4606
ENSMUSG00000062794	Zfp599	5231	4840	4829	5695	5447	4920
ENSMUSG00000037759	Ptger2	2149	1612	1723	2344	2237	1695
ENSMUSG00000053830	Gm9923	6455	6790	7083	6746	6575	7391
ENSMUSG00000057924	Gm10033	6069	5652	5210	5718	5681	5475
ENSMUSG00000020609	Apob	6676	6006	6506	6365	6371	6057
ENSMUSG00000085788	4930470G03Rik	2567	2087	2579	1750	2557	2189
ENSMUSG00000087481	Gm15608	3714	4267	3977	3648	4058	3617
ENSMUSG00000074345	Tnfaip8l3	8547	9002	8707	8795	8901	9535
ENSMUSG00000084897	Gm14226	4438	5217	4978	4370	4711	4777
ENSMUSG00000091570	Gm7707	7369	7592	7320	7562	6744	7039
ENSMUSG00000106490	RP24-488I7.2	1611	929	1387	1907	1173	1134
ENSMUSG00000081798	Gm8152	3860	3489	4096	4170	4139	3793
ENSMUSG00000070687	Htr1d	1683	1520	1553	1472	1423	1676
ENSMUSG00000085110	Gm13920	7969	8108	8225	8278	8026	7723
ENSMUSG00000021719	Rgs7bp	1958	2110	2215	1963	1888	1959
ENSMUSG00000054622	D730045B01Rik	4339	5048	4823	4534	4743	4826
ENSMUSG00000102243	Gm37718	1486	1629	1183	1118	835	1328
ENSMUSG00000091530	Cldn20	4557	4581	3941	4399	4074	3855
ENSMUSG00000105906	Iglc1	10323	9648	9481	10145	10060	9574
ENSMUSG00000024521	Pmaip1	9121	9073	9011	8752	9025	8836
ENSMUSG00000025473	Adam8	3356	3686	4293	4008	3619	4186
ENSMUSG00000092448	Gm20387	6738	6377	6331	6497	6102	6157
ENSMUSG00000033730	Egr3	2281	3139	2754	2480	3058	2719
ENSMUSG00000029752	Asns	3222	3245	4016	3749	4160	3369
ENSMUSG00000104540	RP24-302O2.1	3118	3180	3192	3598	3229	3455
ENSMUSG00000101304	Plet1os	6891	7250	7167	7224	7669	7449
ENSMUSG00000055456	Gm9972	1003	1363	1702	771	1137	1554
ENSMUSG00000033847	Pla2g4c	6868	6606	7106	7210	7219	6897
ENSMUSG00000056888	Glipr1	6550	6903	6676	6853	7453	7462
ENSMUSG00000068154	Insm1	5452	4786	4850	5489	5169	4822
ENSMUSG00000038152	5033430I15Rik	3671	3552	3227	3512	3656	2824
ENSMUSG00000031257	Nox1	6316	6317	6294	6361	6356	5819
ENSMUSG00000078502	Gm13212	3577	3472	3690	3479	3668	3400
ENSMUSG00000046442	Ppm1e	7398	7339	7069	7294	7123	7235
ENSMUSG00000021701	Plk2	3782	3896	4227	3520	3821	4253
ENSMUSG00000081978	Gm14895	6898	7514	7302	6984	7462	6776
ENSMUSG00000093540	4930505M18Rik	8273	7494	7487	7444	7879	7753
ENSMUSG00000036151	Tm6sf2	8168	8308	8094	8214	7744	8277
