ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSG00000226705	processed_pseudogene	SDCBPP1	43.41
ENSG00000226706	lncRNA	AL161452.1	61.13
ENSG00000226707	lncRNA	AL359458.1	36.13
ENSG00000226708	lncRNA	AC073409.1	38.73
ENSG00000226709	lncRNA	FGF12-AS3	34.08
ENSG00000226711	lncRNA	FAM66C	42.24
ENSG00000226715	lncRNA	LINC01709	35.34
ENSG00000226716	lncRNA	AL589986.1	42.54
ENSG00000226717	lncRNA	PTPRD-AS2	39.23
ENSG00000226718	processed_pseudogene	SNRPGP8	40.27
ENSG00000226721	processed_pseudogene	EEF1DP2	58.72
ENSG00000226722	lncRNA	LINC00424	42.74
ENSG00000226723	processed_pseudogene	AL513175.1	38.72
ENSG00000226724	unprocessed_pseudogene	AC109780.2	40.9
ENSG00000226725	lncRNA	PABPC1L2B-AS1	50.75
ENSG00000226726	processed_pseudogene	TMEM256P2	57.18
ENSG00000226729	processed_pseudogene	RPL35AP30	44.11
ENSG00000226733	lncRNA	AL138826.1	34.72
ENSG00000226734	processed_pseudogene	SNRPGP12	37.09
ENSG00000226739	lncRNA	AL358972.1	45.78
ENSG00000226741	lncRNA	LINC02554	49.58
ENSG00000226742	protein_coding	HSBP1L1	50.46
ENSG00000226744	processed_pseudogene	AC005326.1	46.34
ENSG00000226745	processed_pseudogene	AL512599.1	59.71
ENSG00000226746	lncRNA	SMCR5	54.82
ENSG00000226747	lncRNA	FSIP2-AS2	35.77
ENSG00000226750	unprocessed_pseudogene	AL360271.2	46.58
ENSG00000226751	lncRNA	AF127936.1	35.05
ENSG00000226752	transcribed_unitary_pseudogene	CUTALP	42.77
ENSG00000226753	processed_pseudogene	AL451105.1	40.74
ENSG00000226754	lncRNA	AL606760.1	42.56
ENSG00000226755	processed_pseudogene	VPS25P1	50.39
ENSG00000226756	lncRNA	AC007365.1	40.49
ENSG00000226757	lncRNA	AC079341.1	54.26
ENSG00000226758	lncRNA	DISC1-IT1	44.91
ENSG00000226759	lncRNA	DAB1-AS1	40.55
ENSG00000226761	protein_coding	TAS2R46	38.71
ENSG00000226762	lncRNA	LINC02668	46.13
ENSG00000226763	protein_coding	SRRM5	50.64
ENSG00000226764	lncRNA	AC010145.1	46.08
ENSG00000226765	processed_pseudogene	RPSAP33	47.86
ENSG00000226766	processed_pseudogene	FABP7P1	40.41
ENSG00000226767	processed_pseudogene	AC114501.1	68.6
ENSG00000226769	processed_pseudogene	GAPDHP54	51.18
ENSG00000226770	lncRNA	AC000124.1	37.47
ENSG00000226771	lncRNA	AP001136.1	33.66
ENSG00000226772	lncRNA	AL021393.1	43.28
ENSG00000226773	processed_pseudogene	AL663109.1	35.9
ENSG00000226774	processed_pseudogene	AC073910.1	41.55
ENSG00000226776	unprocessed_pseudogene	KRTAP3-4P	57.14
ENSG00000226777	lncRNA	FAM30A	55.93
ENSG00000226779	lncRNA	NAALADL2-AS2	34.41
ENSG00000226780	lncRNA	AC244035.1	38.82
ENSG00000226781	processed_pseudogene	TBCAP1	41.28
ENSG00000226782	lncRNA	AC117465.1	40.93
ENSG00000226783	processed_pseudogene	TLK1P1	40.45
ENSG00000226784	protein_coding	PGAM4	50.24
ENSG00000226789	processed_pseudogene	AC110926.1	49.31
ENSG00000226790	processed_pseudogene	HNRNPA3P1	46.36
ENSG00000226791	lncRNA	LINC02611	48.28
ENSG00000226792	protein_coding	C13orf42	41.97
ENSG00000226794	processed_pseudogene	MTND1P20	36.63
ENSG00000226797	lncRNA	AC005828.1	39.95
ENSG00000226798	lncRNA	AL138749.1	34.72
ENSG00000226800	lncRNA	CACTIN-AS1	63.12
ENSG00000226801	processed_pseudogene	OSTCP8	44.2
ENSG00000226802	processed_pseudogene	AL442647.1	51.69
ENSG00000226803	lncRNA	ZNF451-AS1	36.43
ENSG00000226804	processed_pseudogene	AL359839.1	42.16
ENSG00000226806	lncRNA	AC011893.1	45.63
ENSG00000226807	polymorphic_pseudogene	MROH5	51.36
ENSG00000226808	lncRNA	LINC00840	44.26
ENSG00000226810	processed_pseudogene	AC112198.1	40.25
ENSG00000226812	lncRNA	AL117382.1	45.94
ENSG00000226813	lncRNA	LINC01941	35.64
ENSG00000226814	processed_pseudogene	AL035407.1	38.35
ENSG00000226816	lncRNA	AC005082.1	47.1
ENSG00000226818	processed_pseudogene	SLC6A6P1	54.43
ENSG00000226819	lncRNA	MEIS1-AS3	42.16
ENSG00000226820	unprocessed_pseudogene	AL592049.1	45.67
ENSG00000226822	lncRNA	LINC02785	40.15
ENSG00000226823	unprocessed_pseudogene	SUGT1P1	38.61
ENSG00000226824	lncRNA	AC006001.2	49.66
ENSG00000226825	lncRNA	LINC01509	46.27
ENSG00000226827	processed_pseudogene	NPM1P11	39.88
ENSG00000226828	lncRNA	LINC02774	42.51
ENSG00000226829	lncRNA	AC093655.1	43.4
ENSG00000226831	processed_pseudogene	MED15P3	66.26
ENSG00000226833	lncRNA	AC092164.1	42.85
ENSG00000226835	lncRNA	ARHGAP29-AS1	41.09
ENSG00000226836	processed_pseudogene	AC018437.1	46.31
ENSG00000226837	processed_pseudogene	HMGB1P32	41.22
ENSG00000226838	unprocessed_pseudogene	AC096582.1	53.73
ENSG00000226839	processed_pseudogene	MTND6P11	36.44
ENSG00000226840	processed_pseudogene	PAICSP3	44.31
ENSG00000226842	lncRNA	AL158834.1	41.08
ENSG00000226843	processed_pseudogene	AL606753.1	35.63
ENSG00000226845	processed_pseudogene	EEF1GP3	50.93
ENSG00000226846	lncRNA	LINC00348	35.38
ENSG00000226847	processed_pseudogene	PRPS1P1	38.58
ENSG00000226849	lncRNA	AL109811.1	50.27
ENSG00000226851	lncRNA	AC004112.1	40.58
ENSG00000226853	lncRNA	AC010894.2	45.48
ENSG00000226854	lncRNA	AL451105.2	44.75
ENSG00000226855	processed_pseudogene	RPSAP17	52.32
ENSG00000226856	lncRNA	THORLNC	41.11
ENSG00000226857	transcribed_processed_pseudogene	DUTP3	40.48
ENSG00000226859	lncRNA	LINC02051	47.75
ENSG00000226860	processed_pseudogene	AC109638.1	44.79
ENSG00000226861	lncRNA	AL390835.1	39.19
ENSG00000226862	lncRNA	AC104463.2	49.9
ENSG00000226863	transcribed_unprocessed_pseudogene	SHROOM2P1	47.93
ENSG00000226864	transcribed_unitary_pseudogene	ATE1-AS1	43.56
ENSG00000226867	unprocessed_pseudogene	AC244505.4	42.51
ENSG00000226868	lncRNA	AC096637.1	43.8
ENSG00000226869	lncRNA	LHFPL3-AS1	41.39
ENSG00000226870	transcribed_unprocessed_pseudogene	BX276092.2	60.22
ENSG00000226871	lncRNA	AC135178.2	55.2
ENSG00000226872	lncRNA	AC002472.1	49.28
ENSG00000226873	unprocessed_pseudogene	CDY14P	40.73
ENSG00000226874	processed_pseudogene	AC005154.1	43.54
ENSG00000226875	unprocessed_pseudogene	ZNF877P	59.64
ENSG00000226876	lncRNA	AC092801.1	39.42
ENSG00000226877	lncRNA	AL354733.1	38.35
ENSG00000226878	processed_pseudogene	GSTM3P2	47.84
ENSG00000226881	processed_pseudogene	H3F3AP5	49.42
ENSG00000226883	lncRNA	AL035416.1	39.62
ENSG00000226884	processed_pseudogene	RPS29P10	50.6
ENSG00000226885	processed_pseudogene	E2F6P3	45.22
ENSG00000226886	processed_pseudogene	AC093787.1	70.53
ENSG00000226887	protein_coding	ERVMER34-1	41.3
ENSG00000226888	processed_pseudogene	RPLP1P10	51.62
ENSG00000226889	lncRNA	AL359541.1	35.33
ENSG00000226890	lncRNA	Z97652.1	57.41
ENSG00000226891	lncRNA	LINC01359	42.17
ENSG00000226899	lncRNA	AL731577.1	44.43
ENSG00000226900	lncRNA	AL451069.1	53.33
ENSG00000226902	processed_pseudogene	CHCHD2P1	56.21
ENSG00000226903	lncRNA	LINC00354	44.78
ENSG00000226904	lncRNA	AL353608.2	33.53
ENSG00000226905	processed_pseudogene	AC005040.1	42.95
ENSG00000226906	lncRNA	TTTY4	42.25
ENSG00000226908	processed_pseudogene	HIST1H2BPS3	62.46
ENSG00000226912	processed_pseudogene	ISCA2P1	58.26
ENSG00000226913	lncRNA	BSN-DT	51
ENSG00000226915	processed_pseudogene	AC068137.1	50.34
ENSG00000226917	lncRNA	LINC01276	51.35
ENSG00000226918	unprocessed_pseudogene	AC010086.1	35.66
ENSG00000226919	lncRNA	AL365184.1	39.69
ENSG00000226920	lncRNA	AL160004.1	48.58
ENSG00000226921	lncRNA	LINC00454	51.75
ENSG00000226925	lncRNA	IL1R1-AS1	39.51
ENSG00000226926	transcribed_unitary_pseudogene	PDZPH1P	37.19
ENSG00000226927	lncRNA	AL451081.1	45.7
ENSG00000226928	processed_pseudogene	RPS14P4	49.76
ENSG00000226929	protein_coding	CT47A11	49.5
ENSG00000226930	unprocessed_pseudogene	GTF2IP2	38.79
ENSG00000226933	processed_pseudogene	NRBF2P2	46.11
ENSG00000226935	lncRNA	LINC00161	40.56
ENSG00000226937	transcribed_processed_pseudogene	CEP164P1	39.14
ENSG00000226938	lncRNA	AC119428.1	58.31
ENSG00000226939	lncRNA	AC062021.1	38.8
ENSG00000226941	protein_coding	RBMY1J	36.85
ENSG00000226942	unprocessed_pseudogene	IL9RP3	57.01
ENSG00000226943	unprocessed_pseudogene	ALG1L5P	54.32
ENSG00000226944	lncRNA	AL031847.1	58.13
ENSG00000226945	processed_pseudogene	AC098935.1	57.12
ENSG00000226946	processed_pseudogene	AC062022.1	39.96
ENSG00000226947	unprocessed_pseudogene	LCEP4	62.15
ENSG00000226948	transcribed_processed_pseudogene	RPS4XP2	42.98
ENSG00000226949	unprocessed_pseudogene	OR6K5P	47.8
ENSG00000226950	lncRNA	DANCR	44.16
ENSG00000226952	processed_pseudogene	AC093019.1	39.29
ENSG00000226953	lncRNA	NCKAP5-AS2	38.38
ENSG00000226954	lncRNA	AL023802.1	51.32
ENSG00000226955	processed_pseudogene	AC104306.2	59.82
ENSG00000226956	lncRNA	AP000432.1	41.75
ENSG00000226957	lncRNA	AL358075.1	43.26
ENSG00000226960	unprocessed_pseudogene	MTCO1P21	34.63
ENSG00000226961	processed_pseudogene	PPIAP60	48.17
ENSG00000226962	processed_pseudogene	RAC1P6	39.95
ENSG00000226963	lncRNA	AC078883.2	64.7
ENSG00000226964	processed_pseudogene	RHEBP2	40.67
ENSG00000226965	lncRNA	AC073114.1	36.34
ENSG00000226967	processed_pseudogene	HAUS4P1	50.83
ENSG00000226968	lncRNA	LINC00423	42.06
ENSG00000226969	lncRNA	AL391845.1	64.4
ENSG00000226970	processed_pseudogene	AL450063.1	45.9
ENSG00000226971	processed_pseudogene	AL606490.2	45.19
ENSG00000226972	processed_pseudogene	RPL12P19	50.21
ENSG00000226973	unprocessed_pseudogene	AL512638.1	51.6
ENSG00000226976	processed_pseudogene	COX6A1P2	58.48
ENSG00000226977	processed_pseudogene	HMGN1P24	47.65
ENSG00000226978	lncRNA	MAGI2-AS2	34.74
ENSG00000226979	protein_coding	LTA	57.77
ENSG00000226981	unprocessed_pseudogene	ABHD17AP6	42.75
ENSG00000226982	processed_pseudogene	CENPCP1	37.2
ENSG00000226983	lncRNA	LINC01692	36.08
ENSG00000226984	processed_pseudogene	AL035410.1	40.28
ENSG00000226985	lncRNA	LINC01203	40.71
ENSG00000226986	processed_pseudogene	AC092017.1	54.32
ENSG00000226987	processed_pseudogene	AL157938.1	53.28
ENSG00000226989	processed_pseudogene	AL049758.1	50.63
ENSG00000226990	lncRNA	AC025946.1	42.22
ENSG00000226991	processed_pseudogene	AC140479.1	39.17
ENSG00000226992	lncRNA	AC145625.1	40.79
ENSG00000226994	lncRNA	AC079352.1	34.96
ENSG00000226995	lncRNA	LINC00658	43.83
ENSG00000226996	lncRNA	AP000477.1	35.43
ENSG00000226998	unprocessed_pseudogene	MTATP6P30	33.89
ENSG00000226999	processed_pseudogene	AC073325.2	50.94
ENSG00000227000	processed_pseudogene	HSPD1P14	39.93
ENSG00000227001	unprocessed_pseudogene	NBPF2P	44.45
ENSG00000227002	processed_pseudogene	SNRPEP10	38.69
ENSG00000227004	processed_pseudogene	AC108032.1	38.16
ENSG00000227006	lncRNA	AL136988.2	48.35
ENSG00000227007	lncRNA	LINC01247	37.89
ENSG00000227008	processed_pseudogene	AL009174.1	42.31
ENSG00000227009	processed_pseudogene	FUNDC2P4	50.59
ENSG00000227011	lncRNA	C17orf112	40.37
ENSG00000227012	lncRNA	LINC02527	41.24
ENSG00000227013	unprocessed_pseudogene	OR7E96P	49.08
ENSG00000227014	lncRNA	AC007285.1	40.43
ENSG00000227015	unprocessed_pseudogene	AC023141.4	52.13
ENSG00000227016	lncRNA	LINC02796	34.83
ENSG00000227017	lncRNA	AC007036.1	45.93
ENSG00000227018	processed_pseudogene	IL6STP1	38.14
ENSG00000227019	unprocessed_pseudogene	OR7E101P	46
ENSG00000227021	lncRNA	AC007557.1	42.71
ENSG00000227023	unprocessed_pseudogene	OR51A3P	45.02
ENSG00000227028	lncRNA	SLC8A1-AS1	38.74
ENSG00000227029	lncRNA	AL139237.1	46.79
ENSG00000227032	processed_pseudogene	RPS2P36	54.99
ENSG00000227033	lncRNA	AC019130.1	39.44
ENSG00000227034	processed_pseudogene	AL445433.1	43.97
ENSG00000227035	unprocessed_pseudogene	MTATP6P18	35.55
ENSG00000227036	lncRNA	LINC00511	47.2
ENSG00000227038	transcribed_unprocessed_pseudogene	GTF2IP7	43.95
ENSG00000227039	lncRNA	ITGB2-AS1	49.14
ENSG00000227040	processed_pseudogene	AC022483.1	39.86
ENSG00000227042	lncRNA	AC003666.1	40.32
ENSG00000227043	lncRNA	LINC01682	44.74
ENSG00000227045	lncRNA	AL589765.1	56.22
ENSG00000227047	lncRNA	AC012065.1	50.32
ENSG00000227048	processed_pseudogene	AC096677.3	47.8
ENSG00000227050	lncRNA	AL512288.1	50.78
ENSG00000227051	protein_coding	C14orf132	47.76
ENSG00000227053	lncRNA	AC105446.1	55.52
ENSG00000227054	processed_pseudogene	FDX1P2	41.6
ENSG00000227055	processed_pseudogene	AC009961.2	40.03
ENSG00000227056	processed_pseudogene	RPL6P2	44.96
ENSG00000227057	protein_coding	WDR46	51.96
ENSG00000227058	unprocessed_pseudogene	BX510359.2	39.72
ENSG00000227059	protein_coding	ANHX	53.94
ENSG00000227060	lncRNA	LINC00629	43.33
ENSG00000227061	lncRNA	AC079779.1	44.81
ENSG00000227062	processed_pseudogene	AL596276.1	34.69
ENSG00000227063	processed_pseudogene	RPL41P1	50.62
ENSG00000227064	processed_pseudogene	Z82205.1	40.07
ENSG00000227066	lncRNA	Z98257.1	49.17
ENSG00000227067	processed_pseudogene	DPPA3P1	46.06
ENSG00000227068	lncRNA	AL162584.1	38.09
ENSG00000227069	processed_pseudogene	CNN2P2	58.2
ENSG00000227070	lncRNA	AC104170.1	42.35
ENSG00000227071	lncRNA	FOCAD-AS1	58.34
ENSG00000227072	processed_pseudogene	AL353706.1	32.16
ENSG00000227073	processed_pseudogene	SDHDP2	52.04
ENSG00000227075	lncRNA	AP000472.1	34.79
ENSG00000227076	lncRNA	AL158166.1	57.41
ENSG00000227077	processed_pseudogene	AC107983.1	62.38
ENSG00000227078	lncRNA	LINC02094	43.75
ENSG00000227080	processed_pseudogene	AC012441.1	68.47
ENSG00000227081	processed_pseudogene	AC005912.1	49.02
ENSG00000227082	lncRNA	LINC02798	36.97
ENSG00000227083	lncRNA	L29074.1	43.45
ENSG00000227087	processed_pseudogene	RBMX2P5	49.43
ENSG00000227088	lncRNA	AC012494.1	35
ENSG00000227089	lncRNA	AL031767.1	40.63
ENSG00000227090	lncRNA	AP000402.1	34.21
ENSG00000227091	lncRNA	AL355990.1	50.66
ENSG00000227094	lncRNA	AL512785.1	42.42
ENSG00000227096	processed_pseudogene	HMGB3P8	45.06
ENSG00000227097	processed_pseudogene	RPS28P7	61.9
ENSG00000227098	lncRNA	AC073636.1	39.77
ENSG00000227101	lncRNA	AC025822.1	40.7
ENSG00000227102	unprocessed_pseudogene	OR2AS1P	45.45
ENSG00000227104	transcribed_unprocessed_pseudogene	PIGQP1	59.44
ENSG00000227105	processed_pseudogene	PARP1P1	50.63
ENSG00000227107	lncRNA	AC104667.1	46.93
ENSG00000227108	IG_D_gene	IGHD1-14	52.94
ENSG00000227109	processed_pseudogene	CRIP1P3	50.45
ENSG00000227110	lncRNA	LMCD1-AS1	40.88
ENSG00000227113	unprocessed_pseudogene	AC073210.1	47.39
ENSG00000227115	lncRNA	LINC01630	40.22
ENSG00000227117	lncRNA	HORMAD2-AS1	45.27
ENSG00000227118	processed_pseudogene	BTF3P13	44.29
ENSG00000227120	processed_pseudogene	AC009238.1	41.51
ENSG00000227121	lncRNA	LINC02672	36.62
ENSG00000227123	processed_pseudogene	RPL12P44	51.23
ENSG00000227124	protein_coding	ZNF717	40.85
ENSG00000227125	lncRNA	AP002856.1	42.46
ENSG00000227128	lncRNA	LBX1-AS1	50.06
ENSG00000227131	lncRNA	AL139275.2	45.65
ENSG00000227133	processed_pseudogene	AC011742.1	43.63
ENSG00000227134	processed_pseudogene	AC093084.1	41.78
ENSG00000227138	processed_pseudogene	AL161788.1	41.42
ENSG00000227139	lncRNA	AC241644.1	41.76
ENSG00000227140	protein_coding	USP17L5	52.42
ENSG00000227141	processed_pseudogene	AL160286.1	53.5
ENSG00000227143	lncRNA	LINC01153	40.25
ENSG00000227145	lncRNA	IL21-AS1	40.04
ENSG00000227148	lncRNA	AC069285.2	50.03
ENSG00000227149	processed_pseudogene	MTCO1P44	41.15
ENSG00000227150	lncRNA	AL669970.2	62.33
ENSG00000227151	protein_coding	PRR20D	49.77
ENSG00000227152	polymorphic_pseudogene	OR2T7	39.32
ENSG00000227154	unprocessed_pseudogene	AL022721.1	50.01
ENSG00000227155	lncRNA	AL161725.1	42.41
ENSG00000227157	lncRNA	AC068535.1	37.94
ENSG00000227158	processed_pseudogene	AC073621.1	50.1
ENSG00000227159	unprocessed_pseudogene	DDX11L16	58.08
ENSG00000227160	transcribed_unitary_pseudogene	THEM7P	42.12
ENSG00000227161	lncRNA	AC092755.1	38.3
ENSG00000227163	processed_pseudogene	AL139220.1	49.42
ENSG00000227165	lncRNA	WDR11-AS1	43.04
ENSG00000227166	unprocessed_pseudogene	STSP1	39.33
ENSG00000227167	lncRNA	AL442638.1	36.88
ENSG00000227169	lncRNA	Z98747.1	46.47
ENSG00000227170	lncRNA	AF178030.1	36.43
ENSG00000227172	lncRNA	AC011290.1	40.78
ENSG00000227173	processed_pseudogene	MYL6P3	50.23
ENSG00000227175	lncRNA	AL590677.1	68
ENSG00000227176	processed_pseudogene	AC092641.1	43.04
ENSG00000227177	processed_pseudogene	AIMP1P2	44.23
ENSG00000227179	transcribed_unprocessed_pseudogene	PGCP1	46.06
ENSG00000227180	processed_pseudogene	AC013467.1	47.03
ENSG00000227181	lncRNA	LINC01688	41.35
ENSG00000227182	unitary_pseudogene	VN1R28P	44.98
ENSG00000227183	processed_pseudogene	HDGFP1	56.75
ENSG00000227186	lncRNA	AC018511.1	40.28
ENSG00000227187	processed_pseudogene	AC007435.1	39.52
ENSG00000227188	lncRNA	MGAT3-AS1	55.31
ENSG00000227189	lncRNA	AC092535.2	50.69
ENSG00000227191	TR_C_gene	TRGC2	39.31
ENSG00000227192	lncRNA	AL023581.2	36.76
ENSG00000227193	lncRNA	AC244453.1	42.93
ENSG00000227195	lncRNA	MIR663AHG	35.99
ENSG00000227196	IG_D_gene	IGHD4-23	52.63
ENSG00000227197	lncRNA	AC009365.4	38.27
ENSG00000227198	lncRNA	C6orf47-AS1	56.58
ENSG00000227199	lncRNA	ST7-AS1	58.55
ENSG00000227200	lncRNA	AL162724.1	52.42
ENSG00000227201	processed_pseudogene	CNN2P1	56.64
ENSG00000227203	processed_pseudogene	SUB1P1	40.05
ENSG00000227204	unprocessed_pseudogene	RBMY2JP	38.39
ENSG00000227205	processed_pseudogene	PFN1P9	55.43
ENSG00000227206	lncRNA	AL645937.2	37.14
ENSG00000227207	processed_pseudogene	RPL31P12	43.02
ENSG00000227209	processed_pseudogene	WARS2P1	45.44
ENSG00000227210	lncRNA	AC079145.1	39.65
ENSG00000227211	processed_pseudogene	AL035551.1	50.57
ENSG00000227212	processed_pseudogene	PFN1P6	52.63
ENSG00000227213	lncRNA	SPATA13-AS1	49.08
ENSG00000227214	lncRNA	HCG15	49.3
ENSG00000227215	lncRNA	AL355613.1	38.88
ENSG00000227217	lncRNA	AL356276.1	42.61
ENSG00000227218	lncRNA	AL157935.1	54.6
ENSG00000227220	lncRNA	AL133346.1	37.13
ENSG00000227224	processed_pseudogene	AC092035.1	46.15
ENSG00000227225	unprocessed_pseudogene	MTND1P14	40.63
ENSG00000227227	lncRNA	AC017101.1	36.36
ENSG00000227230	lncRNA	AL606534.1	35.81
ENSG00000227232	unprocessed_pseudogene	WASH7P	54.43
ENSG00000227233	processed_pseudogene	CICP17	60.24
ENSG00000227234	protein_coding	SPANXB1	49.96
ENSG00000227236	processed_pseudogene	AL583844.1	52.9
ENSG00000227237	lncRNA	AL672291.1	49
ENSG00000227238	unitary_pseudogene	TTC39DP	37.91
ENSG00000227240	lncRNA	AL136456.1	35.83
ENSG00000227241	processed_pseudogene	AC011998.1	53.85
ENSG00000227242	unprocessed_pseudogene	NBPF13P	40.37
ENSG00000227243	unprocessed_pseudogene	SLAMF6P1	47.94
ENSG00000227244	lncRNA	LINC00845	34.04
ENSG00000227245	lncRNA	AC092042.1	47.46
ENSG00000227247	processed_pseudogene	TRIM60P13	33.52
ENSG00000227248	lncRNA	FAM155A-IT1	35.94
ENSG00000227249	processed_pseudogene	AC000374.1	40.46
ENSG00000227251	processed_pseudogene	TRIM60P9Y	38.03
ENSG00000227252	lncRNA	AC012063.1	44.56
ENSG00000227253	lncRNA	AL158834.2	39.42
ENSG00000227254	processed_pseudogene	VDAC1P12	47.17
ENSG00000227255	unprocessed_pseudogene	CDRT15P2	57.28
ENSG00000227256	lncRNA	MIS18A-AS1	50.45
ENSG00000227257	processed_pseudogene	AL158827.1	39.9
ENSG00000227258	lncRNA	SMIM2-AS1	42.17
ENSG00000227259	processed_pseudogene	HMGN2P22	49.14
ENSG00000227260	lncRNA	LINC01985	39.34
ENSG00000227261	processed_pseudogene	YWHAZP7	40.73
ENSG00000227262	unprocessed_pseudogene	HCG4B	63.57
ENSG00000227264	processed_pseudogene	ACTR3BP5	42.66
ENSG00000227265	processed_pseudogene	AL845331.1	42.44
ENSG00000227267	processed_pseudogene	AC072039.1	42
ENSG00000227268	protein_coding	KLLN	49.11
ENSG00000227269	lncRNA	AL162427.1	53.79
ENSG00000227270	unprocessed_pseudogene	AC009963.1	37.41
ENSG00000227271	processed_pseudogene	RPL39P25	44.81
ENSG00000227274	lncRNA	AC005358.1	39.44
ENSG00000227275	unprocessed_pseudogene	MTND6P10	40.04
ENSG00000227278	lncRNA	AL603839.1	45.23
ENSG00000227279	lncRNA	AC110015.1	37.52
ENSG00000227282	lncRNA	AL389889.1	53.95
ENSG00000227283	processed_pseudogene	RPL35AP12	41.12
ENSG00000227284	processed_pseudogene	MARK2P10	49.13
ENSG00000227288	processed_pseudogene	AL138799.1	57.73
ENSG00000227289	transcribed_unprocessed_pseudogene	HSFY3P	42.77
ENSG00000227290	lncRNA	LINC01364	40.66
ENSG00000227291	processed_pseudogene	AC092170.1	45.9
ENSG00000227292	lncRNA	AC009229.1	38.75
ENSG00000227293	lncRNA	AC118345.1	46.12
ENSG00000227294	lncRNA	AC016994.1	43.31
ENSG00000227295	processed_pseudogene	ELL2P1	45.44
ENSG00000227297	lncRNA	AL035541.1	49.93
ENSG00000227298	processed_pseudogene	ARAFP3	51.22
ENSG00000227300	transcribed_unprocessed_pseudogene	KRT16P2	59.5
ENSG00000227301	lncRNA	AL356489.1	52.41
ENSG00000227302	unprocessed_pseudogene	SSXP9	41.48
ENSG00000227303	lncRNA	AC239727.1	37.19
ENSG00000227304	transcribed_processed_pseudogene	AC067942.1	44.68
ENSG00000227305	lncRNA	AC073188.2	40.68
ENSG00000227306	lncRNA	LINC02708	48.95
ENSG00000227307	lncRNA	AC010998.1	46.77
ENSG00000227308	lncRNA	LINC02832	42.46
ENSG00000227309	processed_pseudogene	AC140076.1	44.88
ENSG00000227311	processed_pseudogene	AL031985.2	43.12
ENSG00000227312	processed_pseudogene	AL445686.1	42.53
ENSG00000227313	lncRNA	LINC02630	48.28
ENSG00000227321	unprocessed_pseudogene	MTND4P15	35.82
ENSG00000227329	processed_pseudogene	AL139396.1	41.92
ENSG00000227330	lncRNA	AF130417.1	36.93
ENSG00000227331	processed_pseudogene	AC005042.1	50.75
ENSG00000227335	IG_J_pseudogene	IGHJ1P	70.91
ENSG00000227336	lncRNA	LINC00434	37.14
ENSG00000227337	processed_pseudogene	RPL23AP43	47.98
ENSG00000227338	lncRNA	AL139280.1	44.51
ENSG00000227339	processed_pseudogene	THRAP3P1	49.17
ENSG00000227342	lncRNA	LINC00307	36.23
ENSG00000227343	processed_pseudogene	RPL15P1	49.83
ENSG00000227344	processed_pseudogene	HAUS6P1	38.94
ENSG00000227345	protein_coding	PARG	38.39
ENSG00000227347	processed_pseudogene	HNRNPKP2	45.11
ENSG00000227348	unprocessed_pseudogene	MTND5P25	38.05
ENSG00000227349	unprocessed_pseudogene	CEACAMP7	49.27
ENSG00000227350	processed_pseudogene	PPIAP88	45.71
ENSG00000227351	processed_pseudogene	NANOGP6	44.98
ENSG00000227352	lncRNA	ARHGEF7-AS1	40.56
ENSG00000227353	processed_pseudogene	RAB28P3	45.81
ENSG00000227354	lncRNA	RBM26-AS1	37.59
ENSG00000227355	lncRNA	AL359644.1	40.65
ENSG00000227356	lncRNA	LINC00866	48.05
ENSG00000227358	processed_pseudogene	AL354861.1	47.32
ENSG00000227359	lncRNA	AC017074.1	39.92
ENSG00000227360	lncRNA	AL512658.1	41.78
ENSG00000227361	processed_pseudogene	RPS24P7	39.43
ENSG00000227364	lncRNA	AC018685.1	60.38
ENSG00000227365	lncRNA	AC008060.2	44.37
ENSG00000227367	unprocessed_pseudogene	SLC9B1P4	37.31
ENSG00000227368	processed_pseudogene	CDK8P2	38.03
ENSG00000227370	processed_pseudogene	AC254562.1	60.31
ENSG00000227371	processed_pseudogene	AC074085.1	48.71
ENSG00000227372	transcribed_unitary_pseudogene	TP73-AS1	54.46
ENSG00000227373	lncRNA	RABGAP1L-DT	40.43
ENSG00000227374	lncRNA	AL157832.1	60.47
ENSG00000227375	lncRNA	DLG1-AS1	46.4
ENSG00000227376	processed_pseudogene	FTH1P16	47.28
ENSG00000227379	processed_pseudogene	PPIAP2	47.97
ENSG00000227382	processed_pseudogene	EIF4A2P2	43.14
ENSG00000227383	processed_pseudogene	AL353662.1	42.81
ENSG00000227386	lncRNA	AC091705.1	41.26
ENSG00000227388	lncRNA	AL133410.1	43.4
ENSG00000227391	processed_pseudogene	SALL1P1	50.4
ENSG00000227392	lncRNA	HPN-AS1	51.89
ENSG00000227393	processed_pseudogene	AL031575.1	46.86
ENSG00000227394	processed_pseudogene	AC007386.1	46.05
ENSG00000227395	processed_pseudogene	EIF2AP4	39.02
ENSG00000227397	processed_pseudogene	AC079355.2	70
ENSG00000227398	lncRNA	KIF9-AS1	44.56
ENSG00000227399	processed_pseudogene	AL391219.1	44.51
ENSG00000227400	lncRNA	AC012501.2	37.83
ENSG00000227401	processed_pseudogene	RPL37P1	47.18
ENSG00000227403	lncRNA	LINC01806	39.41
ENSG00000227404	processed_pseudogene	KRT8P20	58.41
ENSG00000227406	processed_pseudogene	RNF6P1	44.31
ENSG00000227407	lncRNA	AC245884.1	56.44
ENSG00000227408	unprocessed_pseudogene	AMYP1	33.7
ENSG00000227409	lncRNA	ZMYM4-AS1	35.74
