sample_id	sample_name	biosample	sample_description	latitude	longitude	geolocation	biome	biome_feature	biome_material	assembly_run_ids	study_id
ERS2640896	B2cR6-2_Exp1	SAMEA4821006	Primer B2 Experiment 1 SRT 15 day cDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729923']	MGYS00001910
ERS2640897	B2cR6-2_Exp2	SAMEA4821007	Primer B2 Experiment 2 SRT 15 day cDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729924']	MGYS00001910
ERS2640898	B2cR6-3_Exp1	SAMEA4821008	Primer B2 Experiment 1 SRT 15 day cDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729925']	MGYS00001910
ERS2640899	B2cR6-3_Exp2	SAMEA4821009	Primer B2 Experiment 2 SRT 15 day cDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729926']	MGYS00001910
ERS2640900	B2gR1-1_Exp1	SAMEA4821010	Primer B2 Experiment 1 SRT 1 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729927']	MGYS00001910
ERS2640901	B2gR1-1_Exp2	SAMEA4821011	Primer B2 Experiment 2 SRT 1 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729928']	MGYS00001910
ERS2640902	B2gR1-2_Exp1	SAMEA4821012	Primer B2 Experiment 1 SRT 1 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729929']	MGYS00001910
ERS2640903	B2gR1-2_Exp2	SAMEA4821013	Primer B2 Experiment 2 SRT 1 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729930']	MGYS00001910
ERS2640904	B2gR1-3_Exp1	SAMEA4821014	Primer B2 Experiment 1 SRT 1 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729931']	MGYS00001910
ERS2640905	B2gR1-3_Exp2	SAMEA4821015	Primer B2 Experiment 2 SRT 1 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729932']	MGYS00001910
ERS2640906	B2gR2-1_Exp1	SAMEA4821016	Primer B2 Experiment 1 SRT 3 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729933']	MGYS00001910
ERS2640907	B2gR2-1_Exp2	SAMEA4821017	Primer B2 Experiment 2 SRT 3 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729934']	MGYS00001910
ERS2640908	B2gR2-2_Exp1	SAMEA4821018	Primer B2 Experiment 1 SRT 3 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729935']	MGYS00001910
ERS2640909	B2gR2-2_Exp2	SAMEA4821019	Primer B2 Experiment 2 SRT 3 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729936']	MGYS00001910
ERS2640910	B2gR2-3_Exp1	SAMEA4821020	Primer B2 Experiment 1 SRT 3 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729937']	MGYS00001910
ERS2640911	B2gR2-3_Exp2	SAMEA4821021	Primer B2 Experiment 2 SRT 3 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729938']	MGYS00001910
ERS2640912	B2gR3-1_Exp1	SAMEA4821022	Primer B2 Experiment 1 SRT 5 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729939']	MGYS00001910
ERS2640913	B2gR3-1_Exp2	SAMEA4821023	Primer B2 Experiment 2 SRT 5 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729940']	MGYS00001910
ERS2640914	B2gR3-2_Exp1	SAMEA4821024	Primer B2 Experiment 1 SRT 5 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729941']	MGYS00001910
ERS2640915	B2gR3-2_Exp2	SAMEA4821025	Primer B2 Experiment 2 SRT 5 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729942']	MGYS00001910
ERS2640916	B2gR3-3_Exp1	SAMEA4821026	Primer B2 Experiment 1 SRT 5 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729943']	MGYS00001910
ERS2640917	B2gR3-3_Exp2	SAMEA4821027	Primer B2 Experiment 2 SRT 5 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729944']	MGYS00001910
ERS2640918	B2gR4-1_Exp1	SAMEA4821028	Primer B2 Experiment 1 SRT 7 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729945']	MGYS00001910
ERS2640919	B2gR4-1_Exp2	SAMEA4821029	Primer B2 Experiment 2 SRT 7 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729946']	MGYS00001910
ERS2640920	B2gR4-2_Exp1	SAMEA4821030	Primer B2 Experiment 1 SRT 7 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729947']	MGYS00001910
ERS2640921	B2gR4-2_Exp2	SAMEA4821031	Primer B2 Experiment 2 SRT 7 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729948']	MGYS00001910
ERS2640922	B2gR4-3_Exp1	SAMEA4821032	Primer B2 Experiment 1 SRT 7 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729949']	MGYS00001910
ERS2640923	B2gR4-3_Exp2	SAMEA4821033	Primer B2 Experiment 2 SRT 7 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729950']	MGYS00001910
ERS2640924	B2gR5-1_Exp1	SAMEA4821034	Primer B2 Experiment 1 SRT 10 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729951']	MGYS00001910
ERS2640925	B2gR5-1_Exp2	SAMEA4821035	Primer B2 Experiment 2 SRT 10 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729952']	MGYS00001910
ERS2640926	B2gR5-2_Exp1	SAMEA4821036	Primer B2 Experiment 1 SRT 10 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729953']	MGYS00001910
ERS2640927	B2gR5-2_Exp2	SAMEA4821037	Primer B2 Experiment 2 SRT 10 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729954']	MGYS00001910
ERS2640928	B2gR5-3_Exp1	SAMEA4821038	Primer B2 Experiment 1 SRT 10 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729955']	MGYS00001910
ERS2640929	B2gR5-3_Exp2	SAMEA4821039	Primer B2 Experiment 2 SRT 10 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729956']	MGYS00001910
ERS2640930	B2gR6-1_Exp1	SAMEA4821040	Primer B2 Experiment 1 SRT 15 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729957']	MGYS00001910
ERS2640931	B2gR6-1_Exp2	SAMEA4821041	Primer B2 Experiment 2 SRT 15 day gDNA replicate 1	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729958']	MGYS00001910
ERS2640932	B2gR6-2_Exp1	SAMEA4821042	Primer B2 Experiment 1 SRT 15 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729959']	MGYS00001910
ERS2640933	B2gR6-2_Exp2	SAMEA4821043	Primer B2 Experiment 2 SRT 15 day gDNA replicate 2	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729960']	MGYS00001910
ERS2640934	B2gR6-3_Exp1	SAMEA4821044	Primer B2 Experiment 1 SRT 15 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729961']	MGYS00001910
ERS2640935	B2gR6-3_Exp2	SAMEA4821045	Primer B2 Experiment 2 SRT 15 day gDNA replicate 3	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729962']	MGYS00001910
ERS2640936	B2-NEG_Exp2	SAMEA4821046	Primer B2 Experiment 2 Negative Control gDNA	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729963']	MGYS00001910
ERS2640937	B2pos-1_Exp1	SAMEA4821047	Primer B2 Experiment 1 Positive Control gDNA	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729964']	MGYS00001910
ERS2640938	B2pos-2_Exp1	SAMEA4821048	Primer B2 Experiment 1 Positive Control gDNA	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729965']	MGYS00001910
ERS2640939	B2pos-3_Exp1	SAMEA4821049	Primer B2 Experiment 1 Positive Control gDNA	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729966']	MGYS00001910
ERS2640940	cNegA_Exp2	SAMEA4821050	Primer B2 Experiment 2 Negative Control cDNA	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729967']	MGYS00001910
ERS2640941	cNegB_Exp2	SAMEA4821051	Primer B2 Experiment 2 Negative Control cDNA	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729968']	MGYS00001910
ERS2640942	gM1_Exp2	SAMEA4821052	Primer B2 Experiment 2 Positive Control gDNA	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729969']	MGYS00001910
ERS2640943	gM2_Exp2	SAMEA4821053	Primer B2 Experiment 2 Positive Control gDNA	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729970']	MGYS00001910
ERS2640944	gNegA_Exp2	SAMEA4821054	Primer B2 Experiment 2 Negative Control gDNA	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729971']	MGYS00001910
ERS2640945	gNegB_Exp2	SAMEA4821055	Primer B2 Experiment 2 Negative Control gDNA	47.4055	8.5976	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2729972']	MGYS00001910
ERS1864879	Exp1_R1_SRT1	SAMEA104205861	A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 1 day. Samples were withdrawn after exposing the reactor to a set of micropollutants.	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088984']	MGYS00001910
ERS1864880	Exp1_R2_SRT3	SAMEA104205862	A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 3 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088985']	MGYS00001910
ERS1864881	Exp1_R3_SRT5	SAMEA104205863	Sequencing batch reactor sludge retention time 5 days	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088986']	MGYS00001910
ERS1864882	Exp1_R4_SRT7	SAMEA104205864	A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 7 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088987']	MGYS00001910
ERS1864883	Exp1_R5_SRT10	SAMEA104205865	A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 10 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088988']	MGYS00001910
ERS1864884	Exp1_R6_SRT15	SAMEA104205866	A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 15 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088989']	MGYS00001910
ERS1864885	Exp2_R1_SRT1	SAMEA104205867	A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 1 day. Samples were withdrawn after exposing the reactor to a set of micropollutants.	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088990']	MGYS00001910
ERS1864886	Exp2_R2_SRT3	SAMEA104205868	A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 3 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088991']	MGYS00001910
ERS1864887	Exp2_R3_SRT5	SAMEA104205869	A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 5 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088992']	MGYS00001910
ERS1864888	Exp2_R4_SRT7	SAMEA104205870	A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 7 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088993']	MGYS00001910
ERS1864889	Exp2_R5_SRT10	SAMEA104205871	A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 10 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088994']	MGYS00001910
ERS1864890	Exp2_R6_SRT15	SAMEA104205872	A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 15 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.	47.5005	8.4953	Switzerland	wastewater treatment plant	sewage	sludge	['ERR2088995']	MGYS00001910
											MGYS00001910
ERS2488841	CROATIA1	SAMEA4668225	Croatian wastewater treatment sludge	45.7897	16.0823	Croatia	Sludge	Wastewater treatment plant	sludge	['ERR2586215']	MGYS00002383
ERS2488842	CROATIA2	SAMEA4668226	Croatian wastewater treatment sludge	45.7897	16.0823	Croatia	Sludge	Wastewater treatment plant	sludge	['ERR2586216']	MGYS00002383
ERS2488843	CROATIA3	SAMEA4668227	Croatian wastewater treatment sludge	45.7897	16.0823	Croatia	Sludge	Wastewater treatment plant	sludge	['ERR2586217']	MGYS00002383
ERS2488844	CROATIA4	SAMEA4668228	Croatian wastewater treatment sludge	45.7897	16.0823	Croatia	Sludge	Wastewater treatment plant	sludge	['ERR2586218']	MGYS00002383
ERS2488845	CROATIA5	SAMEA4668229	Croatian wastewater treatment sludge	45.7897	16.0823	Croatia	Sludge	Wastewater treatment plant	sludge	['ERR2586219']	MGYS00002383
ERS2488846	CROATIA6	SAMEA4668230	Croatian wastewater treatment sludge	45.7897	16.0823	Croatia	Sludge	Wastewater treatment plant	sludge	['ERR2586220']	MGYS00002383
SRS1791804	Gp0138812	SAMN05720167	Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC075_MetaG	37.8	-122.27	USA				['ERZ778036']	MGYS00004765
SRS1687462	Gp0138811	SAMN05720219	Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC073_MetaG	37.8	-122.27	USA				['ERZ795029']	MGYS00004910
SRS1791740	Gp0138830	SAMN05720227	Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC052_MetaG	42.12	-87.65	USA				['ERZ795056']	MGYS00004929
SRS1791744	Gp0138819	SAMN05720168	Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC045_MetaG	40.12	-87.63	USA				['ERZ795059']	MGYS00004932
SRS1792068	Gp0141809	SAMN05720189	"Anaerobic biogas reactor microbial communites from Washington, USA - Biogas_R1 time_0 SIP DNA"	47.6525	-122.3049	"USA:Washington, USA"				['ERZ795066']	MGYS00004939
ERS1048982	AOBNOB1	SAMEA3861848	AOBNOB1			Australia	Wastewater	Activated Sludge	Reactor	['ERR1233629']	MGYS00000606
ERS1545891	MP_reactors	SAMEA80832418	MP_reactors	50.9	4.7	Belgium	anaerobic reactor	mesophilic anaerobic reactor	wastewater	['ERR1823510']	MGYS00001453
ERS1545892	MP_reactors	SAMEA80833168	MP_reactors	50.9	4.7	Belgium	anaerobic reactor	mesophilic anaerobic reactor	wastewater	['ERR1823511']	MGYS00001453
ERS1545893	MP_reactors	SAMEA80833918	MP_reactors	50.9	4.7	Belgium	anaerobic reactor	mesophilic anaerobic reactor	wastewater	['ERR1823512']	MGYS00001453
ERS1833119	b2forensics1	SAMEA104174101	wastewater sample collected on november 1st 2016	48.698	2.1795	France				['ERR2041951']	MGYS00001903
ERS2597319	DTU2017_MG_100_EC_GA	SAMEA4777371	DTU2017_MG_100_EC_GA	-0.908	-89.6029	Ecuador				['ERR2683114']	MGYS00003139
ERS2597320	DTU2017_MG_101_MW_KA	SAMEA4777372	DTU2017_MG_101_MW_KA	-13.051	33.8039	Malawi				['ERR2683115']	MGYS00003139
ERS2597323	DTU2017_MG_104_MW_BL	SAMEA4777375	DTU2017_MG_104_MW_BL	-15.4703	35.02	Malawi				['ERR2683118']	MGYS00003139
ERS2597326	DTU2017_MG_107_NG_IL_a	SAMEA4777378	DTU2017_MG_107_NG_IL_a	8.4804	4.6739	Nigeria				['ERR2683121']	MGYS00003139
ERS2597329	DTU2017_MG_110_NG_IL_d	SAMEA4777381	DTU2017_MG_110_NG_IL_d	8.4808	4.672	Nigeria				['ERR2683124']	MGYS00003139
ERS2597333	DTU2017_MG_114_NG_IB_a	SAMEA4777385	DTU2017_MG_114_NG_IB_a	7.4419	3.8966	Nigeria				['ERR2683128']	MGYS00003139
ERS2597334	DTU2017_MG_115_NG_IB_b	SAMEA4777386	DTU2017_MG_115_NG_IB_b	7.4419	3.8966	Nigeria				['ERR2683129']	MGYS00003139
ERS2597338	DTU2017_MG_119_NI_MS	SAMEA4777390	DTU2017_MG_119_NI_MS	11.9842	-86.1056	Nicaragua				['ERR2683133']	MGYS00003139
ERS2597341	DTU2017_MG_121_EE_TA	SAMEA4777393	DTU2017_MG_121_EE_TA	58.34	26.7372	Estonia				['ERR2683136']	MGYS00003139
ERS2597342	DTU2017_MG_122_EE_TL	SAMEA4777394	DTU2017_MG_122_EE_TL	59.466	24.7022	Estonia				['ERR2683137']	MGYS00003139
ERS2597343	DTU2017_MG_123_EE_PR	SAMEA4777395	DTU2017_MG_123_EE_PR	58.3871	24.4537	Estonia				['ERR2683138']	MGYS00003139
ERS2597345	DTU2017_MG_125_TH_PA	SAMEA4777397	DTU2017_MG_125_TH_PA	14.0697	100.6106	Thailand				['ERR2683140']	MGYS00003139
ERS2597346	DTU2017_MG_126_GE_KU	SAMEA4777398	DTU2017_MG_126_GE_KU	42.2393	42.6758	Georgia				['ERR2683141']	MGYS00003139
ERS2597348	DTU2017_MG_128_ZA_PR	SAMEA4777400	DTU2017_MG_128_ZA_PR	-25.7344	28.1779	South Africa				['ERR2683143']	MGYS00003139
ERS2597349	DTU2017_MG_129_LU_LU	SAMEA4777401	DTU2017_MG_129_LU_LU	49.651	6.13	Luxembourg				['ERR2683144']	MGYS00003139
ERS2597350	DTU2017_MG_12_MY_KG	SAMEA4777402	DTU2017_MG_12_MY_KG	3.0047	101.4342	Malaysia				['ERR2683145']	MGYS00003139
ERS2597351	DTU2017_MG_130_IT_RO	SAMEA4777403	DTU2017_MG_130_IT_RO	41.8193	12.4281	Italy				['ERR2683146']	MGYS00003139
ERS2597352	DTU2017_MG_131_KR_GW	SAMEA4777404	DTU2017_MG_131_KR_GW	35.1559	126.8355	South Korea				['ERR2683147']	MGYS00003139
ERS2597365	DTU2017_MG_143_UG_KA	SAMEA4777417	DTU2017_MG_143_UG_KA	0.3193	32.6061	Uganda				['ERR2683160']	MGYS00003139
ERS2597375	DTU2017_MG_152_NP_KA	SAMEA4777427	DTU2017_MG_152_NP_KA	27.7008	85.3001	Nepal				['ERR2683170']	MGYS00003139
ERS2597377	DTU2017_MG_154_GT_GU	SAMEA4777429	DTU2017_MG_154_GT_GU	14.5786	-90.5594	Guatemala				['ERR2683172']	MGYS00003139
ERS2597378	DTU2017_MG_155_LT_VI	SAMEA4777430	DTU2017_MG_155_LT_VI	54.7097	25.2212	Lithuania				['ERR2683173']	MGYS00003139
ERS2597379	DTU2017_MG_156_KE_NA	SAMEA4777431	DTU2017_MG_156_KE_NA	-1.2561	37.0118	Kenya				['ERR2683174']	MGYS00003139
ERS2597382	DTU2017_MG_159_MK_SK	SAMEA4777434	DTU2017_MG_159_MK_SK	41.9906	21.4758	Macedonia				['ERR2683177']	MGYS00003139
ERS2597384	DTU2017_MG_160_GH_TA	SAMEA4777436	DTU2017_MG_160_GH_TA	9.4034	-0.8424	Ghana				['ERR2683179']	MGYS00003139
ERS2597391	DTU2017_MG_167_LK_MA	SAMEA4777443	DTU2017_MG_167_LK_MA	6.9312	79.874	Sri Lanka				['ERR2683186']	MGYS00003139
ERS2597393	DTU2017_MG_16_BR_BE	SAMEA4777445	DTU2017_MG_16_BR_BE	-1.4283	-48.4921	Brazil				['ERR2683188']	MGYS00003139
ERS2597394	DTU2017_MG_17_US_PO	SAMEA4777446	DTU2017_MG_17_US_PO	45.5951	-122.7176	USA				['ERR2683189']	MGYS00003139
ERS2597396	DTU2017_MG_19_MY_AS	SAMEA4777448	DTU2017_MG_19_MY_AS	5.6044	100.5436	Malaysia				['ERR2683191']	MGYS00003139
ERS2597397	DTU2017_MG_1_TH_BK	SAMEA4777449	DTU2017_MG_1_TH_BK	13.7579	100.4859	Thailand				['ERR2683192']	MGYS00003139
ERS2597398	DTU2017_MG_20_MY_PG	SAMEA4777450	DTU2017_MG_20_MY_PG	5.4356	100.3091	Malaysia				['ERR2683193']	MGYS00003139
ERS2597399	DTU2017_MG_21_MY_IP	SAMEA4777451	DTU2017_MG_21_MY_IP	4.5975	101.0901	Malaysia				['ERR2683194']	MGYS00003139
ERS2597400	DTU2017_MG_22_MY_PB	SAMEA4777452	DTU2017_MG_22_MY_PB	5.438	100.3882	Malaysia				['ERR2683195']	MGYS00003139
ERS2597401	DTU2017_MG_23_JP_JP	SAMEA4777453	DTU2017_MG_23_JP_JP	36.2048	138.2529	Japan				['ERR2683196']	MGYS00003139
ERS2597404	DTU2017_MG_26_NL_UT	SAMEA4777456	DTU2017_MG_26_NL_UT	52.1084	5.1112	Netherlands				['ERR2683199']	MGYS00003139
ERS2597405	DTU2017_MG_27_UY_MV	SAMEA4777457	DTU2017_MG_27_UY_MV	-34.9301	-56.1609	Uruguay				['ERR2683200']	MGYS00003139
ERS2597408	DTU2017_MG_2_PT_LI	SAMEA4777460	DTU2017_MG_2_PT_LI	38.7221	-9.1746	Portugal				['ERR2683203']	MGYS00003139
ERS2597409	DTU2017_MG_30_LB_SF	SAMEA4777461	DTU2017_MG_30_LB_SF	34.015	35.6398	Lebanon				['ERR2683204']	MGYS00003139
ERS2597410	DTU2017_MG_31_LB_RI	SAMEA4777462	DTU2017_MG_31_LB_RI	33.8559	35.9948	Lebanon				['ERR2683205']	MGYS00003139
ERS2597413	DTU2017_MG_34_LB_SD	SAMEA4777465	DTU2017_MG_34_LB_SD	33.5062	35.3038	Lebanon				['ERR2683208']	MGYS00003139
ERS2597416	DTU2017_MG_37_GH_AC	SAMEA4777468	DTU2017_MG_37_GH_AC	5.6037	-0.187	Ghana				['ERR2683211']	MGYS00003139
ERS2597418	DTU2017_MG_39_NZ_CH	SAMEA4777470	DTU2017_MG_39_NZ_CH	-43.5256	172.6997	New Zealand				['ERR2683213']	MGYS00003139
ERS2597419	DTU2017_MG_3_ES_BA	SAMEA4777471	DTU2017_MG_3_ES_BA	41.4096	2.2228	Spain				['ERR2683214']	MGYS00003139
ERS2597420	DTU2017_MG_40_PH_QU	SAMEA4777472	DTU2017_MG_40_PH_QU	14.6027	120.9671	Philippines				['ERR2683215']	MGYS00003139
ERS2597423	DTU2017_MG_43_CH_BR	SAMEA4777475	DTU2017_MG_43_CH_BR	46.9722	7.4285	Switzerland				['ERR2683218']	MGYS00003139
ERS2597424	DTU2017_MG_44_SI_LJ	SAMEA4777476	DTU2017_MG_44_SI_LJ	46.074	14.6119	Slovenia				['ERR2683219']	MGYS00003139
ERS2597425	DTU2017_MG_45_SE_UP	SAMEA4777477	DTU2017_MG_45_SE_UP	59.8436	17.6575	Sweden				['ERR2683220']	MGYS00003139
ERS2597426	DTU2017_MG_46_IT_VE	SAMEA4777478	DTU2017_MG_46_IT_VE	45.9352	8.5596	Italy				['ERR2683221']	MGYS00003139
ERS2597427	DTU2017_MG_47_IT_CA	SAMEA4777479	DTU2017_MG_47_IT_CA	45.0659	8.6918	Italy				['ERR2683222']	MGYS00003139
ERS2597428	DTU2017_MG_48_IT_NO	SAMEA4777480	DTU2017_MG_48_IT_NO	45.4218	8.5968	Italy				['ERR2683223']	MGYS00003139
ERS2597430	DTU2017_MG_4_GR_AT	SAMEA4777482	DTU2017_MG_4_GR_AT	37.9417	23.5893	Greece				['ERR2683225']	MGYS00003139
ERS2597432	DTU2017_MG_51_SN_DA	SAMEA4777484	DTU2017_MG_51_SN_DA	14.7462	-17.4266	Senegal				['ERR2683227']	MGYS00003139
ERS2597433	DTU2017_MG_52_ME_PO	SAMEA4777485	DTU2017_MG_52_ME_PO	42.4342	19.2355	Montenegro				['ERR2683228']	MGYS00003139
ERS2597436	DTU2017_MG_55_FI_TU	SAMEA4777488	DTU2017_MG_55_FI_TU	60.4438	22.2379	Finland				['ERR2683231']	MGYS00003139
ERS2597437	DTU2017_MG_56_FI_OU	SAMEA4777489	DTU2017_MG_56_FI_OU	65.0544	25.4122	Finland				['ERR2683232']	MGYS00003139
ERS2597438	DTU2017_MG_57_FI_HE	SAMEA4777490	DTU2017_MG_57_FI_HE	60.2261	24.9916	Finland				['ERR2683233']	MGYS00003139
ERS2597443	DTU2017_MG_61_TZ_MO	SAMEA4777495	DTU2017_MG_61_TZ_MO	-6.7866	37.6735	Tanzania				['ERR2683238']	MGYS00003139
ERS2597446	DTU2017_MG_64_BB_BR	SAMEA4777498	DTU2017_MG_64_BB_BR	13.1008	-59.6212	Barbados				['ERR2683241']	MGYS00003139
ERS2597449	DTU2017_MG_67_US_AU	SAMEA4777501	DTU2017_MG_67_US_AU	30.209	-97.6045	USA				['ERR2683244']	MGYS00003139
ERS2597450	DTU2017_MG_68_US_HO_a	SAMEA4777502	DTU2017_MG_68_US_HO_a	29.7058	-95.5649	USA				['ERR2683245']	MGYS00003139
ERS2597451	DTU2017_MG_69_BD_DH	SAMEA4777503	DTU2017_MG_69_BD_DH	23.6834	90.4514	Bangladesh				['ERR2683246']	MGYS00003139
ERS2597454	DTU2017_MG_71_SK_BR	SAMEA4777506	DTU2017_MG_71_SK_BR	48.2591	17.3591	Slovakia				['ERR2683249']	MGYS00003139
ERS2597456	DTU2017_MG_73_LV_RI	SAMEA4777508	DTU2017_MG_73_LV_RI	56.5067	25.9096	Latvia				['ERR2683251']	MGYS00003139
