sgRNA,Gene,HL60.initial,KBM7.initial,HL60.final,KBM7.final
PDLIM2_p22438116,PDLIM2,1302,1122,2009,3301
PDLIM2_p22438121,PDLIM2,468,441,760,705
PDLIM2_p22438133,PDLIM2,172,206,635,473
PDLIM2_p22438179,PDLIM2,136,177,584,191
PDLIM2_p22438880,PDLIM2,1160,868,2293,1695
PDLIM2_p22438907,PDLIM2,2336,1479,4716,4703
PDLIM2_p22438912,PDLIM2,441,181,1100,1039
PDPK1_m2588113,PDPK1,561,582,1115,1040
PDPK1_m2588126,PDPK1,515,358,1562,1274
PDPK1_m2636690,PDPK1,363,378,424,203
PDPK1_m2636696,PDPK1,729,483,2303,2194
PDPK1_m2636725,PDPK1,1055,895,2675,1659
PDPK1_m2636767,PDPK1,645,664,1828,3247
PDPK1_p2588115,PDPK1,744,682,1720,2625
PDPK1_p2636679,PDPK1,478,465,1522,1583
PDPK1_p2636735,PDPK1,465,276,418,825
PDPK1_p2636786,PDPK1,673,430,1422,999
PDPN_m13933727,PDPN,443,369,712,1096
PDPN_m13933732,PDPN,1068,535,1788,2563
PDPN_m13933739,PDPN,263,299,1138,1790
PDPN_m13933759,PDPN,148,150,1830,1381
PDPN_m13933766,PDPN,409,698,2089,1765
PDPN_m13933776,PDPN,622,203,1081,1508
PDPN_p13933711,PDPN,1186,1236,2680,4461
PDPN_p13933779,PDPN,188,214,717,554
PDPN_p13936887,PDPN,759,633,1930,3592
PDPN_p13936901,PDPN,517,819,1660,2335
PDS5A_m39978085,PDS5A,725,665,899,569
PDS5A_m39978117,PDS5A,680,920,1107,1073
PDS5A_m39978137,PDS5A,429,646,553,540
PDS5A_m39978156,PDS5A,152,200,189,153
PDS5A_p39978065,PDS5A,539,508,444,632
PDS5A_p39978077,PDS5A,320,257,1077,547
PDS5A_p39978119,PDS5A,1104,957,925,1544
PDS5A_p39978139,PDS5A,2099,1487,1435,1846
PDS5A_p39978146,PDS5A,897,602,560,2342
PDS5A_p39978164,PDS5A,653,383,518,1143
PDS5B_m33226008,PDS5B,693,652,2349,2110
PDS5B_m33226048,PDS5B,138,126,682,625
PDS5B_m33226131,PDS5B,503,667,963,1510
PDS5B_m33232637,PDS5B,323,318,1002,947
PDS5B_m33233314,PDS5B,1230,708,2376,2876
PDS5B_p33222907,PDS5B,282,297,1173,1452
PDS5B_p33222918,PDS5B,890,786,3418,1582
PDS5B_p33222995,PDS5B,931,1618,2229,4261
PDS5B_p33232386,PDS5B,741,602,2453,1511
PDS5B_p33232421,PDS5B,449,372,1615,725
PDX1_m28494276,PDX1,99,358,334,1015
PDX1_m28494306,PDX1,205,267,1097,1104
PDX1_m28494346,PDX1,617,378,1049,922
PDX1_p28494260,PDX1,310,312,652,1411
PDX1_p28494265,PDX1,424,467,806,1002
PDX1_p28494280,PDX1,677,517,2221,1716
PDX1_p28494298,PDX1,373,124,930,1597
PDX1_p28494320,PDX1,366,201,1659,1254
PDX1_p28494325,PDX1,950,735,3079,2361
PDX1_p28494331,PDX1,354,314,1977,1002
PDXK_m45139192,PDXK,115,182,236,68
PDXK_m45139203,PDXK,353,322,484,333
PDXK_m45139240,PDXK,440,303,2029,1736
PDXK_m45139248,PDXK,1308,731,1006,431
PDXK_m45139255,PDXK,348,361,513,358
PDXK_m45153999,PDXK,1302,1254,1859,1109
PDXK_p45139170,PDXK,760,649,863,564
PDXK_p45139210,PDXK,433,426,1072,915
PDXK_p45139218,PDXK,461,246,1143,1360
PDXK_p45153951,PDXK,327,365,691,420
PDZD2_m31799361,PDZD2,108,276,530,125
PDZD2_m31799368,PDZD2,447,314,1076,1178
PDZD2_m31799395,PDZD2,112,134,725,303
PDZD2_m31799405,PDZD2,374,241,531,1397
PDZD2_m31799462,PDZD2,302,164,627,1322
PDZD2_m31799470,PDZD2,631,603,1183,1362
PDZD2_p31799348,PDZD2,423,378,953,1370
PDZD2_p31799412,PDZD2,924,308,1309,862
PDZD2_p31799441,PDZD2,311,162,835,542
PDZD2_p31799489,PDZD2,302,447,874,1112
PDZD7_m102789884,PDZD7,432,287,479,1025
PDZD7_m102789893,PDZD7,588,326,960,261
PDZD7_m102789935,PDZD7,389,334,868,1301
PDZD7_m102789941,PDZD7,561,593,1066,2021
PDZD7_m102789956,PDZD7,580,546,2332,1888
PDZD7_m102789968,PDZD7,580,635,2398,3380
PDZD7_p102789898,PDZD7,521,322,624,272
PDZD7_p102789906,PDZD7,182,66,828,340
PDZD7_p102789915,PDZD7,222,245,404,381
PDZD7_p102789923,PDZD7,222,152,498,318
PEAK1_m77474095,PEAK1,544,700,1505,1307
PEAK1_m77474103,PEAK1,909,888,3127,2908
PEAK1_m77474149,PEAK1,764,717,2525,1629
PEAK1_m77474227,PEAK1,1463,965,2902,3285
PEAK1_p77474087,PEAK1,1132,423,1325,1749
PEAK1_p77474106,PEAK1,338,345,1404,616
PEAK1_p77474136,PEAK1,289,291,1625,1856
PEAK1_p77474155,PEAK1,596,235,627,704
PEAK1_p77474206,PEAK1,317,275,1141,1582
PEAK1_p77474229,PEAK1,0,0,70,116
PEG10_m94292875,PEG10,450,538,1358,1848
PEG10_m94292957,PEG10,278,490,646,1299
PEG10_m94292998,PEG10,258,150,461,394
PEG10_m94293023,PEG10,474,294,474,1377
PEG10_p94292903,PEG10,278,396,903,1354
PEG10_p94292918,PEG10,1418,985,3242,3019
PEG10_p94292945,PEG10,431,370,1181,1396
PEG10_p94292963,PEG10,231,426,1169,1822
PEG10_p94292990,PEG10,792,496,1980,2298
PEG10_p94293033,PEG10,642,498,1011,1505
PEG3_m57334183,PEG3,374,164,604,992
PEG3_m57334192,PEG3,1215,805,4336,4235
PEG3_m57334198,PEG3,154,164,252,600
PEG3_m57334959,PEG3,404,337,1235,1613
PEG3_m57335006,PEG3,793,759,900,2255
PEG3_m57335631,PEG3,1110,803,1754,2907
PEG3_p57334948,PEG3,214,363,830,1005
PEG3_p57334967,PEG3,975,1264,3647,3315
PEG3_p57334984,PEG3,284,205,583,1520
PEG3_p57335617,PEG3,441,344,623,1151
PELI1_m64327572,PELI1,216,180,771,614
PELI1_m64327587,PELI1,69,66,131,210
PELI1_m64331836,PELI1,635,358,493,713
PELI1_m64331845,PELI1,448,246,816,858
PELI1_m64331927,PELI1,650,764,2057,2722
PELI1_m64331934,PELI1,30,93,171,49
PELI1_m64331943,PELI1,230,21,247,697
PELI1_m64335375,PELI1,477,802,1868,1893
PELI1_p64327593,PELI1,508,463,771,1601
PELI1_p64331852,PELI1,159,242,1302,421
PELO_m52096229,PELO,470,466,1074,2147
PELO_m52096289,PELO,611,322,855,1474
PELO_m52096297,PELO,162,192,99,231
PELO_m52096323,PELO,641,259,140,458
PELO_p52096220,PELO,438,428,857,501
PELO_p52096236,PELO,1092,683,1642,1336
PELO_p52096245,PELO,1415,879,1401,2100
PELO_p52096251,PELO,568,603,1473,1506
PELO_p52096260,PELO,540,163,324,284
PELO_p52096308,PELO,707,444,428,355
PELP1_m4607260,PELP1,602,404,259,120
PELP1_m4607281,PELP1,520,179,736,90
PELP1_m4607294,PELP1,336,162,717,895
PELP1_m4607313,PELP1,361,367,680,642
PELP1_m4607320,PELP1,107,148,74,125
PELP1_m4607361,PELP1,39,179,242,365
PELP1_m4607366,PELP1,0,11,22,65
PELP1_m4607375,PELP1,494,263,300,353
PELP1_m4607385,PELP1,345,189,422,298
PELP1_p4607285,PELP1,159,200,566,239
PER1_m8053794,PER1,286,224,638,633
PER1_m8053836,PER1,297,471,1080,1279
PER1_m8053850,PER1,403,378,1132,949
PER1_m8053914,PER1,587,266,1191,679
PER1_p8053784,PER1,434,585,1644,4109
PER1_p8053862,PER1,260,42,341,263
PER1_p8053868,PER1,454,605,1350,1979
PER1_p8053877,PER1,223,132,666,395
PER1_p8053882,PER1,295,325,927,1171
PER1_p8053887,PER1,775,639,1841,2355
PER2_m239186395,PER2,914,771,1979,3090
PER2_m239186461,PER2,747,1020,1810,973
PER2_m239186470,PER2,1398,1026,1792,2615
PER2_m239186564,PER2,740,482,1843,895
PER2_m239186572,PER2,262,371,1236,762
PER2_p239186442,PER2,280,235,383,978
PER2_p239186476,PER2,795,438,1346,1964
PER2_p239186483,PER2,492,562,1028,1231
PER2_p239186488,PER2,82,167,446,649
PER2_p239186514,PER2,22,56,166,166
PER3_m7845024,PER3,36,16,0,359
PER3_m7845499,PER3,669,700,1988,1850
PER3_m7845573,PER3,132,415,611,1386
PER3_m7845610,PER3,1183,1236,4184,4052
PER3_m7845626,PER3,999,611,1616,2376
PER3_m7845635,PER3,147,133,488,566
PER3_p7844984,PER3,690,498,1947,1612
PER3_p7845026,PER3,408,351,1186,1114
PER3_p7845043,PER3,730,562,1784,2485
PER3_p7845521,PER3,338,399,523,421
PERP_m138428289,PERP,838,607,1105,1855
PERP_m138428310,PERP,638,407,1012,1684
PERP_m138428316,PERP,565,218,429,1625
PERP_m138428336,PERP,812,468,869,1084
PERP_m138428355,PERP,85,198,680,673
PERP_m138428466,PERP,680,659,1238,1240
PERP_p138428276,PERP,234,68,842,1005
PERP_p138428299,PERP,167,194,611,1263
PERP_p138428321,PERP,154,85,458,472
PERP_p138428359,PERP,939,486,1305,2275
PES1_m30985190,PES1,862,497,1201,408
PES1_m30985212,PES1,1461,798,1897,1104
PES1_m30985224,PES1,278,362,497,455
PES1_m30985249,PES1,461,550,1069,241
PES1_m30987798,PES1,1016,618,1281,693
PES1_m30987815,PES1,239,421,143,3
PES1_p30985202,PES1,96,121,290,446
PES1_p30985215,PES1,1053,784,2451,3373
PES1_p30985238,PES1,642,465,1036,1331
PES1_p30987789,PES1,448,513,451,1125
PEX14_m10535033,PEX14,185,237,870,319
PEX14_m10555333,PEX14,254,69,291,34
PEX14_m10555366,PEX14,498,416,484,773
PEX14_m10596268,PEX14,449,414,1793,1550
PEX14_p10535013,PEX14,332,427,828,695
PEX14_p10535019,PEX14,134,79,260,240
PEX14_p10535037,PEX14,511,397,1374,1320
PEX14_p10555324,PEX14,1477,619,991,1248
PEX14_p10555356,PEX14,654,612,1175,1098
PEX14_p10596256,PEX14,417,348,910,406
PEX19_m160252826,PEX19,351,235,924,1236
PEX19_m160252844,PEX19,538,423,1210,1772
PEX19_m160254850,PEX19,369,302,889,1051
PEX19_m160254859,PEX19,550,175,517,557
PEX19_m160254884,PEX19,1012,511,1309,649
PEX19_m160254897,PEX19,387,345,886,476
PEX19_p160252871,PEX19,844,307,1306,1006
PEX19_p160253314,PEX19,612,206,1038,515
PEX19_p160253327,PEX19,261,337,484,924
PEX19_p160254887,PEX19,803,491,948,1196
PEX1_m92151511,PEX1,223,65,299,371
PEX1_m92151538,PEX1,638,617,2090,1500
PEX1_m92151543,PEX1,279,256,1027,1230
PEX1_m92157643,PEX1,125,185,473,158
PEX1_m92157653,PEX1,334,240,423,334
PEX1_m92157719,PEX1,725,526,1401,1247
PEX1_p92157616,PEX1,594,789,885,1464
PEX1_p92157633,PEX1,492,257,319,610
PEX1_p92157662,PEX1,1556,1180,2400,1905
PEX1_p92157668,PEX1,1223,1321,2464,2549
PEX2_m77896233,PEX2,1681,782,3825,4728
PEX2_m77896251,PEX2,257,235,424,1342
PEX2_m77896276,PEX2,408,384,616,736
PEX2_m77896329,PEX2,474,377,305,651
PEX2_m77896335,PEX2,883,250,1141,1916
PEX2_m77896356,PEX2,594,581,1420,1327
PEX2_p77896256,PEX2,610,409,488,418
PEX2_p77896287,PEX2,584,649,1024,1984
PEX2_p77896308,PEX2,493,458,1109,1275
PEX2_p77896338,PEX2,340,230,901,1684
PEX3_m143772235,PEX3,1000,714,1851,2573
PEX3_m143772247,PEX3,217,371,1262,599
PEX3_m143780299,PEX3,895,635,2485,2844
PEX3_m143780333,PEX3,395,257,806,1255
PEX3_p143772165,PEX3,1162,410,2160,1613
PEX3_p143772174,PEX3,504,707,3103,2318
PEX3_p143772220,PEX3,696,327,968,549
PEX3_p143772227,PEX3,377,232,669,983
PEX3_p143780213,PEX3,445,321,882,1781
PEX3_p143780254,PEX3,145,215,599,1046
PFDN5_m53691644,PFDN5,406,476,528,591
PFDN5_p53689353,PFDN5,220,36,128,315
PFDN5_p53689404,PFDN5,725,466,1332,596
PFDN5_p53691624,PFDN5,433,199,382,199
PFDN5_p53691662,PFDN5,1086,731,2448,1053
PFDN5_p53691669,PFDN5,935,1003,1579,717
PFDN5_p53691686,PFDN5,392,294,366,392
PFDN5_p53691815,PFDN5,1033,608,845,627
PFDN5_p53691824,PFDN5,727,589,1190,794
PFDN5_p53691838,PFDN5,272,564,865,258
PFN1_m4849276,PFN1,242,232,701,219
PFN1_m4849965,PFN1,788,400,603,584
PFN1_m4850096,PFN1,253,303,191,131
PFN1_m4850104,PFN1,480,342,214,93
PFN1_m4851595,PFN1,312,371,777,1089
PFN1_m4851652,PFN1,1101,1037,474,383
PFN1_p4849914,PFN1,370,358,605,287
PFN1_p4851582,PFN1,744,545,289,40
PFN1_p4851662,PFN1,436,376,331,328
PFN1_p4851668,PFN1,310,339,692,592
PFN3_m176827469,PFN3,295,74,431,803
PFN3_m176827475,PFN3,864,439,1446,1461
PFN3_m176827483,PFN3,1177,1272,2970,3497
PFN3_m176827501,PFN3,583,377,2315,912
PFN3_m176827509,PFN3,900,632,1389,2700
PFN3_m176827540,PFN3,660,324,885,1615
PFN3_m176827564,PFN3,809,464,1257,2308
PFN3_p176827441,PFN3,226,261,486,1167
PFN3_p176827493,PFN3,965,371,1519,2030
PFN3_p176827513,PFN3,187,184,1217,691
PGAM2_m44104926,PGAM2,184,176,1433,1130
PGAM2_m44104944,PGAM2,1432,488,1796,1785
PGAM2_m44105056,PGAM2,257,135,469,372
PGAM2_m44105101,PGAM2,387,463,591,371
PGAM2_m44105106,PGAM2,625,792,1831,1367
PGAM2_p44104963,PGAM2,192,208,330,425
PGAM2_p44104975,PGAM2,880,521,1798,2254
PGAM2_p44104981,PGAM2,755,363,1483,1791
PGAM2_p44105046,PGAM2,217,139,660,1313
PGAM2_p44105091,PGAM2,762,534,1603,2142
PGAP2_m3832529,PGAP2,477,485,1498,1163
PGAP2_m3832559,PGAP2,634,880,1657,2729
PGAP2_m3832579,PGAP2,2994,2252,4683,5599
PGAP2_m3832605,PGAP2,783,648,1164,1003
PGAP2_p3832514,PGAP2,445,396,1649,1441
PGAP2_p3832533,PGAP2,612,312,733,1561
PGAP2_p3832539,PGAP2,157,564,1788,1297
PGAP2_p3832545,PGAP2,633,490,2272,1201
PGAP2_p3832586,PGAP2,25,149,154,497
PGAP2_p3832608,PGAP2,0,74,202,638
PGBD1_m28251637,PGBD1,310,116,504,687
PGBD1_m28251662,PGBD1,610,226,966,1565
PGBD1_m28251702,PGBD1,114,66,271,677
PGBD1_p28251587,PGBD1,702,479,1304,1675
PGBD1_p28251628,PGBD1,517,444,1098,460
PGBD1_p28251645,PGBD1,1172,1389,3090,3261
PGBD1_p28251652,PGBD1,283,242,486,892
PGBD1_p28251667,PGBD1,1069,546,2115,1396
PGBD1_p28251688,PGBD1,494,715,1772,2761
PGBD1_p28251711,PGBD1,135,198,163,505
PGC_m41712489,PGC,759,728,1350,2424
PGC_m41712498,PGC,893,535,1582,1588
PGC_m41712505,PGC,826,615,1370,2491
PGC_m41715020,PGC,2,103,251,149
PGC_m41715029,PGC,427,286,493,965
PGC_m41715050,PGC,393,14,720,1183
PGC_m41715056,PGC,836,307,1358,2173
PGC_m41715062,PGC,1546,1052,2258,3331
PGC_p41712457,PGC,195,367,1174,1575
PGC_p41712517,PGC,0,105,0,128
PGRMC1_m118370360,PGRMC1,540,670,1288,691
PGRMC1_m118370365,PGRMC1,511,346,299,1220
PGRMC1_m118370421,PGRMC1,688,552,1830,2008
PGRMC1_m118370436,PGRMC1,602,375,1430,1163
PGRMC1_m118370448,PGRMC1,706,438,1699,1674
PGRMC1_p118370316,PGRMC1,1331,368,1231,1632
PGRMC1_p118370322,PGRMC1,943,484,1588,1022
PGRMC1_p118370332,PGRMC1,697,767,1548,1654
PGRMC1_p118370352,PGRMC1,555,662,1432,2157
PGRMC1_p118370410,PGRMC1,201,280,364,1036
PGR_m100922236,PGR,885,984,2727,2968
PGR_m100922249,PGR,492,550,1443,2334
PGR_m100962492,PGR,399,539,2226,2110
PGR_m100962502,PGR,428,348,1818,1944
PGR_m100962507,PGR,164,214,541,653
PGR_m100962585,PGR,934,394,1131,954
PGR_m100996739,PGR,749,721,1941,2646
PGR_p100922251,PGR,380,382,966,1056
PGR_p100962475,PGR,340,248,1179,1466
PGR_p100962516,PGR,698,1241,1738,2810
PHACTR1_m12749882,PHACTR1,715,523,2345,1813
PHACTR1_m12749890,PHACTR1,1013,821,3099,2987
PHACTR1_m12749897,PHACTR1,428,363,1220,1401
PHACTR1_m12749904,PHACTR1,356,300,1357,1612
PHACTR1_m12749923,PHACTR1,252,128,565,420
PHACTR1_p12719011,PHACTR1,145,88,355,451
PHACTR1_p12719048,PHACTR1,542,293,950,1057
PHACTR1_p12719057,PHACTR1,315,208,336,934
PHACTR1_p12749860,PHACTR1,524,281,782,1107
PHACTR1_p12749906,PHACTR1,531,272,978,1170
PHACTR3_m58318225,PHACTR3,697,374,2135,2969
PHACTR3_m58318251,PHACTR3,248,350,843,1205
PHACTR3_p58318180,PHACTR3,430,729,1544,950
PHACTR3_p58318187,PHACTR3,327,206,923,996
PHACTR3_p58318234,PHACTR3,1337,718,1897,2702
PHACTR3_p58318239,PHACTR3,154,150,241,677
PHACTR3_p58318254,PHACTR3,312,546,593,1187
PHACTR3_p58318260,PHACTR3,72,136,378,974
PHACTR3_p58318301,PHACTR3,139,251,465,1480
PHACTR3_p58322807,PHACTR3,538,555,1619,1859
PHAX_m125936697,PHAX,432,235,774,470
PHAX_m125936709,PHAX,881,815,1738,1717
PHAX_m125936726,PHAX,571,769,1496,2157
PHAX_m125936738,PHAX,512,318,336,577
PHAX_p125936641,PHAX,1540,1308,2868,2260
PHAX_p125936648,PHAX,687,667,1139,1751
PHAX_p125936656,PHAX,278,237,660,512
PHAX_p125936663,PHAX,474,558,432,1591
PHAX_p125936680,PHAX,714,495,1306,1074
PHAX_p125936712,PHAX,910,439,1073,1100
PHB2_m7079392,PHB2,550,349,1341,655
PHB2_m7079403,PHB2,480,429,562,19
PHB2_m7079411,PHB2,250,280,336,712
PHB2_m7079581,PHB2,763,143,202,218
PHB2_m7079626,PHB2,671,387,430,397
PHB2_m7079676,PHB2,703,660,398,185
PHB2_p7079586,PHB2,710,703,321,43
PHB2_p7079592,PHB2,765,673,599,71
PHB2_p7079598,PHB2,1082,803,875,143
PHB2_p7079678,PHB2,183,531,895,1120
PHB_m47489041,PHB,441,496,1207,359
PHB_m47489153,PHB,754,338,930,289
PHB_m47489193,PHB,496,145,736,1605
PHB_m47490540,PHB,182,109,520,255
PHB_p47486764,PHB,875,697,794,229
PHB_p47486771,PHB,959,580,1404,432
PHB_p47486781,PHB,179,392,63,1
PHB_p47489093,PHB,229,154,91,0
PHB_p47489141,PHB,1573,941,1570,585
PHB_p47490527,PHB,73,316,1316,980
PHC1_m9073647,PHC1,536,699,1531,1855
PHC1_m9073653,PHC1,351,311,1501,1915
PHC1_m9074332,PHC1,451,493,1694,1200
PHC1_m9075227,PHC1,244,313,817,1344
PHC1_p9070365,PHC1,1512,760,2084,1810
PHC1_p9073639,PHC1,518,389,1728,2331
PHC1_p9074183,PHC1,0,33,39,71
PHC1_p9074324,PHC1,666,806,1749,1682
PHC1_p9075215,PHC1,896,767,2544,2900
PHC1_p9083020,PHC1,808,374,988,1172
PHC2_m33799709,PHC2,441,241,2335,1064
PHC2_m33799767,PHC2,582,760,2915,2847
PHC2_m33799805,PHC2,369,253,1435,1096
PHC2_p33799676,PHC2,874,608,2039,1985
PHC2_p33799722,PHC2,492,476,1729,1610
PHC2_p33799728,PHC2,627,788,2011,2111
PHC2_p33799751,PHC2,578,613,760,663
PHC2_p33799770,PHC2,80,120,353,161
PHC2_p33799795,PHC2,371,535,703,626
PHC2_p33799816,PHC2,248,130,551,804
PHC3_m169896684,PHC3,1151,408,1015,2274
PHC3_m169896703,PHC3,748,807,2096,2611
PHC3_m169896721,PHC3,983,322,1037,2333
PHC3_m169899493,PHC3,1102,400,1734,1992
PHC3_p169896608,PHC3,1518,1026,2743,3333
PHC3_p169896614,PHC3,943,1406,2748,3928
PHC3_p169896663,PHC3,710,469,1147,860
PHC3_p169896669,PHC3,148,356,767,871
PHC3_p169896694,PHC3,942,769,2068,2142
PHC3_p169896707,PHC3,386,156,546,385
PHF10_m170114920,PHF10,264,117,1101,695
PHF10_m170114931,PHF10,233,451,904,1113
PHF10_m170115850,PHF10,455,213,946,1232
PHF10_m170121102,PHF10,670,286,1900,1045
PHF10_m170121132,PHF10,439,443,1030,1498
PHF10_m170124017,PHF10,303,430,1588,1099
PHF10_p170114910,PHF10,134,100,256,523
PHF10_p170115934,PHF10,129,39,882,142
PHF10_p170116046,PHF10,207,142,354,339
PHF10_p170123968,PHF10,317,517,1364,1297
PHF11_m50080823,PHF11,173,288,768,481
PHF11_m50080846,PHF11,323,389,791,934
PHF11_m50087236,PHF11,316,114,269,1045
PHF11_p50080870,PHF11,398,453,841,556
PHF11_p50087185,PHF11,159,284,571,960
PHF11_p50087193,PHF11,289,294,1053,1092
PHF11_p50087202,PHF11,689,197,1419,1197
PHF11_p50087208,PHF11,554,262,1835,1262
PHF11_p50087269,PHF11,72,138,274,484
PHF11_p50087280,PHF11,611,486,2879,1434
PHF12_m27277107,PHF12,633,534,959,1411
PHF12_m27277136,PHF12,818,508,1354,1250
PHF12_m27277143,PHF12,142,135,399,378
PHF12_m27277197,PHF12,104,429,494,749
PHF12_m27277248,PHF12,153,165,594,603
PHF12_m27277927,PHF12,539,454,532,1221
PHF12_m27277938,PHF12,913,801,1878,2627
PHF12_p27277092,PHF12,49,120,897,353
PHF12_p27277147,PHF12,727,802,1568,1762
PHF12_p27277167,PHF12,272,356,1329,710
PHF13_m6674148,PHF13,724,375,1173,1829
PHF13_m6674154,PHF13,628,413,1428,1424
PHF13_m6676828,PHF13,307,80,573,711
PHF13_m6676850,PHF13,938,230,686,961
PHF13_m6676889,PHF13,409,441,961,901
PHF13_p6674140,PHF13,554,681,869,1662
PHF13_p6676830,PHF13,691,605,1819,1975
PHF13_p6676863,PHF13,1028,523,2183,2671
PHF13_p6676873,PHF13,367,376,1241,1769
PHF13_p6676893,PHF13,749,688,907,709
PHF15_m133871575,PHF15,243,325,958,496
PHF15_m133871599,PHF15,604,549,1666,1422
PHF15_m133873699,PHF15,828,305,1678,1343
PHF15_m133873714,PHF15,239,68,798,1108
PHF15_m133873767,PHF15,828,598,995,992
PHF15_m133887749,PHF15,351,281,1111,1334
PHF15_m133887769,PHF15,265,81,715,952
PHF15_p133871539,PHF15,696,386,2328,1117
PHF15_p133873716,PHF15,289,267,535,640
PHF15_p133887758,PHF15,1296,1097,3742,3392
PHF16_m46844306,PHF16,441,230,622,567
PHF16_m46844313,PHF16,701,464,1841,2276
PHF16_m46845128,PHF16,224,341,937,597
PHF16_m46845169,PHF16,105,118,259,695
PHF16_m46845187,PHF16,516,784,1909,1784
PHF16_m46857520,PHF16,917,615,1270,1482
PHF16_p46844287,PHF16,82,158,246,310
PHF16_p46845115,PHF16,446,212,502,712
PHF16_p46845171,PHF16,215,157,1118,1219
PHF16_p46857507,PHF16,140,181,612,929
PHF17_m129752934,PHF17,1022,566,2003,1511
PHF17_m129764111,PHF17,812,689,1503,1372
PHF17_m129764128,PHF17,351,291,906,1388
PHF17_m129764137,PHF17,338,318,456,987
PHF17_m129764143,PHF17,291,314,569,640
PHF17_m129764161,PHF17,1227,642,2478,2053
PHF17_m129764167,PHF17,223,263,869,1395
PHF17_p129752924,PHF17,576,346,1115,872
PHF17_p129752940,PHF17,152,392,1294,1282
PHF17_p129764101,PHF17,526,575,1548,1942
PHF19_m123636864,PHF19,257,251,1184,644
PHF19_m123636894,PHF19,782,838,1584,3355
PHF19_m123636988,PHF19,387,197,1315,1333
PHF19_m123636995,PHF19,771,335,858,1466
PHF19_m123637003,PHF19,267,348,681,488
PHF19_p123636868,PHF19,561,548,1737,3408
PHF19_p123636884,PHF19,254,208,577,1501
PHF19_p123636922,PHF19,705,392,1744,2662
PHF19_p123636959,PHF19,416,160,653,1034
PHF19_p123636975,PHF19,167,290,463,110
PHF1_m33380056,PHF1,696,521,2029,3257
PHF1_m33380066,PHF1,1169,991,2433,2195
PHF1_m33380077,PHF1,351,416,1316,751
PHF1_m33380093,PHF1,911,749,1496,1342
PHF1_m33380127,PHF1,542,405,757,790
PHF1_m33380158,PHF1,226,262,353,398
PHF1_p33380118,PHF1,667,363,988,1291
PHF1_p33380132,PHF1,1280,669,2445,2306
PHF1_p33380140,PHF1,1307,844,1889,2472
PHF1_p33380148,PHF1,295,685,1712,839
PHF20_m34389459,PHF20,236,255,655,633
PHF20_m34389496,PHF20,81,46,315,246
PHF20_m34430501,PHF20,358,409,1030,1017
PHF20_m34430548,PHF20,547,494,1185,1244
PHF20_p34389450,PHF20,450,357,711,783
PHF20_p34389467,PHF20,372,189,715,904
PHF20_p34389479,PHF20,800,407,1745,1077
PHF20_p34389487,PHF20,451,345,1087,877
PHF20_p34430506,PHF20,977,719,2094,919
PHF20_p34430538,PHF20,413,209,714,340
PHF21A_m46001465,PHF21A,477,520,1381,1605
PHF21A_m46001496,PHF21A,586,470,1149,1419
PHF21A_m46098306,PHF21A,433,219,833,978
PHF21A_m46100686,PHF21A,1211,853,1543,1179
PHF21A_m46100695,PHF21A,355,333,1253,1391
PHF21A_m46105718,PHF21A,365,373,1181,1392
PHF21A_m46105727,PHF21A,267,392,557,913
PHF21A_m46105736,PHF21A,283,115,569,318
PHF21A_m46105748,PHF21A,398,399,744,1059
PHF21A_p46100698,PHF21A,551,301,599,1138
PHF2_m96339094,PHF2,1639,1135,3211,2914
PHF2_m96339108,PHF2,454,376,1282,553
PHF2_m96392282,PHF2,395,321,1574,708
PHF2_m96392322,PHF2,551,473,1889,1270
PHF2_p96339042,PHF2,876,531,1385,1402
PHF2_p96339065,PHF2,1359,975,3046,2625
PHF2_p96339114,PHF2,430,396,1075,542
PHF2_p96339119,PHF2,423,303,820,462
PHF2_p96339127,PHF2,556,271,507,618
PHF2_p96392237,PHF2,365,500,1132,1583
PHF3_m64356492,PHF3,304,570,1995,1340
PHF3_m64356514,PHF3,473,265,514,427
PHF3_m64356529,PHF3,387,214,227,302
PHF3_m64356618,PHF3,275,193,623,880
PHF3_m64356675,PHF3,102,261,640,1130
PHF3_m64356690,PHF3,276,128,72,893
PHF3_p64356501,PHF3,0,126,559,142
PHF3_p64356590,PHF3,757,462,861,1469
PHF3_p64356603,PHF3,297,403,789,726
PHF3_p64356678,PHF3,109,158,442,828
PHF6_m133511757,PHF6,344,576,2104,2891
PHF6_m133511775,PHF6,445,323,1483,767
PHF6_m133527547,PHF6,1006,546,1950,1598
PHF6_m133527554,PHF6,893,553,926,3010
PHF6_p133511677,PHF6,1571,894,4343,4622
PHF6_p133511703,PHF6,498,234,856,563
PHF6_p133511710,PHF6,541,202,520,839
PHF6_p133511763,PHF6,1270,1112,2639,3880
PHF6_p133512061,PHF6,167,381,1036,640
PHF6_p133527533,PHF6,351,383,783,1023
PHF7_m52446927,PHF7,36,177,629,503
PHF7_m52448022,PHF7,234,327,1042,714
PHF7_m52448051,PHF7,110,70,104,93
PHF7_m52448510,PHF7,381,636,1692,2759
PHF7_p52446914,PHF7,588,587,1405,1584
PHF7_p52448036,PHF7,308,316,1024,1278
PHF7_p52448042,PHF7,146,134,697,306
PHF7_p52448496,PHF7,608,468,752,1271
PHF7_p52448516,PHF7,361,373,1484,1867
PHF7_p52453852,PHF7,342,522,1508,432
PHF8_m54069077,PHF8,1597,1397,4311,3790
