gene_id	GSM1841068	GSM1841069	GSM1841070	GSM1841071	GSM1841072	GSM1841073	GSM1841074	GSM1841075	GSM1841076	GSM1841077	GSM1841078	GSM1841079	GSM1841080	GSM1841081
100506776	10	10	36	7	14	11	21	11	8	9	29	17	61	16
6979	0	2	0	0	0	0	1	0	1	1	1	1	1	2
6978	0	0	4	0	2	1	1	1	3	1	4	4	7	2
6977	0	1	5	4	5	3	2	0	0	1	3	5	2	1
6976	0	0	6	4	1	2	1	1	2	0	10	15	4	3
6974	9	2	9	1	2	0	0	1	0	2	4	3	3	1
6973	0	0	2	1	0	1	2	0	3	0	4	0	1	0
273	3	4	2	1	0	3	1	3	1	4	4	3	3	5
340286	2	0	1	0	0	1	0	1	1	2	2	1	2	1
27072	767	551	817	325	153	417	258	465	235	306	558	280	557	218
11281	1	2	6	1	0	0	0	4	6	4	8	6	5	2
100689074	1	2	0	0	0	2	0	1	1	2	3	4	1	1
105375239	4	7	0	1	0	0	0	1	1	1	4	4	3	1
109616963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100861520	1	7	0	1	0	0	0	0	0	0	0	0	0	0
105375238	0	0	0	0	0	0	0	1	0	0	0	0	0	0
105375237	0	0	0	0	0	1	0	0	0	0	3	2	0	0
105375240	0	0	1	0	0	0	0	0	0	1	0	0	0	0
57002	57	42	65	18	9	27	22	21	18	19	39	17	42	11
107986785	10	8	8	2	0	1	0	2	0	1	5	5	1	5
5898	324	342	410	169	60	196	119	284	112	187	349	201	334	141
349114	24	10	10	6	3	9	8	8	8	11	16	12	14	8
101928688	1	1	0	0	0	1	0	3	2	1	3	4	3	0
112267983	5	2	5	2	1	5	2	7	2	1	7	7	12	2
8621	549	433	696	249	118	334	240	416	218	279	405	217	386	198
136647	177	121	179	74	28	72	37	94	46	64	100	50	85	45
79783	13	1	7	2	4	4	4	1	2	10	4	10	6	6
105375245	2	0	2	0	0	0	1	0	2	5	0	0	2	1
107986786	0	0	0	2	0	0	0	0	0	3	4	0	2	0
101928716	0	0	2	0	0	0	1	1	4	2	5	4	2	2
105375244	3	1	0	1	0	0	0	1	1	0	1	1	1	1
105375243	0	0	0	0	0	0	1	2	2	1	0	1	2	0
112267984	4	2	2	2	0	1	0	3	4	5	4	2	3	4
105375242	1	1	2	3	1	1	1	0	0	1	2	2	5	0
101928744	1	5	2	3	0	0	1	0	1	2	4	1	1	5
101928773	0	0	0	0	0	0	0	0	1	1	1	0	2	0
105375241	0	0	1	0	0	0	0	0	1	0	2	1	1	0
105375246	1	0	0	0	0	1	0	0	0	0	0	0	1	0
107986787	0	0	1	0	0	0	0	0	0	0	0	0	1	0
105379725	3	0	1	0	0	1	0	1	1	0	2	1	1	1
105375247	0	5	1	2	0	0	1	1	1	4	18	1	5	3
107986789	1	0	4	0	0	1	0	1	0	0	2	0	3	0
3624	95	16	168	28	34	10	15	4	249	155	921	104	549	78
285954	3	0	3	0	1	0	0	1	0	3	3	3	6	0
107986788	1	2	0	0	0	1	0	1	1	0	1	2	3	1
105375248	0	0	0	1	0	1	0	0	0	3	2	2	0	2
2737	3	2	1	5	0	3	0	2	5	6	17	6	8	7
105375249	0	0	0	3	0	0	0	0	0	3	1	1	0	0
105375250	0	0	0	2	0	1	0	0	0	0	0	1	0	0
105375251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928795	0	1	0	2	0	0	0	0	0	0	2	0	0	0
107986735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79020	65	56	104	25	17	36	26	49	16	18	51	13	53	20
5683	3035	2046	3912	1028	501	1102	1060	1539	648	779	1776	686	1638	576
64983	908	578	1217	382	161	386	327	517	305	316	457	207	471	225
105375253	1	0	0	3	0	1	0	1	0	0	1	1	0	3
107986790	0	0	0	0	0	0	0	0	0	0	0	0	1	0
23072	2	2	3	6	0	1	1	2	6	2	5	2	3	2
100127950	0	1	0	2	1	0	0	1	0	1	6	2	4	3
100500829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724903	0	3	0	2	0	2	0	1	0	3	1	0	1	2
100506895	0	2	0	1	1	2	0	2	0	4	4	3	0	1
9263	766	859	1077	456	182	659	311	837	324	668	536	409	814	400
55744	981	858	1305	548	215	636	408	810	365	597	738	471	820	394
644	189	225	170	142	35	120	93	178	65	85	221	116	258	88
102724946	1	6	0	1	0	1	0	2	1	4	2	4	3	5
100534592	214	100	214	61	43	79	91	95	40	67	114	49	83	34
64951	205	94	206	60	40	75	89	91	38	62	108	45	77	32
55665	276	136	116	125	80	132	137	147	90	99	167	105	176	95
51619	220	303	251	234	43	197	70	228	69	159	156	130	124	120
84820	112	104	57	98	21	97	55	93	35	79	93	79	69	57
285955	32	25	17	24	9	33	13	30	20	31	33	41	37	16
401331	18	4	2	9	9	4	13	13	6	2	13	2	7	6
255031	4	1	2	2	2	2	4	2	4	0	3	3	6	0
28988	626	352	196	510	198	426	420	451	215	286	440	339	483	308
102466985	3	3	4	1	1	0	1	0	1	0	2	1	1	1
5224	1	1	1	3	1	3	2	1	0	4	3	1	3	3
27434	75	30	12	77	20	46	47	61	30	32	55	37	52	39
102465504	1	0	0	0	0	1	1	2	0	0	1	1	0	1
165	248	101	7	65	25	64	73	82	14	15	9	17	15	12
100616346	0	0	0	1	0	0	1	0	0	0	0	0	0	0
5425	810	343	165	581	160	402	499	613	148	220	335	304	279	235
58498	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2645	5	3	0	2	3	3	2	5	1	1	5	1	0	2
105375258	0	0	0	0	0	0	0	1	0	0	0	0	0	0
105375257	3	1	0	4	0	0	0	1	0	2	1	0	0	0
10652	796	616	661	522	206	573	415	579	237	372	591	395	516	260
816	2	9	0	1	0	1	1	3	0	2	0	3	0	1
23386	473	339	222	384	96	296	196	428	124	241	270	233	246	158
29881	5	0	0	1	0	0	0	0	3	1	4	5	1	1
54606	1361	691	773	808	319	634	665	895	433	381	792	441	638	327
222068	1073	687	1152	545	222	610	426	653	314	397	814	425	677	290
4967	860	963	294	1025	216	901	431	1005	291	576	515	661	566	496
83637	185	178	60	291	52	207	117	197	101	146	148	226	158	137
105375259	0	0	2	0	1	0	0	0	0	1	1	1	1	0
5478	9958	8946	11907	5400	2375	5284	5363	7745	2902	4117	7095	3606	5132	2810
105375260	3	8	5	10	3	3	4	6	5	9	11	7	3	4
94239	600	667	722	426	127	379	235	535	182	380	490	385	458	321
105375261	0	0	1	2	1	0	0	0	1	0	2	0	0	2
5814	1417	1022	1566	647	242	660	448	683	344	703	1235	701	828	501
100616393	16	11	18	12	3	12	7	7	6	10	12	5	8	7
105375262	2	0	1	1	0	2	0	0	3	0	1	3	3	0
64005	474	149	122	338	303	484	379	333	341	430	698	500	801	581
285958	932	570	461	490	247	599	377	614	190	338	554	314	461	269
677798	51	25	34	18	11	24	16	39	16	19	29	17	22	17
102723334	0	3	5	11	2	6	6	4	1	5	2	4	4	1
83605	86	68	26	118	31	90	46	95	45	82	48	82	66	75
23148	0	3	0	4	2	1	1	5	1	2	2	4	4	4
9238	661	222	134	494	180	372	360	368	180	197	306	289	364	226
654319	21	5	1	5	3	7	11	3	3	4	9	3	7	5
677796	16	6	0	7	5	2	2	7	1	6	2	8	10	1
677795	4	7	1	4	1	3	5	5	1	3	9	3	8	2
10268	0	1	0	0	0	1	1	0	2	2	1	1	2	0
107986736	0	0	0	1	0	0	0	0	0	1	0	1	1	0
107986737	0	0	1	0	0	0	1	0	0	1	0	0	0	0
107	7	0	2	6	0	6	1	4	6	7	13	11	12	6
641977	64	53	102	35	6	23	31	31	29	35	61	21	54	24
101929008	8	4	9	8	2	6	5	11	6	8	17	8	8	4
730234	1	0	0	0	0	1	0	0	1	1	0	1	0	2
3484	0	0	0	0	0	0	0	1	1	1	0	0	0	0
3486	5	18	5	5	2	6	2	3	2	5	6	8	4	1
102723446	42	40	24	13	0	14	10	22	1	6	9	2	9	7
105375264	0	0	1	0	0	1	0	1	0	0	0	0	0	1
105375265	2	1	0	1	0	0	0	0	1	3	2	2	2	1
105375266	0	1	0	2	0	1	0	0	0	1	5	2	0	0
730338	0	4	2	4	2	0	0	0	1	0	3	2	0	1
105375267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375268	0	0	1	0	0	0	0	0	0	1	0	0	0	0
64759	56	11	25	15	7	8	24	22	120	101	738	432	754	472
109623468	0	0	0	0	0	0	0	0	0	0	1	0	0	0
101929086	0	0	0	2	0	0	0	0	1	2	3	2	0	0
401335	0	0	0	0	0	1	0	1	1	0	6	0	1	1
84847	0	0	0	0	0	0	0	2	1	0	0	1	2	1
168507	169	113	198	69	28	89	42	103	56	57	107	48	104	49
80099	0	0	2	0	0	0	1	0	1	0	0	1	0	0
3364	348	298	393	212	86	240	145	287	117	203	296	162	330	145
105375270	1	0	0	0	0	1	0	2	1	0	2	1	1	0
256979	1	0	1	0	0	0	0	3	0	4	1	1	2	1
136288	7	0	2	2	2	2	1	3	2	6	3	4	2	1
7378	176	106	129	108	54	147	101	124	102	137	338	195	298	173
105375271	1	0	0	3	2	0	0	1	3	1	2	2	2	0
154664	8	7	5	5	0	4	0	7	7	13	19	16	7	8
105375272	0	0	0	0	0	0	0	0	0	0	0	0	0	1
105375273	0	1	0	0	0	0	0	1	0	3	0	1	2	1
168448	2	0	2	1	0	1	1	2	0	1	0	1	2	2
375567	5	10	1	3	1	0	0	5	5	8	7	9	4	5
11055	3	2	1	2	0	0	0	1	0	1	2	1	5	1
100130988	0	0	1	0	0	1	0	0	0	4	2	1	4	0
10320	2476	1723	2475	1413	467	1453	1032	2115	558	838	827	661	1583	743
63979	698	512	1062	371	121	299	284	562	108	226	360	257	348	183
1644	3	0	3	0	0	5	0	3	0	1	0	2	3	3
100129427	1	0	0	0	0	0	0	0	0	0	1	3	0	1
2887	50	49	47	53	3	16	17	72	38	69	102	79	170	103
23242	3	1	0	1	0	0	0	3	3	4	5	3	3	2
107986794	2	0	0	0	0	0	0	0	0	1	0	1	2	1
102723533	1	1	1	0	0	1	1	0	1	1	2	1	2	0
105375277	0	0	0	1	0	0	0	0	0	0	2	1	0	1
105375278	1	1	0	0	0	0	0	0	0	1	0	1	0	0
107986738	0	0	0	0	0	0	0	0	1	0	0	1	1	0
107986796	2	0	0	0	0	0	0	0	0	0	2	1	0	0
101928257	0	0	0	1	0	0	0	0	0	0	0	0	0	1
285877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375282	0	0	1	1	0	0	0	0	0	2	1	4	1	1
105375283	0	0	0	0	0	0	0	0	1	0	0	1	0	0
401337	0	1	0	1	0	0	0	1	1	3	2	4	0	1
107986739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102723605	0	0	0	0	0	0	0	1	1	0	0	0	0	0
222008	3	3	2	1	0	2	1	2	4	6	8	6	8	1
285878	0	0	0	0	0	0	0	0	1	0	1	0	0	0
23480	1250	1778	2996	641	445	744	696	980	262	430	908	382	694	352
100996654	0	1	0	0	0	0	0	0	0	0	1	2	0	1
105375284	4	2	0	0	0	0	1	0	2	3	6	5	6	4
1956	5	1	2	3	0	1	0	7	5	5	18	10	3	4
100507500	1	0	0	0	0	1	2	0	0	0	5	2	0	1
102725541	0	0	0	0	0	0	0	0	0	0	0	1	1	1
55915	384	294	366	168	58	158	166	188	148	137	291	158	192	92
81552	628	342	513	370	137	379	219	505	223	348	500	258	696	327
107986798	17	9	5	16	3	6	3	20	8	8	15	9	16	17
105375287	2	1	0	0	0	2	2	1	3	6	2	6	6	4
360132	3	3	2	2	0	1	1	2	1	2	3	1	6	2
101060341	2	4	2	0	1	1	1	1	1	3	2	3	3	4
102723656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346288	2	0	0	0	0	0	0	0	0	3	0	0	3	1
349075	19	18	29	9	6	11	4	11	4	22	21	6	8	4
51373	609	459	788	324	120	288	223	325	148	201	259	169	238	122
2631	511	375	576	243	100	256	189	355	133	192	354	182	276	148
5723	43	43	65	29	5	22	26	22	16	16	31	30	21	6
908	6626	4877	9379	2450	1170	2503	2430	3521	1439	1898	3855	1714	3065	1326
109616964	11	12	9	3	0	7	2	3	8	1	3	3	4	0
677803	1	11	5	3	0	3	0	0	1	1	4	2	2	0
25870	364	288	229	346	109	287	189	342	137	237	406	353	229	172
5260	127	103	131	98	40	96	60	129	57	77	146	108	84	64
51142	2020	1381	2599	984	457	941	929	1102	493	533	1376	631	976	460
389493	0	0	1	0	0	0	0	0	0	0	0	0	0	0
105375288	0	1	0	2	0	0	0	1	0	0	0	0	1	1
107986800	3	2	0	1	0	1	1	2	2	5	3	6	2	6
105375292	0	0	0	0	0	0	0	0	0	1	0	0	0	0
101930109	0	0	0	0	1	0	0	0	0	0	0	0	0	0
650226	1	1	0	0	0	1	0	1	0	2	0	1	2	1
100240728	0	0	0	1	0	0	0	0	0	0	0	1	0	0
222029	2	0	0	0	0	1	0	0	0	0	0	0	0	0
101928401	0	0	1	1	0	0	0	0	0	2	0	2	3	2
105375291	0	0	2	1	0	0	0	0	0	1	1	2	0	0
102723684	0	0	0	0	0	0	0	0	0	1	1	0	0	0
105375289	0	2	1	0	0	0	0	2	1	0	0	0	1	0
401357	0	0	0	0	0	0	0	0	0	1	0	1	0	0
105375294	0	0	1	0	0	1	0	1	0	0	0	0	0	1
105375295	0	0	0	1	0	0	0	0	0	1	3	1	0	0
100130849	0	1	0	1	0	1	0	0	0	0	0	1	0	0
100422917	0	0	0	0	0	0	0	0	0	0	0	1	0	0
90827	4	0	0	0	0	1	0	0	0	0	3	0	1	0
105375296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
642006	1	0	1	1	0	0	0	0	1	0	1	1	1	0
105375297	4	1	0	0	0	0	0	0	0	0	1	0	0	0
105375298	0	0	0	0	0	0	0	0	0	0	0	0	1	0
105375299	0	0	0	0	0	0	0	0	1	0	2	1	4	2
100653233	0	0	1	0	0	0	0	0	0	0	0	0	0	0
100422939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441234	0	0	0	0	1	0	0	1	0	0	0	2	1	2
105375300	0	0	0	0	0	0	0	1	0	0	0	1	0	0
105375301	1	0	0	2	0	0	0	0	0	0	2	2	2	0
105375302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102723842	0	0	0	1	0	0	0	0	0	0	0	0	0	0
643955	1	2	0	1	0	0	0	0	0	1	2	1	0	1
102724738	2	0	0	1	0	0	0	0	0	1	1	1	1	0
100287704	0	0	0	0	0	1	0	0	0	1	0	0	0	0
101929114	1	0	0	0	0	0	0	1	0	0	0	1	1	0
101929088	1	1	1	3	0	1	0	0	1	2	1	2	3	1
101929050	2	3	1	2	0	1	0	1	1	1	1	1	3	1
101929022	0	0	0	0	0	0	0	1	0	0	0	1	1	0
100287834	0	0	0	0	0	1	0	0	0	1	0	0	0	0
100422848	0	0	0	0	0	0	0	0	0	0	0	1	0	0
105375313	0	0	0	1	0	0	0	0	0	0	0	0	0	0
105375314	0	0	0	1	0	0	0	0	0	1	3	1	0	0
105375315	0	0	0	0	0	0	0	1	1	0	1	0	0	1
107986730	0	0	0	0	0	0	0	0	1	0	0	0	0	1
107986806	0	3	0	2	1	3	0	0	1	2	2	2	2	1
105375318	1	0	0	0	0	0	0	0	0	0	0	1	0	0
100419780	0	0	0	0	0	0	0	0	0	0	1	0	0	1
100506050	0	0	1	1	0	2	0	2	0	3	2	0	1	1
105375317	0	0	0	1	0	0	0	1	0	0	1	1	1	0
442319	12	5	16	11	1	5	7	3	5	4	10	4	11	2
730291	0	0	0	0	0	0	0	0	0	1	0	0	0	0
105375319	0	0	0	0	0	0	0	0	1	0	0	0	0	0
168417	2	0	0	0	0	0	0	0	2	1	2	2	0	1
105375323	0	0	1	0	0	0	0	0	0	1	1	0	0	1
105375322	0	1	1	1	0	0	0	0	3	1	5	0	4	2
728927	404	283	408	130	53	125	120	186	129	165	214	103	218	93
105375321	0	1	0	0	1	0	0	1	0	1	2	1	0	0
105375324	0	0	0	0	0	0	0	0	0	1	0	1	1	0
649395	43	20	54	16	3	17	13	14	9	11	27	15	26	8
340252	165	114	208	66	37	77	47	107	47	53	63	34	99	40
100128885	4	0	0	0	1	1	0	2	0	0	1	0	0	0
641746	0	0	0	0	0	1	0	2	0	2	1	3	2	1
105375326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51427	431	296	619	206	74	140	138	224	138	165	220	96	316	99
102465505	1	0	0	1	0	0	0	0	0	0	1	1	0	0
7697	105	75	152	47	25	46	37	97	24	42	47	30	80	34
10793	73	47	189	51	23	67	74	106	43	46	60	41	105	29
441239	1	0	0	0	0	0	0	0	0	1	0	2	0	1
105375328	1	0	0	0	0	0	1	2	2	1	6	0	3	0
109504726	35	26	44	15	6	18	9	27	8	20	30	16	31	9
51351	43	28	51	16	7	20	10	33	9	20	33	15	35	12
2086	31	41	28	20	12	34	20	33	16	23	36	12	52	24
105375330	1	3	1	0	0	0	0	0	0	3	0	1	0	3
105375329	0	1	0	0	0	0	0	0	0	0	1	1	3	0
643180	81	81	146	58	17	76	28	78	32	52	62	47	82	43
109616965	4	2	4	1	0	3	1	0	1	1	1	0	5	1
109616962	0	0	1	0	0	1	0	1	0	1	0	1	1	1
285905	44	30	43	12	7	19	13	24	12	16	21	13	25	16
105375334	0	0	0	2	0	1	0	5	0	2	1	2	3	1
168374	410	383	572	179	93	221	149	301	118	170	331	154	279	129
101929322	4	4	5	3	1	3	2	5	2	2	3	2	7	2
105375333	3	1	1	0	0	3	1	1	3	3	4	3	3	2
441242	11	16	13	10	2	4	6	13	4	7	11	10	10	4
644619	35	30	39	13	7	16	9	19	11	13	23	8	23	15
643253	124	142	184	58	30	85	40	107	38	69	112	65	86	45
677807	5	7	8	1	2	3	2	8	3	2	8	1	5	2
109617022	0	0	1	0	0	1	0	2	0	1	1	1	3	2
84214	3	0	0	1	0	0	1	1	1	1	0	4	1	0
154807	427	305	476	222	61	226	148	251	83	162	272	129	186	90
2990	158	129	135	93	41	81	71	93	46	86	111	72	96	59
105375336	1	1	1	2	0	2	0	1	1	3	2	3	7	2
435	61	16	4	51	17	46	27	45	31	45	45	63	45	41
27297	593	397	565	315	116	298	285	413	181	258	376	209	306	121
8460	23	10	14	8	2	5	0	8	2	3	46	11	53	7
285908	4	1	2	4	0	2	0	5	3	4	2	3	3	2
100289098	1	4	1	0	1	0	1	0	0	0	1	2	1	2
493754	138	143	146	115	22	104	53	123	49	85	126	95	118	46
154881	54	42	38	33	14	51	23	51	19	34	58	26	52	47
100996437	0	1	1	4	3	2	2	5	2	4	4	4	7	4
27342	546	456	664	361	155	405	212	467	226	398	563	334	464	252
107986707	16	12	25	16	3	19	4	10	14	12	33	21	25	8
729156	64	51	75	41	14	37	17	54	22	42	62	38	60	25
101929580	15	4	5	3	0	2	1	4	0	3	6	1	4	3
107983971	11	5	4	2	0	2	2	3	1	5	5	1	8	2
644794	2	0	1	5	0	3	0	2	3	3	5	0	4	2
55069	1473	1088	1261	739	296	857	581	945	569	775	1078	582	1018	500
112268006	32	22	11	13	6	16	14	16	8	10	12	12	20	8
51119	1283	990	1981	645	281	746	549	993	439	532	1066	483	823	341
55253	497	353	500	216	106	277	211	360	153	165	366	184	312	144
100616310	0	1	1	0	0	0	0	0	1	0	0	0	0	0
5382	10	15	12	6	5	17	2	12	8	8	7	6	11	5
64940	46	35	49	30	17	57	11	41	22	45	47	20	36	26
101929736	3	1	1	2	0	1	2	0	0	2	5	2	4	0
105375337	1	1	1	0	0	1	1	1	4	0	2	0	0	1
105375340	0	0	0	0	0	0	1	1	0	0	1	4	0	0
107986741	0	3	0	0	0	0	0	2	0	0	1	1	2	0
102723427	0	0	1	0	0	0	0	0	0	0	0	1	4	2
105375341	0	0	0	0	0	1	0	1	0	2	0	2	2	1
105375342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375343	0	0	0	0	0	0	0	0	0	0	3	0	0	0
105375344	0	0	0	0	0	0	0	0	1	2	1	0	0	0
105375345	3	0	0	0	0	0	0	0	0	0	0	0	0	1
105375346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100507468	2	0	1	1	0	1	0	0	1	1	1	0	1	1
26053	28	20	25	38	13	35	19	40	14	21	74	48	87	36
107986708	2	1	1	0	0	2	0	0	0	0	3	2	1	0
107986709	0	8	1	5	1	0	2	3	2	3	6	3	1	3
105375347	1	3	0	3	0	4	0	5	3	3	4	2	3	4
64409	3	1	0	1	0	0	0	0	6	2	2	4	1	1
100500836	0	0	0	0	0	0	0	0	1	0	0	0	0	0
100500920	0	0	0	0	0	0	0	0	1	0	0	0	0	0
83698	2	4	1	3	0	0	1	7	4	8	7	10	6	4
441250	124	109	140	81	27	88	64	123	59	74	188	105	137	84
100616331	0	1	1	0	0	0	0	0	1	0	0	0	0	0
155370	697	550	1031	316	141	325	272	507	229	254	383	155	359	139
441251	4	1	0	3	0	2	2	1	1	8	3	2	4	3
9883	580	420	390	450	130	410	299	432	227	337	519	367	381	240
260294	66	46	28	56	10	55	36	60	26	34	44	42	42	32
378108	104	109	80	85	26	82	51	107	53	76	107	74	96	61
100101148	1	2	2	5	0	1	1	4	1	1	2	2	1	2
442578	38	30	20	30	11	28	21	33	19	28	34	28	36	20
100101440	15	12	16	10	4	9	4	11	7	12	11	7	10	6
728524	6	7	7	5	2	8	4	7	6	8	9	10	6	5
100996746	5	8	6	7	1	7	3	8	8	8	11	9	7	6
643862	8	6	7	8	2	8	5	7	8	9	11	7	9	4
100093631	790	514	932	297	166	335	265	385	233	285	463	236	341	182
654816	0	0	0	0	0	0	1	1	0	2	1	1	0	0
55695	188	57	54	165	36	113	98	121	48	56	104	83	107	69
135892	1	0	0	0	0	1	0	0	1	1	0	0	1	0
8468	0	0	0	2	0	2	1	3	0	0	0	5	0	2
8326	1	0	0	4	0	1	1	1	0	1	0	0	1	0
9031	2399	2064	2992	1325	529	1298	1027	1702	764	1254	1795	946	1518	720
9275	357	207	188	283	110	194	214	258	139	138	190	160	197	134
26608	311	192	291	181	65	150	153	220	91	117	199	121	189	79
51085	1	2	1	0	0	0	0	0	1	0	1	3	0	4
155382	1	0	0	0	0	0	0	0	2	1	0	1	1	1
84277	37	25	46	26	12	36	22	54	16	25	42	21	34	12
114049	839	511	470	445	187	407	443	657	257	295	508	277	389	173
6804	52	26	9	96	20	60	45	45	35	52	62	75	70	45
105375350	18	6	1	13	5	8	9	12	8	18	10	13	14	8
100422948	2	2	0	3	0	0	0	2	1	0	2	1	0	0
171022	1	0	0	0	0	0	1	0	0	1	2	0	2	1
83451	48	28	17	53	14	37	39	46	8	21	24	32	30	20
1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155368	1	0	0	0	0	0	0	0	0	1	0	1	1	0
135886	0	0	0	0	0	0	0	0	1	1	0	0	0	0
2006	3	0	0	1	0	1	1	1	1	1	1	5	2	1
107986809	0	0	2	0	0	0	0	0	0	0	1	2	0	0
3984	56	33	10	85	22	55	49	65	18	30	44	56	27	39
7458	2865	2073	2489	1864	698	1722	1415	1971	823	1286	1806	1209	1776	930
693175	2	6	8	4	0	1	1	1	0	1	2	2	1	0
7462	25	10	21	7	9	25	13	15	45	70	241	125	213	123
5982	341	117	218	114	64	172	152	191	108	131	232	99	185	90
107986742	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7461	5	5	1	10	3	10	3	6	4	15	17	60	62	53
9569	27	5	3	5	2	7	8	7	7	3	7	4	9	4
113218504	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2969	1293	797	1593	451	268	494	456	641	372	434	824	372	552	265
101926943	103	70	119	39	20	36	39	53	35	37	88	27	53	18
653361	0	0	0	3	0	0	0	1	0	2	3	3	3	2
84163	22	15	25	12	7	18	11	19	9	10	26	7	27	10
442582	62	53	35	43	20	60	46	63	33	47	57	45	66	33
5383	24	20	29	21	6	30	13	22	14	23	30	26	22	18
105375352	0	0	0	0	0	2	1	0	0	1	0	0	1	1
729438	83	85	34	143	33	145	57	99	44	115	135	175	56	68
107986811	5	1	1	3	1	2	1	4	2	2	4	4	1	3
81554	283	102	118	178	63	109	145	138	106	102	217	147	181	85
389524	27	23	27	14	8	24	13	23	11	12	24	7	30	15
654817	0	1	0	1	0	0	1	1	0	1	2	1	1	2
2970	795	514	923	296	167	334	258	396	235	275	479	244	340	187
107986710	17	9	9	6	3	8	4	7	6	5	10	3	6	4
105180390	8	8	8	7	2	5	3	8	6	7	10	7	4	5
641776	5	6	6	5	1	3	3	6	5	7	8	7	5	5
105180391	5	5	5	4	2	4	2	6	5	6	8	7	5	5
5380	11	10	19	8	2	8	5	10	5	7	14	9	6	6
54441	58	53	33	57	23	41	34	59	32	51	59	49	60	36
541473	4	2	4	7	1	2	2	6	3	3	3	3	3	4
375593	1	2	1	1	1	1	1	2	1	1	1	2	0	1
155400	92	64	29	89	18	78	50	75	33	43	62	47	60	35
100101267	351	217	225	264	82	223	190	231	125	199	311	206	231	128
442590	17	22	19	16	5	19	6	18	13	22	25	25	18	13
5387	73	54	57	43	18	47	29	51	22	41	45	36	44	21
3092	56	32	34	31	13	25	29	26	94	157	170	66	89	51
10344	0	3	1	0	0	1	0	0	1	4	1	2	0	1
6369	0	0	0	0	0	0	0	0	2	0	3	2	5	0
57414	115	86	33	101	28	100	54	98	66	96	101	112	71	80
5447	110	76	30	179	32	93	63	105	38	58	61	78	61	64
100616270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
677801	0	0	0	0	0	1	0	0	0	0	0	0	0	1
83862	29	28	3	20	13	23	30	20	13	19	57	48	33	28
51657	99	110	99	66	24	63	37	94	47	64	72	57	77	55
4191	917	441	422	618	208	467	532	649	263	293	580	400	439	298
101927126	2	1	2	0	0	0	1	0	0	1	0	0	0	0
222183	0	0	0	0	0	0	0	1	1	0	0	0	1	1
3315	15	5	1	6	5	3	25	1	2	1	2	7	8	8
7532	2892	2555	3617	1710	623	1680	1100	1948	814	1497	2307	1430	2194	1114
136853	6	2	3	4	1	4	2	5	2	2	5	3	2	1
7784	25	22	5	8	6	20	7	9	17	15	14	10	4	6
113878	16	9	6	16	8	9	11	17	19	19	24	25	22	18
619190	11	8	12	9	4	11	4	8	8	15	18	9	21	9
105375355	1	0	0	0	0	2	0	0	0	0	0	0	1	0
102723555	9	4	2	7	1	5	2	5	4	9	12	9	8	5
100133091	24	17	20	11	7	17	13	18	15	23	28	10	7	8
22932	55	50	32	39	15	37	24	47	34	45	55	32	20	21
105375356	8	1	6	3	2	1	1	3	1	5	5	2	3	1
107986712	1	2	4	0	1	0	0	0	0	9	3	0	1	2
107986713	1	1	0	0	0	0	0	1	2	0	0	0	0	0
105375358	0	0	0	0	0	1	0	0	2	1	2	2	3	1
105375361	1	1	2	1	0	7	1	2	2	4	6	6	10	3
441263	22	19	22	17	5	17	15	27	13	17	14	12	14	12
102723849	3	2	3	3	1	3	3	3	5	4	5	4	2	3
100132832	22	25	23	11	8	17	13	19	10	18	17	10	15	11
100505767	6	5	4	6	3	4	2	8	3	7	9	7	8	7
641808	20	10	20	12	8	10	7	7	8	9	14	6	14	8
57639	10	7	31	8	9	18	5	14	8	12	19	7	24	10
10875	12	68	18	71	12	107	8	25	34	205	31	75	46	35
105375359	1	0	0	1	0	0	0	4	0	3	0	4	3	0
102723791	9	2	3	0	0	2	1	1	0	5	3	2	2	1
54103	15	16	44	11	5	26	18	22	12	16	53	29	78	55
107986714	0	0	1	0	2	0	0	1	1	0	2	2	2	3
101927243	0	0	0	0	0	0	0	0	0	0	2	0	0	0
5782	56	38	47	34	12	36	21	40	47	55	99	67	128	69
105375363	3	3	5	3	0	5	4	1	3	3	7	3	3	3
100505854	21	22	23	15	2	11	12	16	10	17	32	15	11	11
222194	747	557	943	357	143	331	222	429	219	337	448	245	413	218
