TAXID,SRR1175007,SRR042182,SRR061154,SRR061499,SRR063469,SRR062324,SRR1179037,SRR061236,SRR061456,SRR642021,ERR2402780,ERR1916139,ERR1915048,ERR1914553,ERR1913614,ERR1915578,ERR1915612,ERR2402795,ERR1914224,ERR1914439
323620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324057,0,101,0,50,0,61,0,0,50,0,0,0,0,0,0,0,0,0,0,0
324767,0,193,98,142,0,139,0,68,0,133,0,0,0,0,0,0,0,0,0,0
325775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326319,0,109,54,188,0,101,0,182,143,153,265,0,0,74,60,54,62,254,167,81
326320,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,128,58,0
326523,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
326544,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0
327159,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
327160,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
327575,0,95,162,186,0,157,0,196,115,521,0,0,0,50,51,0,51,0,105,65
328515,0,0,0,0,0,78,0,0,0,500,0,0,0,0,0,0,0,0,0,0
328814,24463,130718,317089,386818,402418,198705,27374,154108,16079,118854,0,82,95,173,698,694,184,0,422,212
329381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
331278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331648,0,60,67,55,0,87,0,0,0,0,0,0,0,0,59,0,0,0,101,0
331696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332101,0,74,0,0,0,67,0,111,0,0,181,87,0,0,0,0,0,186,0,0
332102,0,73,0,0,0,92,0,204,308,57,0,0,0,56,0,0,68,0,109,0
332162,0,0,59,83,66,58,0,108,176,61,0,0,0,0,0,0,0,0,0,0
332163,0,0,59,83,66,58,0,108,176,61,0,0,0,0,0,0,0,0,0,0
332246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332248,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332249,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332410,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332411,0,64,68,127,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334543,0,0,0,0,0,62,0,105,0,115,0,0,0,0,0,0,0,0,0,0
334852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336276,0,0,229,626,3852,90,0,78,64,89,0,0,0,0,0,0,77,0,102,0
336486,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336809,0,0,0,126,0,92,0,51,0,0,0,0,0,0,0,0,0,0,0,0
336810,0,0,0,126,0,92,0,51,0,0,0,0,0,0,0,0,0,0,0,0
336988,0,0,0,113,0,0,0,73,0,0,85,0,0,0,0,0,0,84,0,0
337004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337090,0,54,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338191,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,225,0,0
338321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338565,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0
339268,0,0,0,0,0,0,0,72,125,0,0,0,0,0,0,0,0,0,0,0
339862,0,85,0,117,0,89,0,66,0,97,0,0,0,0,0,0,0,0,94,50
340345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341045,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345632,0,93,0,50,0,93,0,65,0,130,0,0,0,0,0,0,0,0,81,0
346096,186,529,476,1013,156,983,208,728,1879,1576,0,156,175,279,167,161,324,0,682,284
346673,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347533,0,0,0,69,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
347534,0,0,0,69,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
348043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348824,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0
349106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349742,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
349751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351091,236,3472,392,4741,132,1999,220,2151,1022,103,0,117,82,0,150,194,65,0,199,132
351195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351604,0,69,0,95,0,119,0,63,0,0,0,0,0,0,0,0,0,0,0,0
351671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351679,0,0,60,117,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352858,0,102,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
353799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354203,0,75,0,101,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354354,0,382,128,402,69,200,0,283,151,284,0,106,80,61,0,57,96,0,144,0
354356,0,382,128,402,69,200,0,283,151,284,0,106,80,61,0,57,96,0,144,0
355246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357276,54869,113303,245819,1158938,338720,1288813,63642,973844,2996646,187533,0,1390,1431,2019,2727,3458,2340,0,4860,1676
357794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357808,0,76,114,104,0,92,0,0,95,153,0,0,0,0,0,0,0,0,0,0
358023,0,56,0,83,60,0,0,223,265,0,0,51,72,0,51,50,54,0,122,63
358220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359110,0,0,0,0,0,0,0,0,0,2501289,0,0,0,0,0,0,0,0,0,0
359303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359336,0,0,56,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359370,0,65,0,97,0,71,0,0,0,132,0,0,0,0,0,0,0,0,0,0
359407,0,57,0,99,0,60,0,78,150,107,0,0,0,0,0,0,0,0,0,0
359408,0,0,0,0,0,0,0,62,129,0,0,0,0,0,0,0,0,0,0,0
360528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361177,0,160,128,275,62,195,0,191,85,139,0,0,0,0,0,0,0,0,68,0
361183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362257,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363408,0,271,138,258,0,301,0,198,272,637,134,70,82,192,249,124,112,143,562,216
363555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0
363852,74,99,0,159,0,131,89,129,228,66,0,0,0,0,0,0,0,0,0,0
364197,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0
364316,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
364317,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
364409,0,91,0,73,0,81,0,156,168,0,0,0,0,0,0,0,0,0,0,0
364410,0,91,0,73,0,81,0,156,168,0,0,0,0,0,0,0,0,0,0,0
364745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365348,68,202,0,209,0,258,78,191,190,0,604,231,240,156,90,70,142,626,405,192
365349,0,83,0,118,0,113,0,62,63,0,251,71,69,67,0,0,0,236,125,68
365617,0,109,0,117,0,61,0,65,0,69,0,0,0,0,0,0,0,0,0,0
366522,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0
366602,0,0,63,62,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367298,0,0,0,0,0,0,0,77,103,0,0,0,0,0,0,0,0,0,0,0
367477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367771,0,0,0,69,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0
367806,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368607,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370405,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,129,0
370526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372663,0,0,53,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0
373126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373984,0,0,101,0,0,0,0,122,0,139,0,0,0,0,0,0,0,0,0,0
373994,0,0,101,0,0,0,0,122,0,139,0,0,0,0,0,0,0,0,0,0
374106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374606,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375286,0,83,0,0,0,50,0,52,0,0,0,0,0,0,0,0,0,0,0,0
375288,78034,224520,587411,545284,2550572,122335,90567,603421,1027565,87011,0,944,808,1247,2784,1164,1411,0,3250,1313
375928,0,54,0,157,0,71,0,61,0,0,420,0,0,0,0,0,0,383,0,0
375929,0,54,0,157,0,71,0,61,0,0,420,0,0,0,0,0,0,383,0,0
376170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376805,6133,12641,52204,37365,28096,15507,7302,36206,22227,74947,0,5571,4778,5844,3221,4487,8234,0,12791,4447
377315,0,106,0,113,0,50,0,0,0,67,0,0,0,0,0,0,0,0,0,0
377615,0,153,0,153,0,62,0,239,194,0,0,0,0,0,0,0,0,0,0,0
378210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0
379064,0,90,50,93,0,92,0,63,99,153,0,0,0,0,0,0,0,0,0,0
379067,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379070,0,129,0,0,0,68,0,91,86,74,153,0,0,0,0,0,0,164,88,0
379329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379546,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379547,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379899,87,129,149,225,121,154,92,461,495,362,0,0,0,56,71,0,0,0,203,83
380021,0,65,0,0,0,0,0,147,0,651,0,0,0,0,0,0,0,0,0,0
380738,0,0,0,0,0,101,0,157,170,0,0,0,0,0,0,0,0,0,0,0
380749,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,178,0,0
381751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388413,61,0,0,200,0,86,70,99,0,0,0,0,0,0,0,0,0,0,0,0
388640,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388950,0,52,0,0,0,0,0,146,303,50,0,0,0,0,62,0,0,0,133,60
389348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389486,0,0,0,0,0,0,0,62,169,67,0,0,0,0,0,0,0,0,0,0
390805,0,231,0,227,287,224,0,105,186,0,0,60,0,0,0,0,0,0,0,0
390846,0,96,0,259,66,263,0,454,573,408,0,63,0,79,72,0,67,0,219,81
390884,0,0,0,86,0,80,0,160,148,153,0,0,0,0,0,0,0,0,76,0
391036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392332,0,97,53,69,0,97,0,640,0,0,0,0,0,0,0,0,0,0,0,0
392416,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,185,0,0
392733,0,101,65,119,0,75,0,68,60,75,0,0,0,0,0,0,0,0,54,0
392734,0,77,58,90,0,54,0,53,0,74,0,0,0,0,0,0,0,0,0,0
393005,0,78,195,653,56,65,0,199,0,0,0,0,0,0,0,0,0,0,0,0
393029,0,63,152,221,0,150,0,65,0,108,0,0,0,0,0,0,0,0,0,0
393661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393921,92,221,163,530,0,357,95,282,397,957,0,62,0,82,69,60,137,0,261,102
394751,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,106,0,0
394958,0,231,71,52,64,114,0,195,63,0,0,213,128,73,73,110,64,0,115,126
395331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395598,0,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0
395922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395961,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
395962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396595,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397864,1761,33364,8341,23211,5049,9452,1922,26202,50863,9603,0,629,624,1123,1358,1245,2143,0,2768,1344
397865,1761,33364,8341,23211,5049,9452,1922,26202,50863,9603,0,629,624,1123,1358,1245,2143,0,2768,1344
398041,0,235,165,232,0,167,0,229,200,104,0,0,0,53,0,0,62,0,92,0
398743,70,0,0,97,0,74,70,116,0,301,0,0,0,0,0,0,0,0,57,0
399320,0,260,0,236,93,179,0,115,257,0,0,57,0,0,0,0,56,0,105,0
399497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400065,0,0,0,0,0,0,0,106,139,0,176,0,0,0,0,0,0,164,70,0
400092,127,127,92,178,0,149,112,406,617,328,0,0,0,0,0,0,0,0,102,0
400634,0,333,121,237,172,369,58,184,273,0,649,201,216,112,77,92,111,656,183,173
400668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402384,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
403957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404589,0,91,0,119,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
405212,0,111,0,183,0,88,0,78,84,0,0,0,0,0,0,0,0,0,0,0
406552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407035,0,97,0,80,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0
407217,0,64,68,127,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409322,0,0,0,64,0,63,0,96,884,0,0,0,0,0,0,0,0,0,0,0
410330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411153,0,0,0,163,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411566,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0
412384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412592,0,50,0,107,0,50,0,0,0,117,0,0,0,0,0,0,0,0,0,0
412593,0,50,0,107,0,50,0,0,0,117,0,0,0,0,0,0,0,0,0,0
412690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412963,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413435,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0
413496,138,139,75,183,0,120,135,130,193,239,0,0,0,0,0,0,0,0,0,0
413497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413501,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413503,0,0,50,89,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0
413810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413882,0,57,0,60,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413889,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,746,0,0
414371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414771,120,94,0,119,0,68,135,0,0,60,238,0,0,0,0,0,0,262,0,0
414778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414996,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416273,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0
416344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416916,494,134,63,80,0,57,584,147,719,106,0,0,0,0,0,0,0,0,0,0
417127,70,0,0,97,0,74,70,116,0,301,0,0,0,0,0,0,0,0,57,0
417368,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,387,0,0
418008,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420950,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423349,342,579,453,1406,149,1092,371,962,1592,1418,0,142,163,173,135,132,203,0,485,150
423351,101,210,162,366,0,293,121,243,228,566,0,0,0,0,0,0,0,0,81,0
423604,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
423605,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
424182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427922,0,0,0,56,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427923,0,0,0,56,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428711,0,102,60,116,0,90,0,144,0,0,0,0,0,0,0,0,0,0,0,0
428712,0,102,60,116,0,90,0,144,0,0,0,0,0,0,0,0,0,0,0,0
430522,67,70,0,240,0,188,93,668,1040,348,0,0,0,69,113,0,0,0,286,83
430914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432329,0,54,54,104,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0
432330,0,186,86,301,0,179,0,176,140,0,185,0,0,0,0,0,0,195,0,0
432587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436515,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441209,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,82,0
441500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443143,0,71,0,121,0,57,0,189,225,0,0,0,0,0,0,0,0,0,0,0
443144,0,64,0,76,0,66,0,59,0,51,0,0,0,0,0,0,0,0,0,0
443156,0,0,0,0,0,0,0,77,103,0,0,0,0,0,0,0,0,0,0,0
444090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444459,60,97,0,131,0,170,90,0,0,104,0,0,0,0,0,0,0,0,114,0
444859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445576,0,0,0,70,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
445685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445709,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
