checkv_id	contig_id	version	action	reason
CheckV-020406	DTR_344019	v1.5	removed	non-viral score
CheckV-020439	DTR_344454	v1.5	removed	non-viral score
CheckV-020483	DTR_344752	v1.5	removed	non-viral score
CheckV-020499	DTR_345020	v1.5	removed	non-viral score
CheckV-020530	DTR_345475	v1.5	removed	non-viral score
CheckV-020531	DTR_345476	v1.5	removed	non-viral score
CheckV-020533	DTR_345478	v1.5	removed	non-viral score
CheckV-020569	DTR_346408	v1.5	removed	non-viral score
CheckV-020570	DTR_346421	v1.5	removed	non-viral score
CheckV-020579	DTR_346604	v1.5	removed	non-viral score
CheckV-020605	DTR_347071	v1.5	removed	non-viral score
CheckV-020606	DTR_347074	v1.5	removed	non-viral score
CheckV-020608	DTR_347081	v1.5	removed	non-viral score
CheckV-020609	DTR_347082	v1.5	removed	non-viral score
CheckV-020624	DTR_347149	v1.5	removed	non-viral score
CheckV-020893	DTR_351261	v1.5	removed	non-viral score
CheckV-021221	DTR_353904	v1.5	removed	non-viral score
CheckV-021222	DTR_353960	v1.5	removed	non-viral score
CheckV-021242	DTR_354444	v1.5	removed	non-viral score
CheckV-021575	DTR_358840	v1.5	removed	non-viral score
CheckV-021650	DTR_360446	v1.5	removed	non-viral score
CheckV-021651	DTR_360529	v1.5	removed	non-viral score
CheckV-021682	DTR_360890	v1.5	removed	non-viral score
CheckV-021694	DTR_361308	v1.5	removed	non-viral score
CheckV-021700	DTR_361502	v1.5	removed	non-viral score
CheckV-021709	DTR_361843	v1.5	removed	non-viral score
CheckV-021718	DTR_362048	v1.5	removed	non-viral score
CheckV-021756	DTR_362655	v1.5	removed	non-viral score
CheckV-021791	DTR_363407	v1.5	removed	non-viral score
CheckV-021792	DTR_363436	v1.5	removed	non-viral score
CheckV-021794	DTR_363464	v1.5	removed	non-viral score
CheckV-022583	DTR_386233	v1.5	removed	non-viral score
CheckV-023082	DTR_388189	v1.5	removed	non-viral score
CheckV-023161	DTR_391407	v1.5	removed	non-viral score
CheckV-023390	DTR_405316	v1.5	removed	non-viral score
CheckV-023465	DTR_407355	v1.5	removed	non-viral score
CheckV-023616	DTR_411409	v1.5	removed	non-viral score
CheckV-024786	DTR_461283	v1.5	removed	non-viral score
CheckV-024817	DTR_461701	v1.5	removed	non-viral score
CheckV-025188	DTR_484860	v1.5	removed	non-viral score
CheckV-025587	DTR_498670	v1.5	removed	non-viral score
CheckV-026075	DTR_511135	v1.5	removed	non-viral score
CheckV-027415	DTR_558358	v1.5	removed	non-viral score
CheckV-027416	DTR_558364	v1.5	removed	non-viral score
CheckV-027419	DTR_558510	v1.5	removed	non-viral score
CheckV-027420	DTR_558511	v1.5	removed	non-viral score
CheckV-027422	DTR_558513	v1.5	removed	non-viral score
CheckV-027997	DTR_577228	v1.5	removed	non-viral score
CheckV-028000	DTR_577240	v1.5	removed	non-viral score
CheckV-028001	DTR_577243	v1.5	removed	non-viral score
CheckV-028003	DTR_577245	v1.5	removed	non-viral score
CheckV-028008	DTR_577311	v1.5	removed	non-viral score
CheckV-028012	DTR_577373	v1.5	removed	non-viral score
CheckV-028013	DTR_577375	v1.5	removed	non-viral score
CheckV-028015	DTR_577379	v1.5	removed	non-viral score
CheckV-028017	DTR_577384	v1.5	removed	non-viral score
CheckV-028019	DTR_577387	v1.5	removed	non-viral score
CheckV-028169	DTR_578587	v1.5	removed	non-viral score
CheckV-028201	DTR_578770	v1.5	removed	non-viral score
CheckV-028263	DTR_584646	v1.5	removed	non-viral score
CheckV-028276	DTR_585303	v1.5	removed	non-viral score
CheckV-028277	DTR_585305	v1.5	removed	non-viral score
CheckV-028278	DTR_585333	v1.5	removed	non-viral score
CheckV-028281	DTR_585372	v1.5	removed	non-viral score
CheckV-028288	DTR_585438	v1.5	removed	non-viral score
CheckV-028301	DTR_585619	v1.5	removed	non-viral score
CheckV-028302	DTR_585660	v1.5	removed	non-viral score
CheckV-028308	DTR_585728	v1.5	removed	non-viral score
CheckV-028309	DTR_585729	v1.5	removed	non-viral score
CheckV-028316	DTR_585771	v1.5	removed	non-viral score
CheckV-028317	DTR_585773	v1.5	removed	non-viral score
CheckV-028318	DTR_585775	v1.5	removed	non-viral score
CheckV-028596	DTR_601206	v1.5	removed	non-viral score
CheckV-028665	DTR_605014	v1.5	removed	non-viral score
CheckV-028671	DTR_605215	v1.5	removed	non-viral score
CheckV-028674	DTR_605250	v1.5	removed	non-viral score
CheckV-028678	DTR_605397	v1.5	removed	non-viral score
CheckV-028687	DTR_605571	v1.5	removed	non-viral score
CheckV-028710	DTR_605912	v1.5	removed	non-viral score
CheckV-028711	DTR_605918	v1.5	removed	non-viral score
CheckV-028719	DTR_606278	v1.5	removed	non-viral score
CheckV-028720	DTR_606337	v1.5	removed	non-viral score
CheckV-028734	DTR_606666	v1.5	removed	non-viral score
CheckV-028761	DTR_607285	v1.5	removed	non-viral score
CheckV-028763	DTR_607368	v1.5	removed	non-viral score
CheckV-028766	DTR_607443	v1.5	removed	non-viral score
CheckV-028809	DTR_608514	v1.5	removed	non-viral score
CheckV-028810	DTR_608572	v1.5	removed	non-viral score
CheckV-028811	DTR_608595	v1.5	removed	non-viral score
CheckV-028813	DTR_608617	v1.5	removed	non-viral score
CheckV-028815	DTR_608697	v1.5	removed	non-viral score
CheckV-028830	DTR_609124	v1.5	removed	non-viral score
CheckV-028831	DTR_609161	v1.5	removed	non-viral score
CheckV-028835	DTR_609457	v1.5	removed	non-viral score
CheckV-028856	DTR_609826	v1.5	removed	non-viral score
CheckV-028865	DTR_610037	v1.5	removed	non-viral score
CheckV-028867	DTR_610100	v1.5	removed	non-viral score
CheckV-028868	DTR_610145	v1.5	removed	non-viral score
CheckV-028871	DTR_610181	v1.5	removed	non-viral score
CheckV-028880	DTR_610454	v1.5	removed	non-viral score
CheckV-029052	DTR_613314	v1.5	removed	non-viral score
CheckV-029066	DTR_613517	v1.5	removed	non-viral score
CheckV-029364	DTR_620847	v1.5	removed	non-viral score
CheckV-029675	DTR_627971	v1.5	removed	non-viral score
CheckV-029734	DTR_628842	v1.5	removed	non-viral score
CheckV-029752	DTR_629072	v1.5	removed	non-viral score
CheckV-029773	DTR_629359	v1.5	removed	non-viral score
CheckV-029780	DTR_629475	v1.5	removed	non-viral score
CheckV-029786	DTR_629573	v1.5	removed	non-viral score
CheckV-029801	DTR_629913	v1.5	removed	non-viral score
CheckV-029832	DTR_630416	v1.5	removed	non-viral score
CheckV-029888	DTR_631275	v1.5	removed	non-viral score
CheckV-029889	DTR_631276	v1.5	removed	non-viral score
CheckV-029904	DTR_631716	v1.5	removed	non-viral score
CheckV-029976	DTR_632849	v1.5	removed	non-viral score
CheckV-029977	DTR_632891	v1.5	removed	non-viral score
CheckV-029978	DTR_632896	v1.5	removed	non-viral score
CheckV-029980	DTR_632916	v1.5	removed	non-viral score
CheckV-029982	DTR_633009	v1.5	removed	non-viral score
CheckV-029989	DTR_633093	v1.5	removed	non-viral score
CheckV-030004	DTR_633376	v1.5	removed	non-viral score
CheckV-030079	DTR_634346	v1.5	removed	non-viral score
CheckV-030080	DTR_634401	v1.5	removed	non-viral score
CheckV-030081	DTR_634412	v1.5	removed	non-viral score
CheckV-030150	DTR_639002	v1.5	removed	non-viral score
CheckV-030152	DTR_639005	v1.5	removed	non-viral score
CheckV-030153	DTR_639006	v1.5	removed	non-viral score
CheckV-030155	DTR_639008	v1.5	removed	non-viral score
CheckV-030157	DTR_639011	v1.5	removed	non-viral score
CheckV-030159	DTR_639020	v1.5	removed	non-viral score
CheckV-030161	DTR_639061	v1.5	removed	non-viral score
CheckV-030163	DTR_639098	v1.5	removed	non-viral score
CheckV-030203	DTR_639184	v1.5	removed	non-viral score
CheckV-030207	DTR_639219	v1.5	removed	non-viral score
CheckV-030218	DTR_639256	v1.5	removed	non-viral score
CheckV-030224	DTR_639283	v1.5	removed	non-viral score
CheckV-030260	DTR_639466	v1.5	removed	non-viral score
CheckV-030279	DTR_639527	v1.5	removed	non-viral score
CheckV-030280	DTR_639533	v1.5	removed	non-viral score
CheckV-030318	DTR_639636	v1.5	removed	non-viral score
CheckV-030569	DTR_640225	v1.5	removed	non-viral score
CheckV-030574	DTR_640258	v1.5	removed	non-viral score
CheckV-030575	DTR_640259	v1.5	removed	non-viral score
CheckV-030649	DTR_640413	v1.5	removed	non-viral score
CheckV-030782	DTR_640662	v1.5	removed	non-viral score
CheckV-030783	DTR_640665	v1.5	removed	non-viral score
CheckV-030787	DTR_640672	v1.5	removed	non-viral score
CheckV-030788	DTR_640675	v1.5	removed	non-viral score
CheckV-030789	DTR_640677	v1.5	removed	non-viral score
CheckV-030790	DTR_640680	v1.5	removed	non-viral score
CheckV-030793	DTR_640687	v1.5	removed	non-viral score
CheckV-030794	DTR_640691	v1.5	removed	non-viral score
CheckV-030798	DTR_640756	v1.5	removed	non-viral score
CheckV-030800	DTR_640765	v1.5	removed	non-viral score
CheckV-030802	DTR_640770	v1.5	removed	non-viral score
CheckV-030804	DTR_640775	v1.5	removed	non-viral score
CheckV-030806	DTR_640827	v1.5	removed	non-viral score
CheckV-030813	DTR_640934	v1.5	removed	non-viral score
CheckV-030820	DTR_641017	v1.5	removed	non-viral score
CheckV-030823	DTR_641023	v1.5	removed	non-viral score
CheckV-030825	DTR_641027	v1.5	removed	non-viral score
CheckV-030829	DTR_641146	v1.5	removed	non-viral score
CheckV-030831	DTR_641158	v1.5	removed	non-viral score
CheckV-030833	DTR_641161	v1.5	removed	non-viral score
CheckV-030842	DTR_641335	v1.5	removed	non-viral score
CheckV-030844	DTR_641384	v1.5	removed	non-viral score
CheckV-030848	DTR_641399	v1.5	removed	non-viral score
CheckV-030853	DTR_641441	v1.5	removed	non-viral score
CheckV-030857	DTR_641616	v1.5	removed	non-viral score
CheckV-030858	DTR_641618	v1.5	removed	non-viral score
CheckV-030860	DTR_641623	v1.5	removed	non-viral score
CheckV-030863	DTR_641636	v1.5	removed	non-viral score
CheckV-030866	DTR_641641	v1.5	removed	non-viral score
CheckV-030869	DTR_641649	v1.5	removed	non-viral score
CheckV-030872	DTR_641759	v1.5	removed	non-viral score
CheckV-030874	DTR_641772	v1.5	removed	non-viral score
CheckV-030905	DTR_642751	v1.5	removed	non-viral score
CheckV-030935	DTR_643034	v1.5	removed	non-viral score
CheckV-030970	DTR_644220	v1.5	removed	non-viral score
CheckV-031018	DTR_645311	v1.5	removed	non-viral score
CheckV-031023	DTR_645542	v1.5	removed	non-viral score
CheckV-031215	DTR_648655	v1.5	removed	non-viral score
CheckV-031220	DTR_648738	v1.5	removed	non-viral score
CheckV-031248	DTR_649068	v1.5	removed	non-viral score
CheckV-031325	DTR_651057	v1.5	removed	non-viral score
CheckV-031329	DTR_651064	v1.5	removed	non-viral score
CheckV-031356	DTR_653415	v1.5	removed	non-viral score
CheckV-031462	DTR_657944	v1.5	removed	non-viral score
CheckV-031466	DTR_658112	v1.5	removed	non-viral score
CheckV-031532	DTR_660717	v1.5	removed	non-viral score
CheckV-031545	DTR_661051	v1.5	removed	non-viral score
CheckV-031551	DTR_661100	v1.5	removed	non-viral score
CheckV-031572	DTR_662433	v1.5	removed	non-viral score
CheckV-031593	DTR_663148	v1.5	removed	non-viral score
CheckV-032037	DTR_684352	v1.5	removed	non-viral score
CheckV-032241	DTR_691005	v1.5	removed	non-viral score
CheckV-032283	DTR_696266	v1.5	removed	non-viral score
CheckV-032315	DTR_696561	v1.5	removed	non-viral score
CheckV-032397	DTR_697235	v1.5	removed	non-viral score
CheckV-032399	DTR_697258	v1.5	removed	non-viral score
CheckV-032427	DTR_697849	v1.5	removed	non-viral score
CheckV-032428	DTR_697850	v1.5	removed	non-viral score
CheckV-032430	DTR_697945	v1.5	removed	non-viral score
CheckV-032446	DTR_698120	v1.5	removed	non-viral score
CheckV-032457	DTR_698341	v1.5	removed	non-viral score
CheckV-032474	DTR_698612	v1.5	removed	non-viral score
CheckV-032475	DTR_698619	v1.5	removed	non-viral score
CheckV-032481	DTR_698715	v1.5	removed	non-viral score
CheckV-032482	DTR_698723	v1.5	removed	non-viral score
CheckV-032484	DTR_698729	v1.5	removed	non-viral score
CheckV-032495	DTR_699004	v1.5	removed	non-viral score
CheckV-032497	DTR_699008	v1.5	removed	non-viral score
CheckV-032499	DTR_699012	v1.5	removed	non-viral score
CheckV-032506	DTR_699220	v1.5	removed	non-viral score
CheckV-032507	DTR_699310	v1.5	removed	non-viral score
CheckV-032508	DTR_699374	v1.5	removed	non-viral score
CheckV-032519	DTR_699734	v1.5	removed	non-viral score
CheckV-032623	DTR_702464	v1.5	removed	non-viral score
CheckV-032652	DTR_702817	v1.5	removed	non-viral score
CheckV-032745	DTR_704118	v1.5	removed	non-viral score
CheckV-032746	DTR_704184	v1.5	removed	non-viral score
CheckV-032761	DTR_704516	v1.5	removed	non-viral score
CheckV-032762	DTR_704518	v1.5	removed	non-viral score
CheckV-032763	DTR_704529	v1.5	removed	non-viral score
CheckV-032764	DTR_704534	v1.5	removed	non-viral score
CheckV-032782	DTR_705054	v1.5	removed	non-viral score
CheckV-032791	DTR_705251	v1.5	removed	non-viral score
CheckV-032792	DTR_705253	v1.5	removed	non-viral score
CheckV-032796	DTR_705363	v1.5	removed	non-viral score
CheckV-032803	DTR_705598	v1.5	removed	non-viral score
CheckV-032818	DTR_706009	v1.5	removed	non-viral score
CheckV-032902	DTR_713386	v1.5	removed	non-viral score
CheckV-032968	DTR_715822	v1.5	removed	non-viral score
CheckV-033003	DTR_715951	v1.5	removed	non-viral score
CheckV-033040	DTR_716327	v1.5	removed	non-viral score
CheckV-033041	DTR_716329	v1.5	removed	non-viral score
CheckV-033043	DTR_716347	v1.5	removed	non-viral score
CheckV-033073	DTR_716640	v1.5	removed	non-viral score
CheckV-033157	DTR_717612	v1.5	removed	non-viral score
CheckV-033220	DTR_718284	v1.5	removed	non-viral score
CheckV-033298	DTR_719901	v1.5	removed	non-viral score
CheckV-033335	DTR_722281	v1.5	removed	non-viral score
CheckV-033340	DTR_722291	v1.5	removed	non-viral score
CheckV-033343	DTR_722329	v1.5	removed	non-viral score
CheckV-033364	DTR_723817	v1.5	removed	non-viral score
CheckV-033388	DTR_725293	v1.5	removed	non-viral score
CheckV-033560	DTR_729913	v1.5	removed	non-viral score
CheckV-034955	DTR_739744	v1.5	removed	non-viral score
CheckV-035025	DTR_742312	v1.5	removed	non-viral score
CheckV-035330	DTR_757975	v1.5	removed	non-viral score
CheckV-036358	DTR_805956	v1.5	removed	non-viral score
CheckV-036855	DTR_822929	v1.5	removed	non-viral score
CheckV-037097	DTR_830635	v1.5	removed	non-viral score
CheckV-037995	DTR_859348	v1.5	removed	non-viral score
CheckV-039018	DTR_882143	v1.5	removed	non-viral score
CheckV-039506	DTR_887303	v1.5	removed	non-viral score
CheckV-039678	DTR_888599	v1.5	removed	non-viral score
CheckV-039704	DTR_888661	v1.5	removed	non-viral score
CheckV-039729	DTR_888706	v1.5	removed	non-viral score
CheckV-039870	DTR_888967	v1.5	removed	non-viral score
CheckV-039993	DTR_889228	v1.5	removed	non-viral score
CheckV-039997	DTR_889234	v1.5	removed	non-viral score
CheckV-040193	DTR_889589	v1.5	removed	non-viral score
CheckV-040353	DTR_889935	v1.5	removed	non-viral score
CheckV-040436	DTR_890076	v1.5	removed	non-viral score
CheckV-040446	DTR_890104	v1.5	removed	non-viral score
CheckV-040449	DTR_890112	v1.5	removed	non-viral score
CheckV-040485	DTR_890220	v1.5	removed	non-viral score
CheckV-040523	DTR_890334	v1.5	removed	non-viral score
CheckV-040540	DTR_890404	v1.5	removed	non-viral score
CheckV-040573	DTR_890475	v1.5	removed	non-viral score
CheckV-040575	DTR_890495	v1.5	removed	non-viral score
CheckV-040614	DTR_890607	v1.5	removed	non-viral score
CheckV-040630	DTR_890657	v1.5	removed	non-viral score
CheckV-040765	DTR_890974	v1.5	removed	non-viral score
CheckV-040767	DTR_890979	v1.5	removed	non-viral score
CheckV-040821	DTR_891093	v1.5	removed	non-viral score
CheckV-040833	DTR_891115	v1.5	removed	non-viral score
CheckV-040946	DTR_891319	v1.5	removed	non-viral score
CheckV-041002	DTR_891437	v1.5	removed	non-viral score
CheckV-041060	DTR_891543	v1.5	removed	non-viral score
CheckV-041199	DTR_891820	v1.5	removed	non-viral score
CheckV-041200	DTR_891845	v1.5	removed	non-viral score
CheckV-041202	DTR_891858	v1.5	removed	non-viral score
CheckV-041220	DTR_891907	v1.5	removed	non-viral score
CheckV-041252	DTR_892009	v1.5	removed	non-viral score
CheckV-041563	DTR_892693	v1.5	removed	non-viral score
CheckV-041627	DTR_892826	v1.5	removed	non-viral score
CheckV-041629	DTR_892830	v1.5	removed	non-viral score
CheckV-041707	DTR_892980	v1.5	removed	non-viral score
CheckV-041750	DTR_893048	v1.5	removed	non-viral score
CheckV-041751	DTR_893054	v1.5	removed	non-viral score
CheckV-041753	DTR_893057	v1.5	removed	non-viral score
CheckV-041756	DTR_893084	v1.5	removed	non-viral score
CheckV-041764	DTR_893110	v1.5	removed	non-viral score
CheckV-041767	DTR_893116	v1.5	removed	non-viral score
CheckV-041777	DTR_893135	v1.5	removed	non-viral score
CheckV-041911	DTR_893425	v1.5	removed	non-viral score
CheckV-041946	DTR_893507	v1.5	removed	non-viral score
CheckV-041949	DTR_893519	v1.5	removed	non-viral score
CheckV-042048	DTR_893746	v1.5	removed	non-viral score
CheckV-047983	GCA_002603685.1	v1.5	removed	non-viral score
CheckV-048635	GCA_002630245.1	v1.5	removed	non-viral score
CheckV-049010	GCA_002755775.1	v1.5	removed	non-viral score
CheckV-049622	GCA_002921395.1	v1.5	removed	non-viral score
CheckV-050238	GCA_003033635.1	v1.5	removed	non-viral score
CheckV-050273	GCA_003047595.1	v1.5	removed	non-viral score
CheckV-050274	GCA_003047615.1	v1.5	removed	non-viral score
CheckV-050275	GCA_003047635.1	v1.5	removed	non-viral score
CheckV-050276	GCA_003047655.1	v1.5	removed	non-viral score
CheckV-050280	GCA_003047915.1	v1.5	removed	non-viral score
CheckV-050977	GCA_003143455.1	v1.5	removed	non-viral score
CheckV-051996	GCA_003502125.1	v1.5	removed	non-viral score
CheckV-052013	GCA_003502865.1	v1.5	removed	non-viral score
CheckV-052040	GCA_003528735.1	v1.5	removed	non-viral score
CheckV-052093	GCA_003540075.1	v1.5	removed	non-viral score
CheckV-052099	GCA_003540555.1	v1.5	removed	non-viral score
CheckV-052333	GCA_003726295.1	v1.5	removed	non-viral score
CheckV-052347	GCA_003727255.1	v1.5	removed	non-viral score
CheckV-053326	GCA_003971865.1	v1.5	removed	non-viral score
CheckV-054291	GCA_004773215.1	v1.5	removed	non-viral score
CheckV-058574	GCA_014083765.1	v1.5	removed	non-viral score
CheckV-059089	GCA_016811725.1	v1.5	removed	non-viral score
CheckV-059298	GCA_018361445.1	v1.5	removed	non-viral score
CheckV-059607	GCA_018987015.1	v1.5	removed	non-viral score
CheckV-059610	GCA_018987055.1	v1.5	removed	non-viral score
CheckV-062411	LAZR01002459.1	v1.5	removed	non-viral score
CheckV-062412	LAZR01003390.1	v1.5	removed	non-viral score
CheckV-062414	MDVT01000002.1	v1.5	removed	non-viral score
CheckV-062416	MGMR01000078.1	v1.5	removed	non-viral score
CheckV-000025	1223541	v1.5	removed	non-viral >=2 tools
CheckV-000038	1453014	v1.5	removed	non-viral >=2 tools
CheckV-000058	191671	v1.5	removed	non-viral >=2 tools
CheckV-000086	2537562115|AOUB01000242	v1.5	removed	non-viral >=2 tools
CheckV-000190	3300003272|Cyano_1000228	v1.5	removed	non-viral >=2 tools
CheckV-000225	3300005686|Ga0074435_100014	v1.5	removed	non-viral >=2 tools
CheckV-000321	3300009788|Ga0114923_10000068	v1.5	removed	non-viral >=2 tools
CheckV-000740	3300027733|Ga0209297_1000004	v1.5	removed	non-viral >=2 tools
CheckV-000775	3300028610|Ga0309788_100048	v1.5	removed	non-viral >=2 tools
CheckV-000789	3300028840|Ga0309773_1000045	v1.5	removed	non-viral >=2 tools
CheckV-001001	3300033141|Ga0366833_1000271	v1.5	removed	non-viral >=2 tools
CheckV-001121	3300033153|Ga0366824_1000500	v1.5	removed	non-viral >=2 tools
CheckV-001236	3300037067|Ga0378408_0000189	v1.5	removed	non-viral >=2 tools
CheckV-001372	3300037851|Ga0394877_0000403	v1.5	removed	non-viral >=2 tools
CheckV-001393	3300038417|Ga0427931_0000516	v1.5	removed	non-viral >=2 tools
CheckV-001475	3300042542|Ga0453075_0000001	v1.5	removed	non-viral >=2 tools
CheckV-002068	406886	v1.5	removed	non-viral >=2 tools
CheckV-002131	453188	v1.5	removed	non-viral >=2 tools
CheckV-002132	453542	v1.5	removed	non-viral >=2 tools
CheckV-002251	535067	v1.5	removed	non-viral >=2 tools
CheckV-002301	574285	v1.5	removed	non-viral >=2 tools
CheckV-002317	579893	v1.5	removed	non-viral >=2 tools
CheckV-002327	587248	v1.5	removed	non-viral >=2 tools
CheckV-002454	67117	v1.5	removed	non-viral >=2 tools
CheckV-002520	705085	v1.5	removed	non-viral >=2 tools
CheckV-002601	734041	v1.5	removed	non-viral >=2 tools
CheckV-002603	734116	v1.5	removed	non-viral >=2 tools
CheckV-002657	770924	v1.5	removed	non-viral >=2 tools
CheckV-002679	789565	v1.5	removed	non-viral >=2 tools
CheckV-002770	862408	v1.5	removed	non-viral >=2 tools
CheckV-002888	900472	v1.5	removed	non-viral >=2 tools
CheckV-004448	DTR_042068	v1.5	removed	non-viral >=2 tools
CheckV-006207	DTR_077360	v1.5	removed	non-viral >=2 tools
CheckV-007071	DTR_103908	v1.5	removed	non-viral >=2 tools
CheckV-011286	DTR_189991	v1.5	removed	non-viral >=2 tools
CheckV-016175	DTR_269254	v1.5	removed	non-viral >=2 tools
CheckV-023085	DTR_388252	v1.5	removed	non-viral >=2 tools
CheckV-057252	GCA_012942875.1	v1.5	removed	non-viral >=2 tools
CheckV-007597	DTR_112443	v1.5	removed	insufficient viral evidence
CheckV-007655	DTR_112895	v1.5	removed	insufficient viral evidence
CheckV-007656	DTR_112907	v1.5	removed	insufficient viral evidence
CheckV-007719	DTR_113881	v1.5	removed	insufficient viral evidence
CheckV-007721	DTR_113883	v1.5	removed	insufficient viral evidence
CheckV-007724	DTR_113911	v1.5	removed	insufficient viral evidence
CheckV-007757	DTR_115402	v1.5	removed	insufficient viral evidence
CheckV-007761	DTR_115474	v1.5	removed	insufficient viral evidence
CheckV-007776	DTR_115828	v1.5	removed	insufficient viral evidence
CheckV-007794	DTR_116526	v1.5	removed	insufficient viral evidence
CheckV-007796	DTR_116531	v1.5	removed	insufficient viral evidence
CheckV-007798	DTR_116536	v1.5	removed	insufficient viral evidence
CheckV-007800	DTR_116549	v1.5	removed	insufficient viral evidence
CheckV-025240	DTR_488058	v1.5	removed	insufficient viral evidence
CheckV-025304	DTR_489879	v1.5	removed	insufficient viral evidence
CheckV-006989	DTR_102696	v1.5	removed	insufficient viral evidence
CheckV-007069	DTR_103863	v1.5	removed	insufficient viral evidence
CheckV-007102	DTR_105374	v1.5	removed	insufficient viral evidence
CheckV-007104	DTR_105376	v1.5	removed	insufficient viral evidence
CheckV-007120	DTR_105622	v1.5	removed	insufficient viral evidence
CheckV-007125	DTR_105885	v1.5	removed	insufficient viral evidence
CheckV-007126	DTR_105888	v1.5	removed	insufficient viral evidence
CheckV-007129	DTR_105894	v1.5	removed	insufficient viral evidence
CheckV-007140	DTR_106007	v1.5	removed	insufficient viral evidence
CheckV-007141	DTR_106046	v1.5	removed	insufficient viral evidence
CheckV-016334	DTR_270527	v1.5	removed	insufficient viral evidence
CheckV-009873	DTR_168556	v1.5	removed	insufficient viral evidence
CheckV-009903	DTR_168690	v1.5	removed	insufficient viral evidence
CheckV-009942	DTR_169004	v1.5	removed	insufficient viral evidence
CheckV-009943	DTR_169006	v1.5	removed	insufficient viral evidence
CheckV-009944	DTR_169010	v1.5	removed	insufficient viral evidence
CheckV-009945	DTR_169013	v1.5	removed	insufficient viral evidence
CheckV-009955	DTR_169178	v1.5	removed	insufficient viral evidence
CheckV-009990	DTR_169909	v1.5	removed	insufficient viral evidence
CheckV-010110	DTR_170882	v1.5	removed	insufficient viral evidence
CheckV-010113	DTR_170910	v1.5	removed	insufficient viral evidence
CheckV-010115	DTR_170915	v1.5	removed	insufficient viral evidence
CheckV-010132	DTR_171181	v1.5	removed	insufficient viral evidence
CheckV-010133	DTR_171185	v1.5	removed	insufficient viral evidence
CheckV-010134	DTR_171186	v1.5	removed	insufficient viral evidence
CheckV-010138	DTR_171195	v1.5	removed	insufficient viral evidence
CheckV-010153	DTR_171409	v1.5	removed	insufficient viral evidence
CheckV-010164	DTR_171445	v1.5	removed	insufficient viral evidence
CheckV-010180	DTR_171510	v1.5	removed	insufficient viral evidence
CheckV-010201	DTR_171641	v1.5	removed	insufficient viral evidence
CheckV-010202	DTR_171667	v1.5	removed	insufficient viral evidence
CheckV-010210	DTR_171791	v1.5	removed	insufficient viral evidence
CheckV-010211	DTR_171792	v1.5	removed	insufficient viral evidence
CheckV-010223	DTR_171934	v1.5	removed	insufficient viral evidence
CheckV-010230	DTR_172232	v1.5	removed	insufficient viral evidence
CheckV-010233	DTR_172270	v1.5	removed	insufficient viral evidence
CheckV-019185	DTR_315768	v1.5	removed	insufficient viral evidence
CheckV-019284	DTR_316437	v1.5	removed	insufficient viral evidence
CheckV-019319	DTR_316791	v1.5	removed	insufficient viral evidence
CheckV-019332	DTR_317013	v1.5	removed	insufficient viral evidence
CheckV-019399	DTR_317499	v1.5	removed	insufficient viral evidence
CheckV-019400	DTR_317509	v1.5	removed	insufficient viral evidence
CheckV-019401	DTR_317510	v1.5	removed	insufficient viral evidence
CheckV-019402	DTR_317512	v1.5	removed	insufficient viral evidence
CheckV-015416	DTR_260213	v1.5	removed	insufficient viral evidence
CheckV-015528	DTR_261666	v1.5	removed	insufficient viral evidence
CheckV-015676	DTR_263139	v1.5	removed	insufficient viral evidence
CheckV-021363	DTR_355982	v1.5	removed	insufficient viral evidence
CheckV-011279	DTR_189553	v1.5	removed	insufficient viral evidence
CheckV-011345	DTR_191453	v1.5	removed	insufficient viral evidence
CheckV-011371	DTR_191867	v1.5	removed	insufficient viral evidence
CheckV-011422	DTR_192600	v1.5	removed	insufficient viral evidence
CheckV-011436	DTR_192833	v1.5	removed	insufficient viral evidence
CheckV-011441	DTR_192872	v1.5	removed	insufficient viral evidence
CheckV-011456	DTR_193324	v1.5	removed	insufficient viral evidence
CheckV-011458	DTR_193542	v1.5	removed	insufficient viral evidence
CheckV-021033	DTR_351853	v1.5	removed	insufficient viral evidence
CheckV-013214	DTR_232772	v1.5	removed	insufficient viral evidence
CheckV-013228	DTR_232913	v1.5	removed	insufficient viral evidence
CheckV-013230	DTR_232937	v1.5	removed	insufficient viral evidence
CheckV-013235	DTR_233052	v1.5	removed	insufficient viral evidence
CheckV-013241	DTR_233093	v1.5	removed	insufficient viral evidence
CheckV-013243	DTR_233122	v1.5	removed	insufficient viral evidence
CheckV-013244	DTR_233124	v1.5	removed	insufficient viral evidence
CheckV-013254	DTR_233211	v1.5	removed	insufficient viral evidence
CheckV-013257	DTR_233271	v1.5	removed	insufficient viral evidence
CheckV-013258	DTR_233275	v1.5	removed	insufficient viral evidence
CheckV-013263	DTR_233328	v1.5	removed	insufficient viral evidence
CheckV-013303	DTR_233681	v1.5	removed	insufficient viral evidence
CheckV-013311	DTR_233737	v1.5	removed	insufficient viral evidence
CheckV-013312	DTR_233742	v1.5	removed	insufficient viral evidence
CheckV-013315	DTR_233807	v1.5	removed	insufficient viral evidence
CheckV-013316	DTR_233810	v1.5	removed	insufficient viral evidence
CheckV-013317	DTR_233811	v1.5	removed	insufficient viral evidence
CheckV-013360	DTR_234227	v1.5	removed	insufficient viral evidence
