length	aai	cov	error	count
5000	55	100	4.86692342125604	49862
5000	60	5	14.9479361225252	142420
5000	60	10	19.6271853652889	386481
5000	60	15	15.4714335542146	173808
5000	60	20	11.8740654837217	158838
5000	60	25	8.81450330814983	103366
5000	60	30	7.02632877950927	100960
5000	60	35	4.99964123970491	100300
5000	60	40	6.24206248412497	89379
5000	60	45	4.70087466957381	73688
5000	60	50	4.71761886228158	71981
5000	60	55	4.05454545454545	74358
5000	60	60	4.01766558873086	89372
5000	60	65	3.72932048244917	85116
5000	60	70	3.56566923490414	78439
5000	60	75	3.21556557579932	71105
5000	60	80	3.74339358191958	70345
5000	60	85	3.29113924050633	62829
5000	60	90	3.52240950255266	67173
5000	60	95	4.16323039799627	51225
5000	60	100	2.93727915194346	33233
5000	65	5	14.3604511639069	127179
5000	65	10	20.0646854213706	231691
5000	65	15	14.6384327283204	99397
5000	65	20	10.4596183917162	87490
5000	65	25	7.54266741111789	52852
5000	65	30	7.1940049958368	51199
5000	65	35	4.90644612587249	48661
5000	65	40	4.90281702200531	52161
5000	65	45	4.03145705411847	61298
5000	65	50	4.22279937397295	54200
5000	65	55	3.6774616816053	61322
5000	65	60	3.54623096917935	84613
5000	65	65	3.42478034785727	60664
5000	65	70	3.30095027624136	59654
5000	65	75	3.19149579737011	62466
5000	65	80	3.22984079792308	71570
5000	65	85	2.70371761171611	47585
5000	65	90	2.36221501213025	48730
5000	65	95	2.64850315395837	42623
5000	65	100	2.71302515474779	43307
5000	70	5	14.7128418035278	89188
5000	70	10	18.4087537011378	138196
5000	70	15	13.1645631304517	56721
5000	70	20	4.8112493805814	58280
5000	70	25	5.55225339008813	37700
5000	70	30	4.02098899218616	94031
5000	70	35	3.23655913978495	80009
5000	70	40	4.63833041958042	35034
5000	70	45	4.17787537743618	45027
5000	70	50	3.9743921078897	51402
5000	70	55	3.42478034785727	60120
5000	70	60	3.74055437805018	39766
5000	70	65	3.23916066236885	38995
5000	70	70	2.90916927055274	54389
5000	70	75	3.15210140093396	66720
5000	70	80	3.30999363462763	94329
5000	70	85	2.15704592555458	68154
5000	70	90	2.18187581160871	58484
5000	70	95	2.05978491113554	56070
5000	70	100	2.16478190630048	49880
5000	75	5	12.893583100837	79779
5000	75	10	15.7608836305676	84814
5000	75	15	7.32074781258497	59708
5000	75	20	3.896834889588	87535
5000	75	25	3.75349832629095	39754
5000	75	30	7.16312228715536	38625
5000	75	35	3.4998469111378	28983
5000	75	40	3.81315232098177	26204
5000	75	45	3.7212758660112	44900
5000	75	50	3.59387057656267	63095
5000	75	55	2.83185840707965	71234
5000	75	60	2.84449824110149	31040
5000	75	65	2.58132490451732	40010
5000	75	70	3.1679071702649	59520
5000	75	75	2.93010461608517	84954
5000	75	80	2.09493752870382	74955
5000	75	85	2.06588253619052	69842
5000	75	90	2.15425163111562	66972
5000	75	95	2.11770428006129	71900
5000	75	100	2.01777187858933	73650
5000	80	5	8.32176999323388	51532
5000	80	10	15.15892931936	42954
5000	80	15	7.30934783515452	32714
5000	80	20	3.79209612522736	88342
5000	80	25	3.19289731995147	38169
5000	80	30	5.37918871252205	27687
5000	80	35	3.01471401703728	30574
5000	80	40	3.78771195771856	27763
5000	80	45	2.87769784391304	44320
5000	80	50	3.24930290787003	47004
5000	80	55	3.1056848531095	48657
5000	80	60	3.1386807928199	28931
5000	80	65	2.52515508274302	37958
5000	80	70	2.66137504377262	49272
5000	80	75	2.43658889545169	62664
5000	80	80	2.14789309722905	66717
5000	80	85	2.07253886010363	65495
5000	80	90	1.91673212882954	67465
5000	80	95	2.0052171709053	71860
5000	80	100	2.00285338015803	88271
5000	85	5	13.4860689676376	28102
5000	85	10	15.3193146439558	25762
5000	85	15	10.5109807662868	15370
5000	85	20	5.15627993469062	49038
5000	85	25	3.47620096959013	30933
5000	85	30	3.50076971321056	64515
5000	85	35	2.78603157131841	82790
5000	85	40	3.69258595231312	75682
5000	85	45	2.87427072739924	75747
5000	85	50	3.50196771801745	84693
5000	85	55	2.60922330097087	245025
5000	85	60	3.249419193866	32530
5000	85	65	2.46262159237765	42892
5000	85	70	2.30374449781511	46366
5000	85	75	2.30100919465801	66432
5000	85	80	2.02569169960474	94492
5000	85	85	1.4476666744561	71545
5000	85	90	1.47912775115731	75325
5000	85	95	1.52052044383269	99138
5000	85	100	1.60320641282565	128864
5000	90	5	22.8084360219288	14020
5000	90	10	14.1538084617084	13802
5000	90	15	18.3992861749206	11282
5000	90	20	43.6533033854663	26530
5000	90	25	5.83275149041302	14207
5000	90	30	5.77574616832482	18927
5000	90	35	17.4562332879269	35539
5000	90	40	13.7714063310846	56762
5000	90	45	2.94453330219986	62532
5000	90	50	3.44886557975145	70760
5000	90	55	2.52096323371318	91099
5000	90	60	2.91211559951083	45978
5000	90	65	2.56424396161906	62427
5000	90	70	2.42404351087772	63157
5000	90	75	2.23231383706298	88401
5000	90	80	1.9888196086863	95942
5000	90	85	1.33996586828604	104479
5000	90	90	1.2041974883881	119868
5000	90	95	1.15324854692985	145987
5000	90	100	1.21561384431011	166774
5000	95	5	10.481809235429	6378
5000	95	10	10.8080264524153	8764
5000	95	15	44.5956627831048	12873
5000	95	20	47.4290376971189	29814
5000	95	25	5.26256167180909	15554
5000	95	30	4.87642268679461	30829
5000	95	35	3.42094760248589	40555
5000	95	40	3.99247133975931	45603
5000	95	45	3.24485403675294	52678
5000	95	50	3.39360063879541	66612
5000	95	55	2.66423961608473	107956
5000	95	60	3.22562858403176	60781
5000	95	65	2.51545283525934	83892
5000	95	70	2.34705288490094	81348
5000	95	75	2.18287326029199	103424
5000	95	80	1.78376056572356	123942
5000	95	85	1.41626794258373	86427
5000	95	90	1.33008477736618	107261
5000	95	95	1.28848963547677	140240
5000	95	100	1.25848981222533	154135
5000	100	5	2.303645927807	6051
5000	100	10	10.5785362974032	7264
5000	100	15	47.8194515180696	19424
5000	100	20	46.8197587972906	61017
5000	100	25	3.913007416604	22734
5000	100	30	3.56949396766663	49670
5000	100	35	3.52396183753378	69133
5000	100	40	4.01160245183888	83649
5000	100	45	2.58601676224085	83996
5000	100	50	3.01078913178557	120593
5000	100	55	2.33577330551957	309230
5000	100	60	2.21842061696374	54663
5000	100	65	2.26246240581806	71181
5000	100	70	1.58732213835338	87103
5000	100	75	1.45648331738111	123634
5000	100	80	1.30793968481449	233724
5000	100	85	1.41360423626736	200849
5000	100	90	1.28200653800067	276385
5000	100	95	1.28739096702271	341776
5000	100	100	1.48247660798039	410029
10000	5	5	NA	0
10000	5	10	NA	0
10000	5	15	NA	0
10000	5	20	NA	0
10000	5	25	NA	0
10000	5	30	NA	0
10000	5	35	NA	0
10000	5	40	NA	0
10000	5	45	NA	0
10000	5	50	NA	0
10000	5	55	NA	0
10000	5	60	NA	0
10000	5	65	NA	0
10000	5	70	NA	0
10000	5	75	NA	0
10000	5	80	NA	0
10000	5	85	NA	0
10000	5	90	NA	0
10000	5	95	NA	0
10000	5	100	NA	0
10000	10	5	NA	0
10000	10	10	NA	0
10000	10	15	NA	0
10000	10	20	NA	0
10000	10	25	NA	0
10000	10	30	NA	0
10000	10	35	NA	0
10000	10	40	NA	0
10000	10	45	NA	0
10000	10	50	NA	0
10000	10	55	NA	0
10000	10	60	NA	0
10000	10	65	NA	0
10000	10	70	NA	0
10000	10	75	NA	0
10000	10	80	NA	0
10000	10	85	NA	0
10000	10	90	NA	0
10000	10	95	NA	0
10000	10	100	NA	0
10000	15	5	NA	0
10000	15	10	NA	0
10000	15	15	NA	0
10000	15	20	NA	0
10000	15	25	NA	0
10000	15	30	NA	0
10000	15	35	NA	0
10000	15	40	NA	0
10000	15	45	NA	0
10000	15	50	NA	0
10000	15	55	NA	0
10000	15	60	NA	0
10000	15	65	NA	0
10000	15	70	NA	0
10000	15	75	NA	0
10000	15	80	NA	0
10000	15	85	NA	0
10000	15	90	NA	0
10000	15	95	NA	0
10000	15	100	NA	0
10000	20	5	27.459401040926	1
10000	20	10	24.7881139589503	598
10000	20	15	26.1664928510854	4314
10000	20	20	52.1816908176203	7485
10000	20	25	27.2322606752644	1625
10000	20	30	16.8667039617556	243
10000	20	35	8.54342327150084	173
10000	20	40	8.69954744894443	96
10000	20	45	7.18198639904397	58
10000	20	50	6.10504263829078	48
10000	20	55	2.4960396039604	85
10000	20	60	1.46345699429748	306
10000	20	65	4.37807741508499	154
10000	20	70	4.26956702519942	101
10000	20	75	8.0016525261482	7
10000	20	80	12.1464358014499	13
10000	20	85	5.73558362272999	1
10000	20	90	9.99464907929304	2
10000	20	95	5.56128926223786	4
10000	20	100	2.29558090221494	10
10000	25	5	21.5713558459189	4153
10000	25	10	32.8609121902687	254750
10000	25	15	29.17924392698	790155
10000	25	20	28.292853557284	484624
10000	25	25	22.0478038089032	182351
10000	25	30	16.4293487069065	62166
10000	25	35	20.455764075067	25407
10000	25	40	13.4916850450021	19779
10000	25	45	11.2655367231638	11511
10000	25	50	7.11378726378323	6131
10000	25	55	6.48288116216157	3900
10000	25	60	7.3692152917505	4854
10000	25	65	3.47019087102001	7458
10000	25	70	6.55942526940497	3473
10000	25	75	5.4287996683968	1522
10000	25	80	3.45344256748592	2943
10000	25	85	4.64735870268784	3606
10000	25	90	2.6602654030406	2083
10000	25	95	4.18305077461914	1772
10000	25	100	4.89730069188042	1663
10000	30	5	24.8647961961453	251057
10000	30	10	29.1891156069426	1777608
10000	30	15	25.5595308871383	2531492
10000	30	20	22.555739773824	1397976
10000	30	25	17.7188662440404	535083
10000	30	30	12.5453716678203	267691
10000	30	35	12.6657909233442	113403
10000	30	40	11.8293142109682	79280
10000	30	45	7.94642646608031	48439
10000	30	50	7.46177901320361	24399
10000	30	55	6.91190561181355	17647
10000	30	60	5.44821583986075	14740
10000	30	65	4.48569873616738	13431
10000	30	70	4.6414885132969	9356
10000	30	75	5.41113477279046	9674
10000	30	80	4.60778433983553	15705
10000	30	85	5.16800943210847	16027
10000	30	90	5.15950069348128	11359
10000	30	95	5.32064252384688	8423
10000	30	100	4.14552721704398	10454
10000	35	5	26.7589582006503	1506481
10000	35	10	27.4561384438116	2998969
10000	35	15	20.6566983698812	2465029
10000	35	20	17.4785801713586	1315311
10000	35	25	13.3435582822086	496966
10000	35	30	11.345462708111	323828
10000	35	35	11.4453806865935	219331
10000	35	40	11.2846398807507	183258
10000	35	45	8.63432559025156	104150
10000	35	50	8.42881601475043	71354
10000	35	55	8.32540437678401	47277
10000	35	60	7.87303233103968	37141
10000	35	65	7.28976077693359	28046
10000	35	70	7.05604599257647	17710
10000	35	75	6.26743066744228	10966
10000	35	80	6.0961745275772	7905
10000	35	85	5.69771723122239	7928
10000	35	90	5.77163990406246	9716
10000	35	95	5.65372946050872	5310
10000	35	100	5.01464616203981	4735
10000	40	5	26.2150433075829	2601921
10000	40	10	26.9204150716114	2734816
10000	40	15	18.6356392398109	1575806
10000	40	20	15.7472323702244	856498
10000	40	25	11.9600418915653	349993
10000	40	30	10.7181110029211	281155
10000	40	35	10.1448366309843	238940
10000	40	40	9.84324247987572	184976
10000	40	45	8.12710242975227	142291
10000	40	50	7.75586858715155	100270
10000	40	55	7.81059947871416	80670
10000	40	60	7.12377893726093	65630
10000	40	65	8.03152729439396	50754
10000	40	70	8.0540426260206	36413
10000	40	75	7.94487984251384	26049
10000	40	80	6.82775352315648	16832
10000	40	85	6.19105080147641	8602
10000	40	90	7.52605919670359	6459
10000	40	95	6.17867250981466	3581
10000	40	100	6.25572269457162	3901
10000	45	5	25.1029277801869	2481604
10000	45	10	23.5973739108457	1921006
10000	45	15	16.1277892551785	1010466
10000	45	20	12.3818071879646	483276
10000	45	25	9.48837978822797	248375
10000	45	30	9.14234112693525	204109
10000	45	35	8.47654632777342	182958
10000	45	40	8.54613302114583	162736
10000	45	45	7.52860853030347	142074
10000	45	50	6.89081578481685	125855
10000	45	55	8.10096094157376	116657
10000	45	60	8.1899920076474	101782
10000	45	65	8.69377272611692	77547
10000	45	70	7.74876976618096	57844
10000	45	75	8.13503653657515	43241
10000	45	80	8.96869287548881	32453
10000	45	85	7.89422006938535	16327
10000	45	90	5.74120480755194	11105
10000	45	95	5.21039935674082	7026
10000	45	100	2.63595558750348	5526
10000	50	5	23.7881428775411	1669418
10000	50	10	20.3878139483986	1147284
10000	50	15	14.6579797588075	643268
10000	50	20	10.2824914415191	331675
10000	50	25	8.27926800380119	187970
10000	50	30	7.71885786005648	155667
10000	50	35	7.03932723083913	131256
10000	50	40	7.52355836258882	136285
10000	50	45	7.66980794452869	135784
10000	50	50	7.17902053223105	118923
10000	50	55	8.09239400932085	117473
10000	50	60	7.3657234635552	110227
10000	50	65	7.37677077586998	90876
10000	50	70	7.36595006675403	68886
10000	50	75	6.68778582804628	62236
10000	50	80	6.96671056590088	47626
10000	50	85	7.69849888214628	41208
10000	50	90	6.63340630249962	33347
10000	50	95	6.67698858138185	19239
10000	50	100	3.22712614910719	13687
10000	55	5	21.9565771667288	1193095
10000	55	10	17.48999801379	660621
10000	55	15	12.3244307299425	366425
10000	55	20	8.23376929421468	209941
10000	55	25	6.1342758208282	139084
10000	55	30	5.99137900149934	104774
10000	55	35	5.93639422692371	97620
10000	55	40	5.0442578302315	85021
10000	55	45	4.93210735010565	86584
10000	55	50	5.55490348808673	78745
10000	55	55	6.43765355791306	89394
10000	55	60	6.37386050052299	90088
10000	55	65	5.65610859728507	89320
10000	55	70	6.22813407630282	68168
10000	55	75	5.41788820282687	62843
10000	55	80	6.99159564902765	55568
10000	55	85	7.27685416164118	45872
10000	55	90	8.11683320522675	40419
10000	55	95	392.694936855521	69921
10000	55	100	79.3863796880424	62186
10000	60	5	21.411395899756	761849
10000	60	10	18.2447178718414	361438
10000	60	15	11.1417515456122	189713
10000	60	20	7.72496529642426	128535
10000	60	25	5.46022522645373	92108
10000	60	30	4.73066107956112	74757
10000	60	35	4.29744940965754	71326
10000	60	40	3.71484524843028	59510
10000	60	45	3.81576191473562	55857
10000	60	50	2.96558263195272	68490
10000	60	55	3.51201478743068	54897
10000	60	60	4.01951099036799	60651
10000	60	65	3.6651377210874	59546
10000	60	70	4.14445937714634	62642
10000	60	75	4.01284809022731	53799
10000	60	80	4.24175920436021	42300
10000	60	85	3.48129906758435	36820
10000	60	90	2.92081834797477	27353
10000	60	95	3.03137591739461	45594
10000	60	100	2.46352026449797	35526
10000	65	5	21.4177677577695	506249
10000	65	10	17.6045073650536	192051
10000	65	15	13.7527995520717	83939
10000	65	20	7.2083649230396	67838
10000	65	25	5.08558533193814	54820
10000	65	30	3.57533966285403	51422
10000	65	35	3.11526781989464	48265
10000	65	40	3.03339555972337	46478
10000	65	45	3.81737136738708	41949
10000	65	50	3.34701468634999	38430
10000	65	55	3.33661664194729	38302
10000	65	60	3.52755734318948	40291
10000	65	65	3.15492389880052	36713
10000	65	70	3.0617498188787	39268
10000	65	75	2.98665317806109	41519
10000	65	80	3.00508105492378	37603
10000	65	85	2.43461721350452	32167
10000	65	90	2.19894813202757	29557
10000	65	95	1.6865066706931	32204
10000	65	100	1.61299782978474	32013
10000	70	5	20.8613535555874	325836
10000	70	10	15.7443388365181	95582
10000	70	15	9.79743143261113	89170
10000	70	20	8.19351450259302	49680
10000	70	25	4.92520462884561	37017
10000	70	30	3.30400430957084	30069
10000	70	35	3.12771212256029	28564
10000	70	40	2.93644566496665	28187
10000	70	45	2.6655998171115	31702
10000	70	50	2.65330960918192	36216
10000	70	55	2.5163996128616	35335
10000	70	60	2.64972286061917	32952
10000	70	65	2.54061556045391	39987
10000	70	70	2.49623412954594	37247
10000	70	75	2.45795449192067	40243
10000	70	80	2.28458561202005	40319
10000	70	85	2.28054302369611	42334
10000	70	90	2.08262600536373	38870
10000	70	95	2.51734298508155	26853
10000	70	100	2.64972286061917	17836
10000	75	5	17.1008155064413	233907
10000	75	10	9.05382682805483	85154
10000	75	15	9.64299623523303	42208
10000	75	20	5.57150768094838	25340
10000	75	25	4.27394735326306	50129
10000	75	30	3.22509509895805	28844
10000	75	35	4.1519771319676	25975
10000	75	40	3.51578106272473	50549
10000	75	45	2.53227408142999	59949
10000	75	50	3.03661804108366	48063
10000	75	55	2.53723110865968	30375
10000	75	60	2.64972286061917	32273
10000	75	65	2.5380130330399	53687
10000	75	70	2.47351723396247	50478
10000	75	75	2.4630276956171	55707
10000	75	80	2.3393492162281	54934
10000	75	85	2.51680559290132	61627
10000	75	90	2.12859361590045	60560
10000	75	95	2.16634207813037	50029
10000	75	100	1.99787998893907	30299
10000	80	5	17.1575261241402	118089
10000	80	10	10.8022239872915	56201
10000	80	15	10.6099941554355	21402
10000	80	20	5.6484015605893	19816
10000	80	25	3.89274308996807	37198
10000	80	30	3.85070180357236	22774
10000	80	35	3.7708804233971	62880
10000	80	40	3.31887596654067	84146
10000	80	45	2.99964695354049	90890
10000	80	50	3.16996526820663	107401
10000	80	55	2.61286591566749	62854
10000	80	60	3.11564771269773	49583
10000	80	65	2.98738777255237	62374
10000	80	70	2.70210654020073	42497
10000	80	75	2.65310785368553	52698
10000	80	80	2.21052113577088	42637
10000	80	85	2.37834316695767	51810
10000	80	90	2.01852539697279	64637
10000	80	95	1.88831504196256	57010
10000	80	100	1.84402975541952	49388
10000	85	5	18.5054626365659	56573
10000	85	10	19.944317894204	28859
10000	85	15	44.9894484686021	28808
10000	85	20	37.7921073948101	29030
10000	85	25	5.0603326448527	41929
10000	85	30	2.85943775100402	168241
10000	85	35	4.02098899218616	45566
10000	85	40	3.01418439716312	67061
10000	85	45	2.87765779806301	61577
10000	85	50	3.15325248070562	78724
10000	85	55	2.94327996919184	56695
10000	85	60	3.01945275758871	71430
10000	85	65	2.68383385274884	130632
10000	85	70	2.69618353344768	79793
10000	85	75	2.63548832520491	104164
10000	85	80	2.28517706048261	67445
10000	85	85	2.20530789081181	57798
10000	85	90	2.02395520455939	62206
10000	85	95	1.65332044701963	63784
10000	85	100	1.67014613778706	78921
10000	90	5	17.7458862856978	22775
10000	90	10	28.5653875981078	14202
10000	90	15	21.9140409228202	10196
10000	90	20	36.6648260629486	20055
10000	90	25	6.69482335483135	37483
10000	90	30	4.31935669155658	22839
10000	90	35	3.8744168720776	37038
10000	90	40	3.24925181701582	34629
10000	90	45	3.04295287267934	58282
10000	90	50	2.73753786835582	145233
10000	90	55	2.61065478535851	70661
10000	90	60	2.88652064478124	64711
10000	90	65	2.6390580592773	49301
10000	90	70	2.58465983950726	46408
10000	90	75	2.71484044739239	72784
10000	90	80	2.10904797681657	46661
10000	90	85	1.95198106079857	50236
10000	90	90	1.90864960282436	58113
10000	90	95	1.52383806243982	65600
10000	90	100	1.67680990380285	88439
10000	95	5	21.0562612622634	10219
10000	95	10	31.599535415135	8838
10000	95	15	39.552960167154	15074
10000	95	20	32.2053514324399	18594
10000	95	25	4.9045995573898	25206
10000	95	30	3.34813992226541	18239
10000	95	35	3.62050287929757	43801
10000	95	40	3.21174328127587	37137
10000	95	45	2.49058633674018	66317
10000	95	50	3.03113013941027	58522
10000	95	55	2.51916537613013	51972
10000	95	60	2.44033541173941	57550
10000	95	65	2.26322537488154	117914
10000	95	70	2.27822108812174	90236
10000	95	75	2.20562693638918	120268
10000	95	80	1.92955945600372	105199
10000	95	85	1.81382013925458	115200
10000	95	90	1.61000535315615	149022
10000	95	95	1.35935397039031	144863
10000	95	100	1.46299872466342	175312
10000	100	5	20.3968141744361	4806
10000	100	10	46.7552516954292	18150
10000	100	15	46.8598768147822	22461
10000	100	20	37.2877630639046	18245
10000	100	25	3.00892523114745	46635
10000	100	30	2.91775770854486	25790
10000	100	35	3.49889624724062	20285
10000	100	40	3.34217213567562	21543
10000	100	45	2.60764099454215	44292
10000	100	50	2.48373743347132	66290
10000	100	55	2.37468436039327	50337
10000	100	60	2.36926086153186	57824
10000	100	65	2.48750873045721	129398
10000	100	70	2.36826524570752	143088
10000	100	75	2.1156875984695	187180
10000	100	80	1.82297130335455	160619
10000	100	85	1.56681256795562	165959
10000	100	90	1.6419409273964	291621
10000	100	95	1.38909136347544	350045
10000	100	100	1.12639384162563	502359
20000	5	5	NA	0
20000	5	10	NA	0
20000	5	15	NA	0
20000	5	20	NA	0
20000	5	25	NA	0
20000	5	30	NA	0
20000	5	35	NA	0
20000	5	40	NA	0
20000	5	45	NA	0
20000	5	50	NA	0
20000	5	55	NA	0
20000	5	60	NA	0
20000	5	65	NA	0
20000	5	70	NA	0
20000	5	75	NA	0
20000	5	80	NA	0
20000	5	85	NA	0
20000	5	90	NA	0
20000	5	95	NA	0
20000	5	100	NA	0
20000	10	5	NA	0
20000	10	10	NA	0
20000	10	15	NA	0
20000	10	20	NA	0
20000	10	25	NA	0
20000	10	30	NA	0
20000	10	35	NA	0
20000	10	40	NA	0
20000	10	45	NA	0
20000	10	50	NA	0
20000	10	55	NA	0
20000	10	60	NA	0
20000	10	65	NA	0
20000	10	70	NA	0
20000	10	75	NA	0
20000	10	80	NA	0
20000	10	85	NA	0
20000	10	90	NA	0
20000	10	95	NA	0
20000	10	100	NA	0
20000	15	5	NA	0
20000	15	10	NA	0
20000	15	15	NA	0
20000	15	20	NA	0
20000	15	25	NA	0
20000	15	30	NA	0
20000	15	35	NA	0
20000	15	40	NA	0
20000	15	45	NA	0
20000	15	50	NA	0
20000	15	55	NA	0
20000	15	60	NA	0
20000	15	65	NA	0
20000	15	70	NA	0
20000	15	75	NA	0
20000	15	80	NA	0
20000	15	85	NA	0
20000	15	90	NA	0
20000	15	95	NA	0
20000	15	100	NA	0
20000	20	5	20.0851099688211	1103
20000	20	10	49.6844049879407	23581
20000	20	15	26.4226115845548	3655
20000	20	20	12.4015958511301	252
20000	20	25	7.67261889255106	136
20000	20	30	14.7739082098751	77
20000	20	35	5.5991774163395	127
20000	20	40	11.0367775126602	28
20000	20	45	2.38144518171303	9
20000	20	50	1.65004760758792	25
20000	20	55	5.26427668974826	16
20000	20	60	6.89470264919101	75
20000	20	65	5.14847912377152	21
20000	20	70	1.77727541848323	2
20000	20	75	NA	0
20000	20	80	NA	0
20000	20	85	NA	0
20000	20	90	NA	0
20000	20	95	NA	0
20000	20	100	NA	0
20000	25	5	31.6107195198548	459187
20000	25	10	27.441312952095	2375867
20000	25	15	21.1704738531244	463255
20000	25	20	22.2765314016457	64411
20000	25	25	10.232210936042	19767
20000	25	30	9.75885999833935	6372
20000	25	35	8.03713251853809	5126
20000	25	40	3.5948207353361	4646
20000	25	45	6.0931946512473	4142
20000	25	50	5.85198399827008	2188
20000	25	55	4.79279513742876	3170
20000	25	60	4.74504937139157	1665
20000	25	65	2.41426272732614	4424
20000	25	70	4.57568531361439	3746
20000	25	75	5.14496765699708	3412
20000	25	80	4.77922158138172	3636
20000	25	85	2.59879725085911	647
20000	25	90	3.6571976186216	396
20000	25	95	2.03344537464248	1557
20000	25	100	1.41812586085817	2248
20000	30	5	28.6374455909989	3579534
20000	30	10	24.0809313623841	6990307
20000	30	15	16.7308326916731	1492693
20000	30	20	13.3626373626374	390051
20000	30	25	8.22449070565684	174079
20000	30	30	7.29954696912625	63128
20000	30	35	5.72859861576455	37582
20000	30	40	5.1679751894797	21990
20000	30	45	4.59458209346428	18859
20000	30	50	5.37203091202665	15053
20000	30	55	4.14795402942677	12303
20000	30	60	3.97760912858604	17591
20000	30	65	5.02470385551933	16210
20000	30	70	4.63368748436769	22293
20000	30	75	4.22776695100263	23371
20000	30	80	4.22090322580645	13163
20000	30	85	2.7031547258169	8192
20000	30	90	3.96354269818552	4650
20000	30	95	5.16037071525479	2622
20000	30	100	5.44159975761248	4243
20000	35	5	27.4427620025844	7920753
20000	35	10	19.919469608367	6479830
20000	35	15	14.353007412968	1396693
20000	35	20	12.0387100725814	770805
20000	35	25	9.11203640941222	378695
20000	35	30	8.49620178479239	191079
20000	35	35	8.40707262595249	114320
20000	35	40	7.58967793987957	64536
20000	35	45	7.03193258363631	40605
20000	35	50	6.16907231255201	25453
20000	35	55	5.0959074819116	16833
20000	35	60	5.11332344842194	14207
20000	35	65	4.9975770009041	12920
20000	35	70	4.59306197404799	12009
20000	35	75	4.57073596843671	11966
20000	35	80	5.41554159229819	14860
20000	35	85	5.79415055645832	10534
20000	35	90	5.61186433241192	7619
20000	35	95	4.28309317281184	3390
20000	35	100	5.02629122293011	4320
20000	40	5	26.8672114679771	9331413
20000	40	10	18.5642512859947	3982032
20000	40	15	13.6499940552004	1019430
20000	40	20	11.4429041549327	703893
20000	40	25	8.76635998444991	409587
20000	40	30	8.19045947082916	244874
20000	40	35	7.42318358164892	173408
20000	40	40	7.63126410322424	126783
20000	40	45	7.15095474400731	97886
20000	40	50	6.48181636070989	75136
20000	40	55	6.32637255557656	43760
20000	40	60	5.81985226358755	30832
20000	40	65	6.26717861563962	21503
20000	40	70	6.93160129799803	13190
20000	40	75	6.70688174490672	8933
20000	40	80	6.66308820898193	7089
20000	40	85	6.02743899121996	7103
20000	40	90	4.25164651124559	2963
20000	40	95	4.05303151410515	1377
20000	40	100	4.15130302583361	1203
20000	45	5	25.0168993387215	7595485
20000	45	10	17.6215217642305	2239653
20000	45	15	12.5893824485374	630123
20000	45	20	9.52095613801761	475736
20000	45	25	8.26190467220944	336800
20000	45	30	8.34098931386297	263076
20000	45	35	8.49858683739978	205431
20000	45	40	8.41034336583298	186027
20000	45	45	7.60123977440171	167337
20000	45	50	6.82555685226617	138404
20000	45	55	7.38938313792494	108832
20000	45	60	8.24048655792543	71826
20000	45	65	7.47682612198281	35472
20000	45	70	7.55107872553222	20769
20000	45	75	7.2769482776907	15463
20000	45	80	5.5747641610108	7405
20000	45	85	5.3533921154528	3716
20000	45	90	3.92877692182737	1962
20000	45	95	3.51346829513134	1225
20000	45	100	2.90785194718638	675
20000	50	5	23.4841469330158	4703513
20000	50	10	16.0886513846799	1383076
20000	50	15	10.8174014826375	433047
20000	50	20	8.76998172438522	291299
20000	50	25	8.09634270615345	216376
20000	50	30	7.57869005803917	203658
20000	50	35	7.01038529458646	185322
20000	50	40	6.51364510453746	174873
20000	50	45	6.39987964495261	154597
20000	50	50	6.90348421014353	154759
20000	50	55	7.51083778606714	123526
20000	50	60	7.00126739444902	95132
20000	50	65	7.91573688186916	66118
20000	50	70	7.90179090067877	50794
20000	50	75	7.75313633390808	37377
20000	50	80	6.24746001181943	19766
20000	50	85	4.05953756218761	9034
20000	50	90	2.50198452559333	3492
20000	50	95	2.60253128182425	1838
20000	50	100	2.9342528430755	989
20000	55	5	22.3998188181985	3054074
20000	55	10	14.1695212703127	779379
20000	55	15	8.85247539591347	288443
20000	55	20	7.17609750786514	164766
20000	55	25	5.94766695205479	118734
20000	55	30	5.66866012941001	118984
20000	55	35	5.6581529369062	129134
20000	55	40	5.60693372990055	129129
20000	55	45	5.20184620871619	117718
20000	55	50	5.99065324568611	102257
20000	55	55	6.84053003637549	96904
20000	55	60	7.50544965446872	91319
20000	55	65	7.87414630858449	79054
20000	55	70	7.91799598251211	74424
20000	55	75	7.53253938394008	62548
20000	55	80	5.27180313642844	33475
20000	55	85	4.18845078939024	21495
20000	55	90	2.00259097176375	11400
20000	55	95	2.10444715512033	9021
20000	55	100	2.02340723646254	1969
20000	60	5	22.3013900458853	1842070
20000	60	10	14.2746572313136	379715
20000	60	15	7.7631262437403	154594
20000	60	20	4.24403839253723	94350
20000	60	25	3.51913143523066	85356
20000	60	30	3.64666312621703	78249
20000	60	35	3.72516476874814	73817
20000	60	40	4.0608167082908	74022
20000	60	45	4.0636725851998	81609
20000	60	50	4.7243123226841	73317
20000	60	55	3.8339939599849	66213
20000	60	60	3.39357354648824	55682
20000	60	65	3.50764538267047	50707
20000	60	70	3.07652850385887	51206
20000	60	75	2.87184080287529	35443
20000	60	80	2.25611249493709	28550
20000	60	85	2.06990652035069	25421
20000	60	90	1.76946410515672	26417
20000	60	95	1.59222192700184	41893
