sgRNA,Gene,HL60.initial,KBM7.initial,HL60.final,KBM7.final
C14orf105_m57960264,C14orf105,872,706,1893,2410
C14orf105_m57960282,C14orf105,612,814,1326,2064
C14orf105_m57960318,C14orf105,311,269,1392,1382
C14orf105_m57960342,C14orf105,222,81,490,585
C14orf105_m57960350,C14orf105,150,122,405,134
C14orf105_m57960402,C14orf105,255,192,640,1046
C14orf105_p57960324,C14orf105,441,280,1774,776
C14orf105_p57960334,C14orf105,465,378,995,3000
C14orf105_p57960384,C14orf105,487,413,1437,1688
C14orf105_p57960405,C14orf105,971,372,1356,1488
C14orf119_m23566873,C14orf119,1109,568,2201,1710
C14orf119_m23566886,C14orf119,213,72,111,407
C14orf119_m23566897,C14orf119,1028,696,1782,1385
C14orf119_m23566908,C14orf119,406,498,1481,1328
C14orf119_m23566921,C14orf119,208,197,139,774
C14orf119_m23566950,C14orf119,750,870,2245,2577
C14orf119_m23566973,C14orf119,936,734,2309,1442
C14orf119_p23566854,C14orf119,758,693,546,1179
C14orf119_p23566956,C14orf119,439,244,563,1081
C14orf119_p23566979,C14orf119,584,660,931,1190
C14orf132_m96505850,C14orf132,224,204,504,361
C14orf132_m96552883,C14orf132,429,399,884,1597
C14orf132_m96552902,C14orf132,90,75,239,72
C14orf132_m96552911,C14orf132,522,546,1335,1187
C14orf132_m96552929,C14orf132,475,413,1186,1380
C14orf132_p96505833,C14orf132,770,408,2288,1370
C14orf132_p96505842,C14orf132,312,204,522,836
C14orf132_p96552837,C14orf132,313,317,757,1020
C14orf132_p96552867,C14orf132,585,558,1562,3216
C14orf132_p96552918,C14orf132,526,445,2492,1840
C14orf142_m93673311,C14orf142,225,132,173,388
C14orf142_m93673318,C14orf142,454,602,1315,1305
C14orf142_m93673330,C14orf142,248,209,187,551
C14orf142_m93673349,C14orf142,1560,1926,3585,4768
C14orf142_m93673354,C14orf142,406,243,429,1058
C14orf142_m93673359,C14orf142,534,308,215,847
C14orf142_m93673371,C14orf142,598,848,2684,2785
C14orf142_p93673301,C14orf142,396,280,463,966
C14orf142_p93673320,C14orf142,350,162,599,1275
C14orf142_p93673361,C14orf142,543,272,669,628
C14orf159_m91626655,C14orf159,633,351,1242,1017
C14orf159_m91626666,C14orf159,121,136,107,444
C14orf159_m91626674,C14orf159,1170,820,2292,2868
C14orf159_m91626681,C14orf159,325,197,618,489
C14orf159_m91626710,C14orf159,176,116,1341,2349
C14orf159_m91626729,C14orf159,290,63,275,298
C14orf159_m91633567,C14orf159,558,382,1207,1272
C14orf159_p91626639,C14orf159,199,446,453,471
C14orf159_p91626712,C14orf159,266,314,1271,591
C14orf159_p91626719,C14orf159,485,239,598,701
C14orf166B_m77292849,C14orf166B,1749,1160,3936,4596
C14orf166B_m77292855,C14orf166B,857,541,1044,1419
C14orf166B_m77292865,C14orf166B,655,462,1610,1654
C14orf166B_m77292875,C14orf166B,129,142,749,521
C14orf166B_m77294632,C14orf166B,236,254,421,1323
C14orf166B_m77294653,C14orf166B,639,584,1389,1620
C14orf166B_m77294729,C14orf166B,142,101,336,723
C14orf166B_p77292867,C14orf166B,455,221,396,769
C14orf166B_p77292883,C14orf166B,768,487,1346,2231
C14orf166B_p77294718,C14orf166B,335,255,903,1090
C14orf166_m52456358,C14orf166,1111,936,2617,2895
C14orf166_m52456365,C14orf166,326,785,1242,859
C14orf166_m52456399,C14orf166,156,140,455,703
C14orf166_m52458128,C14orf166,178,48,238,167
C14orf166_p52458043,C14orf166,214,127,37,564
C14orf166_p52458087,C14orf166,350,293,664,225
C14orf166_p52458118,C14orf166,408,371,661,805
C14orf166_p52460509,C14orf166,254,712,1651,342
C14orf166_p52460518,C14orf166,798,483,1191,1950
C14orf166_p52465276,C14orf166,194,344,656,681
C14orf169_m73957723,C14orf169,178,117,200,501
C14orf169_m73957736,C14orf169,130,123,347,700
C14orf169_m73957741,C14orf169,121,110,405,796
C14orf169_m73957752,C14orf169,300,266,665,734
C14orf169_m73957789,C14orf169,501,784,1900,1784
C14orf169_m73957794,C14orf169,637,506,1639,2254
C14orf169_p73957707,C14orf169,679,935,1605,2122
C14orf169_p73957715,C14orf169,512,447,1499,1584
C14orf169_p73957725,C14orf169,416,369,746,714
C14orf169_p73957744,C14orf169,369,211,216,259
C14orf180_m105052796,C14orf180,313,158,615,671
C14orf180_m105052804,C14orf180,772,395,1942,1984
C14orf180_m105052809,C14orf180,165,229,417,1181
C14orf180_m105052828,C14orf180,230,83,308,478
C14orf180_m105052856,C14orf180,277,410,516,765
C14orf180_m105054084,C14orf180,327,533,941,1112
C14orf180_m105054109,C14orf180,984,451,1439,1760
C14orf180_p105052761,C14orf180,353,672,1863,1782
C14orf180_p105052783,C14orf180,785,752,1132,2486
C14orf180_p105052817,C14orf180,924,928,2711,2799
C14orf183_m50558364,C14orf183,410,799,1224,1318
C14orf183_m50558385,C14orf183,323,412,717,820
C14orf183_m50558469,C14orf183,446,729,1285,1902
C14orf183_m50559294,C14orf183,252,175,882,1457
C14orf183_m50559330,C14orf183,913,417,793,1620
C14orf183_m50559349,C14orf183,231,87,646,1270
C14orf183_p50558402,C14orf183,219,378,438,1318
C14orf183_p50558413,C14orf183,812,541,1474,2240
C14orf183_p50558420,C14orf183,469,224,524,325
C14orf183_p50559340,C14orf183,426,434,761,990
C14orf1_m76121287,C14orf1,145,171,740,560
C14orf1_m76121302,C14orf1,394,403,704,956
C14orf1_m76123714,C14orf1,1310,764,2430,2505
C14orf1_m76123786,C14orf1,367,164,1094,932
C14orf1_m76123805,C14orf1,699,504,1014,1277
C14orf1_m76123811,C14orf1,1184,1149,2211,2784
C14orf1_p76121275,C14orf1,658,473,683,685
C14orf1_p76121289,C14orf1,436,349,1500,963
C14orf1_p76123699,C14orf1,432,100,626,222
C14orf1_p76123817,C14orf1,154,149,394,176
C14orf28_m45369754,C14orf28,407,256,603,878
C14orf28_m45369768,C14orf28,332,160,351,680
C14orf28_m45369776,C14orf28,190,52,252,649
C14orf28_m45369807,C14orf28,87,205,271,704
C14orf28_m45369813,C14orf28,377,242,799,831
C14orf28_m45369868,C14orf28,510,279,992,516
C14orf28_p45369702,C14orf28,407,398,792,838
C14orf28_p45369939,C14orf28,413,259,1486,681
C14orf28_p45369945,C14orf28,549,262,972,1094
C14orf28_p45369955,C14orf28,551,599,2727,1875
C14orf2_m104379015,C14orf2,358,258,287,436
C14orf2_m104381443,C14orf2,350,609,1056,2487
C14orf2_m104381449,C14orf2,1045,496,918,394
C14orf2_m104381454,C14orf2,230,188,234,566
C14orf2_m104381462,C14orf2,493,253,902,1342
C14orf2_m104387316,C14orf2,1308,900,2513,3328
C14orf2_p104378994,C14orf2,693,792,1776,1579
C14orf2_p104379000,C14orf2,506,158,626,324
C14orf2_p104381390,C14orf2,532,610,1625,2716
C14orf2_p104381469,C14orf2,468,429,1040,1600
C14orf37_m58605783,C14orf37,179,12,461,205
C14orf37_m58605832,C14orf37,1214,993,1843,1770
C14orf37_m58605952,C14orf37,1605,1481,3324,4526
C14orf37_m58606000,C14orf37,1464,1135,2706,2573
C14orf37_m58606045,C14orf37,392,459,1390,1314
C14orf37_m58606071,C14orf37,295,187,373,120
C14orf37_p58605813,C14orf37,530,257,283,734
C14orf37_p58605834,C14orf37,447,222,887,1506
C14orf37_p58605856,C14orf37,713,881,1787,2097
C14orf37_p58605914,C14orf37,352,151,809,823
C14orf79_m105452812,C14orf79,408,331,1118,1262
C14orf79_m105452852,C14orf79,407,313,1193,1921
C14orf79_p105452760,C14orf79,494,126,392,1084
C14orf79_p105452767,C14orf79,1352,1113,3048,3195
C14orf79_p105452794,C14orf79,405,423,1037,1003
C14orf79_p105452824,C14orf79,133,207,370,314
C14orf79_p105452835,C14orf79,330,448,563,1558
C14orf79_p105452854,C14orf79,612,446,1441,1117
C14orf79_p105452859,C14orf79,218,491,1456,1212
C14orf79_p105452865,C14orf79,659,533,1528,1614
C14orf80_m105957962,C14orf80,711,594,137,131
C14orf80_m105957981,C14orf80,171,79,0,0
C14orf80_m105957987,C14orf80,1930,1688,1072,240
C14orf80_m105958000,C14orf80,445,644,731,382
C14orf80_m105958005,C14orf80,1324,1081,1744,945
C14orf80_m105958450,C14orf80,88,267,380,665
C14orf80_m105958455,C14orf80,235,120,93,38
C14orf80_p105957950,C14orf80,138,114,91,124
C14orf80_p105958014,C14orf80,822,501,553,620
C14orf80_p105958438,C14orf80,721,585,1230,1617
C14orf93_m23468121,C14orf93,312,495,487,524
C14orf93_m23468126,C14orf93,420,700,996,1255
C14orf93_m23468134,C14orf93,1306,1033,1799,1170
C14orf93_m23468143,C14orf93,490,458,1175,988
C14orf93_p23468105,C14orf93,108,88,709,978
C14orf93_p23468160,C14orf93,884,552,2809,2792
C14orf93_p23468175,C14orf93,374,255,476,1069
C14orf93_p23468180,C14orf93,588,565,1686,1243
C14orf93_p23468205,C14orf93,1285,1516,2896,2040
C14orf93_p23468211,C14orf93,518,762,1778,1605
C15orf26_m81426694,C15orf26,310,387,2443,1812
C15orf26_m81426702,C15orf26,310,124,571,241
C15orf26_m81426732,C15orf26,427,298,1191,1499
C15orf26_p81426667,C15orf26,750,705,1653,1942
C15orf26_p81426672,C15orf26,708,531,1186,455
C15orf26_p81426680,C15orf26,195,296,426,832
C15orf26_p81426685,C15orf26,1172,703,1069,1374
C15orf26_p81426711,C15orf26,250,277,937,945
C15orf26_p81426717,C15orf26,385,28,796,767
C15orf26_p81427624,C15orf26,291,170,739,335
C15orf27_m76426604,C15orf27,818,690,2484,2090
C15orf27_m76426619,C15orf27,607,312,1076,2139
C15orf27_m76426635,C15orf27,1148,742,2191,2089
C15orf27_m76430051,C15orf27,0,39,40,46
C15orf27_m76430091,C15orf27,243,332,949,797
C15orf27_m76430112,C15orf27,579,341,827,1676
C15orf27_m76430126,C15orf27,488,505,1194,606
C15orf27_m76430163,C15orf27,268,77,177,111
C15orf27_p76430039,C15orf27,160,77,862,939
C15orf27_p76430130,C15orf27,270,266,734,567
C15orf38_m90454008,C15orf38,576,350,878,1448
C15orf38_m90454030,C15orf38,873,770,1280,2466
C15orf38_m90456004,C15orf38,1258,911,2382,3113
C15orf38_m90456013,C15orf38,262,129,805,547
C15orf38_m90456027,C15orf38,303,148,634,655
C15orf38_m90456047,C15orf38,540,809,1337,1401
C15orf38_p90454016,C15orf38,80,59,183,221
C15orf38_p90456015,C15orf38,209,315,813,1378
C15orf38_p90456030,C15orf38,436,393,566,1264
C15orf38_p90456039,C15orf38,394,588,1120,1129
C15orf39_m75498425,C15orf39,772,577,1785,722
C15orf39_m75498447,C15orf39,58,86,113,351
C15orf39_m75498465,C15orf39,560,687,1575,2107
C15orf39_m75498486,C15orf39,1300,1003,1453,1839
C15orf39_m75498542,C15orf39,561,557,1427,1434
C15orf39_m75498557,C15orf39,1087,623,2355,3422
C15orf39_m75498564,C15orf39,1167,1048,3555,1505
C15orf39_m75498592,C15orf39,791,848,1785,1395
C15orf39_m75498598,C15orf39,741,735,919,740
C15orf39_p75498499,C15orf39,465,336,982,793
C15orf40_m83680250,C15orf40,1124,888,1543,1388
C15orf40_m83680268,C15orf40,565,353,890,780
C15orf40_m83680307,C15orf40,760,539,1614,2335
C15orf40_m83680325,C15orf40,271,128,174,173
C15orf40_m83680335,C15orf40,357,660,1313,1055
C15orf40_m83680341,C15orf40,144,265,1203,412
C15orf40_p83679084,C15orf40,534,739,1278,1420
C15orf40_p83680252,C15orf40,370,493,956,1525
C15orf40_p83680260,C15orf40,1227,958,2894,2825
C15orf40_p83680278,C15orf40,364,412,891,1144
C15orf41_m36983888,C15orf41,164,172,867,257
C15orf41_m36983935,C15orf41,506,485,1268,1529
C15orf41_p36950040,C15orf41,613,715,796,660
C15orf41_p36950050,C15orf41,394,304,922,1315
C15orf41_p36950055,C15orf41,396,280,804,394
C15orf41_p36950065,C15orf41,935,719,2445,2045
C15orf41_p36950074,C15orf41,275,191,320,378
C15orf41_p36983894,C15orf41,668,595,393,509
C15orf41_p36983917,C15orf41,223,181,552,512
C15orf41_p36983943,C15orf41,244,330,581,1005
C15orf43_m45249121,C15orf43,687,390,766,1360
C15orf43_m45249129,C15orf43,486,684,873,691
C15orf43_m45249156,C15orf43,599,120,372,1089
C15orf43_m45249163,C15orf43,200,249,232,497
C15orf43_m45250585,C15orf43,128,223,913,625
C15orf43_p45248904,C15orf43,699,778,1666,1440
C15orf43_p45248913,C15orf43,978,793,2161,1293
C15orf43_p45248947,C15orf43,443,149,370,1085
C15orf43_p45248956,C15orf43,402,190,395,224
C15orf43_p45249080,C15orf43,956,507,1283,1913
C15orf48_m45723207,C15orf48,1000,650,1707,2316
C15orf48_m45723244,C15orf48,1447,1215,2433,3320
C15orf48_m45723277,C15orf48,67,44,24,158
C15orf48_m45724291,C15orf48,392,256,1000,811
C15orf48_m45724297,C15orf48,523,519,737,1380
C15orf48_p45723188,C15orf48,662,465,1022,1415
C15orf48_p45723209,C15orf48,1355,1073,2720,3221
C15orf48_p45723216,C15orf48,1075,660,2460,1971
C15orf48_p45723247,C15orf48,202,237,314,548
C15orf48_p45725146,C15orf48,797,525,2116,1627
C15orf52_m40633013,C15orf52,122,160,418,975
C15orf52_m40633037,C15orf52,214,312,1268,1010
C15orf52_m40633105,C15orf52,528,393,771,810
C15orf52_m40633111,C15orf52,426,466,1566,1278
C15orf52_m40633120,C15orf52,1407,644,2435,1802
C15orf52_m40633125,C15orf52,320,538,754,800
C15orf52_p40633005,C15orf52,920,665,1441,1417
C15orf52_p40633063,C15orf52,441,318,1048,1240
C15orf52_p40633072,C15orf52,1358,894,1210,1417
C15orf52_p40633078,C15orf52,366,179,672,1082
C15orf54_m39544382,C15orf54,579,489,793,1240
C15orf54_m39544396,C15orf54,489,304,695,1024
C15orf54_m39544429,C15orf54,496,333,1118,1251
C15orf54_m39544435,C15orf54,145,324,416,1113
C15orf54_m39544470,C15orf54,596,393,1019,1245
C15orf54_p39544336,C15orf54,749,764,2053,2846
C15orf54_p39544345,C15orf54,835,851,2095,2825
C15orf54_p39544352,C15orf54,911,625,1739,2971
C15orf54_p39544409,C15orf54,513,678,2284,1173
C15orf54_p39544439,C15orf54,505,633,1469,1433
C15orf56_m40544912,C15orf56,801,557,1355,1173
C15orf56_m40544978,C15orf56,320,205,821,900
C15orf56_m40545038,C15orf56,54,72,274,206
C15orf56_m40545044,C15orf56,632,972,1928,2674
C15orf56_p40544853,C15orf56,44,64,300,744
C15orf56_p40544870,C15orf56,423,279,1203,885
C15orf56_p40544981,C15orf56,213,110,475,1135
C15orf56_p40545008,C15orf56,894,844,985,2536
C15orf56_p40545024,C15orf56,377,215,442,885
C15orf56_p40545029,C15orf56,330,293,549,418
C15orf57_m40855062,C15orf57,640,782,2983,2064
C15orf57_m40855068,C15orf57,265,334,1214,1364
C15orf57_m40855084,C15orf57,222,177,481,735
C15orf57_m40855159,C15orf57,312,411,826,1559
C15orf57_m40855168,C15orf57,522,621,1452,1824
C15orf57_m40855173,C15orf57,383,290,593,577
C15orf57_p40855088,C15orf57,806,725,1019,1184
C15orf57_p40855107,C15orf57,397,410,504,1616
C15orf57_p40855121,C15orf57,291,111,103,174
C15orf57_p40855147,C15orf57,283,126,342,877
C15orf60_m73735550,C15orf60,528,371,1712,1202
C15orf60_m73735558,C15orf60,96,202,405,577
C15orf60_m73735569,C15orf60,319,235,1241,1018
C15orf60_m73735592,C15orf60,0,88,113,181
C15orf60_m73735608,C15orf60,464,321,814,769
C15orf60_m73735619,C15orf60,790,359,1413,1182
C15orf60_m73735629,C15orf60,1181,817,2243,2041
C15orf60_m73735636,C15orf60,517,768,2243,1829
C15orf60_p73735513,C15orf60,980,535,1069,557
C15orf60_p73735578,C15orf60,258,211,199,388
C15orf61_m67813587,C15orf61,20,93,268,312
C15orf61_m67813608,C15orf61,156,235,413,605
C15orf61_m67813670,C15orf61,717,882,2422,1867
C15orf61_m67813676,C15orf61,435,447,976,1280
C15orf61_m67813683,C15orf61,544,261,525,544
C15orf61_p67813578,C15orf61,517,328,1014,749
C15orf61_p67813591,C15orf61,400,360,993,1515
C15orf61_p67813617,C15orf61,711,781,1591,1952
C15orf61_p67813623,C15orf61,1090,673,1291,1614
C15orf61_p67813692,C15orf61,439,485,866,1083
C16orf11_m613295,C16orf11,393,636,934,1101
C16orf11_m613357,C16orf11,223,233,994,1267
C16orf11_m613366,C16orf11,1309,1046,3692,3064
C16orf11_m613396,C16orf11,348,465,908,1599
C16orf11_m613423,C16orf11,951,646,2564,2403
C16orf11_m613430,C16orf11,178,150,590,605
C16orf11_p613280,C16orf11,114,150,491,384
C16orf11_p613287,C16orf11,372,283,812,961
C16orf11_p613302,C16orf11,397,472,1608,1568
C16orf11_p613309,C16orf11,376,304,1155,742
C16orf13_m686220,C16orf13,1224,683,1854,1666
C16orf13_m686226,C16orf13,414,636,1036,788
C16orf13_m686259,C16orf13,19,28,24,158
C16orf13_m686271,C16orf13,724,611,1052,1131
C16orf13_m686280,C16orf13,642,706,1371,2228
C16orf13_p686193,C16orf13,591,406,1912,1344
C16orf13_p686198,C16orf13,327,329,1642,1010
C16orf13_p686205,C16orf13,1337,904,3069,3885
C16orf13_p686230,C16orf13,658,499,892,2141
C16orf13_p686251,C16orf13,354,434,600,933
C16orf45_m15609182,C16orf45,817,858,2173,2491
C16orf45_m15609197,C16orf45,346,231,1041,906
C16orf45_m15609205,C16orf45,132,85,302,194
C16orf45_m15661838,C16orf45,1240,866,2759,2798
C16orf45_p15609147,C16orf45,769,348,429,984
C16orf45_p15609162,C16orf45,347,206,436,947
C16orf45_p15609186,C16orf45,672,641,1478,2803
C16orf45_p15609234,C16orf45,417,244,794,1084
C16orf45_p15609242,C16orf45,107,239,539,569
C16orf45_p15609257,C16orf45,510,378,1043,927
C16orf52_m22019638,C16orf52,845,374,950,886
C16orf52_m22019665,C16orf52,152,222,341,758
C16orf52_m22019680,C16orf52,936,657,2492,2132
C16orf52_m22019686,C16orf52,667,367,778,946
C16orf52_m22019695,C16orf52,459,332,851,1066
C16orf52_m22086806,C16orf52,130,73,70,193
C16orf52_m22086826,C16orf52,382,381,917,1558
C16orf52_p22019625,C16orf52,394,641,965,1579
C16orf52_p22086830,C16orf52,309,357,1117,828
C16orf52_p22086840,C16orf52,723,419,1084,1719
C16orf54_m29756151,C16orf54,345,157,399,428
C16orf54_m29756188,C16orf54,119,242,209,241
C16orf54_m29756245,C16orf54,796,346,1244,1207
C16orf54_p29756112,C16orf54,203,289,698,866
C16orf54_p29756130,C16orf54,704,662,1225,2102
C16orf54_p29756139,C16orf54,649,494,1867,2225
C16orf54_p29756153,C16orf54,1085,1233,2351,2967
C16orf54_p29756180,C16orf54,816,709,2058,1601
C16orf54_p29756231,C16orf54,501,539,1066,1417
C16orf54_p29756237,C16orf54,46,143,592,325
C16orf55_m89724727,C16orf55,839,521,1041,1549
C16orf55_m89724736,C16orf55,555,339,1881,896
C16orf55_m89724790,C16orf55,172,108,427,342
C16orf55_m89724799,C16orf55,236,328,438,873
C16orf55_m89724813,C16orf55,183,30,202,990
C16orf55_p89724707,C16orf55,534,428,732,690
C16orf55_p89724715,C16orf55,534,599,1690,1487
C16orf55_p89724746,C16orf55,963,723,885,472
C16orf55_p89724761,C16orf55,796,665,2290,2528
C16orf55_p89735712,C16orf55,203,147,932,1006
C16orf58_m31519515,C16orf58,1071,966,4537,2321
C16orf58_m31519591,C16orf58,1031,401,1604,1125
C16orf58_m31519640,C16orf58,763,674,2097,1542
C16orf58_m31519675,C16orf58,1042,967,1497,1953
C16orf58_m31519680,C16orf58,540,296,909,862
C16orf58_p31519518,C16orf58,748,434,1380,1235
C16orf58_p31519532,C16orf58,479,573,1641,1155
C16orf58_p31519538,C16orf58,497,387,983,1412
C16orf58_p31519595,C16orf58,45,0,54,70
C16orf58_p31519644,C16orf58,709,427,1271,2003
C16orf59_m2510282,C16orf59,0,27,100,112
C16orf59_m2510309,C16orf59,418,702,648,410
C16orf59_m2510318,C16orf59,261,412,336,177
C16orf59_m2510630,C16orf59,355,555,1228,1036
C16orf59_m2510640,C16orf59,213,324,881,281
C16orf59_p2510132,C16orf59,552,232,1264,1240
C16orf59_p2510345,C16orf59,234,139,556,0
C16orf59_p2510360,C16orf59,982,974,1391,774
C16orf59_p2510612,C16orf59,599,513,1014,2088
C16orf59_p2510619,C16orf59,0,64,54,0
C16orf62_m19566836,C16orf62,1312,876,2848,3055
C16orf62_m19566869,C16orf62,381,404,1118,1296
C16orf62_m19566895,C16orf62,439,336,1016,1189
C16orf62_p19566771,C16orf62,1318,898,2342,2323
C16orf62_p19566788,C16orf62,147,325,498,343
C16orf62_p19566797,C16orf62,96,147,532,98
C16orf62_p19566802,C16orf62,215,28,140,0
C16orf62_p19566897,C16orf62,788,722,2162,2870
C16orf62_p19566907,C16orf62,868,914,2419,1957
C16orf62_p19566916,C16orf62,320,425,1166,974
C16orf70_m67144078,C16orf70,500,288,374,1039
C16orf70_m67144089,C16orf70,507,398,1228,1714
C16orf70_m67154022,C16orf70,73,428,2121,1916
C16orf70_m67154041,C16orf70,463,615,1600,1393
C16orf70_p67144068,C16orf70,535,557,1685,1532
C16orf70_p67144092,C16orf70,502,426,1159,1711
C16orf70_p67144119,C16orf70,930,783,2483,3276
C16orf70_p67154003,C16orf70,1,238,171,624
C16orf70_p67154009,C16orf70,204,165,367,854
C16orf70_p67154075,C16orf70,195,76,14,168
C16orf71_m4786514,C16orf71,599,425,1382,2097
C16orf71_m4786525,C16orf71,1006,561,2677,1475
C16orf71_m4786591,C16orf71,427,232,283,814
C16orf71_m4786613,C16orf71,438,764,1929,2678
C16orf71_p4786517,C16orf71,837,713,991,1438
C16orf71_p4786529,C16orf71,751,836,1386,1713
C16orf71_p4786540,C16orf71,865,602,1112,2259
C16orf71_p4786553,C16orf71,348,206,1894,1681
C16orf71_p4786577,C16orf71,530,447,1265,905
C16orf71_p4786604,C16orf71,667,461,1605,2362
C16orf72_m9185939,C16orf72,125,128,643,1423
C16orf72_m9185952,C16orf72,444,262,501,923
C16orf72_p9185890,C16orf72,1130,646,943,472
C16orf72_p9185897,C16orf72,691,857,854,137
C16orf72_p9185906,C16orf72,622,247,0,0
C16orf72_p9185918,C16orf72,616,924,1737,1325
C16orf72_p9185925,C16orf72,845,689,1173,2764
C16orf72_p9185956,C16orf72,402,168,595,1406
C16orf72_p9185966,C16orf72,732,354,1534,2090
C16orf72_p9185972,C16orf72,304,453,1649,942
C16orf74_m85741655,C16orf74,601,890,1764,2280
C16orf74_m85741666,C16orf74,76,0,111,0
C16orf74_m85743780,C16orf74,835,771,1701,2624
C16orf74_m85743787,C16orf74,73,172,383,389
C16orf74_m85743871,C16orf74,821,711,1731,2240
C16orf74_m85768797,C16orf74,652,240,929,1320
C16orf74_p85743823,C16orf74,1121,665,2071,2453
C16orf74_p85743838,C16orf74,585,616,1988,1666
C16orf74_p85743843,C16orf74,27,147,375,723
C16orf74_p85768784,C16orf74,455,833,2182,1359
C16orf78_m49407873,C16orf78,447,254,706,1038
C16orf78_m49407889,C16orf78,34,42,125,420
C16orf78_m49407947,C16orf78,155,139,955,1077
C16orf78_p49407846,C16orf78,985,537,1881,3606
C16orf78_p49407855,C16orf78,1423,676,2563,2295
C16orf78_p49407875,C16orf78,285,95,435,515
C16orf78_p49407905,C16orf78,363,909,1736,3463
C16orf78_p49407933,C16orf78,1081,678,1773,1583
C16orf78_p49407938,C16orf78,893,712,2800,3067
C16orf78_p49407950,C16orf78,570,654,979,1484
C16orf80_m58150777,C16orf80,1268,867,1697,691
C16orf80_m58150806,C16orf80,501,701,1199,869
C16orf80_m58150847,C16orf80,250,72,79,370
C16orf80_m58162946,C16orf80,404,535,729,820
C16orf80_p58150031,C16orf80,1220,577,1074,329
C16orf80_p58150785,C16orf80,371,402,739,280
C16orf80_p58150791,C16orf80,1145,757,1884,3468
C16orf80_p58162962,C16orf80,303,459,193,7
C16orf80_p58162967,C16orf80,597,702,341,140
C16orf80_p58162979,C16orf80,454,308,126,0
C16orf86_m67700954,C16orf86,519,453,1484,1814
C16orf86_m67700970,C16orf86,238,255,790,297
C16orf86_m67701204,C16orf86,285,215,729,1038
C16orf86_m67701218,C16orf86,824,870,1568,3917
C16orf86_m67701224,C16orf86,767,559,1896,1589
C16orf86_p67700860,C16orf86,996,776,2043,4357
C16orf86_p67700865,C16orf86,388,181,919,971
C16orf86_p67700905,C16orf86,801,883,1926,1478
C16orf86_p67700933,C16orf86,289,536,1254,1288
C16orf86_p67701185,C16orf86,1169,665,2963,2379
C16orf87_m46843674,C16orf87,552,559,1882,2164
C16orf87_m46858299,C16orf87,215,216,457,750
C16orf87_m46858365,C16orf87,367,274,1065,833
C16orf87_m46865030,C16orf87,265,478,1103,840
C16orf87_p46843659,C16orf87,100,98,297,145
C16orf87_p46858284,C16orf87,470,418,773,957
C16orf87_p46858347,C16orf87,600,394,1411,1288
C16orf87_p46858368,C16orf87,814,803,2219,3236
C16orf87_p46864989,C16orf87,723,416,920,1325
C16orf87_p46865022,C16orf87,532,495,1651,1487
C16orf89_m5115833,C16orf89,882,451,1308,1516
C16orf89_m5115838,C16orf89,39,324,409,671
C16orf89_m5115855,C16orf89,654,764,1416,1327
C16orf89_m5115898,C16orf89,415,223,939,1249
C16orf89_p5115776,C16orf89,520,404,1836,1860
C16orf89_p5115786,C16orf89,2110,1273,4400,3020
C16orf89_p5115817,C16orf89,356,169,452,616
C16orf89_p5115825,C16orf89,957,822,1707,2345
C16orf89_p5115841,C16orf89,1096,1013,1726,1183
C16orf89_p5115863,C16orf89,569,455,1292,1297
C16orf91_m1470542,C16orf91,35,168,357,776
C16orf91_m1470548,C16orf91,37,62,305,332
C16orf91_m1470556,C16orf91,35,47,1,116
C16orf91_m1470584,C16orf91,788,571,1738,3392
C16orf91_m1470589,C16orf91,180,580,1453,2252
C16orf91_m1470605,C16orf91,184,363,757,1142
C16orf91_p1470516,C16orf91,318,284,670,403
C16orf91_p1470527,C16orf91,363,297,766,1435
C16orf91_p1470534,C16orf91,828,667,1384,1729
C16orf91_p1470680,C16orf91,423,551,1068,1076
C16orf92_m30034676,C16orf92,1014,1107,2501,2682
C16orf92_m30035058,C16orf92,474,167,468,602
C16orf92_m30035097,C16orf92,221,394,895,698
C16orf92_p30034663,C16orf92,1322,896,2311,2138
C16orf92_p30034668,C16orf92,74,262,696,405
C16orf92_p30034678,C16orf92,613,489,1040,1579
C16orf92_p30034688,C16orf92,986,657,1440,1569
C16orf92_p30035048,C16orf92,758,602,705,565
C16orf92_p30035060,C16orf92,588,624,1308,1662
C16orf92_p30035111,C16orf92,600,402,523,962
C16orf93_m30772906,C16orf93,1247,1285,1574,3047
C16orf93_m30772912,C16orf93,711,624,1340,833
C16orf93_m30772922,C16orf93,354,352,1231,1209
C16orf93_m30772931,C16orf93,1493,865,3480,2559
C16orf93_m30772949,C16orf93,658,406,798,949
C16orf93_m30772957,C16orf93,1135,789,1450,1462
C16orf93_m30772962,C16orf93,620,472,505,735
C16orf93_m30772986,C16orf93,348,207,813,1392
C16orf93_m30772993,C16orf93,138,75,98,341
C16orf93_m30773023,C16orf93,1500,1011,2893,2400
C16orf95_m87348694,C16orf95,1414,520,2000,2313
C16orf95_m87350702,C16orf95,509,517,1377,1691
C16orf95_m87350727,C16orf95,201,200,611,258
C16orf95_m87350764,C16orf95,389,206,749,780
C16orf95_p87348660,C16orf95,576,386,1719,2084
C16orf95_p87348666,C16orf95,719,717,1678,1803
C16orf95_p87349364,C16orf95,400,358,796,1144
C16orf95_p87349389,C16orf95,688,581,1424,2410
C16orf95_p87350692,C16orf95,1135,511,2323,2811
C16orf95_p87350770,C16orf95,149,189,337,826
C16orf96_m4606515,C16orf96,462,827,1138,1832
C16orf96_m4606524,C16orf96,1097,483,1393,1089
