gene	lof.pLI
KRT34	2.7903e-10
KRT34	5.9319e-09
KRT35	1.1572e-09
KRT35	1.1572e-09
KRT36	2.1642e-13
KRT36	2.1642e-13
KRT36	3.0660e-15
KRT37	2.8839e-12
KRT37	2.8839e-12
KRT38	1.6245e-17
KRT38	1.6245e-17
KRT39	8.7375e-14
KRT39	8.7375e-14
KRT4	1.2573e-13
KRT4	1.2573e-13
KRT40	5.6136e-15
KRT40	5.6136e-15
KRT40	5.6136e-15
KRT40	8.4984e-07
KRT40	5.6136e-15
KRT40	5.6136e-15
KRT40	5.6136e-15
KRT5	9.0196e-01
KRT5	9.0196e-01
KRT5	5.1513e-01
KRT5	1.1608e-01
KRT5	3.2754e-01
KRT5	7.1518e-01
KRT5	3.2810e-01
KRT6A	6.2076e-05
KRT6A	6.2076e-05
KRT6B	4.6738e-07
KRT6B	4.6738e-07
KRT6C	7.2253e-17
KRT6C	7.2253e-17
KRT7	1.2172e-17
KRT7	4.8410e-15
KRT7	2.3451e-08
KRT7	1.2172e-17
KRT71	2.3944e-12
KRT71	1.9785e-11
KRT71	2.3944e-12
KRT72	4.5040e-13
KRT72	2.1187e-10
KRT72	4.5040e-13
KRT72	2.1637e-15
KRT72	5.0243e-13
KRT72	2.1637e-15
KRT72	5.0243e-13
KRT72	9.1114e-12
KRT72	1.8090e-12
KRT72	4.5040e-13
KRT72	2.1187e-10
KRT72	4.5040e-13
KRT72	2.5920e-08
KRT73	2.7641e-14
KRT73	4.3199e-12
KRT73	2.7641e-14
KRT73	2.8638e-07
KRT74	1.3537e-13
KRT74	1.3537e-13
KRT74	1.3537e-13
KRT75	6.9063e-10
KRT75	6.9063e-10
KRT76	3.4900e-14
KRT76	3.4900e-14
KRT77	2.7552e-12
KRT77	1.8896e-07
KRT77	2.3377e-08
KRT77	2.7552e-12
KRT78	8.4649e-20
KRT78	1.2506e-20
KRT78	6.6928e-20
KRT78	1.2506e-20
KRT78	8.4649e-20
KRT78	4.3698e-01
KRT79	2.4802e-18
KRT79	2.4802e-18
KRT79	1.9745e-01
KRT8	5.4410e-05
KRT8	6.2948e-04
KRT8	6.2948e-04
KRT8	6.2948e-04
KRT8	9.6149e-02
KRT8	2.8701e-01
KRT8	6.2948e-04
KRT8	7.8078e-01
KRT8	3.3798e-02
KRT8	5.4410e-05
KRT8	6.2948e-04
KRT8	8.7965e-02
KRT8	6.2948e-04
KRT80	1.6404e-08
KRT80	1.9881e-09
KRT80	7.5837e-10
KRT80	1.6404e-08
KRT80	1.9881e-09
KRT81	4.4333e-13
KRT81	4.4333e-13
KRT82	7.9630e-13
KRT82	7.9630e-13
KRT83	2.2378e-17
KRT83	2.2378e-17
KRT84	1.6349e-09
KRT84	1.6349e-09
KRT84	1.6349e-09
KRT85	8.1456e-05
KRT85	2.1193e-09
KRT85	2.1193e-09
KRT85	8.1456e-05
KRT86	1.0074e-07
KRT86	1.1567e-08
KRT86	1.0074e-07
KRT86	1.0074e-07
KRT86	1.0074e-07
KRT86	2.9804e-01
KRT9	6.5500e-08
KRT9	6.5500e-08
KRT9	1.0859e-07
KRTAP1-1	8.0795e-03
KRTAP1-1	8.0795e-03
KRTAP1-3	8.6836e-04
KRTAP1-3	8.6836e-04
KRTAP1-4	2.2993e-02
KRTAP1-4	2.2993e-02
KRTAP1-5	4.6455e-03
KRTAP1-5	4.6455e-03
KRTAP10-1	5.8839e-02
KRTAP10-1	5.8839e-02
KRTAP10-10	3.6695e-01
KRTAP10-10	3.6695e-01
KRTAP10-11	5.1561e-02
KRTAP10-11	5.1561e-02
KRTAP10-12	1.3641e-01
KRTAP10-12	1.3641e-01
KRTAP10-12	5.1217e-03
KRTAP10-2	1.6030e-01
KRTAP10-2	1.6030e-01
KRTAP10-4	3.4999e-01
KRTAP10-4	3.4999e-01
KRTAP10-5	8.9887e-02
KRTAP10-5	8.9887e-02
KRTAP10-6	1.6902e-01
KRTAP10-6	1.6902e-01
KRTAP10-7	4.1424e-01
KRTAP10-7	4.1424e-01
KRTAP10-8	1.4482e-01
KRTAP10-8	1.4482e-01
KRTAP10-9	2.1151e-01
KRTAP10-9	2.1151e-01
KRTAP11-1	2.4898e-07
KRTAP11-1	2.4898e-07
KRTAP12-1	3.2144e-01
KRTAP12-1	3.2144e-01
KRTAP12-2	1.8175e-01
KRTAP12-2	1.8175e-01
KRTAP12-3	4.9209e-03
KRTAP12-3	4.9209e-03
KRTAP12-4	1.2623e-01
KRTAP12-4	1.2623e-01
KRTAP13-1	1.6587e-01
KRTAP13-1	1.6587e-01
KRTAP13-3	1.2337e-01
KRTAP13-3	1.2337e-01
KRTAP13-4	3.6753e-01
KRTAP13-4	3.6753e-01
KRTAP15-1	4.1088e-01
KRTAP15-1	4.1088e-01
KRTAP16-1	3.5466e-01
KRTAP16-1	3.5466e-01
KRTAP17-1	7.5796e-01
KRTAP17-1	7.5796e-01
KRTAP19-1	6.0447e-03
KRTAP19-1	6.0447e-03
KRTAP19-2	1.5619e-02
KRTAP19-2	1.5619e-02
KRTAP19-3	1.7880e-01
KRTAP19-3	1.7880e-01
KRTAP19-4	3.1587e-01
KRTAP19-4	3.1587e-01
KRTAP19-5	5.9487e-02
KRTAP19-5	5.9487e-02
KRTAP19-6	4.0712e-01
KRTAP19-6	4.0712e-01
KRTAP19-7	2.4228e-03
KRTAP19-7	2.4228e-03
KRTAP2-1	6.3117e-02
KRTAP2-1	6.3117e-02
KRTAP2-2	1.4886e-01
KRTAP2-2	1.4886e-01
KRTAP2-3	2.0037e-04
KRTAP2-3	2.0037e-04
KRTAP2-4	1.4686e-02
KRTAP2-4	1.4686e-02
KRTAP20-1	1.4320e-03
KRTAP20-1	1.4320e-03
KRTAP20-2	8.8117e-04
KRTAP20-2	8.8117e-04
KRTAP20-3	2.6454e-01
KRTAP20-3	2.6454e-01
KRTAP21-1	5.7177e-01
KRTAP21-1	5.7177e-01
KRTAP21-2	1.8864e-01
KRTAP21-2	1.8864e-01
KRTAP21-3	3.0676e-01
KRTAP21-3	3.0676e-01
KRTAP22-1	1.9649e-01
KRTAP22-1	1.9649e-01
KRTAP22-2	3.1234e-01
KRTAP22-2	3.1234e-01
KRTAP23-1	3.1338e-01
KRTAP23-1	3.1338e-01
KRTAP24-1	4.5187e-01
KRTAP24-1	4.5187e-01
KRTAP25-1	6.1673e-02
KRTAP25-1	6.1673e-02
KRTAP26-1	3.2921e-01
KRTAP26-1	3.2921e-01
KRTAP27-1	2.0208e-02
KRTAP27-1	2.0208e-02
KRTAP29-1	2.9526e-01
KRTAP29-1	2.9526e-01
KRTAP3-1	1.6655e-02
KRTAP3-1	1.6655e-02
KRTAP3-2	4.0684e-01
KRTAP3-2	4.0684e-01
KRTAP3-3	3.0231e-05
KRTAP3-3	3.0231e-05
KRTAP4-1	1.1638e-01
KRTAP4-1	1.1638e-01
KRTAP4-11	7.5305e-03
KRTAP4-11	7.5305e-03
KRTAP4-12	5.6822e-02
KRTAP4-12	5.6822e-02
KRTAP4-2	3.2916e-01
KRTAP4-2	3.2916e-01
KRTAP4-3	4.4208e-02
KRTAP4-3	4.4208e-02
KRTAP4-4	3.8828e-02
KRTAP4-4	3.8828e-02
KRTAP4-5	4.2778e-01
KRTAP4-5	4.2778e-01
KRTAP4-6	1.5275e-01
KRTAP4-6	1.5275e-01
KRTAP4-7	2.8961e-01
KRTAP4-7	2.8961e-01
KRTAP4-8	3.6973e-01
KRTAP4-8	3.6973e-01
KRTAP4-9	3.6919e-04
KRTAP4-9	3.6919e-04
KRTAP5-1	3.5722e-02
KRTAP5-1	3.5722e-02
KRTAP5-10	4.9069e-01
KRTAP5-10	4.9069e-01
KRTAP5-11	1.0256e-02
KRTAP5-11	1.0256e-02
KRTAP5-2	2.9879e-01
KRTAP5-2	2.9879e-01
KRTAP5-3	3.3067e-01
KRTAP5-3	3.3067e-01
KRTAP5-5	3.8239e-01
KRTAP5-5	3.8239e-01
KRTAP5-6	6.2244e-02
KRTAP5-6	6.2244e-02
KRTAP5-7	3.9494e-01
KRTAP5-7	3.9494e-01
KRTAP5-8	3.3362e-01
KRTAP5-8	3.3362e-01
KRTAP5-9	7.8000e-02
KRTAP5-9	7.8000e-02
KRTAP6-1	1.2248e-03
KRTAP6-1	1.2248e-03
KRTAP6-2	1.1772e-02
KRTAP6-2	1.1772e-02
KRTAP6-3	7.1245e-03
KRTAP6-3	7.1245e-03
KRTAP7-1	1.4255e-01
KRTAP7-1	1.4255e-01
KRTAP8-1	4.1940e-02
KRTAP8-1	4.1940e-02
KRTAP9-1	3.5185e-04
KRTAP9-1	3.5185e-04
KRTAP9-1	3.6864e-06
KRTAP9-2	1.6453e-04
KRTAP9-2	1.6453e-04
KRTAP9-3	8.6424e-05
KRTAP9-3	8.6424e-05
KRTAP9-4	1.1576e-02
KRTAP9-4	1.1576e-02
KRTAP9-6	3.3785e-02
KRTAP9-6	3.3785e-02
KRTAP9-7	3.9600e-01
KRTAP9-7	3.9600e-01
KRTAP9-8	8.9631e-04
KRTAP9-8	8.9631e-04
KRTAP9-9	1.6079e-04
KRTAP9-9	1.6079e-04
KRTCAP2	1.3862e-02
KRTCAP2	1.3862e-02
KRTCAP2	3.1457e-02
KRTCAP2	1.1655e-01
KRTCAP2	3.7892e-03
KRTCAP3	1.9935e-06
KRTCAP3	3.1181e-06
KRTCAP3	3.1181e-06
KRTCAP3	3.1181e-06
KRTCAP3	5.5196e-05
KRTCAP3	1.8499e-02
KRTCAP3	8.8975e-02
KRTCAP3	1.9935e-06
KRTDAP	2.8110e-02
KRTDAP	1.2433e-03
KRTDAP	1.2433e-03
KRTDAP	2.8110e-02
KSR1	9.9219e-01
KSR1	9.9219e-01
KSR1	9.8275e-01
KSR1	9.6772e-01
KSR1	9.8517e-01
KSR1	9.8526e-01
KSR1	9.9230e-01
KSR1	9.8517e-01
KSR1	9.8604e-01
KSR1	9.8547e-01
KSR1	9.9230e-01
KSR1	9.9230e-01
KSR1	9.9230e-01
KSR1	9.9230e-01
KSR1	9.9230e-01
KSR1	9.9230e-01
KSR1	9.9230e-01
KSR1	9.8554e-01
KSR1	9.8300e-01
KSR1	2.6422e-01
KSR1	4.7427e-01
KSR1	9.9230e-01
KSR1	8.5766e-01
KSR1	9.8517e-01
KSR1	9.9230e-01
KSR1	8.9504e-01
KSR1	7.9293e-01
KSR1	7.6550e-01
KSR1	9.8526e-01
KSR1	9.9219e-01
KSR2	1.0000e+00
KSR2	1.0000e+00
KSR2	1.0000e+00
KSR2	1.0000e+00
KSR2	1.0000e+00
KSR2	1.0000e+00
KSR2	1.0000e+00
KSR2	1.0000e+00
KSR2	1.0000e+00
KSR2	1.0000e+00
KTI12	1.1854e-03
KTI12	1.1854e-03
KTN1	2.5053e-05
KTN1	1.7606e-05
KTN1	1.7606e-05
KTN1	1.7606e-05
KTN1	2.5053e-05
KTN1	1.7606e-05
KTN1	2.5053e-05
KTN1	2.5053e-05
KTN1	2.5053e-05
KTN1	2.5053e-05
KTN1	1.7606e-05
KTN1	2.5053e-05
KTN1	2.5053e-05
KTN1	2.5053e-05
KTN1	2.5053e-05
KTN1	1.7606e-05
KTN1	1.7606e-05
KTN1	1.7606e-05
KTN1	1.7606e-05
KTN1	1.7606e-05
KTN1	1.7606e-05
KTN1	1.6944e-05
KTN1	1.6944e-05
KTN1	1.7606e-05
KTN1	2.5053e-05
KTN1	1.7606e-05
KTN1	1.7606e-05
KTN1	1.2309e-02
KTN1	6.6969e-03
KTN1	4.9815e-01
KTN1	8.1017e-01
KTN1	6.6969e-03
KTN1	7.0258e-01
KXD1	8.5312e-02
KXD1	8.5312e-02
KXD1	8.5312e-02
KXD1	1.6598e-01
KXD1	8.5312e-02
KXD1	8.5312e-02
KXD1	8.5312e-02
KXD1	8.5312e-02
KXD1	1.6598e-01
KXD1	8.5312e-02
KXD1	8.5312e-02
KXD1	8.5312e-02
KXD1	8.5312e-02
KXD1	5.8667e-01
KXD1	4.5146e-01
KXD1	4.3746e-01
KXD1	4.3268e-01
KXD1	4.3268e-01
KXD1	8.5312e-02
KXD1	1.7024e-01
KXD1	5.4142e-01
KXD1	3.0642e-03
KXD1	8.5312e-02
KY	2.6785e-07
KY	4.6292e-05
KY	2.6785e-07
KY	1.6897e-04
KY	9.0457e-07
KY	3.8539e-06
KY	8.6428e-07
KY	1.3002e-05
KY	3.8539e-06
KY	7.1725e-04
KY	9.0457e-07
KY	1.0643e-05
KY	2.6785e-07
KYAT1	4.3308e-14
KYAT1	6.0483e-12
KYAT1	1.5643e-16
KYAT1	4.3308e-14
KYAT1	4.3308e-14
KYAT1	4.3308e-14
KYAT1	4.3308e-14
KYAT1	4.3308e-14
KYAT1	4.3308e-14
KYAT1	1.5643e-16
KYAT1	2.1561e-18
KYAT1	2.1561e-18
KYAT1	4.2091e-15
KYAT1	4.2091e-15
KYAT1	7.2748e-13
KYAT1	4.3308e-14
KYAT1	4.3308e-14
KYAT1	4.3308e-14
KYAT1	4.3308e-14
KYAT1	1.5643e-16
KYAT1	4.3308e-14
KYAT1	4.3308e-14
KYAT1	7.2748e-13
KYAT1	4.3308e-14
KYAT1	6.0483e-12
KYAT1	3.4035e-07
KYAT1	1.6769e-06
KYAT1	1.5643e-16
KYAT1	4.1000e-08
KYAT3	2.7923e-06
KYAT3	2.7923e-06
KYAT3	2.7923e-06
KYAT3	2.7923e-06
KYAT3	4.0849e-05
KYAT3	4.0849e-05
KYAT3	2.7923e-06
KYAT3	1.0307e-04
KYAT3	2.7923e-06
KYNU	6.8010e-06
KYNU	1.0563e-08
KYNU	1.0563e-08
KYNU	4.4724e-07
KYNU	6.8010e-06
KYNU	1.0563e-08
KYNU	1.0563e-08
KYNU	6.8010e-06
KYNU	1.0563e-08
KYNU	3.1702e-05
KYNU	8.4809e-06
KYNU	2.9612e-04
KYNU	7.0525e-05
L1TD1	2.9560e-06
L1TD1	2.9560e-06
L1TD1	2.9560e-06
L2HGDH	2.0708e-06
L2HGDH	2.0708e-06
L2HGDH	2.6564e-06
L2HGDH	2.6564e-06
L2HGDH	4.4929e-05
L2HGDH	2.6564e-06
L2HGDH	4.4929e-05
L2HGDH	4.4929e-05
L2HGDH	4.7881e-03
L2HGDH	2.3642e-05
L2HGDH	2.0708e-06
L2HGDH	2.0708e-06
L2HGDH	4.7881e-03
L2HGDH	2.2650e-02
L3HYPDH	7.0952e-07
L3HYPDH	7.0952e-07
L3HYPDH	8.0883e-10
L3HYPDH	8.7196e-14
L3HYPDH	7.0952e-07
L3HYPDH	8.7196e-14
L3HYPDH	1.9850e-04
L3HYPDH	3.2362e-05
L3MBTL1	1.5377e-15
L3MBTL1	6.5583e-16
L3MBTL1	1.9968e-16
L3MBTL1	7.0130e-16
L3MBTL1	3.3518e-16
L3MBTL1	1.1779e-15
L3MBTL1	6.9683e-14
L3MBTL1	8.5549e-16
L3MBTL1	4.0523e-15
L3MBTL1	3.3518e-16
L3MBTL1	8.5549e-16
L3MBTL1	1.5377e-15
L3MBTL1	7.0130e-16
L3MBTL1	4.0523e-15
L3MBTL1	2.2386e-03
L3MBTL1	2.2685e-06
L3MBTL1	6.5583e-16
L3MBTL1	5.4329e-02
L3MBTL2	1.9996e-05
L3MBTL2	7.2692e-12
L3MBTL2	6.8131e-06
L3MBTL2	1.7726e-04
L3MBTL2	2.4642e-03
L3MBTL2	1.1303e-03
L3MBTL2	1.1303e-03
L3MBTL2	9.0232e-03
L3MBTL2	1.1303e-03
L3MBTL2	1.9996e-05
L3MBTL2	8.1904e-10
L3MBTL3	9.9999e-01
L3MBTL3	9.9999e-01
L3MBTL3	9.9999e-01
L3MBTL3	1.0000e+00
L3MBTL3	1.0000e+00
L3MBTL3	9.9999e-01
L3MBTL3	1.0000e+00
L3MBTL3	1.0000e+00
L3MBTL3	1.0000e+00
L3MBTL3	1.0000e+00
L3MBTL3	1.0000e+00
L3MBTL3	1.0000e+00
L3MBTL3	1.0000e+00
L3MBTL3	1.0000e+00
L3MBTL3	9.9999e-01
L3MBTL3	9.9999e-01
L3MBTL3	7.5884e-01
L3MBTL3	9.9271e-01
L3MBTL3	9.9999e-01
L3MBTL4	5.9718e-04
L3MBTL4	5.9718e-04
L3MBTL4	5.2345e-03
L3MBTL4	5.2345e-03
L3MBTL4	3.0299e-03
L3MBTL4	3.0299e-03
L3MBTL4	5.9718e-04
L3MBTL4	5.9718e-04
L3MBTL4	5.2345e-03
L3MBTL4	5.3370e-04
L3MBTL4	5.3370e-04
L3MBTL4	5.3370e-04
L3MBTL4	5.3370e-04
L3MBTL4	5.2345e-03
L3MBTL4	5.2345e-03
L3MBTL4	4.7313e-02
L3MBTL4	5.6737e-04
L3MBTL4	5.0467e-03
L3MBTL4	5.9718e-04
L3MBTL4	5.2345e-03
L3MBTL4	5.9718e-04
L3MBTL4	1.3588e-01
L3MBTL4	4.5130e-02
L3MBTL4	1.3588e-01
LACC1	1.3918e-07
LACC1	1.3918e-07
LACC1	1.3918e-07
LACC1	1.3918e-07
LACC1	1.3918e-07
LACC1	1.3918e-07
LACC1	2.0215e-06
LACC1	3.9649e-06
LACC1	3.9649e-06
LACC1	3.9649e-06
LACC1	3.9649e-06
LACC1	5.3868e-05
LACC1	1.3918e-07
LACC1	1.3918e-07
LACC1	1.4166e-03
LACC1	1.4166e-03
LACC1	3.9649e-06
LACC1	3.9649e-06
LACC1	1.3918e-07
LACC1	4.3159e-03
LACC1	1.3918e-07
LACRT	2.9138e-05
LACRT	2.9138e-05
LACRT	2.9947e-03
LACRT	1.0402e-05
LACTB	4.0962e-05
LACTB	4.8643e-08
LACTB	8.1218e-07
LACTB	4.8643e-08
LACTB	8.1218e-07
LACTB	2.8910e-02
LACTB2	2.9550e-06
LACTB2	2.9550e-06
LACTB2	2.9550e-06
LACTBL1	6.6436e-11
LACTBL1	3.6752e-10
LACTBL1	4.9494e-10
LAD1	6.1022e-19
LAD1	6.3939e-18
LAD1	6.1022e-19
LAD1	5.5201e-02
LAD1	5.7473e-02
LAD1	9.6106e-03
LAG3	1.1990e-07
LAG3	5.7743e-08
LAG3	1.1990e-07
LAG3	4.5489e-07
LAIR1	7.3262e-07
LAIR1	7.3262e-07
LAIR1	1.4598e-05
LAIR1	8.5221e-06
LAIR1	9.1917e-07
LAIR1	9.1917e-07
LAIR1	4.1697e-05
LAIR1	9.1917e-07
LAIR1	9.1917e-07
LAIR1	8.5221e-06
LAIR1	7.3262e-07
LAIR1	2.1334e-01
LAIR1	7.3262e-07
LAIR1	3.3653e-02
LAIR2	9.3477e-06
LAIR2	9.3477e-06
LAIR2	2.3849e-05
LAIR2	9.3477e-06
LAIR2	9.3477e-06
LAIR2	2.0369e-02
LAIR2	2.6318e-02
LALBA	6.7913e-05
LALBA	6.7913e-05
LALBA	6.7913e-05
LALBA	2.4171e-04
LAMA1	5.8922e-35
LAMA1	5.8922e-35
LAMA2	1.0500e-48
LAMA2	1.0500e-48
LAMA2	6.9670e-50
LAMA2	6.9670e-50
LAMA2	6.6725e-50
LAMA2	2.4922e-47
LAMA2	1.9043e-41
LAMA2	7.0446e-35
LAMA2	1.0500e-48
LAMA2	2.8813e-05
LAMA2	2.8813e-05
LAMA2	1.0500e-48
LAMA2	6.9670e-50
LAMA2	2.8813e-05
LAMA3	7.9734e-20
LAMA3	1.3202e-40
LAMA3	1.6537e-15
LAMA3	1.5129e-08
LAMA3	6.3654e-45
LAMA3	2.8081e-45
LAMA3	6.3654e-45
LAMA3	2.8081e-45
LAMA3	1.7910e-45
LAMA3	1.0020e-45
LAMA3	6.4268e-34
LAMA3	2.7861e-20
LAMA3	7.9734e-20
LAMA3	6.3654e-45
LAMA3	1.3202e-40
LAMA3	5.4881e-13
LAMA3	1.6537e-15
LAMA3	2.2119e-03
LAMA3	7.6148e-01
LAMA3	2.7151e-01
LAMA3	4.6773e-01
LAMA3	3.1732e-27
LAMA4	3.3158e-19
LAMA4	1.6784e-19
LAMA4	3.2716e-01
LAMA4	3.2716e-01
LAMA4	1.6784e-19
LAMA4	3.3158e-19
LAMA4	3.3158e-19
LAMA4	1.6784e-19
LAMA4	3.3158e-19
LAMA4	1.1580e-01
LAMA4	3.2716e-01
LAMA4	7.6912e-01
LAMA4	1.6784e-19
LAMA4	1.6784e-19
LAMA4	1.1121e-01
LAMA4	3.2716e-01
LAMA4	3.2716e-01
LAMA4	1.2131e-01
LAMA4	1.8670e-01
LAMA4	7.3194e-02
LAMA4	7.3278e-01
LAMA4	1.6784e-19
LAMA4	1.0562e-16
LAMA5	6.0670e-58
LAMA5	1.5292e-59
LAMA5	8.5758e-35
LAMA5	7.2338e-59
LAMA5	5.1156e-57
LAMA5	6.0670e-58
LAMA5	7.2776e-01
LAMB1	4.9778e-13
LAMB1	4.8634e-12
LAMB1	7.5254e-09
LAMB1	4.9778e-13
LAMB1	7.5542e-02
LAMB1	2.5179e-06
LAMB1	4.5792e-13
LAMB1	3.6460e-06
LAMB1	8.7334e-13
LAMB1	7.0857e-10
LAMB1	1.1805e-12
LAMB1	7.7024e-10
LAMB2	2.2857e-18
LAMB2	2.2857e-18
LAMB2	2.2857e-18
LAMB2	2.2857e-18
LAMB2	9.5249e-02
LAMB3	6.2848e-23
LAMB3	6.2848e-23
LAMB3	6.2848e-23
LAMB3	6.2848e-23
LAMB3	1.0441e-21
LAMB3	6.2848e-23
LAMB3	6.2848e-23
LAMB3	6.2848e-23
LAMB3	2.8881e-05
LAMB3	2.3561e-01
LAMB4	2.0725e-47
LAMB4	9.7212e-36
LAMB4	2.4930e-25
LAMB4	2.0725e-47
LAMB4	2.0725e-47
LAMB4	2.0725e-47
LAMB4	5.4169e-46
LAMB4	4.1897e-44
LAMB4	2.0725e-47
LAMB4	2.3812e-44
LAMB4	2.0725e-47
LAMB4	2.0725e-47
LAMB4	2.4930e-25
LAMB4	5.5128e-15
LAMC1	1.0000e+00
LAMC1	1.0000e+00
LAMC1	5.9518e-01
LAMC2	1.5550e-20
LAMC2	2.9506e-18
LAMC2	7.0652e-11
LAMC2	1.5550e-20
LAMC2	2.9506e-18
LAMC3	8.7006e-33
LAMC3	2.4995e-27
LAMC3	3.5541e-32
LAMC3	2.7924e-05
LAMC3	8.7006e-33
LAMC3	4.6970e-03
LAMC3	2.6556e-02
LAMP1	9.9992e-01
LAMP1	9.9992e-01
LAMP1	9.9992e-01
LAMP3	8.1761e-06
LAMP3	2.2515e-06
LAMP3	6.6290e-06
LAMP3	6.3121e-06
LAMP3	6.6290e-06
LAMP3	8.1761e-06
LAMP3	2.4224e-05
LAMP3	3.6380e-01
LAMP3	1.3074e-01
LAMP5	9.5434e-11
LAMP5	8.5438e-15
LAMP5	8.5438e-15
LAMP5	9.5434e-11
LAMTOR1	1.8628e-01
LAMTOR1	1.8628e-01
LAMTOR1	1.4245e-02
LAMTOR1	5.9387e-02
LAMTOR1	2.8122e-01
LAMTOR1	1.7074e-01
LAMTOR2	8.3874e-01
LAMTOR2	9.4039e-01
LAMTOR2	7.1581e-01
LAMTOR2	8.3874e-01
LAMTOR2	9.4039e-01
LAMTOR3	3.9307e-02
LAMTOR3	3.4042e-03
LAMTOR3	3.9307e-02
LAMTOR3	3.4042e-03
LAMTOR4	6.4119e-05
LAMTOR4	1.3811e-05
LAMTOR4	9.9174e-05
LAMTOR4	7.2055e-04
LAMTOR4	1.6411e-04
LAMTOR4	1.1727e-03
LAMTOR4	6.4119e-05
LAMTOR4	1.3811e-05
LAMTOR4	6.4119e-05
LAMTOR4	7.9782e-04
LAMTOR4	1.3811e-05
LAMTOR4	1.9197e-02
LAMTOR4	1.3178e-02
LAMTOR4	1.3178e-02
LAMTOR4	9.9174e-05
LAMTOR4	2.9943e-03
LAMTOR4	1.4986e-01
LAMTOR5	6.9989e-03
LAMTOR5	1.7733e-04
LAMTOR5	1.7733e-04
LAMTOR5	1.8114e-02
LAMTOR5	1.8114e-02
LAMTOR5	6.9989e-03
LAMTOR5	1.8114e-02
LANCL1	2.4230e-15
LANCL1	2.4230e-15
LANCL1	2.4230e-15
LANCL1	2.8279e-16
LANCL1	2.4230e-15
LANCL1	4.3042e-07
LANCL1	2.4230e-15
LANCL1	2.4230e-15
LANCL1	2.4230e-15
LANCL1	1.1696e-07
LANCL1	2.4230e-15
LANCL2	7.9030e-07
LANCL2	7.9030e-07
LAP3	1.0935e-07
LAP3	1.0935e-07
LAP3	1.2074e-02
LAP3	1.8033e-06
LAP3	1.0935e-07
LAPTM4A	6.8426e-04
LAPTM4A	6.8426e-04
LAPTM4B	2.7544e-06
LAPTM4B	6.2893e-10
LAPTM4B	8.6467e-06
LAPTM4B	2.7544e-06
LAPTM4B	6.2893e-10
LAPTM5	1.1352e-01
LAPTM5	2.3683e-01
LAPTM5	1.1352e-01
LARGE1	5.7297e-04
LARGE1	5.7297e-04
LARGE1	5.7297e-04
LARGE1	5.7297e-04
LARGE1	5.7297e-04
LARGE1	5.7297e-04
LARGE1	2.0275e-03
LARGE1	2.0275e-03
LARGE1	3.8393e-03
LARGE1	6.1594e-03
LARGE1	1.2865e-01
LARGE1	5.7297e-04
LARGE1	5.7297e-04
LARGE1	5.8753e-03
LARGE1	2.1332e-03
LARGE1	4.6350e-02
LARGE1	5.7297e-04
LARGE1	5.7297e-04
LARGE1	3.8393e-03
LARGE1	5.7297e-04
LARGE1	2.3114e-02
LARGE1	2.3114e-02
LARGE1	2.3114e-02
LARGE1	2.3114e-02
LARGE1	6.0469e-02
LARGE1	7.5184e-03
LARGE1	7.1896e-03
LARGE1	2.1332e-03
LARGE1	2.0175e-05
LARGE1	6.1594e-03
LARGE1	2.0275e-03
LARGE1	9.7161e-04
LARGE1	9.7161e-04
LARGE1	5.7297e-04
LARGE1	5.7297e-04
LARGE1	5.4777e-04
LARGE1	5.7297e-04
LARGE1	5.7297e-04
LARGE2	1.7429e-21
LARGE2	1.6228e-22
LARGE2	1.7429e-21
LARGE2	1.0301e-15
LARGE2	1.6228e-22
LARGE2	2.6841e-13
LARGE2	9.8000e-21
LARGE2	2.3629e-16
LARGE2	9.5750e-22
LARGE2	6.3563e-17
LARGE2	2.2528e-16
LARGE2	4.3593e-20
LARGE2	6.3693e-15
LARGE2	9.8000e-21
LARGE2	1.7429e-21
LARGE2	1.7429e-21
LARGE2	1.6228e-22
LARGE2	1.7429e-21
LARGE2	3.3379e-02
LARGE2	7.0357e-06
LARP1	9.9999e-01
LARP1	9.9999e-01
LARP1	1.0000e+00
LARP1	9.9995e-01
LARP1	1.0000e+00
LARP1	9.9999e-01
LARP1	9.9999e-01
LARP1	1.0000e+00
LARP1	1.0000e+00
LARP1	9.9999e-01
LARP1	1.0000e+00
LARP1	9.9999e-01
LARP1	1.0000e+00
LARP1	1.0000e+00
LARP1	1.0000e+00
LARP1	1.0000e+00
LARP1	3.8210e-01
LARP1	4.5026e-01
LARP1	1.0000e+00
LARP1	5.3747e-01
LARP1	4.2087e-01
LARP1	1.2817e-01
LARP1	4.5060e-01
LARP1	2.0717e-01
LARP1	9.9523e-01
LARP1	9.9933e-01
LARP1	9.9999e-01
LARP1	9.9995e-01
LARP1	9.9999e-01
LARP1B	5.9117e-07
LARP1B	3.4706e-06
LARP1B	7.7647e-14
LARP1B	4.4487e-05
LARP1B	6.7635e-09
LARP1B	2.3282e-11
LARP1B	6.8118e-12
LARP1B	2.4339e-12
LARP1B	1.6833e-10
LARP1B	5.7854e-10
LARP1B	1.5400e-11
LARP1B	1.2502e-12
LARP1B	3.8053e-10
LARP1B	3.0797e-08
LARP1B	4.4787e-13
LARP1B	8.2242e-11
LARP1B	4.3881e-09
LARP1B	3.1789e-10
LARP1B	6.0000e-09
LARP1B	3.2955e-11
LARP1B	2.8489e-08
LARP1B	2.8489e-08
LARP1B	3.1614e-12
LARP1B	5.5290e-13
LARP1B	4.4787e-13
