sample_id,enable,report_group_ids,color_by,ncbi_accession,ref_group_ids,year,country,Country/inferred country of contamination,Inferred Continent of contamination,strain_name,Inferred Region of contamination (for Figures),origin,type,Place of sampling (Water),species,serotype,STM 3356  d-Tar- specific SNV,phage_type,MLST,lineage,genotype,antimicrobial,Chromosomal coverage (%),Average chromosomal read depth,% reads mapped,Total reads,Num SNVs,Num heterozygous SNVs,Num indels,Num contigs,Genome size (bp),Ratio heterozygous/homozygous SNVs,Accession nos (circularized genomes),Accession nos (draft genomes),publication_source,ploidy
86-66__1966__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737590,Salmonella_enterica_GCF_039778255_1,1966,Morocco,Morocco,Africa,86-66,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.9_NorthAfrica3,none,99.94,185.01,97.8564,7127296,253,12,14,62,4710768,0.04743083,,,This study,1
9-56__1956__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737372,Salmonella_enterica_GCF_039778255_1,1956,Morocco,Morocco,Africa,9-56,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.9_NorthAfrica3,none,99.94,194.59,95.3697,7698728,256,10,13,62,4710434,0.0390625,,,This study,1
B97-7624__1997__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737633,Salmonella_enterica_GCF_039778255_1,1997,France,Morocco,Africa,B97-7624,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.9_NorthAfrica3,none,99.07,112.14,98.4369,3735156,265,83,6,72,4643252,0.313207547,,,This study,1
60-83__1983__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737538,Salmonella_enterica_GCF_039778255_1,1983,France,Morocco,Africa,60-83,Africa,Human,Blood ,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10.3.9_NorthAfrica3,none,99.18,135.68,96.7706,6197780,297,12,8,66,4617546,0.04040404,,,This study,1
SARA46__1981__ND_NorthernEurope__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR1840576,Salmonella_enterica_GCF_039778255_1,1981,Northern Europe,ND (Northern Europe),Europe,SARA46,Europe,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.9_NorthAfrica3,none,99.94,71.91,98.219,3597472,263,81,9,56,4688776,0.307984791,,,"Unpublished, short reads (UCD-100K)",1
B1655__1943__UK__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737608,Salmonella_enterica_GCF_039778255_1,1943,United Kingdom,United Kingdom,Europe,B1655,Europe,Unknown,,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3,none,99.97,155.04,98.0942,5166446,228,83,6,67,4668158,0.364035088,CP147895,,This study,1
141-76__1976__Italy__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737448,Salmonella_enterica_GCF_039778255_1,1976,France,Italy,Europe,141-76,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,8932,Lineage 10,10.3,none,99.78,140.12,97.9395,4697422,246,109,7,65,4523294,0.443089431,,,This study,1
78-2556__1978__USA__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737577,Salmonella_enterica_GCF_039778255_1,1978,United States (New Hampshire),United States of America,America,78-2556,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3,none,99.94,192.26,98.161,6265002,237,32,7,60,4710082,0.135021097,,,This study,1
FTP81__1986__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534450,Salmonella_enterica_GCF_039778255_1,1986,Chile,Chile,America,FTP 81,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,10005,Lineage 10,10.3.4_Chile2,none,99.92,156.26,97.9536,8048658,244,27,10,82,4705630,0.110655738,,,Higginson et al. mSphere. 2019,1
JSV7371__1983__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534451,Salmonella_enterica_GCF_039778255_1,1983,Chile,Chile,America,JSV 7371,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.4_Chile2,none,99.93,188.31,98.1523,9287244,241,24,8,84,4711185,0.099585062,,,Higginson et al. mSphere. 2019,1
78-3169__1978__USA__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737580,Salmonella_enterica_GCF_039778255_1,1978,United States (South Dakota),United States of America,America,78-3169,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.4_Chile2,none,99.91,147.51,98.4953,5092428,237,76,4,64,4694067,0.320675105,,,This study,1
78-3168__1978__USA__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737579,Salmonella_enterica_GCF_039778255_1,1978,United States (South Dakota),United States of America,America,78-3168,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.4_Chile2,none,99.78,95.9,98.7042,3361642,247,67,6,79,4568268,0.271255061,,,This study,1
ELB6380__1983__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534449,Salmonella_enterica_GCF_039778255_1,1983,Chile,Chile,America,ELB 6380,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.4_Chile2,none,99.93,200.21,98.1872,9850778,248,31,11,93,4709505,0.125,,,Higginson et al. mSphere. 2019,1
MUG6222__1983__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534453,Salmonella_enterica_GCF_039778255_1,1983,Chile,Chile,America,MUG 6222,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.4_Chile2,none,99.91,111.18,97.5701,5604286,240,31,8,83,4705670,0.129166667,,,Higginson et al. mSphere. 2019,1
CLA-113-7__2019__Chile__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR11028916,Salmonella_enterica_GCF_039778255_1,2019,Chile,Chile,America,CLA-113-7,America,Environment,Creek water,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.4_Chile2,none,99.9,143.62,97.4828,4694536,251,71,7,64,4704500,0.282868526,,,"Unpublished, short reads (FDA)",1
CLA-143-9__2019__Chile__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR11028990,Salmonella_enterica_GCF_039778255_1,2019,Chile,Chile,America,CLA-143-9,America,Environment,River water,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.4_Chile2,none,99.91,123.03,97.3457,4008224,250,46,7,63,4709624,0.184,,,"Unpublished, short reads (FDA)",1
CLA-53-1__2019__Chile__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR10357584,Salmonella_enterica_GCF_039778255_1,2019,Chile,Chile,America,CLA-53-1,America,Environment,Creek water,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.4_Chile2,none,99.91,53.63,98.0638,1100250,243,112,14,62,4709370,0.46090535,,,"Unpublished, short reads (FDA)",1
CLA-113-4__2019__Chile__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR11029644,Salmonella_enterica_GCF_039778255_1,2019,Chile,Chile,America,CLA-113-4,America,Environment,Creek water,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.4_Chile2,none,99.84,91.44,97.396,2983332,250,77,4,83,4686368,0.308,,,"Unpublished, short reads (FDA)",1
SPPI_28__1958__RussianFederation__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737657,Salmonella_enterica_GCF_039778255_1,1958,Russian Federation (St-Petersburg region),Russian Federation,Europe,SPPI_28,Europe,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3,none,99.93,202.86,98.0214,6830422,227,82,5,60,4684529,0.36123348,,,This study,1
69-0690__1969__USA__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737551,Salmonella_enterica_GCF_039778255_1,1969,United States (New Jersey),United States of America,America,69-0690,America,Environment,water,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3,none,99.93,164.97,98.4665,5616776,242,64,9,70,4687132,0.26446281,,,This study,1
70-65__1965__Romania__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737552,Salmonella_enterica_GCF_039778255_1,1965,Romania,Romania,Europe,70-65,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Beccles,86,Lineage 10,10.3,none,99.86,197.96,97.9065,7623582,260,10,22,63,4671756,0.038461538,,,This study,1
CIP54_113__1953__Austria__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737647,Salmonella_enterica_GCF_039778255_1,1953,Austria,Austria,Europe,CIP 54.113,Europe,Unknown,,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3,none,99.87,82.31,97.085,2791102,203,77,7,110,4642448,0.379310345,,,This study,1
13839__2014__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR1966097,Salmonella_enterica_GCF_039778255_1,2014,United Kingdom,Peru,America,13839,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99.08,58.11,98.3864,2928306,247,70,7,56,4643483,0.28340081,,,Chattaway et al. Microb Genom. 2023,1
201006450__2010__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736523,Salmonella_enterica_GCF_039778255_1,2010,France,Peru,America,201006450,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.91,90.01,90.5623,4395130,241,18,12,65,4700151,0.074688797,,,This study,1
44_PB-J__2008__Spain__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR129890,Salmonella_enterica_GCF_039778255_1,2008,Spain,Spain,Europe,44_PB-J,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,gyrA_D87G,99.94,138.06,97.7203,7325878,251,54,9,88,4706318,0.215139442,,,Connor et al. Mbio. 2016,1
Burnett-SPE70__2008__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR9335591,Salmonella_enterica_GCF_039778255_1,2008,Peru,Peru,America,Burnett-SPE70,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.77,110.61,98.3567,2289024,232,87,9,62,4697792,0.375,,,"Unpublished, short reads (FDA)",1
04-6017__2004__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR460159,Salmonella_enterica_GCF_039778255_1,2004,France,Peru,America,04-6017,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.95,94.29,97.8944,4900680,242,47,11,88,4703373,0.194214876,,,Connor et al. Mbio. 2016,1
383937__2017__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR7215993,Salmonella_enterica_GCF_039778255_1,2017,United Kingdom,Peru,America,383937,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.66,77.08,98.3306,4025526,235,83,8,285,4582336,0.353191489,,,Chattaway et al. Microb Genom. 2021,1
201608990__2016__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736562,Salmonella_enterica_GCF_039778255_1,2016,France,Peru,America,201608990,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.92,105.86,98.3735,3617074,235,85,10,74,4677297,0.361702128,,,This study,1
3766_82__1980__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736514,Salmonella_enterica_GCF_039778255_1,1980,Peru,Peru,America,3766/82,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99.97,138.57,98.2015,4595112,226,61,7,71,4690173,0.269911504,,,This study,1
127431__2015__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR5985750,Salmonella_enterica_GCF_039778255_1,2015,United Kingdom,Bolivia,America,127431,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.94,74.8,98.3152,3731180,255,42,6,63,4624060,0.164705882,,,Chattaway et al. Microb Genom. 2023,1
201809295__2018__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736595,Salmonella_enterica_GCF_039778255_1,2018,France,Peru,America,201809295,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,gyrA_S83F,99.93,150.06,98.3614,4962392,248,61,13,61,4703211,0.245967742,,,This study,1
201609017__2016__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736563,Salmonella_enterica_GCF_039778255_1,2016,France,Peru,America,201609017,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,gyrA_S83F,99.89,141.14,98.5593,4775292,244,73,10,96,4647279,0.299180328,,,This study,1
792595__2019__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR10018212,Salmonella_enterica_GCF_039778255_1,2019,United Kingdom,Peru,America,792595,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,gyrA_S83F,99.93,80.98,97.6637,3930312,270,67,12,59,4689964,0.248148148,,,Chattaway et al. Microb Genom. 2021,1
200705319__2007__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737413,Salmonella_enterica_GCF_039778255_1,2007,France,Peru,America,200705319,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.49,140.5,98.5311,4711434,256,71,5,86,4610817,0.27734375,,,This study,1
1125477__2004__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR13895111,Salmonella_enterica_GCF_039778255_1,2004,United Kingdom,Peru,America,1125477,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99,110.88,98.0475,5168172,244,148,0,53,4649560,0.606557377,,,This study,1
SMG-20-989__2015__Brazil_Peru_Mexico__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR4276756,Salmonella_enterica_GCF_039778255_1,2015,United Kingdom,"Brazil,  Peru,  Mexico",America,SMG-20-989,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,98.89,49.95,98.3735,917158,226,96,11,67,4660692,0.424778761,,,This study,1
68678__2014__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR1965500,Salmonella_enterica_GCF_039778255_1,2014,United Kingdom,Peru,America,68678,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,98.9,64.33,96.4114,3289922,237,93,5,48,4540816,0.392405063,,,Chattaway et al. Microb Genom. 2023,1
723633__2019__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR8893165,Salmonella_enterica_GCF_039778255_1,2019,United Kingdom,Peru,America,723633,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,98.9,74.84,97.9494,3563554,255,62,8,50,4647061,0.243137255,,,Chattaway et al. Microb Genom. 2021,1
163226__2015__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR5985724,Salmonella_enterica_GCF_039778255_1,2015,United Kingdom,Peru,America,163226,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,gyrA_S83F,98.9,59,98.1799,2961618,249,64,6,51,4642925,0.257028112,,,Chattaway et al. Microb Genom. 2023,1
RKI_16-00161__2016__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR3263817,Salmonella_enterica_GCF_039778255_1,2016,Germany,Peru,America,RKI_16-00161,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,gyrA_S83F,98.9,68.84,97.8877,1563188,239,79,8,67,4663710,0.330543933,,,This study,1
916942__2020__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR11479057,Salmonella_enterica_GCF_039778255_1,2020,United Kingdom,ND (South America),America,916942,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,gyrA_S83F,98.89,90.72,98.327,4369702,264,98,7,63,4641904,0.371212121,,,Chattaway et al. Microb Genom. 2023,1
91-67__1967__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737601,Salmonella_enterica_GCF_039778255_1,1967,Peru,Peru,America,91-67,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99.93,150.82,97.7241,5813894,246,9,12,62,4706094,0.036585366,,,This study,1
89-67__1967__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737599,Salmonella_enterica_GCF_039778255_1,1967,Peru,Peru,America,89-67,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99.93,89.77,96.6273,4126420,249,15,12,76,4704633,0.060240964,,,This study,1
87-67__1967__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737592,Salmonella_enterica_GCF_039778255_1,1967,Peru,Peru,America,87-67,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99.94,194.04,97.813,7474232,247,8,11,63,4710557,0.032388664,,,This study,1
88-67__1967__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737596,Salmonella_enterica_GCF_039778255_1,1967,Peru,Peru,America,88-67,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99.94,161.92,97.9137,6229242,250,11,14,61,4709965,0.044,,,This study,1
201900702__2019__Peru__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736546,Salmonella_enterica_GCF_039778255_1,2019,France,Peru,America,201900702,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.93,60.34,98.5168,2087442,259,97,12,65,4697179,0.374517375,,,This study,1
03-9927__2003__FranceOrElsewhere__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737399,Salmonella_enterica_GCF_039778255_1,2003,France,France or elsewhere,Unknown,03-9927,Unknown,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.94,138.57,96.5002,6403166,236,8,8,81,4712507,0.033898305,,,This study,1
SMG-20-998__2013__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR4276757,Salmonella_enterica_GCF_039778255_1,2013,United Kingdom,ND (South America),America,SMG-20-998,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.94,83.18,96.485,1704206,231,100,8,67,4784607,0.432900433,,,This study,1
575132__2018__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR8380681,Salmonella_enterica_GCF_039778255_1,2018,United Kingdom,Bolivia,America,575132,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.92,60.14,98.3751,2872678,258,61,9,48,4686448,0.236434109,,,Chattaway et al. Microb Genom. 2021,1
874835__2020__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR10948446,Salmonella_enterica_GCF_039778255_1,2020,United Kingdom,ND (South America),America,874835,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.07,58.07,98.1088,2750954,282,44,10,41,4572165,0.156028369,,,Chattaway et al. Microb Genom. 2023,1
43_PB-J__2008__Spain__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR129889,Salmonella_enterica_GCF_039778255_1,2008,Spain,Spain,Europe,43_PB-J,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.14,139.01,97.7685,7215660,273,45,9,76,4665528,0.164835165,,,Connor et al. Mbio. 2016,1
201907308__2019__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736606,Salmonella_enterica_GCF_039778255_1,2019,France,Bolivia,America,201907308,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.07,150.61,97.7998,5113908,279,46,8,68,4657290,0.164874552,,,This study,1
31936__2014__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR1965307,Salmonella_enterica_GCF_039778255_1,2014,United Kingdom,Bolivia,America,31936,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99.07,62.61,98.3843,3127014,268,66,10,54,4647065,0.246268657,,,Chattaway et al. Microb Genom. 2023,1
440068__2017__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR7495453,Salmonella_enterica_GCF_039778255_1,2017,United Kingdom,Bolivia,America,440068,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,gyrA_S83F,99.07,53.44,97.8207,2541996,288,48,8,46,4647416,0.166666667,,,Chattaway et al. Microb Genom. 2021,1
SMG-20-1001__2020__Bolivia_Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR4277033,Salmonella_enterica_GCF_039778255_1,2020,United Kingdom,"Bolivia, Chile",America,SMG-20-1001,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.92,91.71,98.3822,1722986,242,134,11,66,4710258,0.553719008,,,This study,1
H73700271__2007__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR023396,Salmonella_enterica_GCF_039778255_1,2007,United Kingdom,ND (South America),America,H73700271,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.92,44.83,96.5943,4071190,253,39,3,93,4661564,0.154150198,,,Connor et al. Mbio. 2016,1
SMG-20-963__1995__ND_SouthAmerica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR4276748,Salmonella_enterica_GCF_039778255_1,1995,United Kingdom,ND (South America),America,SMG-20-963,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.6_SouthAmerica,none,99.92,53.92,98.078,986268,245,131,9,62,4710578,0.534693878,,,This study,1
SMG-20-974__1995__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR4276753,Salmonella_enterica_GCF_039778255_1,1995,United Kingdom,Bolivia,America,SMG-20-974,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.92,81.42,97.2704,1516880,239,128,12,65,4710008,0.535564854,,,This study,1
454903__2017__Bolivia__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR7108945,Salmonella_enterica_GCF_039778255_1,2017,United Kingdom,Bolivia,America,454903,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.93,95.42,98.4054,4609196,258,67,8,54,4694995,0.259689922,,,Chattaway et al. Microb Genom. 2021,1
454881__2017__UK__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR7159859,Salmonella_enterica_GCF_039778255_1,2017,United Kingdom,United Kingdom,Europe,454881,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.6_SouthAmerica,none,99.92,29.89,98.0397,1460564,258,64,7,45,4609182,0.248062016,,,Chattaway et al. Microb Genom. 2021,1
