sample_id,enabled,name,report_group_ids,color_by,ref_group_ids,gcf_id,strain,host,source,generic_source,country,year,given_species_name,fastani_derived_species,lineage,phylogroup,assembly_method,sequence_type,sequencing_technology,assembly_length,num_contigs,wgGC_content,grimont_biotype,ncbi_accession,BioProject,dataset_in_paper,publication_doi,ploidy
GCA_001537565_1_12045_8_25_genomic,TRUE,GCA_001537565.1_12045_8_25_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537565.1,2880STDY5683034,Homo sapiens,blood,Human,United Kingdom,2006,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5466134,34,59.71,,ERR486496,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537585_1_12082_3_71_genomic,TRUE,GCA_001537585.1_12082_3_71_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537585.1,2880STDY5682974,Homo sapiens,blood,Human,United Kingdom,2009,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5053189,15,60.05,,ERR486659,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537605_1_12082_2_59_genomic,TRUE,GCA_001537605.1_12082_2_59_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537605.1,2880STDY5682851,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5011452,13,60.11,,ERR486554,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537625_1_12082_3_27_genomic,TRUE,GCA_001537625.1_12082_3_27_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537625.1,2880STDY5682926,Homo sapiens,blood,Human,United Kingdom,2006,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5088093,14,60.02,,ERR486617,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537645_1_12082_2_39_genomic,TRUE,GCA_001537645.1_12082_2_39_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537645.1,2880STDY5682830,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5217471,14,59.84,,ERR486535,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537665_1_12082_2_85_genomic,TRUE,GCA_001537665.1_12082_2_85_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537665.1,2880STDY5682881,Homo sapiens,blood,Human,United Kingdom,2004,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5167663,17,59.92,,ERR486580,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537685_1_12082_5_32_genomic,TRUE,GCA_001537685.1_12082_5_32_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537685.1,2880STDY5682853,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5083475,15,60.05,,ERR486807,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537705_1_12082_3_82_genomic,TRUE,GCA_001537705.1_12082_3_82_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537705.1,2880STDY5682986,Homo sapiens,blood,Human,United Kingdom,2009,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5198532,21,59.88,,ERR486670,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537725_1_12082_3_7_genomic,TRUE,GCA_001537725.1_12082_3_7_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537725.1,2880STDY5682900,Homo sapiens,blood,Human,United Kingdom,2005,Serratia marcescens,Serratia marcescens,12,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5098449,82,59.56,,ERR486598,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537745_1_12082_3_95_genomic,TRUE,GCA_001537745.1_12082_3_95_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537745.1,2880STDY5683003,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,12,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5128686,31,59.9,,ERR486683,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537765_1_12082_2_29_genomic,TRUE,GCA_001537765.1_12082_2_29_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537765.1,2880STDY5682820,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5011332,15,60.18,,ERR486526,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537785_1_12045_8_1_genomic,TRUE,GCA_001537785.1_12045_8_1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537785.1,2880STDY5683006,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5204341,22,60.03,,ERR486473,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537805_1_12082_5_51_genomic,TRUE,GCA_001537805.1_12082_5_51_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537805.1,2880STDY5683016,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5008681,17,60.11,,ERR486825,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537825_1_12045_8_21_genomic,TRUE,GCA_001537825.1_12045_8_21_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537825.1,2880STDY5683030,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5010350,13,60.18,,ERR486492,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537845_1_12082_2_32_genomic,TRUE,GCA_001537845.1_12082_2_32_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537845.1,2880STDY5682823,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5053360,18,60.05,,ERR486528,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537865_1_12082_5_46_genomic,TRUE,GCA_001537865.1_12082_5_46_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537865.1,2880STDY5682949,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5300113,24,59.93,,ERR486820,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537885_1_12082_2_34_genomic,TRUE,GCA_001537885.1_12082_2_34_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537885.1,2880STDY5682825,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5010448,20,60.18,,ERR486530,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537905_1_12082_5_34_genomic,TRUE,GCA_001537905.1_12082_5_34_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537905.1,2880STDY5682876,Homo sapiens,blood,Human,United Kingdom,2004,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5056306,16,60.09,,ERR486809,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001537925_1_12082_3_89_genomic,TRUE,GCA_001537925.1_12082_3_89_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001537925.1,2880STDY5682995,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5368447,16,59.69,,ERR486677,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538005_1_12082_3_46_genomic,TRUE,GCA_001538005.1_12082_3_46_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538005.1,2880STDY5682947,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5165393,18,59.94,,ERR486634,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538115_1_12082_3_68_genomic,TRUE,GCA_001538115.1_12082_3_68_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538115.1,2880STDY5682971,Homo sapiens,blood,Human,United Kingdom,2009,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5183830,30,60.07,,ERR486656,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538195_1_12045_8_14_genomic,TRUE,GCA_001538195.1_12045_8_14_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538195.1,2880STDY5683020,Homo sapiens,blood,Human,United Kingdom,2011,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5231572,22,59.82,,ERR486485,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538275_1_12082_5_36_genomic,TRUE,GCA_001538275.1_12082_5_36_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538275.1,2880STDY5682912,Homo sapiens,blood,Human,United Kingdom,2006,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5011395,19,60.18,,ERR486811,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538325_1_12082_5_42_genomic,TRUE,GCA_001538325.1_12082_5_42_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538325.1,2880STDY5682939,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5212253,21,59.89,,ERR486817,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538345_1_12082_2_92_genomic,TRUE,GCA_001538345.1_12082_2_92_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538345.1,2880STDY5682888,Homo sapiens,blood,Human,United Kingdom,2005,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5275068,24,59.98,,ERR486587,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538365_1_12082_2_91_genomic,TRUE,GCA_001538365.1_12082_2_91_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538365.1,2880STDY5682887,Homo sapiens,blood,Human,United Kingdom,2005,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5237665,20,60.01,,ERR486586,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538385_1_12082_5_30_genomic,TRUE,GCA_001538385.1_12082_5_30_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538385.1,2880STDY5682835,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5048609,15,60.01,,ERR486806,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538405_1_12082_3_65_genomic,TRUE,GCA_001538405.1_12082_3_65_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538405.1,2880STDY5682968,Homo sapiens,blood,Human,United Kingdom,2009,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5007729,17,60.18,,ERR486653,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538425_1_12082_2_74_genomic,TRUE,GCA_001538425.1_12082_2_74_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538425.1,2880STDY5682868,Homo sapiens,blood,Human,United Kingdom,2004,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5009388,12,60.11,,ERR486569,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538445_1_12082_2_56_genomic,TRUE,GCA_001538445.1_12082_2_56_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538445.1,2880STDY5682848,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5298511,26,59.85,,ERR486551,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538465_1_12045_8_5_genomic,TRUE,GCA_001538465.1_12045_8_5_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538465.1,2880STDY5683010,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5167735,16,59.94,,ERR486477,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538485_1_12045_8_15_genomic,TRUE,GCA_001538485.1_12045_8_15_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538485.1,2880STDY5683021,Homo sapiens,blood,Human,United Kingdom,2011,Serratia marcescens,Serratia marcescens,12,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5221867,35,59.8,,ERR486486,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538505_1_12082_3_45_genomic,TRUE,GCA_001538505.1_12082_3_45_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538505.1,2880STDY5682945,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5003344,17,60.11,,ERR486633,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538525_1_12082_2_33_genomic,TRUE,GCA_001538525.1_12082_2_33_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538525.1,2880STDY5682824,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5106997,33,60.09,,ERR486529,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538545_1_12045_8_11_genomic,TRUE,GCA_001538545.1_12045_8_11_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538545.1,2880STDY5683017,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5168869,25,60.07,,ERR486482,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538565_1_12082_3_96_genomic,TRUE,GCA_001538565.1_12082_3_96_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538565.1,2880STDY5683004,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5285069,29,59.77,,ERR486684,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538585_1_12082_3_75_genomic,TRUE,GCA_001538585.1_12082_3_75_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538585.1,2880STDY5682979,Homo sapiens,blood,Human,United Kingdom,2009,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5388402,22,59.81,,ERR486663,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538605_1_12082_2_30_genomic,TRUE,GCA_001538605.1_12082_2_30_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538605.1,2880STDY5682822,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5219725,21,59.71,,ERR486527,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538625_1_12082_2_44_genomic,TRUE,GCA_001538625.1_12082_2_44_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538625.1,2880STDY5682836,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5104262,15,59.95,,ERR486539,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538645_1_12082_3_15_genomic,TRUE,GCA_001538645.1_12082_3_15_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538645.1,2880STDY5682907,Homo sapiens,blood,Human,United Kingdom,2006,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5273455,22,59.98,,ERR486605,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538665_1_12082_5_47_genomic,TRUE,GCA_001538665.1_12082_5_47_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538665.1,2880STDY5682975,Homo sapiens,blood,Human,United Kingdom,2009,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5108928,30,60.1,,ERR486821,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538685_1_12082_3_64_genomic,TRUE,GCA_001538685.1_12082_3_64_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538685.1,2880STDY5682967,Homo sapiens,blood,Human,United Kingdom,2008,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5007299,16,60.18,,ERR486652,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538705_1_12045_8_23_genomic,TRUE,GCA_001538705.1_12045_8_23_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538705.1,2880STDY5683032,Homo sapiens,blood,Human,United Kingdom,2006,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5369891,16,59.68,,ERR486494,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538725_1_12082_2_60_genomic,TRUE,GCA_001538725.1_12082_2_60_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538725.1,2880STDY5682852,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5011332,15,60.11,,ERR486555,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538745_1_12082_3_35_genomic,FALSE,GCA_001538745.1_12082_3_35_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538745.1,2880STDY5682934,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5376142,18,59.67,,ERR486624,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538765_1_12082_2_35_genomic,TRUE,GCA_001538765.1_12082_2_35_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538765.1,2880STDY5682826,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5154320,16,59.94,,ERR486531,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538785_1_12045_8_18_genomic,TRUE,GCA_001538785.1_12045_8_18_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538785.1,2880STDY5683025,Homo sapiens,blood,Human,United Kingdom,2011,Serratia marcescens,Serratia marcescens,12,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5719427,139,59.07,,ERR486489,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538805_1_12082_2_55_genomic,TRUE,GCA_001538805.1_12082_2_55_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538805.1,2880STDY5682847,Homo sapiens,blood,Human,United Kingdom,2003,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5327582,26,59.88,,ERR486550,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538825_1_12082_2_87_genomic,TRUE,GCA_001538825.1_12082_2_87_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538825.1,2880STDY5682883,Homo sapiens,blood,Human,United Kingdom,2004,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5142373,16,59.98,,ERR486582,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538845_1_12082_3_90_genomic,TRUE,GCA_001538845.1_12082_3_90_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538845.1,2880STDY5682996,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5009659,16,60.18,,ERR486678,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538865_1_12082_3_87_genomic,TRUE,GCA_001538865.1_12082_3_87_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538865.1,2880STDY5682993,Homo sapiens,blood,Human,United Kingdom,2010,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5009919,16,60.11,,ERR486675,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538885_1_12082_3_32_genomic,TRUE,GCA_001538885.1_12082_3_32_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538885.1,2880STDY5682931,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5313406,23,59.93,,ERR486621,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538905_1_12082_2_23_genomic,TRUE,GCA_001538905.1_12082_2_23_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538905.1,2880STDY5682814,Homo sapiens,blood,Human,United Kingdom,2001,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5363388,28,59.91,,ERR486520,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538925_1_12082_3_9_genomic,TRUE,GCA_001538925.1_12082_3_9_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538925.1,2880STDY5682901,Homo sapiens,blood,Human,United Kingdom,2005,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5148857,31,60.02,,ERR486599,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538945_1_12082_3_34_genomic,TRUE,GCA_001538945.1_12082_3_34_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538945.1,2880STDY5682933,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5181682,16,59.86,,ERR486623,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538965_1_12082_3_39_genomic,TRUE,GCA_001538965.1_12082_3_39_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538965.1,2880STDY5682938,Homo sapiens,blood,Human,United Kingdom,2007,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5107414,16,59.93,,ERR486628,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001538985_1_12045_8_27_genomic,TRUE,GCA_001538985.1_12045_8_27_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001538985.1,2880STDY5683036,Homo sapiens,blood,Human,United Kingdom,2006,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5002818,16,60.08,,ERR486498,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539005_1_12082_5_33_genomic,TRUE,GCA_001539005.1_12082_5_33_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539005.1,2880STDY5682873,Homo sapiens,blood,Human,United Kingdom,2004,Serratia marcescens,Serratia marcescens,12,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5128342,28,59.9,,ERR486808,PRJEB5065,NCBI,10.1101/gr.205245.116,1
GCA_001539025_1_12082_2_27_genomic,TRUE,GCA_001539025.1_12082_2_27_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001539025.1,2880STDY5682818,Homo sapiens,blood,Human,United Kingdom,2002,Serratia marcescens,Serratia marcescens,9,2,Sanger Pathogens Assembly Pipeline,illumina,Unknown,5369317,14,59.68,,ERR486524,PRJEB5065,NCBI,10.1101/gr.205245.116,1
