ENSMUSG00000019969,ENSMUSG00000007812
ENSMUSG00000019969,ENSMUSG00000062591
ENSMUSG00000019969,ENSMUSG00000019969
ENSMUSG00000010142,ENSMUSG00000071415
ENSMUSG00000010142,ENSMUSG00000022620
ENSMUSG00000010142,ENSMUSG00000010142
ENSMUSG00000010142,ENSMUSG00000054611
ENSMUSG00000071195,ENSMUSG00000015222
ENSMUSG00000071195,ENSMUSG00000033540
ENSMUSG00000071195,ENSMUSG00000063802
ENSMUSG00000071195,ENSMUSG00000010911
ENSMUSG00000071195,ENSMUSG00000026788
ENSMUSG00000058799,ENSMUSG00000039656
ENSMUSG00000058799,ENSMUSG00000061288
ENSMUSG00000058799,ENSMUSG00000021850
ENSMUSG00000058799,ENSMUSG00000029368
ENSMUSG00000026430,ENSMUSG00000026430
ENSMUSG00000026430,ENSMUSG00000096380
ENSMUSG00000023905,ENSMUSG00000023905
ENSMUSG00000023905,ENSMUSG00000023944
ENSMUSG00000023905,ENSMUSG00000012126
ENSMUSG00000023905,ENSMUSG00000031447
ENSMUSG00000023905,ENSMUSG00000112380
ENSMUSG00000028479,ENSMUSG00000028479
ENSMUSG00000028479,ENSMUSG00000000120
ENSMUSG00000028479,ENSMUSG00000039286
ENSMUSG00000028479,ENSMUSG00000025316
ENSMUSG00000028479,ENSMUSG00000017754
ENSMUSG00000028479,ENSMUSG00000008690
ENSMUSG00000028479,ENSMUSG00000026036
ENSMUSG00000028479,ENSMUSG00000020038
ENSMUSG00000028479,ENSMUSG00000022074
ENSMUSG00000040929,ENSMUSG00000040929
ENSMUSG00000040929,ENSMUSG00000063568
ENSMUSG00000040929,ENSMUSG00000048065
ENSMUSG00000040929,ENSMUSG00000031077
ENSMUSG00000028111,ENSMUSG00000028111
ENSMUSG00000028111,ENSMUSG00000023944
ENSMUSG00000079112,ENSMUSG00000031328
ENSMUSG00000079112,ENSMUSG00000004929
ENSMUSG00000079112,ENSMUSG00000032388
ENSMUSG00000002265,ENSMUSG00000002265
ENSMUSG00000002265,ENSMUSG00000079415
ENSMUSG00000002265,ENSMUSG00000022892
ENSMUSG00000002265,ENSMUSG00000008690
ENSMUSG00000002265,ENSMUSG00000028444
ENSMUSG00000096380,ENSMUSG00000025199
ENSMUSG00000096380,ENSMUSG00000057074
ENSMUSG00000096380,ENSMUSG00000021665
ENSMUSG00000096380,ENSMUSG00000017950
ENSMUSG00000096380,ENSMUSG00000029053
ENSMUSG00000096380,ENSMUSG00000057672
ENSMUSG00000096380,ENSMUSG00000038520
ENSMUSG00000096380,ENSMUSG00000109859
ENSMUSG00000096380,ENSMUSG00000035678
ENSMUSG00000096380,ENSMUSG00000042189
ENSMUSG00000096380,ENSMUSG00000005824
ENSMUSG00000096380,ENSMUSG00000013155
ENSMUSG00000096380,ENSMUSG00000032193
ENSMUSG00000096380,ENSMUSG00000028518
ENSMUSG00000096380,ENSMUSG00000025534
ENSMUSG00000096380,ENSMUSG00000021277
ENSMUSG00000096380,ENSMUSG00000058440
ENSMUSG00000096380,ENSMUSG00000031447
ENSMUSG00000096380,ENSMUSG00000022892
ENSMUSG00000026036,ENSMUSG00000022760
ENSMUSG00000026036,ENSMUSG00000032531
ENSMUSG00000013155,ENSMUSG00000057400
ENSMUSG00000013155,ENSMUSG00000008690
ENSMUSG00000013155,ENSMUSG00000026875
ENSMUSG00000013155,ENSMUSG00000039457
ENSMUSG00000013155,ENSMUSG00000021665
ENSMUSG00000013155,ENSMUSG00000017950
ENSMUSG00000013155,ENSMUSG00000022812
ENSMUSG00000013155,ENSMUSG00000029502
ENSMUSG00000013155,ENSMUSG00000029610
ENSMUSG00000013155,ENSMUSG00000035031
ENSMUSG00000013155,ENSMUSG00000003813
ENSMUSG00000013155,ENSMUSG00000013155
ENSMUSG00000013155,ENSMUSG00000009079
ENSMUSG00000013155,ENSMUSG00000059540
ENSMUSG00000013155,ENSMUSG00000028518
ENSMUSG00000013155,ENSMUSG00000062825
ENSMUSG00000013155,ENSMUSG00000015605
ENSMUSG00000013155,ENSMUSG00000025534
ENSMUSG00000013155,ENSMUSG00000013629
ENSMUSG00000013155,ENSMUSG00000022760
ENSMUSG00000013155,ENSMUSG00000025578
ENSMUSG00000013155,ENSMUSG00000037393
ENSMUSG00000013155,ENSMUSG00000037523
ENSMUSG00000013155,ENSMUSG00000007817
ENSMUSG00000013155,ENSMUSG00000036438
ENSMUSG00000013155,ENSMUSG00000001175
ENSMUSG00000013155,ENSMUSG00000111915
ENSMUSG00000013155,ENSMUSG00000019528
ENSMUSG00000071369,ENSMUSG00000047220
ENSMUSG00000071369,ENSMUSG00000028613
ENSMUSG00000071369,ENSMUSG00000071369
ENSMUSG00000033540,ENSMUSG00000031328
ENSMUSG00000033540,ENSMUSG00000015755
ENSMUSG00000033540,ENSMUSG00000015222
ENSMUSG00000033540,ENSMUSG00000026788
ENSMUSG00000033540,ENSMUSG00000010911
ENSMUSG00000033540,ENSMUSG00000022707
ENSMUSG00000033540,ENSMUSG00000030161
ENSMUSG00000033540,ENSMUSG00000003809
ENSMUSG00000033540,ENSMUSG00000063802
ENSMUSG00000033540,ENSMUSG00000008690
ENSMUSG00000033540,ENSMUSG00000004929
ENSMUSG00000062012,ENSMUSG00000003227
ENSMUSG00000062012,ENSMUSG00000006457
ENSMUSG00000062012,ENSMUSG00000063568
ENSMUSG00000028965,ENSMUSG00000032388
ENSMUSG00000028965,ENSMUSG00000030111
ENSMUSG00000028965,ENSMUSG00000028965
ENSMUSG00000028965,ENSMUSG00000022892
ENSMUSG00000021356,ENSMUSG00000029368
ENSMUSG00000021356,ENSMUSG00000021356
ENSMUSG00000112600,ENSMUSG00000095593
ENSMUSG00000112600,ENSMUSG00000063568
ENSMUSG00000112600,ENSMUSG00000025907
ENSMUSG00000112600,ENSMUSG00000112653
ENSMUSG00000112600,ENSMUSG00000004843
ENSMUSG00000112600,ENSMUSG00000112600
ENSMUSG00000022403,ENSMUSG00000020038
ENSMUSG00000022403,ENSMUSG00000060548
ENSMUSG00000025578,ENSMUSG00000020849
ENSMUSG00000025578,ENSMUSG00000019850
ENSMUSG00000025578,ENSMUSG00000039656
ENSMUSG00000025578,ENSMUSG00000017754
ENSMUSG00000025578,ENSMUSG00000029053
ENSMUSG00000025578,ENSMUSG00000057672
ENSMUSG00000025578,ENSMUSG00000025534
ENSMUSG00000025578,ENSMUSG00000039737
ENSMUSG00000025578,ENSMUSG00000040249
ENSMUSG00000025578,ENSMUSG00000042189
ENSMUSG00000025578,ENSMUSG00000005824
ENSMUSG00000025578,ENSMUSG00000057367
ENSMUSG00000025578,ENSMUSG00000032193
ENSMUSG00000025578,ENSMUSG00000003227
ENSMUSG00000025578,ENSMUSG00000028518
ENSMUSG00000025578,ENSMUSG00000038520
ENSMUSG00000025578,ENSMUSG00000021277
ENSMUSG00000025578,ENSMUSG00000003031
ENSMUSG00000025578,ENSMUSG00000021217
ENSMUSG00000025578,ENSMUSG00000057897
ENSMUSG00000025578,ENSMUSG00000000120
ENSMUSG00000025578,ENSMUSG00000031447
ENSMUSG00000068329,ENSMUSG00000048186
ENSMUSG00000068329,ENSMUSG00000029368
ENSMUSG00000007817,ENSMUSG00000039656
ENSMUSG00000007817,ENSMUSG00000029053
ENSMUSG00000007817,ENSMUSG00000057672
ENSMUSG00000007817,ENSMUSG00000038520
ENSMUSG00000007817,ENSMUSG00000042189
ENSMUSG00000007817,ENSMUSG00000005824
ENSMUSG00000007817,ENSMUSG00000032193
ENSMUSG00000007817,ENSMUSG00000003227
ENSMUSG00000007817,ENSMUSG00000028518
ENSMUSG00000007817,ENSMUSG00000025534
ENSMUSG00000007817,ENSMUSG00000021277
ENSMUSG00000007817,ENSMUSG00000039737
ENSMUSG00000007817,ENSMUSG00000057897
ENSMUSG00000007817,ENSMUSG00000032531
ENSMUSG00000007817,ENSMUSG00000007817
ENSMUSG00000007817,ENSMUSG00000039457
ENSMUSG00000031447,ENSMUSG00000009555
ENSMUSG00000031447,ENSMUSG00000020849
ENSMUSG00000031447,ENSMUSG00000057897
ENSMUSG00000031447,ENSMUSG00000000120
ENSMUSG00000031447,ENSMUSG00000032388
ENSMUSG00000031447,ENSMUSG00000037523
ENSMUSG00000031447,ENSMUSG00000027361
ENSMUSG00000031447,ENSMUSG00000031447
ENSMUSG00000031447,ENSMUSG00000034055
ENSMUSG00000031447,ENSMUSG00000022892
ENSMUSG00000031447,ENSMUSG00000013629
ENSMUSG00000031447,ENSMUSG00000025534
ENSMUSG00000031447,ENSMUSG00000032402
ENSMUSG00000031447,ENSMUSG00000001175
ENSMUSG00000000120,ENSMUSG00000031788
ENSMUSG00000000120,ENSMUSG00000029178
ENSMUSG00000000120,ENSMUSG00000032388
ENSMUSG00000000120,ENSMUSG00000048186
ENSMUSG00000000120,ENSMUSG00000045594
ENSMUSG00000000120,ENSMUSG00000028444
ENSMUSG00000000120,ENSMUSG00000023755
ENSMUSG00000000120,ENSMUSG00000009555
ENSMUSG00000000120,ENSMUSG00000058440
ENSMUSG00000000120,ENSMUSG00000023944
ENSMUSG00000000120,ENSMUSG00000079415
ENSMUSG00000000120,ENSMUSG00000022892
ENSMUSG00000000120,ENSMUSG00000111915
ENSMUSG00000000120,ENSMUSG00000020828
ENSMUSG00000014959,ENSMUSG00000023755
ENSMUSG00000014959,ENSMUSG00000109859
ENSMUSG00000014959,ENSMUSG00000046876
ENSMUSG00000014959,ENSMUSG00000058063
ENSMUSG00000014959,ENSMUSG00000048065
ENSMUSG00000014959,ENSMUSG00000014959
ENSMUSG00000014959,ENSMUSG00000029127
ENSMUSG00000014959,ENSMUSG00000031077
ENSMUSG00000014959,ENSMUSG00000029610
ENSMUSG00000025907,ENSMUSG00000023944
ENSMUSG00000025907,ENSMUSG00000063568
ENSMUSG00000025907,ENSMUSG00000022812
ENSMUSG00000004843,ENSMUSG00000023944
ENSMUSG00000004843,ENSMUSG00000063568
ENSMUSG00000004843,ENSMUSG00000021270
ENSMUSG00000004929,ENSMUSG00000031328
ENSMUSG00000004929,ENSMUSG00000063802
ENSMUSG00000004929,ENSMUSG00000015755
ENSMUSG00000004929,ENSMUSG00000026788
ENSMUSG00000004929,ENSMUSG00000010911
ENSMUSG00000035476,ENSMUSG00000035476
ENSMUSG00000030336,ENSMUSG00000030336
ENSMUSG00000024454,ENSMUSG00000047656
ENSMUSG00000024454,ENSMUSG00000047539
ENSMUSG00000024454,ENSMUSG00000022760
ENSMUSG00000024454,ENSMUSG00000051224
ENSMUSG00000024454,ENSMUSG00000017760
ENSMUSG00000024454,ENSMUSG00000034055
ENSMUSG00000024454,ENSMUSG00000030111
ENSMUSG00000024454,ENSMUSG00000017754
ENSMUSG00000058063,ENSMUSG00000109859
ENSMUSG00000063568,ENSMUSG00000019850
ENSMUSG00000063568,ENSMUSG00000039615
ENSMUSG00000063568,ENSMUSG00000028599
ENSMUSG00000063568,ENSMUSG00000040760
ENSMUSG00000063568,ENSMUSG00000004994
ENSMUSG00000063568,ENSMUSG00000096131
ENSMUSG00000063568,ENSMUSG00000066839
ENSMUSG00000063568,ENSMUSG00000063334
ENSMUSG00000063568,ENSMUSG00000112380
ENSMUSG00000063568,ENSMUSG00000023505
ENSMUSG00000063568,ENSMUSG00000042215
ENSMUSG00000063568,ENSMUSG00000068240
ENSMUSG00000063568,ENSMUSG00000038324
ENSMUSG00000063568,ENSMUSG00000029513
ENSMUSG00000063568,ENSMUSG00000023755
ENSMUSG00000063568,ENSMUSG00000042349
ENSMUSG00000063568,ENSMUSG00000019842
ENSMUSG00000063568,ENSMUSG00000020828
ENSMUSG00000006457,ENSMUSG00000006457
ENSMUSG00000060803,ENSMUSG00000017652
ENSMUSG00000060803,ENSMUSG00000037523
ENSMUSG00000060803,ENSMUSG00000035342
ENSMUSG00000060803,ENSMUSG00000060548
ENSMUSG00000060803,ENSMUSG00000021665
ENSMUSG00000060803,ENSMUSG00000015605
ENSMUSG00000060803,ENSMUSG00000017950
ENSMUSG00000060803,ENSMUSG00000008690
ENSMUSG00000060803,ENSMUSG00000020849
ENSMUSG00000060803,ENSMUSG00000025534
ENSMUSG00000008690,ENSMUSG00000023830
ENSMUSG00000008690,ENSMUSG00000025199
ENSMUSG00000008690,ENSMUSG00000017950
ENSMUSG00000008690,ENSMUSG00000039615
ENSMUSG00000008690,ENSMUSG00000008690
ENSMUSG00000008690,ENSMUSG00000021665
ENSMUSG00000008690,ENSMUSG00000029053
ENSMUSG00000008690,ENSMUSG00000057672
ENSMUSG00000008690,ENSMUSG00000022812
ENSMUSG00000008690,ENSMUSG00000025534
ENSMUSG00000008690,ENSMUSG00000060548
ENSMUSG00000008690,ENSMUSG00000030111
ENSMUSG00000008690,ENSMUSG00000005824
ENSMUSG00000008690,ENSMUSG00000056885
ENSMUSG00000008690,ENSMUSG00000032193
ENSMUSG00000008690,ENSMUSG00000002413
ENSMUSG00000008690,ENSMUSG00000028518
ENSMUSG00000008690,ENSMUSG00000038520
ENSMUSG00000008690,ENSMUSG00000008348
ENSMUSG00000008690,ENSMUSG00000057897
ENSMUSG00000008690,ENSMUSG00000013629
ENSMUSG00000029053,ENSMUSG00000026875
ENSMUSG00000029053,ENSMUSG00000039457
ENSMUSG00000029053,ENSMUSG00000029053
ENSMUSG00000029053,ENSMUSG00000038155
ENSMUSG00000029053,ENSMUSG00000022812
ENSMUSG00000029053,ENSMUSG00000053702
ENSMUSG00000029053,ENSMUSG00000029502
ENSMUSG00000029053,ENSMUSG00000035031
ENSMUSG00000029053,ENSMUSG00000040249
ENSMUSG00000029053,ENSMUSG00000045594
ENSMUSG00000029053,ENSMUSG00000022431
ENSMUSG00000029053,ENSMUSG00000057400
ENSMUSG00000029053,ENSMUSG00000003227
ENSMUSG00000029053,ENSMUSG00000053593
ENSMUSG00000029053,ENSMUSG00000062825
ENSMUSG00000029053,ENSMUSG00000025534
ENSMUSG00000029053,ENSMUSG00000037393
ENSMUSG00000029053,ENSMUSG00000037523
ENSMUSG00000029053,ENSMUSG00000036438
ENSMUSG00000029053,ENSMUSG00000043549
ENSMUSG00000029053,ENSMUSG00000019528
ENSMUSG00000029053,ENSMUSG00000001175
ENSMUSG00000029053,ENSMUSG00000013629
ENSMUSG00000038155,ENSMUSG00000032193
ENSMUSG00000038155,ENSMUSG00000057672
ENSMUSG00000038155,ENSMUSG00000025199
ENSMUSG00000038155,ENSMUSG00000042189
ENSMUSG00000038155,ENSMUSG00000028518
ENSMUSG00000038155,ENSMUSG00000038520
ENSMUSG00000038155,ENSMUSG00000008348
ENSMUSG00000022812,ENSMUSG00000020849
ENSMUSG00000022812,ENSMUSG00000057074
ENSMUSG00000022812,ENSMUSG00000039615
ENSMUSG00000022812,ENSMUSG00000026875
ENSMUSG00000022812,ENSMUSG00000021665
ENSMUSG00000022812,ENSMUSG00000017754
ENSMUSG00000022812,ENSMUSG00000017950
ENSMUSG00000022812,ENSMUSG00000025199
ENSMUSG00000022812,ENSMUSG00000057672
ENSMUSG00000022812,ENSMUSG00000022812
ENSMUSG00000022812,ENSMUSG00000025534
ENSMUSG00000022812,ENSMUSG00000031433
ENSMUSG00000022812,ENSMUSG00000025316
ENSMUSG00000022812,ENSMUSG00000042189
ENSMUSG00000022812,ENSMUSG00000005824
ENSMUSG00000022812,ENSMUSG00000032193
ENSMUSG00000022812,ENSMUSG00000035342
ENSMUSG00000022812,ENSMUSG00000002413
ENSMUSG00000022812,ENSMUSG00000028518
ENSMUSG00000022812,ENSMUSG00000038520
ENSMUSG00000022812,ENSMUSG00000046532
ENSMUSG00000022812,ENSMUSG00000008348
ENSMUSG00000022812,ENSMUSG00000021277
ENSMUSG00000022812,ENSMUSG00000009555
ENSMUSG00000022812,ENSMUSG00000031154
ENSMUSG00000029502,ENSMUSG00000032193
ENSMUSG00000029502,ENSMUSG00000057672
ENSMUSG00000029502,ENSMUSG00000042189
ENSMUSG00000029502,ENSMUSG00000039286
ENSMUSG00000029502,ENSMUSG00000028518
ENSMUSG00000029502,ENSMUSG00000038520
ENSMUSG00000029502,ENSMUSG00000025534
ENSMUSG00000007038,ENSMUSG00000032388
ENSMUSG00000007038,ENSMUSG00000007038
ENSMUSG00000031433,ENSMUSG00000032388
ENSMUSG00000031433,ENSMUSG00000060548
ENSMUSG00000060548,ENSMUSG00000023830
ENSMUSG00000060548,ENSMUSG00000017950
ENSMUSG00000060548,ENSMUSG00000031788
ENSMUSG00000060548,ENSMUSG00000034055
ENSMUSG00000060548,ENSMUSG00000035958
ENSMUSG00000060548,ENSMUSG00000067702
ENSMUSG00000060548,ENSMUSG00000021939
ENSMUSG00000060548,ENSMUSG00000031266
ENSMUSG00000060548,ENSMUSG00000030339
ENSMUSG00000060548,ENSMUSG00000060548
ENSMUSG00000060548,ENSMUSG00000021665
ENSMUSG00000060548,ENSMUSG00000046532
ENSMUSG00000060548,ENSMUSG00000003031
ENSMUSG00000060548,ENSMUSG00000025534
ENSMUSG00000060548,ENSMUSG00000025232
ENSMUSG00000060548,ENSMUSG00000061288
ENSMUSG00000060548,ENSMUSG00000057897
ENSMUSG00000060548,ENSMUSG00000037523
ENSMUSG00000060548,ENSMUSG00000079415
ENSMUSG00000029127,ENSMUSG00000066839
ENSMUSG00000029127,ENSMUSG00000014932
ENSMUSG00000029127,ENSMUSG00000026942
ENSMUSG00000029127,ENSMUSG00000029127
ENSMUSG00000029127,ENSMUSG00000021270
ENSMUSG00000029127,ENSMUSG00000004655
ENSMUSG00000056885,ENSMUSG00000056885
ENSMUSG00000043549,ENSMUSG00000074698
ENSMUSG00000009079,ENSMUSG00000032193
ENSMUSG00000009079,ENSMUSG00000021277
ENSMUSG00000009079,ENSMUSG00000057074
ENSMUSG00000009079,ENSMUSG00000022760
ENSMUSG00000009079,ENSMUSG00000021665
ENSMUSG00000009079,ENSMUSG00000028518
ENSMUSG00000009079,ENSMUSG00000017950
ENSMUSG00000009079,ENSMUSG00000111915
ENSMUSG00000053886,ENSMUSG00000033059
ENSMUSG00000053886,ENSMUSG00000039286
ENSMUSG00000053886,ENSMUSG00000028518
ENSMUSG00000053886,ENSMUSG00000015605
ENSMUSG00000053886,ENSMUSG00000046532
ENSMUSG00000053886,ENSMUSG00000031266
ENSMUSG00000020828,ENSMUSG00000005469
ENSMUSG00000020828,ENSMUSG00000027361
ENSMUSG00000020828,ENSMUSG00000021814
ENSMUSG00000020828,ENSMUSG00000021665
ENSMUSG00000020828,ENSMUSG00000046876
ENSMUSG00000020828,ENSMUSG00000054452
ENSMUSG00000020828,ENSMUSG00000021277
ENSMUSG00000064289,ENSMUSG00000057963
ENSMUSG00000064289,ENSMUSG00000018363
ENSMUSG00000064289,ENSMUSG00000064289
ENSMUSG00000064289,ENSMUSG00000021408
ENSMUSG00000064289,ENSMUSG00000057367
ENSMUSG00000111915,ENSMUSG00000022760
ENSMUSG00000111915,ENSMUSG00000111915
ENSMUSG00000111915,ENSMUSG00000021665
ENSMUSG00000111915,ENSMUSG00000028518
ENSMUSG00000111915,ENSMUSG00000112380
ENSMUSG00000111915,ENSMUSG00000017950
ENSMUSG00000112223,ENSMUSG00000031788
ENSMUSG00000031328,ENSMUSG00000063802
ENSMUSG00000031328,ENSMUSG00000015755
ENSMUSG00000031328,ENSMUSG00000026788
ENSMUSG00000031328,ENSMUSG00000010911
ENSMUSG00000003868,ENSMUSG00000022760
ENSMUSG00000003868,ENSMUSG00000021665
ENSMUSG00000003868,ENSMUSG00000017950
ENSMUSG00000003868,ENSMUSG00000005824
ENSMUSG00000003868,ENSMUSG00000008348
ENSMUSG00000003868,ENSMUSG00000021277
ENSMUSG00000095970,ENSMUSG00000025316
ENSMUSG00000095970,ENSMUSG00000021270
ENSMUSG00000001751,ENSMUSG00000061288
ENSMUSG00000001751,ENSMUSG00000057074
ENSMUSG00000001751,ENSMUSG00000001751
ENSMUSG00000001751,ENSMUSG00000028518
ENSMUSG00000026875,ENSMUSG00000032193
ENSMUSG00000026875,ENSMUSG00000057672
ENSMUSG00000026875,ENSMUSG00000026875
ENSMUSG00000026875,ENSMUSG00000025534
ENSMUSG00000034055,ENSMUSG00000009555
ENSMUSG00000034055,ENSMUSG00000061288
ENSMUSG00000034055,ENSMUSG00000047539
ENSMUSG00000034055,ENSMUSG00000057897
ENSMUSG00000034055,ENSMUSG00000022760
ENSMUSG00000034055,ENSMUSG00000032388
ENSMUSG00000034055,ENSMUSG00000027361
ENSMUSG00000034055,ENSMUSG00000034055
ENSMUSG00000034055,ENSMUSG00000048065
ENSMUSG00000034055,ENSMUSG00000022892
ENSMUSG00000034055,ENSMUSG00000031154
ENSMUSG00000020277,ENSMUSG00000015755
ENSMUSG00000020277,ENSMUSG00000020277
ENSMUSG00000033400,ENSMUSG00000032171
ENSMUSG00000033400,ENSMUSG00000074997
ENSMUSG00000033400,ENSMUSG00000025537
ENSMUSG00000033400,ENSMUSG00000031788
ENSMUSG00000033400,ENSMUSG00000028730
ENSMUSG00000033400,ENSMUSG00000037523
ENSMUSG00000033400,ENSMUSG00000029178
ENSMUSG00000033400,ENSMUSG00000066839
ENSMUSG00000031521,ENSMUSG00000031521
ENSMUSG00000031521,ENSMUSG00000024222
ENSMUSG00000031521,ENSMUSG00000027692
ENSMUSG00000031521,ENSMUSG00000091971
ENSMUSG00000031521,ENSMUSG00000029368
ENSMUSG00000055313,ENSMUSG00000112653
ENSMUSG00000020888,ENSMUSG00000015755
ENSMUSG00000030111,ENSMUSG00000005469
ENSMUSG00000030111,ENSMUSG00000047539
ENSMUSG00000030111,ENSMUSG00000006932
ENSMUSG00000030111,ENSMUSG00000021814
ENSMUSG00000030111,ENSMUSG00000017760
ENSMUSG00000030111,ENSMUSG00000039286
ENSMUSG00000030111,ENSMUSG00000047656
ENSMUSG00000030111,ENSMUSG00000017754
ENSMUSG00000030111,ENSMUSG00000022892
ENSMUSG00000030111,ENSMUSG00000020038
ENSMUSG00000030111,ENSMUSG00000090877
ENSMUSG00000050071,ENSMUSG00000057074
ENSMUSG00000050071,ENSMUSG00000042189
ENSMUSG00000050071,ENSMUSG00000057672
ENSMUSG00000020038,ENSMUSG00000056749
ENSMUSG00000020038,ENSMUSG00000021814
ENSMUSG00000020038,ENSMUSG00000020038
ENSMUSG00000020038,ENSMUSG00000014932
ENSMUSG00000032171,ENSMUSG00000032171
ENSMUSG00000032171,ENSMUSG00000025537
ENSMUSG00000032171,ENSMUSG00000031788
ENSMUSG00000032171,ENSMUSG00000003810
ENSMUSG00000032171,ENSMUSG00000040767
ENSMUSG00000015755,ENSMUSG00000054611
ENSMUSG00000015755,ENSMUSG00000005483
ENSMUSG00000015755,ENSMUSG00000026788
ENSMUSG00000015755,ENSMUSG00000063802
ENSMUSG00000015755,ENSMUSG00000010911
ENSMUSG00000015755,ENSMUSG00000031591
ENSMUSG00000025537,ENSMUSG00000025537
ENSMUSG00000025537,ENSMUSG00000003810
ENSMUSG00000026942,ENSMUSG00000014932
ENSMUSG00000026942,ENSMUSG00000026942
ENSMUSG00000026942,ENSMUSG00000021270
ENSMUSG00000008348,ENSMUSG00000057074
ENSMUSG00000008348,ENSMUSG00000057400
ENSMUSG00000008348,ENSMUSG00000021665
ENSMUSG00000008348,ENSMUSG00000017950
ENSMUSG00000008348,ENSMUSG00000025534
ENSMUSG00000008348,ENSMUSG00000030339
ENSMUSG00000008348,ENSMUSG00000040249
ENSMUSG00000008348,ENSMUSG00000005824
ENSMUSG00000008348,ENSMUSG00000019528
ENSMUSG00000008348,ENSMUSG00000008348
ENSMUSG00000008348,ENSMUSG00000021277
ENSMUSG00000008348,ENSMUSG00000039656
ENSMUSG00000008348,ENSMUSG00000058440
ENSMUSG00000008348,ENSMUSG00000022760
ENSMUSG00000008348,ENSMUSG00000037393
ENSMUSG00000008348,ENSMUSG00000036438
ENSMUSG00000008348,ENSMUSG00000013629
ENSMUSG00000008348,ENSMUSG00000001175
ENSMUSG00000007655,ENSMUSG00000031264
ENSMUSG00000007655,ENSMUSG00000007610
ENSMUSG00000007655,ENSMUSG00000014932
ENSMUSG00000023944,ENSMUSG00000071415
ENSMUSG00000023944,ENSMUSG00000028599
ENSMUSG00000023944,ENSMUSG00000040760
ENSMUSG00000023944,ENSMUSG00000067702
ENSMUSG00000023944,ENSMUSG00000038324
ENSMUSG00000023944,ENSMUSG00000096131
ENSMUSG00000023944,ENSMUSG00000018765
ENSMUSG00000023944,ENSMUSG00000095817
ENSMUSG00000023944,ENSMUSG00000112380
ENSMUSG00000023944,ENSMUSG00000031950
ENSMUSG00000023944,ENSMUSG00000023755
ENSMUSG00000023944,ENSMUSG00000054452
ENSMUSG00000023944,ENSMUSG00000021003
ENSMUSG00000023944,ENSMUSG00000068587
ENSMUSG00000023944,ENSMUSG00000004655
ENSMUSG00000037936,ENSMUSG00000021270
ENSMUSG00000020849,ENSMUSG00000020849
ENSMUSG00000020849,ENSMUSG00000031788
ENSMUSG00000020849,ENSMUSG00000025534
ENSMUSG00000020849,ENSMUSG00000021665
ENSMUSG00000020849,ENSMUSG00000028610
ENSMUSG00000028730,ENSMUSG00000028730
ENSMUSG00000028730,ENSMUSG00000068587
ENSMUSG00000028730,ENSMUSG00000039738
ENSMUSG00000028730,ENSMUSG00000095105
ENSMUSG00000067702,ENSMUSG00000029610
ENSMUSG00000067702,ENSMUSG00000003813
ENSMUSG00000067702,ENSMUSG00000039286
ENSMUSG00000067702,ENSMUSG00000028518
ENSMUSG00000067702,ENSMUSG00000015605
ENSMUSG00000067702,ENSMUSG00000046532
ENSMUSG00000067702,ENSMUSG00000067702
ENSMUSG00000039286,ENSMUSG00000029610
ENSMUSG00000039286,ENSMUSG00000031154
ENSMUSG00000039286,ENSMUSG00000022760
ENSMUSG00000039286,ENSMUSG00000035342
ENSMUSG00000039286,ENSMUSG00000018363
ENSMUSG00000039286,ENSMUSG00000039286
ENSMUSG00000039286,ENSMUSG00000015605
ENSMUSG00000039286,ENSMUSG00000021408
ENSMUSG00000040249,ENSMUSG00000004994
ENSMUSG00000040249,ENSMUSG00000021754
ENSMUSG00000040249,ENSMUSG00000016349
ENSMUSG00000040249,ENSMUSG00000019471
