geneID	TFCP2L1	ARID5A	ATF3	ESRRG	GLI2	NPAS2	NR5A2	SOX17	STAT4	TWIST2	NumPeaks	AvgPeakDistance	AvgPeakSize
ENSMUSG00000047384.3	0.0237985035	0.0000557122	0.0006747568	0.0000218368	0.0030751494	0.0000867491	0.0000098364	0.0011473722	0.0000319053	0.0674169740	3.0000000000	10238.0000000000	1116.6666259766
ENSMUSG00000100872.2	0.0067075206	0.0000333993	0.0021756185	0.0000776320	0.0008555906	0.0002945729	0.0000319419	0.0003840166	0.0001042531	0.0262717553	3.0000000000	12387.0000000000	1116.6666259766
ENSMUSG00000016262.14	0.0023393918	0.0002317492	0.0255372634	0.0009191438	0.0001606283	0.0034739904	0.0003751826	0.0008887322	0.0012252436	0.0999264872	2.0000000000	10293.0000000000	1338.5000000000
ENSMUSG00000089812.2	0.0024085487	0.0002317568	0.0255373767	0.0009191451	0.0001697767	0.0034740081	0.0003751847	0.0008916621	0.0012252516	0.1001204933	2.0000000000	9876.5000000000	1338.5000000000
ENSMUSG00000016181.9	0.0044017612	0.0028449295	0.0003630976	0.0002490363	0.0003894162	0.0230160049	0.0007464972	0.0001438836	0.0116561986	0.0664046858	3.0000000000	11200.3330078125	1428.6666259766
ENSMUSG00000026638.15	0.0187149340	0.0015165445	0.0005273104	0.0001192869	0.0011059260	0.0011052078	0.0031328399	0.0106597382	0.0103174213	0.0722543711	6.0000000000	12031.1669921875	1318.3333740234
ENSMUSG00000079144.7	0.0094229109	0.0093764125	0.0009426739	0.0000272786	0.0003849775	0.0145470190	0.0006809785	0.0027301117	0.0122316683	0.1206254426	7.0000000000	12612.1425781250	1436.1428222656
ENSMUSG00000037318.10	0.0007069556	0.0025044206	0.0007296156	0.0119438218	0.0001345780	0.0007154690	0.0020460637	0.0001437903	0.0049937975	0.0383923972	5.0000000000	8418.7998046875	1201.0000000000
ENSMUSG00000090080.2	0.0022911601	0.0178558786	0.0015606196	0.0030962912	0.0005683817	0.0038591500	0.0007727898	0.0008142577	0.0203477403	0.1200711469	7.0000000000	8748.2861328125	1208.1428222656
ENSMUSG00000089683.2	0.0005412969	0.0019175674	0.0005586470	0.0091450627	0.0001030427	0.0005478153	0.0015666159	0.0001100964	0.0038236162	0.0293960247	5.0000000000	9753.7998046875	1201.0000000000
ENSMUSG00000026639.18	0.0002131014	0.0007549207	0.0002199319	0.0036002891	0.0000405665	0.0002156676	0.0006167558	0.0000433435	0.0015053067	0.0115728224	5.0000000000	14414.7998046875	1201.0000000000
ENSMUSG00000016194.14	0.0170694270	0.0436341534	0.0302344647	0.0833787684	0.0023216931	0.0012227872	0.0516782321	0.0090015320	0.0289900749	0.1223340524	5.0000000000	6644.3999023438	3827.1999511719
ENSMUSG00000103089.1	0.0121595886	0.0386465359	0.0199818113	0.0539402884	0.0015628813	0.0010472156	0.0334766796	0.0080552313	0.0190331218	0.0782165306	5.0000000000	6455.2001953125	3827.1999511719
ENSMUSG00000009633.3	0.0444005183	0.0843237758	0.0860536511	0.2412888363	0.0064656799	0.0024187049	0.1495610209	0.0155951056	0.0829439065	0.2684898089	4.0000000000	8639.0000000000	4343.5000000000
ENSMUSG00000104348.1	0.0443328158	0.0823463875	0.0871342833	0.2411828301	0.0064542801	0.0023806254	0.1495158249	0.0151416470	0.0836068182	0.2685967722	5.0000000000	15514.5996093750	4110.3999023438
ENSMUSG00000103736.1	0.0109747236	0.0188731450	0.0278976463	0.0537305471	0.0020970850	0.0007441943	0.0333951596	0.0034134956	0.0239361510	0.0915819596	4.0000000000	14077.2500000000	6345.7500000000
ENSMUSG00000102981.1	0.0021047021	0.0001227408	0.0016483467	0.0000220185	0.0000861448	0.0020307930	0.0000145806	0.0000258069	0.0000512897	0.0020369420	2.0000000000	18307.5000000000	1972.5000000000
ENSMUSG00000097850.2	0.0339664794	0.0019840779	0.0266020779	0.0003553958	0.0013902535	0.0327737026	0.0002354636	0.0004165107	0.0008279357	0.0328729354	2.0000000000	3061.0000000000	1972.5000000000
ENSMUSG00000065533.1	0.0339664731	0.0019808706	0.0266016421	0.0003553438	0.0013902367	0.0327736994	0.0002353091	0.0004164816	0.0008277349	0.0328729351	2.0000000000	4383.0000000000	1972.5000000000
ENSMUSG00000026640.12	0.0280678312	0.0037332575	0.0011801036	0.0002770088	0.0006330304	0.0007930908	0.0001861077	0.0000483213	0.0097714852	0.1557180222	5.0000000000	10716.4003906250	1351.5999755859
ENSMUSG00000102523.1	0.0053266808	0.0058822203	0.0075848038	0.0069675473	0.0010329054	0.0003444363	0.0105128485	0.0192881083	0.0093244009	0.0371776019	4.0000000000	7673.5000000000	1793.0000000000
ENSMUSG00000102621.1	0.0001935307	0.0014653111	0.0001848462	0.0000916009	0.0000070063	0.0001052746	0.0011462113	0.0013144601	0.0010879780	0.0051529956	2.0000000000	13643.5000000000	1604.0000000000
ENSMUSG00000102841.1	0.0000446849	0.0003383304	0.0000426797	0.0000211500	0.0000016177	0.0000243072	0.0002646524	0.0003034999	0.0002512067	0.0011897917	2.0000000000	20972.5000000000	1604.0000000000
ENSMUSG00000084631.1	0.0000966440	0.0000464854	0.0000237398	0.0000007751	0.0000001747	0.0005648700	0.0003446693	0.0000340246	0.0000791659	0.0005768582	1.0000000000	20206.0000000000	1447.0000000000
ENSMUSG00000016494.9	0.0049193097	0.0246797337	0.0028450400	0.0020118727	0.0033876157	0.0147298969	0.0021090281	0.0237243501	0.0012087562	0.0984113793	1.0000000000	0.0000000000	5553.0000000000
ENSMUSG00000097325.2	0.0015376574	0.0004948024	0.0002317725	0.0000088292	0.0000483842	0.0003172793	0.0000229198	0.0000803180	0.0065033269	0.0000154983	2.0000000000	9312.5000000000	767.0000000000
ENSMUSG00000096929.7	0.0015376557	0.0004931205	0.0002315743	0.0000088285	0.0000483842	0.0003172790	0.0000229192	0.0000803070	0.0065033212	0.0000154873	2.0000000000	9605.0000000000	767.0000000000
ENSMUSG00000104206.1	0.0000419749	0.0008524350	0.0000817675	0.0000005948	0.0000073694	0.0000119384	0.0000009722	0.0000069165	0.0001762248	0.0000059342	3.0000000000	13187.6669921875	781.3333129883
ENSMUSG00000104525.1	0.0000630372	0.0005725842	0.0000591575	0.0000005949	0.0000059681	0.0000151660	0.0000011678	0.0000064024	0.0002657497	0.0000042636	3.0000000000	13883.3330078125	781.3333129883
ENSMUSG00000103867.1	0.0000078797	0.0094351820	0.0001866844	0.0000050141	0.0002405867	0.0001320337	0.0000053370	0.0000338535	0.0000001494	0.0000633567	2.0000000000	10336.0000000000	561.0000000000
ENSMUSG00000104077.1	0.0000116357	0.0139360364	0.0002738683	0.0000074088	0.0003558395	0.0001952809	0.0000078867	0.0000499470	0.0000001562	0.0000935834	2.0000000000	11605.5000000000	561.0000000000
ENSMUSG00000016493.13	0.0011147906	0.0002037858	0.0007374151	0.0000002719	0.0000872818	0.0008422121	0.0000055682	0.0029372907	0.0000276516	0.0001658531	1.0000000000	0.0000000000	1000.0000000000
ENSMUSG00000065412.3	0.0000002709	0.0003244443	0.0000063594	0.0000001725	0.0000082886	0.0000045487	0.0000001836	0.0000011623	0.0000000031	0.0000021787	1.0000000000	19663.0000000000	810.0000000000
ENSMUSG00000065548.1	0.0000002447	0.0002931586	0.0000057461	0.0000001559	0.0000074893	0.0000041100	0.0000001659	0.0000010502	0.0000000028	0.0000019687	1.0000000000	20170.0000000000	810.0000000000
ENSMUSG00000103443.1	0.0001409523	0.0000257663	0.0000932376	0.0000000344	0.0000110358	0.0001064880	0.0000007040	0.0003713863	0.0000034962	0.0000209702	1.0000000000	10340.0000000000	1000.0000000000
ENSMUSG00000016481.15	0.0036549409	0.0238790172	0.0018746165	0.0000324903	0.0000516683	0.0003709368	0.0000960922	0.0009859052	0.0064751614	0.0329190609	1.0000000000	0.0000000000	2394.0000000000
ENSMUSG00000061024.8	0.0150547217	0.0231758295	0.0284113713	0.0093721127	0.0003398311	0.0404882347	0.0008557351	0.0030710464	0.0114179391	0.1317507723	2.0000000000	9725.5000000000	2515.0000000000
ENSMUSG00000025911.14	0.0150547223	0.0232020736	0.0284114294	0.0093721127	0.0003398323	0.0404882349	0.0008557363	0.0030710504	0.0114257003	0.1317507760	2.0000000000	8455.5000000000	2515.0000000000
ENSMUSG00000079671.8	0.0043361497	0.0031458901	0.0185250262	0.0003047851	0.0014366126	0.0015211632	0.0001792444	0.0193456151	0.0023025720	0.0347605033	6.0000000000	6305.6665039062	995.5000000000
ENSMUSG00000081441.3	0.0000000068	0.0002918344	0.0000006468	0.0000000002	0.0000000133	0.0000000024	0.0000000140	0.0000000444	0.0000863049	0.0000000414	1.0000000000	9470.0000000000	220.0000000000
ENSMUSG00000067879.3	0.0000004654	0.0000231100	0.0002069464	0.0000029899	0.0000111817	0.0000000034	0.0000012168	0.0000186244	0.0000000281	0.0000464539	1.0000000000	799.0000000000	209.0000000000
ENSMUSG00000099827.1	0.0008933547	0.0022876751	0.0033568163	0.0001421378	0.0002881180	0.0008900183	0.0000545217	0.0053781855	0.0012354922	0.0186164226	7.0000000000	7383.5712890625	1031.1428222656
ENSMUSG00000025912.16	0.0049164442	0.0007738139	0.0002823858	0.0000737574	0.0000408763	0.0000511110	0.0001785251	0.0000421778	0.0055346178	0.0000602134	1.0000000000	0.0000000000	1609.0000000000
ENSMUSG00000045210.8	0.0003391642	0.0627312111	0.0012041412	0.0000751951	0.0000283189	0.0005003467	0.0001169441	0.0000956610	0.0050375905	0.0330010186	4.0000000000	6543.0000000000	1087.2500000000
ENSMUSG00000097893.8	0.0003451284	0.0641982043	0.0013428440	0.0000857144	0.0000297907	0.0005012583	0.0001286860	0.0001018708	0.0050414532	0.0330015600	4.0000000000	6359.5000000000	1087.2500000000
ENSMUSG00000025915.14	0.0001075693	0.0160841680	0.0004725429	0.0238028715	0.0000962406	0.0000091463	0.0035321569	0.0003099375	0.0001824599	0.0329104223	2.0000000000	3335.0000000000	1426.0000000000
ENSMUSG00000046334.4	0.0000627572	0.0144459247	0.0002672826	0.0134166658	0.0001587532	0.0000204827	0.0019937623	0.0002056448	0.0001030686	0.0184184992	2.0000000000	2563.5000000000	1426.0000000000
ENSMUSG00000088916.1	0.0000008913	0.0000082124	0.0000037176	0.0000000560	0.0000026929	0.0000001337	0.0000000690	0.0000000632	0.0000000825	0.0000033332	1.0000000000	13844.0000000000	344.0000000000
ENSMUSG00000098234.7	0.0010032989	0.0127631515	0.0020223765	0.0005017618	0.0000315250	0.0002359707	0.0007812970	0.0000816792	0.0040566081	0.0003802086	2.0000000000	11945.0000000000	1299.0000000000
ENSMUSG00000093178.1	0.0009993830	0.0127271813	0.0020163640	0.0004988203	0.0000313311	0.0002352813	0.0007782860	0.0000814494	0.0040446832	0.0001036025	1.0000000000	14.0000000000	2145.0000000000
ENSMUSG00000099032.2	0.0001400177	0.0001559124	0.0000614412	0.0001854303	0.0000127116	0.0000057402	0.0001045185	0.0000009541	0.0001073383	0.0323501693	2.0000000000	11650.5000000000	1299.0000000000
ENSMUSG00000104025.1	0.0001261250	0.0001681801	0.0000591131	0.0001650622	0.0000113085	0.0000056347	0.0000942252	0.0000010377	0.0001045179	0.0285891681	2.0000000000	11650.5000000000	1299.0000000000
ENSMUSG00000025916.10	0.0000276340	0.0036085338	0.0003493797	0.0000215737	0.0000027907	0.0008584834	0.0079360835	0.0018203675	0.0220284990	0.0132042852	1.0000000000	4557.0000000000	1893.0000000000
ENSMUSG00000087199.1	0.0000093545	0.0001569342	0.0000176246	0.0000122417	0.0000008972	0.0000370570	0.0003466327	0.0000781265	0.0009495733	0.0025932830	2.0000000000	17113.5000000000	1173.0000000000
ENSMUSG00000095780.1	0.0000236378	0.0030866969	0.0002988553	0.0000184539	0.0000023871	0.0007343365	0.0067884314	0.0015571207	0.0188429158	0.0112947883	1.0000000000	5338.0000000000	1893.0000000000
ENSMUSG00000025917.9	0.0059392214	0.0073404293	0.0003007643	0.0000824125	0.0005141362	0.0002027473	0.0000733813	0.0000760884	0.0161273750	0.0330176235	1.0000000000	0.0000000000	3373.0000000000
ENSMUSG00000056763.16	0.0059392214	0.0073404293	0.0003007643	0.0000824125	0.0005141362	0.0002027473	0.0000733813	0.0000760884	0.0161273750	0.0330176235	1.0000000000	0.0000000000	3373.0000000000
ENSMUSG00000102356.1	0.0001754464	0.0002168385	0.0000088847	0.0000024345	0.0000151877	0.0000059892	0.0000021677	0.0000022477	0.0004764074	0.0009753504	1.0000000000	17610.0000000000	3373.0000000000
ENSMUSG00000067851.11	0.0022367069	0.0008227897	0.0254731843	0.0000822665	0.0000789100	0.0008480468	0.0003444054	0.0001974163	0.0000375565	0.0661373791	1.0000000000	0.0000000000	2368.0000000000
ENSMUSG00000088153.1	0.0007706490	0.0002569036	0.0000076203	0.0000140106	0.0000003279	0.0000274578	0.0000273460	0.0000064760	0.0001104667	0.0000002913	1.0000000000	14800.0000000000	1696.0000000000
ENSMUSG00000100648.1	0.0000000001	0.0000319002	0.0000297609	0.0000000019	0.0000000007	0.0000001840	0.0000000150	0.0000068535	0.0000017294	0.0000000000	1.0000000000	8459.0000000000	180.0000000000
ENSMUSG00000088585.1	0.0000000073	0.0000740547	0.0000000139	0.0000000496	0.0000000003	0.0000000024	0.0000000168	0.0000000140	0.0000000002	0.0000000018	1.0000000000	21605.0000000000	209.0000000000
ENSMUSG00000048960.13	0.0009373814	0.0066400445	0.0274707127	0.0005819402	0.0000900830	0.0059714005	0.0029366724	0.0010627113	0.0276512626	0.0658257961	2.0000000000	819.5000000000	2261.0000000000
ENSMUSG00000101827.1	0.0000263599	0.0000304343	0.0000387564	0.0000013472	0.0000163472	0.0000004299	0.0000057331	0.0000146118	0.0000000455	0.0000038763	2.0000000000	13177.0000000000	335.0000000000
ENSMUSG00000101314.1	0.0000000034	0.0000007829	0.0000002100	0.0000000527	0.0000000012	0.0000000007	0.0000023777	0.0000000455	0.0000000716	0.0000000001	1.0000000000	21825.0000000000	367.0000000000
ENSMUSG00000016918.15	0.0000002288	0.0000532714	0.0000142898	0.0000035874	0.0000000793	0.0000000484	0.0001617934	0.0000030993	0.0000048695	0.0000000060	1.0000000000	724.0000000000	367.0000000000
ENSMUSG00000042414.7	0.0002775118	0.0008563117	0.0001187293	0.0198741979	0.0000153992	0.0003693791	0.0200635212	0.0001701022	0.0113987282	0.0293024726	1.0000000000	4030.0000000000	3299.0000000000
ENSMUSG00000005886.14	0.0030772715	0.0062121508	0.0007202456	0.0012355894	0.0002998603	0.0005952081	0.0002421543	0.0000872131	0.0000813504	0.0002045908	2.0000000000	6452.5000000000	2077.5000000000
ENSMUSG00000103506.1	0.0000825248	0.0009950984	0.0053386481	0.0002795458	0.0000569227	0.0045463480	0.0004072815	0.0000421069	0.0000583158	0.0000030764	4.0000000000	10278.2500000000	830.2500000000
ENSMUSG00000103495.1	0.0001836222	0.0103160227	0.0003041331	0.0000822568	0.0000897616	0.0006394300	0.0000800773	0.0001461133	0.0030763794	0.0071821127	3.0000000000	17201.0000000000	1307.0000000000
ENSMUSG00000099183.1	0.0001174387	0.0044793598	0.0005700466	0.0007887022	0.0002040354	0.0018611673	0.0006309757	0.0093050911	0.0034759352	0.0377563191	5.0000000000	7109.7998046875	1413.4000244141
ENSMUSG00000102639.1	0.0000027717	0.0000704039	0.0000136811	0.0000196513	0.0000046214	0.0000421989	0.0000158502	0.0002260203	0.0000557414	0.0017599887	2.0000000000	19847.0000000000	1573.0000000000
ENSMUSG00000087782.1	0.0002099278	0.0194432416	0.0008250763	0.0014867602	0.0006813686	0.0171864262	0.0012904225	0.0012323770	0.0004751077	0.0321182949	2.0000000000	682.0000000000	1181.0000000000
ENSMUSG00000103085.1	0.0000679532	0.0014138225	0.0000743653	0.0001115330	0.0000658884	0.0021695105	0.0000876447	0.0000843361	0.0000466172	0.0021205837	4.0000000000	15216.5000000000	1629.2500000000
ENSMUSG00000102664.1	0.0002877589	0.0006079726	0.0000891672	0.0000919935	0.0000293991	0.0004266078	0.0000293002	0.0000277965	0.0000129647	0.0003974308	4.0000000000	15216.5000000000	1629.2500000000
ENSMUSG00000101476.1	0.0024719211	0.0049950223	0.0005782935	0.0009934584	0.0002410980	0.0004786220	0.0001947171	0.0000699452	0.0000654142	0.0001644944	2.0000000000	7991.0000000000	2077.5000000000
ENSMUSG00000101171.1	0.0000010611	0.0000154698	0.0000326049	0.0000097131	0.0000002123	0.0005258099	0.0000000784	0.0000001815	0.0000267220	0.0000037065	1.0000000000	18712.0000000000	915.0000000000
ENSMUSG00000025935.10	0.0171545125	0.0253773524	0.0023906224	0.0013452925	0.0005182987	0.0032774933	0.0016371561	0.0018321369	0.0005489480	0.0989638335	1.0000000000	0.0000000000	4740.0000000000
ENSMUSG00000025937.6	0.0337087050	0.0121744689	0.0779047559	0.0035909951	0.0001108775	0.0054326138	0.0000335891	0.0001488067	0.0000299555	0.0329068251	1.0000000000	0.0000000000	2660.0000000000
ENSMUSG00000102982.1	0.0014119280	0.0005099417	0.0032631305	0.0001504130	0.0000046442	0.0002275513	0.0000014069	0.0000062329	0.0000012547	0.0013783403	1.0000000000	15864.0000000000	2660.0000000000
ENSMUSG00000067813.3	0.0075214287	0.0027164912	0.0173829007	0.0008012593	0.0000247401	0.0012121800	0.0000074947	0.0000332033	0.0000066840	0.0073425052	1.0000000000	7500.0000000000	2660.0000000000
ENSMUSG00000102166.1	0.0001295510	0.0004303646	0.0000776814	0.0000013798	0.0042600356	0.0000058655	0.0000044816	0.0000614632	0.0000175213	0.0031389553	1.0000000000	11733.0000000000	1230.0000000000
ENSMUSG00000025932.14	0.0000000014	0.0002772164	0.0000005469	0.0000001637	0.0000000021	0.0001831729	0.0000008312	0.0000017393	0.0000000131	0.0000000000	1.0000000000	1182.0000000000	167.0000000000
ENSMUSG00000054493.2	0.0003279071	0.0003033518	0.0014578523	0.0000147355	0.0000051843	0.0000416626	0.0000318262	0.0000490632	0.0021529825	0.0210197606	2.0000000000	10110.0000000000	1362.5000000000
ENSMUSG00000025930.6	0.0003829866	0.0001695059	0.0008181182	0.0000089100	0.0000070093	0.0000312748	0.0000222853	0.0000307082	0.0013008548	0.0324615131	2.0000000000	10551.0000000000	1362.5000000000
ENSMUSG00000103492.1	0.0003694027	0.0009033668	0.0000566150	0.0000125352	0.0000500265	0.0011463634	0.0000059755	0.0001787995	0.0010218177	0.0327964299	1.0000000000	0.0000000000	1131.0000000000
ENSMUSG00000025925.14	0.0129485409	0.0020365083	0.0000833196	0.0000110559	0.0000854882	0.0012457483	0.0001540597	0.0007623458	0.0000164368	0.0657492358	2.0000000000	4575.0000000000	1239.0000000000
ENSMUSG00000032719.4	0.0003441848	0.0000009218	0.0000025108	0.0000061129	0.0011903170	0.0009823597	0.0000473741	0.0000004040	0.0000016547	0.0003251568	1.0000000000	0.0000000000	554.0000000000
ENSMUSG00000088943.1	0.0000263371	0.0000000705	0.0000001921	0.0000004678	0.0000910833	0.0000751704	0.0000036251	0.0000000309	0.0000001266	0.0000248811	1.0000000000	12851.0000000000	554.0000000000
ENSMUSG00000067795.13	0.0475043036	0.0003578220	0.0090568983	0.0000591783	0.0000439696	0.0000637293	0.0000963140	0.0000588044	0.0004836611	0.0330157358	4.0000000000	11849.5000000000	1582.5000000000
ENSMUSG00000043716.13	0.0146626144	0.0032887048	0.0672348882	0.0004578417	0.0003455339	0.0005188598	0.0006225010	0.0003912092	0.0034036003	0.0043341854	4.0000000000	6530.0000000000	1582.5000000000
ENSMUSG00000025921.7	0.0136843959	0.0040122324	0.0710041635	0.0005350633	0.0004015970	0.0005846850	0.0007103717	0.0004033394	0.0034169418	0.0036278555	4.0000000000	6252.0000000000	1582.5000000000
ENSMUSG00000104165.1	0.0000072708	0.0000466216	0.0008027475	0.0008088014	0.0000314026	0.0000386227	0.0001518187	0.0000217260	0.0000004308	0.0010024852	1.0000000000	17440.0000000000	1559.0000000000
ENSMUSG00000100868.1	0.0002379049	0.0015254778	0.0262662525	0.0264643395	0.0010275076	0.0012637522	0.0049675734	0.0007108828	0.0000140961	0.0328017568	1.0000000000	0.0000000000	1559.0000000000
ENSMUSG00000025920.19	0.0003371241	0.0006989528	0.0000276759	0.0094935869	0.0000122478	0.0005707670	0.0007509720	0.0081827098	0.0000116576	0.0000646456	1.0000000000	0.0000000000	1644.0000000000
ENSMUSG00000089982.7	0.0000019280	0.0000123624	0.0002128612	0.0002144665	0.0000083269	0.0000102414	0.0000402571	0.0000057610	0.0000001142	0.0002658248	1.0000000000	24077.0000000000	1559.0000000000
ENSMUSG00000025939.17	0.0007870226	0.0012878335	0.0007970846	0.0013055886	0.0004110497	0.0002310452	0.0011949055	0.0010942840	0.0607213494	0.0329588481	1.0000000000	0.0000000000	2713.0000000000
ENSMUSG00000102457.1	0.0007870226	0.0012878335	0.0007970846	0.0013055886	0.0004110497	0.0002310452	0.0011949055	0.0010942840	0.0607213494	0.0329588481	1.0000000000	0.0000000000	2713.0000000000
ENSMUSG00000079658.9	0.0044982183	0.0032776933	0.0009899370	0.0003215806	0.0009688231	0.0049275928	0.0064724467	0.0000369645	0.0434265898	0.0467244661	3.0000000000	7677.3334960938	1402.3333740234
ENSMUSG00000097744.1	0.0047313597	0.0033190889	0.0009930386	0.0003544761	0.0009917931	0.0054190799	0.0069148765	0.0000376201	0.0434617584	0.0481898016	3.0000000000	7337.3334960938	1402.3333740234
ENSMUSG00000100959.1	0.0089552684	0.0027250825	0.0006854539	0.0015480966	0.0010603391	0.0173221764	0.0166747097	0.0000450407	0.0163353981	0.0636555892	4.0000000000	9720.2500000000	2091.5000000000
ENSMUSG00000025940.6	0.0110423222	0.0029798699	0.0007202143	0.0020120174	0.0012182986	0.0221238791	0.0209550475	0.0000529714	0.0129886787	0.0754994062	4.0000000000	9024.5000000000	2091.5000000000
ENSMUSG00000025779.10	0.0008475116	0.0338151081	0.0286419936	0.0448485733	0.0000573579	0.0005211546	0.0463485445	0.0013282734	0.0560632363	0.1321359983	4.0000000000	10681.0000000000	1596.2500000000
ENSMUSG00000042686.5	0.0004227730	0.0000663540	0.0000063744	0.0002658077	0.0000095299	0.0362386253	0.0000217983	0.0000033371	0.0000001817	0.0001669214	1.0000000000	99.0000000000	1178.0000000000
ENSMUSG00000102048.1	0.0000144138	0.0002267036	0.0000516825	0.0000306656	0.0001063874	0.0000317964	0.0000300782	0.0000315401	0.0003893659	0.0006795203	1.0000000000	19385.0000000000	3003.0000000000
ENSMUSG00000089534.1	0.0002888687	0.0000013263	0.0002516399	0.0000038850	0.0000012469	0.0000082245	0.0000005172	0.0000025367	0.0000000106	0.0000011215	2.0000000000	22754.5000000000	414.5000000000
ENSMUSG00000067780.3	0.0000006653	0.0002971075	0.0228515911	0.0000011912	0.0000007706	0.0000654969	0.0000039615	0.0002338674	0.0064358124	0.0000006352	1.0000000000	567.0000000000	725.0000000000
ENSMUSG00000085125.7	0.0144139017	0.0005233904	0.0002829878	0.0006948056	0.0000123429	0.0029553638	0.0001542907	0.0001144886	0.0000207597	0.0656005621	1.0000000000	0.0000000000	1023.0000000000
ENSMUSG00000025776.13	0.0144139017	0.0005233904	0.0002829878	0.0006948056	0.0000123429	0.0029553638	0.0001542907	0.0001144886	0.0000207597	0.0656005621	1.0000000000	0.0000000000	1023.0000000000
ENSMUSG00000089787.2	0.0001784309	0.0004953159	0.0004961375	0.0000821707	0.0000104208	0.0000698767	0.0000787058	0.0002745567	0.0149929726	0.0075413176	2.0000000000	8229.0000000000	1299.5000000000
ENSMUSG00000042596.7	0.0002566727	0.0007125113	0.0007136931	0.0001182025	0.0000149903	0.0001005176	0.0001132182	0.0003949495	0.0215673716	0.0108481756	2.0000000000	6411.0000000000	1299.5000000000
ENSMUSG00000025927.13	0.0198198971	0.0580030001	0.0520840092	0.0002269609	0.0058265832	0.0007085796	0.0027613427	0.0016224173	0.0035123812	0.0988226158	1.0000000000	0.0000000000	8201.0000000000
ENSMUSG00000100538.1	0.0002324288	0.0009853335	0.0003164530	0.0000391288	0.0000431632	0.0073576252	0.0010287876	0.0000598576	0.0046106336	0.0115436567	3.0000000000	4619.6665039062	820.6666870117
ENSMUSG00000041859.10	0.0000270086	0.0000107542	0.0000635150	0.0000005524	0.0000020149	0.0000054816	0.0008371129	0.0003027691	0.0002995579	0.0002927286	2.0000000000	1472.0000000000	274.5000000000
ENSMUSG00000099714.1	0.0000220289	0.0000087714	0.0000518044	0.0000004505	0.0000016434	0.0000044710	0.0006827706	0.0002469462	0.0002443270	0.0002387569	2.0000000000	2491.0000000000	274.5000000000
ENSMUSG00000102121.1	0.0000010267	0.0000004088	0.0000024145	0.0000000210	0.0000000766	0.0000002084	0.0000318220	0.0000115095	0.0000113874	0.0000111278	2.0000000000	17821.0000000000	274.5000000000
ENSMUSG00000088858.1	0.0000003065	0.0000000638	0.0000000056	0.0000000053	0.0000000191	0.0000000625	0.0000000097	0.0000000134	0.0000034264	0.0000030046	1.0000000000	22462.0000000000	382.0000000000
ENSMUSG00000097934.1	0.0016490354	0.0038306754	0.0001186746	0.0000068775	0.0000136945	0.0000015262	0.0000269682	0.0003301073	0.0000514482	0.0001270482	1.0000000000	0.0000000000	1159.0000000000
ENSMUSG00000025931.15	0.0016490354	0.0038306754	0.0001186746	0.0000068775	0.0000136945	0.0000015262	0.0000269682	0.0003301073	0.0000514482	0.0001270482	1.0000000000	0.0000000000	1159.0000000000
ENSMUSG00000077314.1	0.0000130913	0.0000304108	0.0000009421	0.0000000546	0.0000001087	0.0000000121	0.0000002141	0.0000026206	0.0000004084	0.0000010086	1.0000000000	24180.0000000000	1159.0000000000
ENSMUSG00000100929.1	0.0000426132	0.0000410458	0.0000508502	0.0000015807	0.0000281966	0.0000881355	0.0000385705	0.0000035082	0.0000042782	0.0217348332	1.0000000000	5523.0000000000	873.0000000000
ENSMUSG00000041809.5	0.0001286074	0.0001238770	0.0001534667	0.0000047705	0.0000850978	0.0002659945	0.0001164065	0.0000105878	0.0000129115	0.0655960967	1.0000000000	0.0000000000	873.0000000000
ENSMUSG00000041779.5	0.0083279492	0.0769897427	0.0013652800	0.0079206468	0.0007865087	0.0011214703	0.0005457209	0.0022148155	0.0007757052	0.0448741832	7.0000000000	6830.8569335938	884.8571166992
ENSMUSG00000099971.1	0.0078106142	0.0771947081	0.0014661359	0.0094323821	0.0009221215	0.0011520140	0.0005936739	0.0024267989	0.0008851633	0.0471406765	7.0000000000	6578.5712890625	884.8571166992
ENSMUSG00000025933.15	0.0081888965	0.0048659679	0.0024537360	0.0004787435	0.0001393353	0.0019379692	0.0014349359	0.0001979074	0.0065129797	0.0449844140	5.0000000000	10557.7998046875	1687.8000488281
ENSMUSG00000102633.1	0.0030053544	0.0075061538	0.0191935436	0.0052716764	0.0002300449	0.0022091271	0.0060357565	0.0003326569	0.0097025320	0.0507909256	5.0000000000	6388.3999023438	1687.8000488281
ENSMUSG00000025934.15	0.0023974248	0.0044057029	0.0066413362	0.0103955077	0.0005171863	0.0019883873	0.0120718210	0.0002368771	0.0089086480	0.0736276205	5.0000000000	10119.5996093750	1687.8000488281
ENSMUSG00000099343.1	0.0000124167	0.0050180304	0.0003856391	0.0004384846	0.0000143581	0.0000016887	0.0000054579	0.0002613576	0.0061835157	0.0000518418	2.0000000000	11839.5000000000	466.0000000000
ENSMUSG00000096375.2	0.0000129261	0.0052238842	0.0004015735	0.0004565837	0.0000149473	0.0000019529	0.0000056879	0.0002720791	0.0064371573	0.0000539683	2.0000000000	11334.0000000000	466.0000000000
ENSMUSG00000025936.15	0.0000001751	0.0003252252	0.0000662618	0.0000511391	0.0000023385	0.0000860804	0.0000037105	0.0000276823	0.0000044110	0.0000001007	2.0000000000	5260.0000000000	409.0000000000
