"Feature","MS55_01","MS55_02","MS55_03","MS55_04","MS55_05","MS55_06","MS55_07","MS55_08","MS55_09","MS55_10","MS55_11","MS55_12","MS55_13","MS55_14","MS55_15","MS55_16","MS55_17","MS55_18","MS55_19","MS55_20","MS55_21","MS55_22","MS55_23","MS55_24","MS55_25","MS55_26","MS55_27","MS55_28","MS55_29","MS55_30","MS55_31","MS55_32","MS55_33","MS55_34","MS55_35","MS55_36","MS55_37","MS55_38","MS55_39","MS55_40","MS55_41","MS55_42","MS55_43","MS55_44","MS55_45","MS55_46","MS55_47","MS55_48","POOL0","POOL1","POOL2","POOL3","POOL4","POOL5","POOL6","POOL7","POOL8","POOL9"
"glutamylcysteine",1283595.562,1429547.458,1221675.947,1021375.217,963668.7469,1066187.35,907929.0245,853318.434,666198.2438,585220.4993,499275.8389,414459.6176,460131.5474,450758.2414,327280.6422,399358.3762,960473.7877,1219082.571,1257260.361,1136461.832,497437.6622,644050.0765,693344.7546,538255.4233,377268.5448,426985.7271,402384.9406,377865.3132,189698.9856,453134.3322,380833.1316,427594.4068,1052383.084,1059517.377,1103880.996,1058072.403,671163.5584,624520.1205,600830.9593,674945.3485,422023.6468,370486.1201,380282.839,473852.9238,312150.1791,152873.5118,173258.5716,245681.1615,747150.4473,654475.3356,712141.2622,710046.9357,721204.8698,758519.9966,695285.4103,645739.1064,665747.7571,689124.3821
"glutamylglutamate",3279807.583,3198733.472,2918721.271,3079248.398,4104506.106,4178792.241,4340966.809,4042664.528,3173470.609,2978649.928,3278838.083,3007447.406,3597225.819,3603326.201,3281513.108,3570471.403,3263009.205,3288628.079,3140905.996,3134353.671,3230836.223,3553439.883,3573979.386,3628658.916,3093186.589,3241642.698,3421841.403,3274878.851,3103455.613,3667405.946,3737495.468,3657585.312,2790490.981,2982167.416,3184153.181,3126948.704,2942112.959,2929437.982,3040351.351,3080252.118,2952183.567,2675869.878,2814241.009,3072451.637,2965741.009,3132991.63,3076690.595,3100141.391,3382498.984,3238790.674,3301600.203,3388748.888,3356304.974,3593910.31,3267556.561,3268154.755,3400044.804,3564351.906
"glutamyllysine",741798.9636,660027.7549,624213.9302,632139.3561,504718.0669,606819.5721,520637.9319,788245.4865,592303.4688,507586.6444,489055.0906,430673.6481,673544.9117,654308.5763,473550.0588,516979.2419,615807.1299,639419.4957,597561.3377,538175.2965,338292.9392,345494.2057,320691.4314,324583.6192,489424.5708,506965.7711,289021.3909,373805.1589,505838.2154,556531.636,555301.0079,695259.9841,767942.3253,614079.0175,765908.9369,733277.4528,209937.3404,263572.2002,203884.1005,245840.3008,610906.0554,467982.1041,503266.0442,587676.1225,659732.9172,582540.6997,558261.258,513491.3785,534608.8137,671127.957,676433.9584,538991.7898,545999.7533,595725.4968,529038.7272,455477.9463,689833.6176,528810.9143
"glutamylthreonine",4490947.651,4162550.475,4121329.128,3664310.31,5166655.614,4450154.007,5046716.192,4183535.182,4249325.193,4529979.303,4550814.385,3823135.252,5429768.809,5442406.877,5054613.267,4994507.561,4488996.037,4333357.605,4559996.949,4668720.795,3740412.447,4102749.243,3687227.271,4102467.146,4042698.227,4584424.99,4846438.363,4471809.539,3536235.265,4849121.359,5530850.429,5149068.499,4043015.992,3855080.914,4005166.923,4601625.025,4234016.163,3981956.856,3832415.852,4364477.888,3852411.829,3738317.915,4566404.26,4446882.864,4527964.672,4601604.979,4743552.727,4455035.733,5053425.999,4891291.556,4735799.222,4915808.095,4946908.31,4461909.282,4503697.918,3979828.824,4314860.415,4707158.416
"glutathione",3989487242,4076918992,4059841884,3844185983,2796134098,2761604201,2688845258,2668943369,1753828738,1827078670,1755856862,1764528406,1774612402,1751266478,1633636636,1732190604,3177934097,3354795161,3271390671,3432493729,1996904022,2238135115,2341404105,2273985972,1725193001,1636425134,1730616742,1732917697,1434609644,1772602253,1886915570,1811694712,3076586695,3043667311,3299704306,3012717489,1925673417,1951422983,1948334924,2077652114,1673484920,1521380130,1673680373,1727666805,1493398530,1528949193,1482927501,1555187226,2472913525,2437328703,2430385796,2442736919,2390501456,2377212781,2376510758,2349585875,2371516263,2346582969
"glutathione oxidized",10344006.97,10985285.14,10068454.15,9722129.991,5862932.71,6452173.624,5541055.024,5893439.125,3295511.728,3355353.783,3691062.555,3298055.596,3428831.739,3079704.263,2711957.939,2878258.431,7891390.049,9521306.52,8364324.276,8329243.616,3729674.45,4470656.257,4670770.232,4457677.555,3023585.773,3250535.068,3709003.309,2978237.134,2531592.749,3344854.814,3586150.31,3323670.865,8052679.751,8863068.584,8991507.274,7448352.706,4019913.261,3814096.715,3812570.841,4088239.669,3086228.151,2906658.618,3172048.704,3431577.195,2562501.169,2905749.658,3175208.997,2747477.761,5925329.089,4722741.846,5152905.049,5221284.575,5110507.641,5257336.768,5100994.061,4819064.593,5205748.47,5558384.045
"glyceraldehyde 3-phosphate",23119875.94,25199105.76,24446363.76,22604789.18,24118989.55,25355684.54,25128202.33,23548474.9,15263328.11,16618690.49,14875100.23,15059828.61,14733986.66,14729388.43,13486087.49,14469490.94,19276423.72,21161807.44,19230754.07,22252010.75,19918715.77,23349986.65,24260864.16,23362584.94,15443065.74,16087647.32,16462284.58,15834600.14,11867473.7,14858649.94,14591181.43,14709107.51,20826970.97,22279269.65,22867241.59,20677969.3,25839114.26,26005124.02,25849712.45,26502246.1,21536603.37,19543396.87,21011525.92,22231292.15,20019843.08,19742846.44,19324581.09,20381958.32,22147049.61,21015660.9,21171571.38,20275117.84,20334950.75,20811220.26,20414706.32,20983653.28,21508169.24,20609758.57
"glycerol 3-phosphate",26378998.93,26610105.06,27409635.23,25492697.15,7925395.909,7785969.054,7752796.639,7157492.836,13897064.91,12316927.16,12459789.94,11907403.99,17546688.83,15878733.21,15768800.27,16992874.67,25738509.27,26761721.96,25431019.49,27881727.13,5890613.312,6440353.707,6687754.556,6621561.19,13914043.87,12611217.31,13669295.6,14757305.62,18973169.58,25505379.76,25463979.12,25938956.51,24103332.99,24206295.92,26170282.59,26270936.34,7749237.947,7819037.652,8227231.501,8692740.533,15378116.65,13648214.6,15058840.75,17018404.47,21763441.18,21962624.61,20157679.86,21160899.27,18123143.99,18661210.19,18857153.64,19009931.07,18431047.85,18293686.29,18913610.4,18877816.78,18818793,18550764.25
"glycerophosphocholine",11825819579,11679451377,12511808616,11310127738,6913408961,6461910789,7289863729,7013270503,8639583415,8221134367,9446279025,9337163007,17828878912,17418122988,18185187381,18655619942,10620265380,10955738526,11597406421,11017878213,4585016054,4509189034,4966253619,4936501906,10350326687,10186443927,11130739497,11061523785,17498765085,20220215915,22113010394,20905584713,12759542465,11800501029,13882260211,12805428800,5543016963,5475900579,5805511731,5814299514,11297101967,10666701450,10732383683,11359169575,23156922520,23732794595,21950448183,22940673945,13038914299,12620591977,12835909437,12860988566,12778196343,12631655011,12806521771,12645526286,12322640088,12470450283
"glycerophosphoethanolamine",463214011.5,466740803.4,469562658.1,434485368.4,137141855.2,127817750.5,134355441.5,132990926.4,147582078.4,141997646.9,141611492,146893871.2,250622335.5,248135316.3,231188738.1,249084099,341733306.8,359434842.7,360586515.5,370639514,90412297.24,93293557.77,99255649.61,93546706.07,173051539.6,172773794.6,170447473.7,169804509.7,209337452.8,265202076.1,263057348.1,271498442.1,357108994.5,339325936.3,395666900.6,360657222.1,94138365.96,95357247.66,94546988.72,98623601.38,169843831.4,160977858.9,166758788.2,172929008.6,277605757.1,279879827.1,258774776.9,263165299.6,246343180.8,241738043.1,240026160,240030272,244908359.1,244694232.6,240545079.6,231937599.7,238986784.2,232631436
"glycerophosphoinositol",141554409,145317607.1,139984583.3,142650294.8,20909002.15,18606901.41,22529818.46,28701008.1,26196927.6,30375758.11,28717154.86,30546023.56,29712401.09,34039098.25,29472068.21,28922788.39,101568484,98514875.16,97432299.92,103712196.3,31403778.6,30992785.45,33146906.35,30818180.39,35380426.69,38518469.22,32442325.9,38323744.46,22339154.53,18690693.32,14911111.82,18443110.62,81736106.79,90683607.53,85321602.94,89195490.45,30244800.19,26447675.13,26531742.97,27982773.04,20346282.56,21628131.56,21021187.83,23244048.42,14858231.11,15902858.1,16753954.54,14315600.49,65125730.86,59068961.54,56844052.46,56387281.81,53770060.95,51613386.59,52159619.47,52058306.04,50172414.91,50662109.47
"glycine",33876966.72,32300830.36,33561324.87,30575355.34,3359159.822,2680760.521,2536249.055,2704717.049,3402746.4,3208786.817,2882604.557,3010368.192,3606414.277,3460894.967,2938357.611,2967429.791,26256658.68,24544195.97,28687227.5,30408115.19,2120227.509,2793106.296,2210099.288,2296444.619,3291756.75,3367836.991,2915986.01,3329115.19,4315677.346,4946749.363,4558030.229,4281498.98,26385777.52,24958769.38,26761248.02,25234074.89,2648366.454,2742157.212,2735109.922,2732100.799,3594031.732,2794282.594,3231736.643,3727664.073,4248443.035,4672428.76,4110667.378,4783390.315,10878777.1,10868789.57,10651982.76,10732021.66,10667152.99,10888813.56,9404896.83,11283249.16,10566050.72,9956076.468
"Gly-Gly",2155663.704,2360388.634,2537222.593,2215093.646,1013974.596,1057237.604,1116985.665,935426.3131,1006279.364,919921.8802,865114.5014,934425.9022,1011390.903,823912.0843,776358.3825,857853.4049,2036883.081,2133894.174,2111699.709,2345986.801,841500.3399,936198.5975,822851.2896,892038.9841,901642.1471,1113382.962,1015515.761,950276.2623,926020.5004,1106717.161,975573.6074,958721.3393,2256645.632,2557531.577,2512307.336,2350745.484,1110662.681,1083795.287,983387.7053,1059024.38,1094721.596,967586.488,1034011.913,1057036.094,1023277.848,1094271.06,990345.3034,933431.0686,1381885.844,1349653.358,1373933.154,1368267.134,1328405.521,1450441.81,1311495.223,1289067.964,1271350.092,1285286.627
"GMP",2733454.536,2726014.728,2938534.961,2389574.122,2783385.967,2841066.085,3006611.474,2839703.332,1685380.892,1756896.733,1437800.217,1688377.289,2048990.69,2296609.469,2053257.898,2221420.094,1210577.976,1559888.31,1704073.373,1488123.079,998463.8553,1011766.032,1204828.587,1020975.219,901517.9639,897866.578,1269166.231,1121855.086,992949.8259,1434813.89,1810675.672,1556110.076,1754541.481,1719060.616,1731950.401,1524853.305,1058399.381,1262340.91,1527563.739,1325459.357,1685320.177,1741812.898,1689163.215,1716546.312,2466986.009,2084911.324,1960329.972,2297271.257,1636351.193,1758456.904,1884213.78,1828384.588,1842880.79,1727858.623,1676726.945,1872956.017,1813849.706,1656457.352
"GTP",13156379.5,14556198.84,15027652.61,11586738.12,14960465.93,15796850.71,15512563.61,12538771.72,7633928.423,8274258.837,7855334.174,7143668.034,9209161.505,11489895.7,10367244.14,10417104.08,5732877.741,6477582.925,8515134.94,5915741.741,4394005.653,4820362.668,5422758.548,5863237.772,3851679.719,3821042.165,5456233.981,4367274.017,4644043.898,7847564.5,10501523.19,8396055.05,8007684.606,6759470.047,8132710.53,6041304.294,5127845.648,6008135.596,6250110.206,6312049.718,8813702.089,8276812.501,9211106.625,8681519.604,12065574.32,10799247.48,8659009.137,11204792.47,9106105.531,9303689.37,9390535.504,9507430.79,8765826.137,8451143.982,9782801.191,9085312.887,8951129.281,8553216.191
"guanosine",834511.3381,1047119.526,889413.8902,689467.7337,1341167.515,1265212.308,1030815.959,1244505.657,610985.8535,747652.6814,584734.2454,646426.4092,1174373.303,1053024.124,553287.0807,1084379.967,712242.9564,747763.9482,711491.8378,824957.7182,535052.7841,704184.541,778710.6437,590863.0481,441106.8547,260499.7753,641765.8777,670669.4549,411325.0503,946258.8413,841377.2963,903213.2436,747415.41,909749.3288,941094.45,741354.2473,210377.8389,571853.9216,355149.8686,247358.4657,1058551.316,856846.4701,1012261.006,902585.9139,1382882.236,1460934.173,928217.4434,1351752.941,809766.2781,1046306.226,781304.6826,1053099.099,889247.6351,894207.0306,774747.9926,558705.3465,812576.4772,932487.6576
"hexanoylcarnitine C6",7146857.263,7300240.975,6533447.549,5777880.017,6004849.36,5683614.668,5646316.837,5217946.574,3640304.946,2974081.827,3119872.136,3613680.631,3130205.698,3408085.605,3430979.613,3424313.153,7693352.772,7985943.749,8042479.888,7812633.56,3816499.46,4780728.183,4733832.521,4706079.627,3392222.423,3243637.308,4383842.933,3227283.456,3426468.665,3717801.397,3962544.523,4242713.076,5819006.592,6024988.813,6196041.448,6012656.416,5287889.832,4728020.546,4602132.989,4773152.224,3259316.994,3371365.128,3196510.386,3157495.437,2712335,3443514.057,3152799.379,2976196.486,6655764.656,5737853.066,6422599.891,6285249.04,5768773.166,6064827.288,5844475.729,5407808.437,6142230.86,6146619.109
"hexenoylcarnitine C6:1",2231021.681,2450108.686,1684277.108,1565751.857,2663335.332,2570202.808,2000206.212,2062053.692,1894706.199,2013819.395,1598412.427,1687315.764,1844879.718,1886699.642,1354264.845,2246058.515,2271699.469,2713035.277,1818238.82,2469227.076,1497524.87,1640887.723,1857752.026,1992214.964,1620201.525,1843858.05,2565779.226,1331669.671,1749377.893,1898884.422,1921420.539,1801473.709,1572361.005,1905621.333,1932946.9,1149891.645,1427617.591,1982772.917,1808693.088,1608316.772,1854139.691,1161688.704,1062140.083,1726862.155,1777232.037,2056628.584,1769144.534,1689939.212,2796178.196,3047984.186,3522892.434,3101660.062,3229707.046,2823620.08,2946380.716,3204006.34,3517767.322,2668182.229
"hexosamine phosphate",22027832.99,23039197.53,21706567.34,20153920.55,6088668.126,6007511.876,6068993.422,5521166.716,4680483.179,4445121.675,4160138.863,4047784.419,4999636.366,4720988.286,4477586.342,4960696.844,14922280.63,17007712.49,15332066.64,16587304.92,4441350.953,5269913.934,5406312.001,5107729.801,5021273.031,4512901.396,5188335.86,5112441.419,4132862.135,5966558.187,5966099.698,6221489.331,13341199.04,13558477.7,14485661.85,13034947.25,5107119.889,5420439.233,5440871.991,6204267.222,5596346.609,4753878.55,5287186.595,5599997.151,5389860.946,5345354.371,4344335.842,5466736.473,9246722.396,9403732.038,9343394.437,9496573.341,8966489,9019212.899,9439332.227,9217594.031,8928797.743,9347087.586
"histidine",1021935158,986273422.8,1023241335,908749139.1,466481803.1,467072695.2,453667620.4,427487215.8,483031602,444401737.3,384367230.8,416131797.6,468395136.3,401433491,376709108.2,401606742.9,760553284.5,832738938.9,811981607,811001891.5,355584075.1,422738702.6,413129803.2,393666051.6,401250274.9,418182383.4,422953268.8,387551088.9,568149869.2,545729087.3,457501496.4,475449411.9,817123791.8,813951244,915376901.5,743573650.4,427996816.7,392922428.6,440652521.1,414202129.5,479547116.4,388881739.1,411051769.5,495524545.2,387311308.9,391840891.7,403949659.8,383461138.3,551564774.3,550409442.2,545112720.9,542246551.1,538351065.9,537389193.4,534681872.8,552561906.8,543877124.1,541624249.1
"homoarginine",2440878.338,2156447.97,2186618.169,1751607.7,2176821.454,1995320.289,2209805.373,1909120.133,2164441.781,1917649.194,1433444.603,1692793.853,1951238.448,1444704.366,1309758.474,1409308.78,1392724.296,1858886.24,1613195.61,1815808.091,1868798.419,2272665.877,2034175.904,1774945.579,1776405.232,2158974.763,2124914.201,1748490.168,2680001.006,2494159.17,1622213.375,2133137.478,2181356.17,2117200.364,2322355.136,1805463.885,2371300.559,1797472.494,2251148.76,2253252.042,2404978.292,1887074.665,1923083.14,2604424.439,1450347.397,1409632.245,1609352.279,1404367.484,2238807.167,2114760.315,1950354.811,2048595.69,1870609.683,1866930.901,2108023.923,2074470.004,2123030.958,1972048.365
"hypotaurine",1423431.834,1332569.367,1405917.232,1326563.005,2359656.835,2314877.203,2177505.538,2224117.197,1245898.488,1261866.161,1298232.58,1451275.484,1430892.126,1401689.636,1267498.866,1300034.013,908467.033,894805.3309,968376.2831,978616.6583,1673487.632,1921027.66,1845595.195,1689967.361,1274974.677,1317955.028,1349230.897,1431925.592,1132415.686,1166585.494,1348784.614,1322387.665,751499.353,891379.4373,781664.6434,898325.5739,1964014.513,1730593.404,1856200.939,1957712,1548718.053,1417389.973,1431993.887,1529432.408,1250582.483,1377488.576,1495802.283,1332666.054,1441363.579,1425399.341,1322125.253,1412116.027,1199351.668,1375257.309,1477652.112,1524373.902,1377090.45,1544881.962
"hypoxanthine",5164217.669,2924094.948,2447918.233,1832163.852,4336605.823,9161672.279,10655160.95,4938460.978,11877537.5,5868407.302,3166286.992,2304526.043,2543096.252,3446680.012,2569853.886,3099857.828,1834783.82,3387021.841,2824227.917,1849550.391,2119040.677,12097697.15,4973331.722,2829868.176,2539913.797,2598312.422,2445025.835,1861517.331,2090564.471,2130484.332,1770859.762,2301836.73,9181310.494,8663900.344,11899882.79,7155617.86,1388912.729,1469517.56,2520837.717,1973474.847,2070646.008,2079064.727,1759326.42,1948584.549,5285593.324,2702270.737,1176803.014,1470447.272,5852406.125,5948200.748,5582539.824,5963686.584,6209961.887,5538294.44,5175955.777,5506486.403,5276469.743,5600345.43
"IMP",732846.9792,607828.2803,615958.2201,652581.3276,567417.6532,533984.2156,674118.6107,533523.8362,725405.3227,672762.064,761109.2078,613994.7934,577075.7499,779480.4725,524816.1316,645009.3406,522205.8569,451496.6499,395868.02,496166.622,783047.7118,808743.5612,719061.4597,701652.8603,936508.1427,917803.9184,949922.6756,887790.0682,340481.2245,569646.8088,509250.2993,506437.7107,341105.0851,397672.7806,482988.9094,458845.1932,699184.7831,762326.2926,672389.9565,594531.7268,788518.5719,799174.2088,822936.8939,703410.2852,236393.1332,420030.1098,240244.9123,287386.5722,735818.035,699447.3375,635798.6733,662143.9477,803203.602,787224.8216,555134.0055,719918.4314,739443.2658,710822.4732
"indole",1348575.572,1349944.277,1406719.954,1193265.72,620661.3307,525254.1542,538727.2225,522773.2182,705968.6374,603357.8307,443568.8869,444475.299,691246.9894,560078.8078,608605.459,495003.5645,1012413.527,944185.693,939550.2319,1037294.406,374510.5906,382034.3704,472086.348,458444.6796,528532.399,554574.1259,629920.2027,556590.0255,789001.1147,807866.8867,680166.8033,717042.035,1144988.265,1005006.727,1140208.104,1049832.002,408403.2107,576063.8416,561000.7523,457805.3842,598958.3596,519782.0491,585527.3989,697922.8997,551828.1979,667468.7059,631323.8095,632074.9124,805176.0168,762995.7064,731995.887,889192.5006,742780.261,799289.665,726511.6764,719912.6805,733564.0422,715180.0776
"indole-3-lactate",904183.1995,795999.9241,948763.5907,750310.8832,422838.3966,347151.7799,285953.8183,341543.9895,336712.0488,417728.4978,171562.6383,264193.2005,299197.9176,246227.2104,256576.1169,205826.7474,584701.4515,596396.2391,585104.6981,559044.4288,309806.2277,338915.1212,411106.7514,344276.173,280759.6029,220456.9392,250000.1233,180877.7404,541954.5753,520454.5804,259680.8004,415774.4166,610327.1939,619912.7955,705841.8254,419171.457,349834.6087,349885.1161,332240.0238,361291.1515,356406.7762,278617.8071,362081.7692,435292.9018,331265.1204,282064.8106,292478.5118,298645.352,423603.3447,394469.5787,461126.3804,401951.8376,439894.2892,433837.2893,383383.2391,390844.2234,406792.4471,432468.8145
"inosine",988890.2516,1009142.434,950757.13,896262.6968,1248677.02,1263790.659,1121382.962,1141268.784,463843.8827,550248.6097,497648.0553,640036.9407,939628.5065,1042390.944,604128.2656,981353.1356,652184.3237,782404.7879,674101.2365,776174.6876,941291.7636,946924.7278,1021895.401,1233530.662,704406.5717,636203.1938,654812.889,861914.9298,571013.9116,771652.7668,813735.4198,700957.2662,954718.874,777018.0232,2229681.448,835841.9399,881957.1019,1012149.171,859681.4956,1024656.12,689854.2005,530976.7814,602186.8108,855147.2614,694266.2054,605859.0214,503052.8279,645218.7113,927044.5051,890825.6374,812541.2954,922231.6044,947631.2745,904439.7124,850152.6146,854806.1065,940000.2578,885330.8541
"isoleucine",661728921.9,652869161.7,640416966.4,562300622.6,380612963.6,355692210.5,339759508.4,370968762.7,427244738.8,392129531.3,318524151.5,367446525.9,403493776.2,384716184.5,362557189.1,397945911.5,520123765.5,546752153.6,533485107.1,546344888.9,253920588.1,333088634.1,325051089.5,296895378.4,363786755.8,386539659.2,365828670.8,354446806.7,512820280.6,546676608,436162393.1,491746027,638548396.7,596016150.4,696146109.2,584222813.5,376122629.3,338116491.9,381434075.6,346095408.5,442573080.8,346720292.4,358813847.7,422263567.4,394008194.4,391486228.4,386674060.7,381679286.2,452836035.1,457013839.8,465114095.9,463195956.1,461811556.3,463805819.6,451090300.3,445257998.5,440238098.4,439524476.6
"isovalerylcarnitine",25128437.9,26242858.06,29161116.5,24989535.9,37655351.74,35058374.63,36263927.21,38404355.2,25017218.08,26729669.87,25995911.14,28356239.54,37269795.8,36172312.81,30829714.6,35471939.78,18128607.77,18350819.37,17181636.09,18474185.48,34006110,39568313.1,48787550.77,48923981.47,28295070.9,25646296.68,28713508.81,29343359.51,23660064.82,32898751.2,38217552.21,34233672.66,15558986.78,15919245.98,16971306.75,14381804.13,32732411.73,34361460.37,34779164.38,38861665.07,32007120.73,24370749.65,34333072.94,34933654.49,31823718.96,31507257.57,38072923.84,32119650.44,32755764.9,32795337.97,33224375.28,31823029.43,32447089.99,32304600.63,31322623.81,32759604.87,32327822.66,32137503.47
"KMV",5688568.425,4862983.239,4971436.773,3776833.388,4611008.417,4154688.875,4588468.273,4556239.776,4543731.009,4788946.937,3629199.977,3062375.976,4716972.716,4334955.307,3536657.071,4167374.705,2735227.929,3699020.419,3494956.327,3659836.83,3012977.888,3421050.087,3553731.782,3968106.978,3890797.791,5304810.598,4605822.207,3568856.311,5704108.468,5491914.455,4997084.508,6029948.971,6745359.208,6915197.838,8602634.206,6003052.201,4834257.625,4797346.69,4997498.943,4800248.1,5214421.556,4989062.378,4460068.427,4970582.189,4360417.765,4122304.743,3987600.891,3710851.797,5088907.897,4701795.745,5444626.984,5444782.518,5137291.957,4935119.507,4797206.721,5123840.902,4322621.424,4595032.606
"lactate",802804920.5,791825926.1,751958838.4,673566341.8,597147629.3,568624696.9,556967909,557368565.3,701845570.9,736875397.1,533920507.1,612282566.2,681097613.3,650551543.3,519743208,619370098.5,547109327.4,608082754.8,568706801.6,595211178.9,357728987.8,444367724.9,462195322.5,452362443.7,598641109.8,674867871.6,583557017.6,536924135.2,810224653.8,875064622.5,625914387.9,724448306.6,775117906.4,733533366.4,852438895.5,713198184.9,639764672.9,605007594,625380009.2,622855261.7,826970291.4,668384560.3,668293269.6,803857059.7,649492520.6,668511258.5,615949605,588991494.8,687523786.3,669501296.1,692383993.9,686849212.2,680801445.3,693946638.1,698291467.4,681590131.2,653990918.2,675076404
"leucine",802764627.1,763389527.5,802357782.7,714979563,411637164.2,388091412.1,397907274.1,393557752.7,466003864.4,401763107.5,358903994.4,394195501.6,461348090.3,414658480.9,400546661.8,425814197.8,613013051.5,662913506.3,676928145.9,670008020.2,268833533,350346669,341370482,315157396.5,383344833.2,390931659.7,374046520.1,368016227.4,587012612.6,626129663.5,508798722.6,523720243.1,745014915.2,695705755.8,805575385.7,688261328.3,365477846.1,353042974.5,394563486.9,359755772.2,454431725,382776592.8,396302982.1,453677419.7,450680367.7,456055052.7,440487968.4,419278255.8,527914453.8,529793008.9,510736371.1,518869559.8,544719891.3,510658142.8,530718027.9,502371403.1,502248882.4,501158078.7
"lysine",44275800.17,36250131.48,36949585.78,31777769.33,39018931.08,36924214.62,35390161.57,34461863.61,42888701.37,37804971.2,28228663.44,33805615.76,34935214.22,30432157.15,25932087.87,30722627.86,28070519.23,33338235.93,29340544.73,29462494.43,26780770.8,35281216.77,33840272.46,29402304.43,34469370.73,37390561.15,34452141.79,32074060.9,53621653.11,51564703.23,32876193.5,39673137.39,41815549.41,39576202.28,46369125.44,36115416.82,39298850.5,35842382.37,38911795.85,35117973.09,44016291.64,35459418.27,35219470.53,43062470.79,30642674.07,31149191.01,30424635.3,26924254.61,39853972.72,38084438.35,37939774.48,36828125.56,37723501.93,38064617.14,36033176.78,36331930.21,36856840.51,35974785.62
"malate",2676834699,2834783138,2383383002,2465345717,2013712980,1983955109,2059360409,2026894786,1928467583,2091138235,1928304260,2082159959,2007537204,2238819469,1980761938,2131559242,2327712539,2452166362,2317131556,2491864047,1907268041,2092982214,2158049663,2035134757,2067768847,2181581915,1982005531,2097347094,1593868095,1823285167,1651802422,1824463880,2445367517,2420871286,2441980112,2489643288,2253439092,2194796403,2110126149,2290418553,1994798863,1987920368,1976490659,2039731459,1979205820,2119533655,1890281342,1940412085,2254038262,2197764015,2218062412,2124862012,2171593785,2226924997,2168779232,2174276064,2062280516,2103361215
"malonate",9415022.077,8862904.926,7020030.563,6369228.346,7838309.938,7320363.867,5724561.803,6961414.065,6427861.918,5886300.869,5748515.973,8625529.737,7123688.103,6902770.926,5882928.713,6325356.795,6575374.942,7404023.539,7476563.333,7349993.108,7654807.634,6643133.754,4539162.916,8326160.724,7972426.285,5986584.373,11363109.82,5147444.642,7260777.758,6837770.786,7162137.961,6169938.457,7042376.218,10455013.83,9267592.012,7309659.398,4636529.645,5375347.226,0,5260709.575,5919554.637,6474016.063,5297507.259,6525496.394,5556568.979,6645280.53,6992269.288,5583004.598,11707510.57,12402461.84,11498278.93,11180162.01,12106849.95,11549406.55,11424082.84,11764169.24,11723074.76,11698459.85
"malonylcarnitine C3-DC",399060.9999,455650.88,106200.8984,462369.7929,3016336.632,3031285.762,2352820.424,2371770.123,1470722.728,1704559.515,1263068.742,1124311.971,1434812.24,1239184.997,1641145.189,1646028.296,90296.77503,230230.5805,135344.8999,217392.3772,1664103.735,1676635.475,2343952.379,2143107.886,1446279.224,1813071.774,1713037.774,1208315.605,1367896.018,1411339.073,1313268.942,1746492.053,145128.65,265315.8783,212848.6857,278148.9356,1910544.883,1882759.755,1697878.004,2077518.607,1621307.648,1371671.309,1571917.587,1200556.056,1394959.201,1274261.937,1234829.385,1220628.457,1110704.249,1637672.654,896378.8762,1306063.393,836112.6841,1365472.18,1449876.615,1070789.482,1165143.544,1494896.053
"mesaconate",20960602.83,18710805.34,16770709.88,23044578.07,33041034.34,34075644.03,33941069.71,32316628.69,28741266.71,31194681.14,27510446.22,30397978.36,31845246.9,32446092.62,28842483.64,31939493.31,18375640.23,19882620.35,17431911.36,20296456.45,32913178.62,35934186.82,34139527.45,35205432.22,30291351.21,30582934.31,30713411.2,36479084.76,32166667.06,34767821.99,33121202.72,35145683.37,20618249.6,21521826.31,21208316.62,20429591.97,32928016.39,33637818.72,32104188.69,33908435.54,32343654.53,31765576.15,32073172.9,32519863.77,36750064.5,37788273.88,37283747.05,37666587.63,33010245.73,30213965.93,29690712.46,28556066.76,29657333.26,30171750.92,30008806.83,29952406.17,30613982.84,30599655.26
"methionine",205565412.1,193642733,196731431.3,175144290.6,74328379.89,67011513.49,66494746.1,73236894.23,89014528.52,77157886.73,64999845.94,74097337.56,91190091.47,79891762.73,77338874.96,83420650.54,163653451.3,171073915.2,174138841.4,173779545,42255083.6,56347232.9,52768238.9,47096860.29,69589723.42,72706864.02,72514915.79,67466884.48,117397561.1,130147692.8,99406726.37,105516368.3,185077363.5,175295825.6,202517130.4,170346789,69398030.69,64201649.21,70860365.44,63876754.38,86305106.46,70649897.78,69337714.89,85299257.84,90605205.05,88884859.46,89501328.78,81220910.65,111316580.9,109491537.5,109129556.3,109618231.5,112032406,111359557.3,106821886.4,107730202.9,104013912.9,105412998.8
"methionine sulfoxide",796788.7064,770920.6434,908532.7309,819280.1829,393916.3818,518386.9356,527738.057,446517.418,703530.3608,513647.5639,435834.0319,280262.5616,395688.9794,363858.2561,308345.8047,216016.2703,705167.869,611193.4362,870439.2047,708065.64,339807.8853,725122.9099,481547.6269,289235.9051,420028.8551,436280.037,367623.7202,320609.9818,427685.7403,381933.6333,374000.4363,307347.7484,697738.7805,737696.3909,759663.7403,831356.5067,323704.1589,345882.0002,604673.4673,365988.8659,409806.1682,279926.1785,324352.1953,273173.1214,411779.9348,440052.8562,342772.8726,276367.4518,695565.461,671499.7219,534635.9082,669006.913,565058.1781,543734.6587,598009.3185,552682.7494,523796.9462,498882.1367
