Channel State,Experiment Time (minutes),State Time (samples)
pore,813,17671921
pore,814,16979788
pore,815,19508521
pore,816,18076291
pore,817,17923762
pore,818,17644041
pore,819,19159211
pore,820,19644224
pore,821,16972964
pore,822,18766798
pore,823,18989224
pore,824,18728154
pore,825,17923103
pore,826,16491399
pore,827,18139431
pore,828,17723322
pore,829,15631466
pore,830,15507284
pore,831,19089724
pore,832,17870539
pore,833,17532873
pore,834,17477349
pore,835,17168196
pore,836,16295607
pore,837,17980280
pore,838,16626866
pore,839,16438026
pore,840,16865449
pore,841,17530355
pore,842,18541123
pore,843,17320883
pore,844,16440571
pore,845,18611247
pore,846,17049610
pore,847,17132571
pore,848,16328533
pore,849,19567063
pore,850,19573743
pore,851,18576673
pore,852,18261271
pore,853,10277500
pore,854,1546604
pore,855,123401
pore,856,20255987
pore,857,21020566
pore,858,11115565
pore,859,14683603
pore,860,18400443
pore,861,15262388
pore,862,13933153
pore,863,16231752
pore,864,16654462
pore,865,19181827
pore,866,17629480
pore,867,18468527
pore,868,17853864
pore,869,19289986
pore,870,16686568
pore,871,20000345
pore,872,18321376
pore,873,18089335
pore,874,16527036
pore,875,16983631
pore,876,18181742
pore,877,17549497
pore,878,17909994
pore,879,17525068
pore,880,17630748
pore,881,16992646
pore,882,18534178
pore,883,17375123
pore,884,16840628
pore,885,16664606
pore,886,16079109
pore,887,17967643
pore,888,18244881
pore,889,18197030
pore,890,17828299
pore,891,17725418
pore,892,19152866
pore,893,19537191
pore,894,19949590
pore,895,19803876
pore,896,19022559
pore,897,18443603
pore,898,17386899
pore,899,17414020
pore,900,16858520
pore,901,17382353
pore,902,19654156
pore,903,18870074
pore,904,17294849
pore,905,16794877
pore,906,15791034
pore,907,18091684
pore,908,16857825
pore,909,16687988
pore,910,18055683
pore,911,18403912
pore,912,18161483
pore,913,16790776
pore,914,17817717
pore,915,18276849
pore,916,16594619
pore,917,16793952
pore,918,17457638
pore,919,16998875
pore,920,16443780
pore,921,17296916
pore,922,16548699
pore,923,19043021
pore,924,17206002
pore,925,18539619
pore,926,17994599
pore,927,16667922
pore,928,16674196
pore,929,18083659
pore,930,18711478
pore,931,21687054
pore,932,20103021
pore,933,18613969
pore,934,18085656
pore,935,19443326
pore,936,19000965
pore,937,19609047
pore,938,17991972
pore,939,18344343
pore,940,17175389
pore,941,17928270
pore,942,18475962
pore,943,17997000
pore,944,19192339
pore,945,22058459
pore,946,20504402
pore,947,20098830
pore,948,11718540
pore,949,1572707
pore,950,119738
pore,951,19751605
pore,952,20361999
pore,953,9971343
pore,954,16147731
pore,955,15118929
pore,956,15441079
pore,957,16341039
pore,958,15419730
pore,959,17029898
pore,960,17037623
pore,961,16467897
pore,962,16585287
pore,963,15604455
pore,964,18864951
pore,965,18453952
pore,966,17252434
pore,967,17868178
pore,968,18227771
pore,969,19283464
pore,970,18551723
pore,971,17605104
pore,972,17316607
pore,973,17512297
pore,974,16578561
pore,975,17565043
pore,976,16144245
pore,977,18450458
pore,978,18619806
pore,979,18457710
pore,980,16072625
pore,981,16238016
pore,982,16685226
pore,983,16261728
pore,984,16649257
pore,985,16825277
pore,986,18176119
pore,987,17541719
pore,988,17161567
pore,989,17414188
pore,990,17934033
pore,991,17857977
pore,992,19655116
pore,993,18437482
pore,994,18100441
pore,995,19299488
pore,996,18249365
pore,997,17462637
pore,998,18756018
pore,999,17669327
pore,1000,19906459
pore,1001,20142600
pore,1002,20311563
pore,1003,19079734
pore,1004,16739806
pore,1005,19242923
pore,1006,19499236
pore,1007,18025502
pore,1008,17682870
pore,1009,17816560
pore,1010,17125474
pore,1011,18262145
pore,1012,16632355
pore,1013,17247909
pore,1014,17122105
pore,1015,17010335
pore,1016,18838046
pore,1017,17917472
pore,1018,18692376
pore,1019,18766061
pore,1020,21171998
pore,1021,18775708
pore,1022,18440379
pore,1023,17596531
pore,1024,17720909
pore,1025,17370676
pore,1026,18019827
pore,1027,16945657
pore,1028,17524180
pore,1029,16402197
pore,1030,17872220
pore,1031,16251447
pore,1032,16614707
pore,1033,19082381
pore,1034,18385228
pore,1035,19961052
pore,1036,19281142
pore,1037,17409025
pore,1038,19986499
pore,1039,21112295
pore,1040,21475581
pore,1041,19570037
pore,1042,20087451
pore,1043,12168017
pore,1044,1383724
pore,1045,167836
pore,1046,20017221
pore,1047,21302265
pore,1048,10911737
pore,1049,17278644
pore,1050,16812083
pore,1051,17260076
pore,1052,17427187
pore,1053,17105536
pore,1054,17810563
pore,1055,19579936
pore,1056,18276528
pore,1057,16227894
pore,1058,17094403
pore,1059,17465457
pore,1060,17908918
pore,1061,17101750
pore,1062,16554979
pore,1063,21015196
pore,1064,17250760
pore,1065,19376832
pore,1066,17111046
pore,1067,17017573
pore,1068,16281165
pore,1069,19587381
pore,1070,18505952
pore,1071,18857939
pore,1072,18890975
pore,1073,17951837
pore,1074,16810456
pore,1075,17739195
pore,1076,17086825
pore,1077,16814345
pore,1078,15511301
pore,1079,18695150
pore,1080,17850250
pore,1081,17493560
pore,1082,18094847
pore,1083,18839271
pore,1084,18883219
pore,1085,17233068
pore,1086,17025435
pore,1087,18321624
pore,1088,17552849
pore,1089,17773045
pore,1090,17679708
pore,1091,18170097
pore,1092,17968597
pore,1093,17646135
pore,1094,17987927
pore,1095,18117409
pore,1096,19741383
pore,1097,18236455
pore,1098,18442656
pore,1099,19485229
pore,1100,18668261
pore,1101,16591261
pore,1102,16643367
pore,1103,18010733
pore,1104,16107631
pore,1105,18433038
pore,1106,18874433
pore,1107,18414496
pore,1108,16614827
pore,1109,17801139
pore,1110,18187658
pore,1111,16827036
pore,1112,17314646
pore,1113,15762706
pore,1114,16600174
pore,1115,15537359
pore,1116,15813725
pore,1117,17638469
pore,1118,15068630
pore,1119,15661346
pore,1120,16512857
pore,1121,15523587
pore,1122,15754338
pore,1123,15391290
pore,1124,16379115
pore,1125,16032192
pore,1126,17218225
pore,1127,17147217
pore,1128,17311154
pore,1129,18337460
pore,1130,16387597
pore,1131,16066763
pore,1132,18293987
pore,1133,18572957
pore,1134,15420738
pore,1135,18060590
pore,1136,18636510
pore,1137,18273366
pore,1138,11049200
pore,1139,1322967
pore,1140,195855
pore,1141,19368756
pore,1142,20522540
pore,1143,10851759
pore,1144,16646746
pore,1145,17509373
pore,1146,17550513
pore,1147,19870317
pore,1148,19403222
pore,1149,19935773
pore,1150,20598811
pore,1151,20162660
pore,1152,19151105
pore,1153,20069666
pore,1154,20806431
pore,1155,18573669
pore,1156,17742907
pore,1157,18652505
pore,1158,19315123
pore,1159,20155029
pore,1160,18780862
pore,1161,17843058
pore,1162,17964852
pore,1163,17034603
pore,1164,18953492
pore,1165,20253806
pore,1166,20616074
pore,1167,17220539
pore,1168,16744952
pore,1169,16259996
pore,1170,18660092
pore,1171,15975218
pore,1172,14666021
pore,1173,15694236
pore,1174,15917645
pore,1175,15902988
pore,1176,16024248
pore,1177,17024120
pore,1178,18256632
pore,1179,17763678
pore,1180,16623601
pore,1181,16064358
pore,1182,16829836
pore,1183,16776173
pore,1184,17461233
pore,1185,17043841
pore,1186,17431490
pore,1187,17425056
pore,1188,18365015
pore,1189,19049598
pore,1190,15400232
pore,1191,16150520
pore,1192,17503559
pore,1193,17213350
pore,1194,17474511
pore,1195,17150001
pore,1196,18026550
pore,1197,18711360
pore,1198,19081031
pore,1199,19010687
pore,1200,16719403
pore,1201,15483158
pore,1202,17195658
pore,1203,16194268
pore,1204,16241605
pore,1205,16638669
pore,1206,17030580
pore,1207,16482228
pore,1208,16123267
pore,1209,14606911
pore,1210,18472702
pore,1211,16772954
pore,1212,17333854
pore,1213,18218136
pore,1214,18145469
pore,1215,18106372
pore,1216,16256273
pore,1217,17302098
pore,1218,15601165
pore,1219,16785100
pore,1220,17181242
pore,1221,15249158
pore,1222,16289288
pore,1223,15260396
pore,1224,16241210
pore,1225,15844067
pore,1226,16053872
pore,1227,15912640
pore,1228,16249809
pore,1229,17298914
pore,1230,18585061
pore,1231,18826797
pore,1232,16330047
pore,1233,10511547
pore,1234,1180527
pore,1235,201682
pore,1236,19106213
pore,1237,19806410
pore,1238,10549900
pore,1239,13294810
pore,1240,15267062
pore,1241,16081691
pore,1242,15189169
pore,1243,14155836
pore,1244,15725778
pore,1245,14993774
pore,1246,13340389
pore,1247,14295055
pore,1248,15991430
pore,1249,15117317
pore,1250,15690664
pore,1251,14875245
pore,1252,17713714
pore,1253,15602468
pore,1254,15218744
pore,1255,15630302
pore,1256,14395309
pore,1257,14856341
pore,1258,16511095
pore,1259,16907237
pore,1260,17901980
pore,1261,16282348
pore,1262,16062423
pore,1263,17006426
pore,1264,17781320
pore,1265,16481688
pore,1266,17093826
pore,1267,18585986
pore,1268,15793997
pore,1269,15929713
pore,1270,15782116
pore,1271,16130948
pore,1272,15792991
pore,1273,17064956
pore,1274,17994975
pore,1275,16177099
pore,1276,16172575
pore,1277,17865177
pore,1278,16015574
pore,1279,16207443
pore,1280,15731889
pore,1281,15028461
pore,1282,15384647
pore,1283,14271319
pore,1284,16203755
pore,1285,16687802
pore,1286,15204737
pore,1287,17509504
pore,1288,16881868
pore,1289,14659393
pore,1290,13753872
pore,1291,15066410
pore,1292,15785030
pore,1293,15597466
pore,1294,16259914
pore,1295,15827128
pore,1296,14701489
pore,1297,14916267
pore,1298,12724657
pore,1299,14621184
pore,1300,15841912
pore,1301,14826858
pore,1302,17065883
pore,1303,18453332
pore,1304,16464776
pore,1305,17227380
pore,1306,16839250
pore,1307,16467615
pore,1308,18044975
pore,1309,16802733
pore,1310,17048330
pore,1311,16823743
pore,1312,17195846
pore,1313,15025229
pore,1314,16271673
pore,1315,14438114
pore,1316,16699220
pore,1317,16646618
pore,1318,16900007
pore,1319,16546510
pore,1320,16778791
pore,1321,16368564
pore,1322,16876312
pore,1323,16334012
pore,1324,17869848
pore,1325,17684467
pore,1326,18365449
pore,1327,17829425
pore,1328,10142119
pore,1329,1250659
pore,1330,197353
pore,1331,20858741
pore,1332,20747646
pore,1333,9686662
pore,1334,14405041
pore,1335,15263265
pore,1336,15475020
pore,1337,16155506
pore,1338,16924022
pore,1339,16395738
pore,1340,16786267
pore,1341,16622062
pore,1342,18078042
pore,1343,17033547
pore,1344,15911562
pore,1345,15545102
pore,1346,16448143
pore,1347,17471431
pore,1348,17622845
pore,1349,16783431
pore,1350,18325137
pore,1351,16402059
pore,1352,17428606
pore,1353,16832312
pore,1354,16690109
pore,1355,17046773
pore,1356,16873483
pore,1357,16943963
pore,1358,18093711
pore,1359,17201326
pore,1360,16703044
pore,1361,15078293
pore,1362,16339256
pore,1363,17836198
pore,1364,18309538
pore,1365,17187096
pore,1366,16395937
pore,1367,18505844
pore,1368,20124637
pore,1369,20306673
pore,1370,17539021
pore,1371,15584197
pore,1372,17263874
pore,1373,16471488
pore,1374,17833172
pore,1375,18385714
pore,1376,18757356
pore,1377,18230490
pore,1378,17880025
pore,1379,18309179
pore,1380,18791961
pore,1381,16625381
pore,1382,15589676
pore,1383,16578864
pore,1384,18450906
pore,1385,15899464
pore,1386,15553561
pore,1387,17260602
pore,1388,19032764
pore,1389,18817379
pore,1390,17965032
pore,1391,20571416
pore,1392,19410980
pore,1393,16283647
pore,1394,16546071
pore,1395,16132846
pore,1396,16966563
pore,1397,17876581
pore,1398,17880110
pore,1399,18147772
pore,1400,17522724
pore,1401,17934422
pore,1402,18958872
pore,1403,17567557
pore,1404,17247662
pore,1405,18469496
pore,1406,15636457
pore,1407,16126069
pore,1408,15615950
pore,1409,15515488
pore,1410,16504392
pore,1411,15822849
pore,1412,16569356
pore,1413,17489847
pore,1414,15704894
pore,1415,17677924
pore,1416,18161057
pore,1417,18773752
pore,1418,18645594
pore,1419,17946917
pore,1420,18450952
pore,1421,17447470
pore,1422,17557639
pore,1423,9165294
pore,1424,1347622
pore,1425,223100
pore,1426,20378489
pore,1427,20450456
pore,1428,9653242
pore,1429,14903638
pore,1430,16456788
pore,1431,15762312
pore,1432,16432833
pore,1433,15195961
pore,1434,16829795
pore,1435,16615808
pore,1436,15810597
pore,1437,16633856
pore,1438,17295852
pore,1439,13895326
pore,1440,15152895
pore,1441,16406499
pore,1442,16728161
pore,1443,16132130
pore,1444,16099230
pore,1445,16340829
pore,1446,17103249
pore,1447,16901049
pore,1448,16888910
pore,1449,17726313
pore,1450,18295290
pore,1451,16718310
pore,1452,16810626
pore,1453,16242953
pore,1454,15856957
pore,1455,16272925
pore,1456,17090549
pore,1457,15328901
pore,1458,16113124
pore,1459,16524199
pore,1460,14424108
pore,1461,13961764
pore,1462,13183413
pore,1463,14496842
pore,1464,15085472
pore,1465,14805988
pore,1466,15228641
pore,1467,17011580
pore,1468,15948845
pore,1469,16058791
pore,1470,15011562
pore,1471,16167220
pore,1472,15347691
pore,1473,15723289
pore,1474,15256574
pore,1475,17047783
pore,1476,17595995
pore,1477,16326854
pore,1478,16265831
pore,1479,15585374
pore,1480,15968093
pore,1481,14854147
pore,1482,14690912
pore,1483,15783397
pore,1484,15121017
pore,1485,14099049
pore,1486,14220710
pore,1487,15531009
pore,1488,14902818
pore,1489,14634890
pore,1490,16412528
pore,1491,16445458
pore,1492,15794003
pore,1493,15730400
pore,1494,17212279
pore,1495,16518133
pore,1496,16564072
pore,1497,16480163
pore,1498,15029248
pore,1499,15526352
pore,1500,17122065
pore,1501,15924424
pore,1502,16220010
pore,1503,17563348
pore,1504,16172326
pore,1505,17593093
pore,1506,15940428
pore,1507,16807780
pore,1508,16890797
pore,1509,18231422
pore,1510,17050865
pore,1511,17417906
pore,1512,17519136
pore,1513,19734100
pore,1514,16381372
pore,1515,18057729
pore,1516,17824359
pore,1517,15222138
pore,1518,8989519
pore,1519,1113909
pore,1520,253641
pore,1521,23058081
pore,1522,22108631
pore,1523,11370158
pore,1524,15383670
pore,1525,14737297
pore,1526,17433141
pore,1527,17689783
pore,1528,18151544
pore,1529,17633589
pore,1530,16536892
pore,1531,15157917
pore,1532,16549077
pore,1533,17215674
pore,1534,16641442
pore,1535,18048627
pore,1536,17822966
pore,1537,15728485
pore,1538,16491890
pore,1539,16098748
pore,1540,13831282
pore,1541,16690106
pore,1542,15741298
pore,1543,15839291
pore,1544,16715515
pore,1545,16193593
pore,1546,14584234
pore,1547,15328713
pore,1548,14325191
pore,1549,14924229
pore,1550,14868449
pore,1551,16251017
pore,1552,16967366
pore,1553,17239874
pore,1554,16963711
pore,1555,18040109
pore,1556,18226984
pore,1557,18418971
pore,1558,16453321
pore,1559,17011733
pore,1560,17470962
pore,1561,17483377
pore,1562,17114464
pore,1563,16089095
pore,1564,16989406
pore,1565,15842233
pore,1566,15861627
pore,1567,17196850
pore,1568,15970860
pore,1569,17289576
pore,1570,16901039
pore,1571,16389061
pore,1572,16059227
pore,1573,16922368
pore,1574,16919766
pore,1575,16402248
pore,1576,16472577
pore,1577,18463455
pore,1578,18337715
pore,1579,16436896
pore,1580,16860855
pore,1581,17366091
pore,1582,16893741
pore,1583,14952931
pore,1584,15799628
pore,1585,16306088
pore,1586,18964187
pore,1587,16860977
pore,1588,15552867
pore,1589,16622490
pore,1590,15241434
pore,1591,16561207
pore,1592,16035290
pore,1593,15610187
pore,1594,15389328
pore,1595,15380167
pore,1596,15446041
pore,1597,15944562
pore,1598,15687970
pore,1599,16556000
pore,1600,16761056
pore,1601,16947155
pore,1602,15388494
pore,1603,16202400
pore,1604,15143429
pore,1605,17620825
pore,1606,15480113
pore,1607,14792398
pore,1608,14001529
pore,1609,13572309
pore,1610,13760845
pore,1611,14047473
pore,1612,14750177
pore,1613,7599452
pore,1614,852973
pore,1615,269684
pore,1616,22382325
pore,1617,22743121
pore,1618,10739471
pore,1619,15211832
pore,1620,15440109
pore,1621,14868561
pore,1622,14730695
pore,1623,15077021
pore,1624,14459020
pore,1625,15593196
pore,1626,16291310
pore,1627,16204653
pore,1628,15726543
pore,1629,15048565
pore,1630,17136746
pore,1631,15982780
pore,1632,15963816
pore,1633,16334276
pore,1634,16795755
pore,1635,15412386
pore,1636,16159791
pore,1637,15459238
pore,1638,14041130
pore,1639,15436295
pore,1640,16779300
pore,1641,15633441
pore,1642,16358719
pore,1643,14689014
pore,1644,14970739
pore,1645,14682908
pore,1646,15250561
pore,1647,15304747
pore,1648,15835197
pore,1649,14879226
pore,1650,15428260
pore,1651,14869411
pore,1652,14094573
pore,1653,13283224
pore,1654,13883155
pore,1655,15585169
pore,1656,16328298
pore,1657,17538815
pore,1658,15303890
pore,1659,15744155
pore,1660,16013169
pore,1661,15682149
pore,1662,15667493
pore,1663,15264935
pore,1664,14525331
pore,1665,14516648
pore,1666,15344155
pore,1667,16774917
pore,1668,14615827
pore,1669,13332123
pore,1670,15638230
pore,1671,16346390
pore,1672,15808046
pore,1673,17377545
pore,1674,14953941
pore,1675,14174838
pore,1676,16051197
pore,1677,16127287
pore,1678,16618590
pore,1679,15997075
pore,1680,15347628
pore,1681,14549850
pore,1682,15400083
pore,1683,15669820
pore,1684,16125620
pore,1685,15693371
pore,1686,12984657
pore,1687,14174700
pore,1688,15269751
pore,1689,15694461
pore,1690,15259026
pore,1691,15771720
pore,1692,15594374
pore,1693,16156458
pore,1694,15281341
pore,1695,15689590
pore,1696,16983774
pore,1697,16562354
pore,1698,16059064
pore,1699,17505917
pore,1700,15596202
pore,1701,14818198
pore,1702,16498514
pore,1703,17766874
pore,1704,16767268
pore,1705,16068292
pore,1706,15742887
pore,1707,15674914
pore,1708,8806626
pore,1709,970245
pore,1710,285356
pore,1711,22660870
pore,1712,23097110
pore,1713,11656097
pore,1714,15075485
pore,1715,15804459
pore,1716,16095450
pore,1717,15778059
pore,1718,15820154
pore,1719,16648459
pore,1720,17171134
pore,1721,19007215
pore,1722,18636091
pore,1723,18168198
pore,1724,17515414
pore,1725,18426997
pore,1726,18277452
pore,1727,18119622
pore,1728,17974679
pore,1729,17667818
pore,1730,18709875
pore,1731,17478460
pore,1732,17648472
pore,1733,17276734
pore,1734,16485497
pore,1735,15563019
pore,1736,15900672
pore,1737,17819143
pore,1738,18539659
pore,1739,17033109
pore,1740,17222412
pore,1741,16077130
pore,1742,18265799
pore,1743,19431052
pore,1744,17704394
pore,1745,17060089
pore,1746,16371300
pore,1747,18770367
pore,1748,18846695
pore,1749,18703452
pore,1750,17235632
pore,1751,17017108
pore,1752,16539484
pore,1753,17651390
pore,1754,16728547
pore,1755,18513463
pore,1756,18742623
pore,1757,18874548
pore,1758,18381891
pore,1759,16744068
pore,1760,18989190
pore,1761,17464870
pore,1762,17341898
pore,1763,18520594
pore,1764,16535624
pore,1765,16612873
pore,1766,17470864
pore,1767,17524278
pore,1768,17573646
pore,1769,16797269
pore,1770,16666535
pore,1771,17591319
pore,1772,17012398
pore,1773,15979305
pore,1774,16994588
pore,1775,15782012
pore,1776,15897542
pore,1777,15158229
pore,1778,17140650
pore,1779,16717285
pore,1780,15570717
pore,1781,17156761
pore,1782,15496517
pore,1783,16309065
pore,1784,16156277
pore,1785,16766232
pore,1786,16143405
pore,1787,15679109
pore,1788,15888215
pore,1789,16253107
pore,1790,14975841
pore,1791,15120791
pore,1792,16653353
pore,1793,17151286
pore,1794,16356360
pore,1795,15975368
pore,1796,15691903
pore,1797,15046539
pore,1798,13626824
pore,1799,14940856
pore,1800,15136018
pore,1801,16054546
pore,1802,14595469
pore,1803,7880886
pore,1804,885522
pore,1805,299374
pore,1806,22882596
pore,1807,22172995
pore,1808,10590655
pore,1809,13944321
pore,1810,15474399
pore,1811,14139150
pore,1812,14139241
pore,1813,14995588
pore,1814,14316491
pore,1815,13358576
pore,1816,15405700
pore,1817,15016208
pore,1818,13984792
pore,1819,13314996
pore,1820,15055067
pore,1821,15869031
pore,1822,13631703
pore,1823,15712412
pore,1824,15002004
pore,1825,14236728
pore,1826,14914759
pore,1827,15149292
pore,1828,13408052
pore,1829,13336844
pore,1830,13278189
pore,1831,13680628
pore,1832,13776137
pore,1833,13407103
pore,1834,13550745
pore,1835,14723586
pore,1836,13810088
pore,1837,13979791
pore,1838,15703026
pore,1839,12986511
pore,1840,15782769
pore,1841,14935327
pore,1842,13984623
pore,1843,15208085
pore,1844,15213770
pore,1845,14446653
pore,1846,15525607
pore,1847,14855517
pore,1848,15623885
pore,1849,13996471
pore,1850,14604477
pore,1851,13187722
pore,1852,13529294
pore,1853,14129436
pore,1854,13775152
pore,1855,14321991
pore,1856,14513297
pore,1857,15834159
pore,1858,15162968
pore,1859,13346375
pore,1860,14815303
pore,1861,15347627
pore,1862,14217478
pore,1863,15176831
pore,1864,14407601
pore,1865,15407385
pore,1866,14771354
pore,1867,14015724
pore,1868,15383479
pore,1869,15187835
pore,1870,15883097
pore,1871,15697913
pore,1872,14057317
pore,1873,15846556
pore,1874,15567505
pore,1875,14669280
pore,1876,14196888
pore,1877,14610387
pore,1878,14278476
pore,1879,14962618
pore,1880,15199268
pore,1881,15686911
pore,1882,17446474
pore,1883,16208605
pore,1884,15733111
pore,1885,16644178
pore,1886,16124836
pore,1887,15669100
pore,1888,14358491
pore,1889,15526899
pore,1890,14358665
pore,1891,13910653
pore,1892,12891143
pore,1893,13162697
pore,1894,11313352
pore,1895,12809931
pore,1896,15989067
pore,1897,13838461
pore,1898,6964962
pore,1899,721084
pore,1900,286836
pore,1901,21039577
pore,1902,22565336
pore,1903,11587425
pore,1904,12899992
pore,1905,14639645
pore,1906,14760496
pore,1907,15279954
pore,1908,16359192
pore,1909,17285061
pore,1910,15530634
pore,1911,14264576
pore,1912,14390704
pore,1913,13467371
pore,1914,14807565
pore,1915,14729100
pore,1916,13724372
pore,1917,12203235
pore,1918,12573371
pore,1919,13532634
pore,1920,14123929
pore,1921,13969199
pore,1922,13601724
pore,1923,14226022
pore,1924,14513408
pore,1925,14256992
pore,1926,14962124
pore,1927,16034493
pore,1928,15694404
pore,1929,15006821
pore,1930,14707417
pore,1931,16224959
pore,1932,13780715
pore,1933,14387871
pore,1934,15576358
pore,1935,14874334
pore,1936,15759463
pore,1937,15047107
pore,1938,16091023
pore,1939,15364103
pore,1940,15790798
pore,1941,14461997
pore,1942,15253288
pore,1943,14697978
pore,1944,14308272
pore,1945,14994236
pore,1946,14278715
pore,1947,13537400
pore,1948,13494356
pore,1949,14765998
pore,1950,15947103
pore,1951,14297888
pore,1952,13382128
pore,1953,13599406
pore,1954,13362122
pore,1955,14450394
pore,1956,12950688
pore,1957,12652750
pore,1958,13037151
pore,1959,12909293
pore,1960,13179889
pore,1961,11659932
pore,1962,12978385
pore,1963,13669908
pore,1964,15444283
pore,1965,16754157
pore,1966,15776496
pore,1967,14897582
pore,1968,16524467
pore,1969,14504498
pore,1970,15786655
pore,1971,16043996
pore,1972,16307542
pore,1973,15220077
pore,1974,14980797
pore,1975,14900692
pore,1976,15421664
pore,1977,13728320
pore,1978,12833306
pore,1979,14525036
pore,1980,14821097
pore,1981,13534930
pore,1982,14261338
pore,1983,13335606
pore,1984,13514632
pore,1985,13254167
pore,1986,12845776
pore,1987,12712888
pore,1988,14330821
pore,1989,13499332
pore,1990,12478529
pore,1991,13537818
pore,1992,11587314
pore,1993,6502216
pore,1994,709485
pore,1995,272388
pore,1996,20960680
pore,1997,22149129
pore,1998,8697409
pore,1999,11101133
pore,2000,10461306
pore,2001,12222801
pore,2002,11520054
pore,2003,11454418
pore,2004,11909193
pore,2005,11870165
pore,2006,12125001
pore,2007,12451486
pore,2008,11785774
pore,2009,12651076
pore,2010,12730714
pore,2011,13726348
pore,2012,13020003
pore,2013,12098876
pore,2014,11059355
pore,2015,10712535
pore,2016,11253862
pore,2017,11480298
pore,2018,11805052
pore,2019,11966857
pore,2020,13083391
pore,2021,11598850
pore,2022,10546106
pore,2023,11529082
pore,2024,11920500
pore,2025,12302107
pore,2026,11543158
pore,2027,12073059
pore,2028,11037654
pore,2029,11441768
pore,2030,11817168
pore,2031,11476940
pore,2032,11444320
pore,2033,9940600
pore,2034,10593126
pore,2035,12794822
pore,2036,9825749
pore,2037,10734856
pore,2038,12230000
pore,2039,12400559
pore,2040,11506482
pore,2041,11143732
pore,2042,11575049
pore,2043,11943092
pore,2044,12193976
pore,2045,12509479
pore,2046,12579779
pore,2047,11699431
pore,2048,11298443
pore,2049,11323906
pore,2050,11906374
pore,2051,12258969
pore,2052,13222292
pore,2053,13433591
pore,2054,12811819
pore,2055,12904168
pore,2056,11155140
pore,2057,13146628
pore,2058,12980715
pore,2059,11412164
pore,2060,11369477
pore,2061,12305251
pore,2062,11550229
pore,2063,10729229
pore,2064,11650253
pore,2065,11817370
pore,2066,11846783
pore,2067,12519472
pore,2068,10343484
pore,2069,11970957
pore,2070,12138002
pore,2071,11795668
pore,2072,12576530
pore,2073,13025930
pore,2074,12040641
pore,2075,11912129
pore,2076,11778406
pore,2077,10798667
pore,2078,11332906
pore,2079,10765294
pore,2080,9767222
pore,2081,10709718
pore,2082,11369359
pore,2083,11058901
pore,2084,11189574
pore,2085,10021173
pore,2086,9326890
pore,2087,11411886
pore,2088,5262463
pore,2089,530148
pore,2090,301187
pore,2091,21744723
pore,2092,25127830
pore,2093,9932986
pore,2094,13238307
pore,2095,13560313
pore,2096,13951263
pore,2097,13937202
pore,2098,15083772
pore,2099,15891730
pore,2100,14369267
pore,2101,15280016
pore,2102,13884714
pore,2103,13594104
pore,2104,14064932
pore,2105,13471916
pore,2106,13856472
pore,2107,14029115
pore,2108,13914229
pore,2109,15204139
pore,2110,15947148
pore,2111,15347959
pore,2112,14319878
pore,2113,13935371
pore,2114,14595188
pore,2115,15476623
pore,2116,14625756
pore,2117,13427488
pore,2118,14185618
pore,2119,14519934
pore,2120,14164451
pore,2121,14170617
pore,2122,13574331
pore,2123,13914252
pore,2124,14117991
pore,2125,13420065
pore,2126,14361155
pore,2127,14684147
pore,2128,14150599
pore,2129,14355208
pore,2130,14904194
pore,2131,14295725
pore,2132,15755498
pore,2133,15069858
pore,2134,13875554
pore,2135,14697820
pore,2136,14351107
pore,2137,15778914
pore,2138,15052516
pore,2139,13686225
pore,2140,14572242
pore,2141,14737998
pore,2142,14442994
pore,2143,12676259
pore,2144,13943261
pore,2145,13901014
pore,2146,12799049
pore,2147,14903795
pore,2148,15118562
pore,2149,14023710
pore,2150,14152228
pore,2151,13145120
pore,2152,13236187
pore,2153,12857748
pore,2154,14314031
pore,2155,14086627
pore,2156,12711635
pore,2157,13391928
pore,2158,14207508
pore,2159,15007893
pore,2160,15328461
pore,2161,14330220
pore,2162,15098524
pore,2163,16315241
pore,2164,17269250
pore,2165,15491677
pore,2166,15807063
pore,2167,14493092
pore,2168,14298016
pore,2169,14379804
pore,2170,14944187
pore,2171,13916627
pore,2172,15325730
pore,2173,15404289
pore,2174,13962891
pore,2175,14465010
pore,2176,16485750
pore,2177,15943039
pore,2178,16338312
pore,2179,15970159
pore,2180,15825510
pore,2181,13472517
pore,2182,14078150
pore,2183,7235051
pore,2184,497848
pore,2185,295785
pore,2186,22446217
pore,2187,21636440
pore,2188,7921470
pore,2189,10968021
pore,2190,10498321
pore,2191,10530610
pore,2192,10705447
pore,2193,11812500
pore,2194,11220662
pore,2195,9871172
pore,2196,9973854
pore,2197,11273893
pore,2198,10421599
pore,2199,11171614
pore,2200,11780851
pore,2201,11323822
pore,2202,12671441
pore,2203,11814450
pore,2204,11320976
pore,2205,11139251
pore,2206,11350996
pore,2207,12182150
pore,2208,13588884
pore,2209,12123561
pore,2210,11528290
pore,2211,12345676
pore,2212,11599333
pore,2213,11561067
pore,2214,13746538
pore,2215,11709650
pore,2216,13397537
pore,2217,12231283
pore,2218,12477329
pore,2219,11008827
pore,2220,10642317
pore,2221,10085013
pore,2222,10833721
pore,2223,11224289
pore,2224,10884286
pore,2225,10188630
pore,2226,10417025
pore,2227,9452957
pore,2228,11777598
pore,2229,11550281
pore,2230,11292212
